premise_lrl,hypothesis_lrl,original_gt_label_int,ground_truth_eng_label_str,premise_en,hypothesis_en,predicted_english_label_model_intermediate,predicted_lrl_label_model_raw,predicted_label_for_accuracy,raw_premise_translation_response,raw_hypothesis_translation_response,raw_nli_response,runtime_seconds,error_message
Kiti cha kubeba kinapendwa sana,Hakuna anayependa kipandishi.,2,contradiction,The house of the drunkard was very well-known.,I don't want to hear about it.,neutral,Kufanya kwa msingi,neutral,The house of the drunkard was very well-known.,I don't want to hear about it.,neutral,2.0431883335113525,
"Kwa kutoa msaada kwa uokoaji wa Septemba 11, ona, kwa mfano . mahojiano ya mwananchi 14 (Apr.",Hakuna msaada unaopatikana kwa upande wa uokoaji wa Septemba 11.,2,contradiction,"In the aftermath of September 11th, he, a man of 14 years, was forced into becoming a child soldier.",No assistance was provided for September 11th victims.,contradiction,kontradikta,contradiction,"In the aftermath of September 11th, he, a man of 14 years, was forced into becoming a child soldier.",No assistance was provided for September 11th victims.,contradiction,2.996276378631592,
Mpeanaji habari wa Tennesse alitumia hali ya hewa ya mbwa kwa 'hali ya hewa ya joto bila mvua'  ambayo inatokana na msemo wa siku za mbwa inayomaanisha mwezi wa Agosti iliyo na hali ya anga kavu.,Juni na Julai pia zian joto sana Tennessee.,1,neutral,"The weather in Tennessee usually consists of hot, dry weather during the summer months with occasional rain showers and cool nights.",June and July are both very hot in Tennessee.,entailment,kama naloo,entailment,"The weather in Tennessee usually consists of hot, dry weather during the summer months with occasional rain showers and cool nights.",June and July are both very hot in Tennessee.,entailment,2.4747469425201416,
"Nilimuua, ni kweli.",Maisha ya mwanaume huyo yaliokolewa.,2,contradiction,I am not interested.,The life of that young man was ruined.,contradiction,kontradikasheni,contradiction,I am not interested.,The life of that young man was ruined.,contradiction,1.7529282569885254,
Lakini nilikuwa haraka kukupa.,Mtu ule alitaka mpenzi.,1,neutral,But I was in a hurry to drink it.,He is a bad husband.,contradiction,kontradiksi,contradiction,But I was in a hurry to drink it.,He is a bad husband.,contradiction,1.5753304958343506,
"Kama unasikia una uwezo wa kuifanya, sukuma kandokando ya ukungu wa njia, nyuma ya bwawa la Emerald, hadi kwenye vuli la Nevada, ndipo utaanza kupoteza makundi ya watu.","Nevada Falls ni eneo nzuri ambalo halina watu wengi, na ni pahala pazuri pa kutembea.",1,neutral,"If you can't go there, come here; if you can't do that, do this; if you can't do that, then you're out of luck.",Nevada Falls is a beautiful waterfall that you can walk up to and enjoy.,contradiction,kontradikta,contradiction,"If you can't go there, come here; if you can't do that, do this; if you can't do that, then you're out of luck.",Nevada Falls is a beautiful waterfall that you can walk up to and enjoy.,contradiction,3.5145201683044434,
"Niliripoti hili kwa barua kwa Daktari, ilionekana kumchekesha, na alinitumia keki ndogo ya matunda Krismasi hio.",Daktari alinitumia chupa la pombe krismasi hio.,2,contradiction,The doctor told me that I should take this medicine with food and not on an empty stomach because it was too strong for my body.,The doctor didn't drink the Christmas punch.,contradiction,kontradiksi,contradiction,The doctor told me that I should take this medicine with food and not on an empty stomach because it was too strong for my body.,The doctor didn't drink the Christmas punch.,contradiction,2.6296653747558594,
Maana kwamba daftari ni hundi tupu tu unayojua na ni fedha zisizo na ukomo si kwamba yeye huenda na hutumia bila ukomo lakini ni karibu na mtazamo huo,Anahisi kuwa anaweza kutumia zaidi ya dola za Marekani 1000 kila usiku.,1,neutral,The reason for this is that the passport is a document of trust and confidence and it is not possible to have it without having to go through the process of applying for it.,"I am able to use more than $1,000 per month.",neutral,Kufanya kukuza,neutral,The reason for this is that the passport is a document of trust and confidence and it is not possible to have it without having to go through the process of applying for it.,"I am able to use more than $1,000 per month.",neutral,3.854886054992676,
"Hata hivyo, shujaa wangu ni Richard Heseltine, mwenyekiti wa Overseas Investment Trust, ambaye alijiuzulu mapema mwezi huu kwa upinzani na mpango wa biashara ambao alilazimishwa na wakuu wake.",Heseltine aliacha kazi yake.,0,entailment,"That said, my hero is Richard Heseltine, chairman of the Overseas Investment Trust, who has been a great inspiration in this month's issue of our magazine and on the business pages where he writes.",Heseltine was absent from work.,contradiction,kontradikasheni,contradiction,"That said, my hero is Richard Heseltine, chairman of the Overseas Investment Trust, who has been a great inspiration in this month's issue of our magazine and on the business pages where he writes.",Heseltine was absent from work.,contradiction,3.3312201499938965,
"Chanzo hicho kilidai kuwa Bin Ladin aliomba na kupokea msaada kutoka kwa mtaalam wa bomu, ambaye alibaki huko kutoa mafunzo hadi Septemba 1996, wakati ambapo habari zilipelekwa Marekani.",Aliyetoa ujumbe hakujua kitu kuhusu Bin Laden.,2,contradiction,The information about bin Laden was gathered and shared by the bomb experts in the United States from September 1996 when the news first broke out.,I don't know anything about bin Laden.,contradiction,kontradiksi,contradiction,The information about bin Laden was gathered and shared by the bomb experts in the United States from September 1996 when the news first broke out.,I don't know anything about bin Laden.,contradiction,2.731001853942871,
"Kuunganishwa kwa Nova Scotia na Narrow Chignecto Isthmus, New Brunswick ikawa mkoa uliotengwa mwaka wa 1784 katika madai ya wakimbizi 14000.",New Brunswick haikuwa jimbo katika mwaka wa 1784.,2,contradiction,"It was settled by Nova Scotians and the narrow Chignecto isthmus of New Brunswick in 1784 from the Mi'kmaq population of 14,000.",New Brunswick was founded in 1784.,contradiction,kontradikasheni,contradiction,"It was settled by Nova Scotians and the narrow Chignecto isthmus of New Brunswick in 1784 from the Mi'kmaq population of 14,000.",New Brunswick was founded in 1784.,contradiction,3.318500518798828,
Walisisitiza kuwa uangalifu wa mara kwa mara unahitajika kuhakikisha kuwa uthabiti mwafaka unafuatiliwa. Kushughulikia athari za sasa na pia kuzuia kusimamishwa kwa operesheni na kuwa wenye kutumia na jukumu la kudumisha mifumo ya habari inafuatilia sera za shirika.,walisema ni muhimu kuwa macho ikija maneno ya habari ya uongozi kiwandani,1,neutral,"We have a culture of not questioning authority, and we are taught from an early age that it is wrong to do so. We also have a culture of not speaking out against injustice, even when it affects us personally. This has led to a situation where we are unable to speak out about corruption within our own communities, or even about the corruption of those who hold power over us.",The importance of speaking with men is that they can tell you about news from the government,contradiction,kontradikasheni,contradiction,"We have a culture of not questioning authority, and we are taught from an early age that it is wrong to do so. We also have a culture of not speaking out against injustice, even when it affects us personally. This has led to a situation where we are unable to speak out about corruption within our own communities, or even about the corruption of those who hold power over us.",The importance of speaking with men is that they can tell you about news from the government,contradiction,6.101793050765991,
Kama kuna jambo lolote ambalo naweza kufanya.,Nilijua hakuna kitu ambacho ningeweza kufanya.,2,contradiction,What are some things you can do?,I don't have anything that you can do.,contradiction,kontradiksi,contradiction,What are some things you can do?,I don't have anything that you can do.,contradiction,1.7483184337615967,
Mengi yamefanyika kwa kumuandika kazi Michael Apted kuleta ubinadamu kwenye kipindi.,Michael Apted aliajiriwa kuongeza ubora wa kibinafsi kwenye mfululizo.,0,entailment,Many people have been inspired by Michael Apted's work on the film industry.,"Michael Apted was born in 1945 and grew up in London, England.",neutral,Kufanya kukuza,neutral,Many people have been inspired by Michael Apted's work on the film industry.,"Michael Apted was born in 1945 and grew up in London, England.",neutral,2.8697173595428467,
"Kwa shukrani ya kutoa $100 ama mingi kwa kampeni, wewe na wageni mmekaribishwa kushuhudia mapokezi maalumu ,Alhamisi ,Machi 23,2000 kutoka saa 5:30 -8:00 jioni jukwaa la Herron.",Wewe na mgeni mtaalikwa kuhudhuria mapokezi maalum ikiwa utachangia $100 au zaidi kwenye kampeni.,0,entailment,"Thanks for sending us $100 or more to camp, you and your friends will be welcomed by Alhamisi, Machi 23, 2000 at 5:30-8:00 am on our camp site in Herron.",You and I are eligible for a free iPhone 6s Plus if you enter our contest.,contradiction,kontradiksi,contradiction,"Thanks for sending us $100 or more to camp, you and your friends will be welcomed by Alhamisi, Machi 23, 2000 at 5:30-8:00 am on our camp site in Herron.",You and I are eligible for a free iPhone 6s Plus if you enter our contest.,contradiction,4.861130237579346,
Utaona video ya stori ya Anna na Amsterdam chini ya makazi pamoja na picha na shaba za wakati huo.,Hutaona picha.,2,contradiction,Watch the story of Anna and Amsterdam in the company of pictures from that time.,See the picture.,contradiction,kontradiksi,contradiction,Watch the story of Anna and Amsterdam in the company of pictures from that time.,See the picture.,contradiction,1.713545560836792,
"Kwa kuongezea, wakazi wa Indiana wanaweza kuendelea kupokea mkopo wa ushuru wa Indiana ambayo inaelekezwa moja kwa moja dhidi ya mwisho wa fomu ya ushuru ya eneo hilo.",Wakazi wa Indiana wanapata mkopo wa ushuru wa asilimia 50 ikiwa wanachangia thieta.,1,neutral,"In the event of a disaster, citizens of Indiana can continue to receive relief from the Indiana Disaster Relief Fund, which is distributed one-to-one with the disaster relief fund of the state where the disaster occurred.","People in Indiana have a life expectancy of 78 years, which is 12 years higher than the global average.",contradiction,kontradiksi,contradiction,"In the event of a disaster, citizens of Indiana can continue to receive relief from the Indiana Disaster Relief Fund, which is distributed one-to-one with the disaster relief fund of the state where the disaster occurred.","People in Indiana have a life expectancy of 78 years, which is 12 years higher than the global average.",contradiction,4.126622438430786,
"Meya wa Letohrad, mji ambao Josef Korbel alikua, anasema alimtumia Albright barua tatu miaka ya karibuni.",Korbell alimwongoza Lotohrad.,0,entailment,"The city of Letohrad, where Josef Korbel lived, is now called Albright and it's located in three different countries.",Korbell is a lot of fun.,contradiction,kontradiksi,contradiction,"The city of Letohrad, where Josef Korbel lived, is now called Albright and it's located in three different countries.",Korbell is a lot of fun.,contradiction,2.334306478500366,
"Katika uchumi wenye uwekezaji, nini kitafanyika kama tunaweza kuchukua faida zetu za biashara na kuimarisha ziada yoyote ili tuweze kuunda tufaha zaidi na mapea kuliko tulivyoanza na?",Tunaweza fanya biashara na mtu yeyote aliyetuzunguka.,2,contradiction,"In our business environment, what are some of the benefits that we can get from using a mobile phone instead of having a fixed line, so that we can increase our profits and reduce our costs?",You can do business with one another.,neutral,Kufanya kukuza,neutral,"In our business environment, what are some of the benefits that we can get from using a mobile phone instead of having a fixed line, so that we can increase our profits and reduce our costs?",You can do business with one another.,neutral,3.6299209594726562,
Tunaweza endelea kuipa nguvu masomo ya mawakili wazuri.,"Tunaweza kuwaelimisha mawakili, ninauhakika!",0,entailment,You can't use your mouth to bite the finger of a white man.,"You can be a leader, you can be a hero!",contradiction,kontradiksi,contradiction,You can't use your mouth to bite the finger of a white man.,"You can be a leader, you can be a hero!",contradiction,2.432168960571289,
"Mpokeaji wa mwisho wa Pakistan angeenda kwa hawaladar ya Pakistani na kupolea pesa zake, katika rupees, kutoka kwa pesa yoyote ambayo hawaladar ya Pakistani ilikuwa nayo mkononi.",Mwenye kuipata wa mwisho atahitajika kusafiri hadi Turkey ili kupata pesa zake.,2,contradiction,The exchange rate for Pakistani Rupees against other currencies at the time of writing was 105.26 Pakistani Rupees per US Dollar and 73.48 Pakistani Rupees per Euro.,The person who has been in Turkey for a long time will be able to help you get money from there.,contradiction,kontradiksi,contradiction,The exchange rate for Pakistani Rupees against other currencies at the time of writing was 105.26 Pakistani Rupees per US Dollar and 73.48 Pakistani Rupees per Euro.,The person who has been in Turkey for a long time will be able to help you get money from there.,contradiction,4.400228977203369,
Kinacholeta wasiwasi kwa kweli ni ya kuwa HMOs zinawezakosa kupunguza gharama mbeleni.,Kila mtu anaaminia HMO kuweza  kudhibiti  gharama baada ya muda mrefu.,2,contradiction,The HMOs were not allowed to do anything about the bad housing conditions.,Everyone is entitled to a good life after retirement.,contradiction,kontradiksi,contradiction,The HMOs were not allowed to do anything about the bad housing conditions.,Everyone is entitled to a good life after retirement.,contradiction,1.8813300132751465,
Na bado iliniogopesha.,Nilikuwa na hofu kidogo.,1,neutral,I am not interested in you.,I was a bit nervous.,contradiction,kontradiksi,contradiction,I am not interested in you.,I was a bit nervous.,contradiction,1.1965970993041992,
oh oh bila shaka inaonekana ni kama tukuo bora,Hiyo inaonekana kama uzoefu mmbaya.,2,contradiction,oh oh if you are not strong enough then you will be defeated,That's what you call a good meal.,contradiction,kontradiksi,contradiction,oh oh if you are not strong enough then you will be defeated,That's what you call a good meal.,contradiction,1.9931766986846924,
"Kulingana na tathmini hii ya hatari, Centrelink ilianzisha mikakati maalum ya kuzuia lengo la kuelimisha walengwa na waajiri juu ya mahitaji ya kuripoti mapato.",Centrelink ilikuwa na mikakati mingi ya kuwafundisha watu jinsi ya kuripoti mapato kwa sababu serikali ilipoteza pesa nyingi kwa makosa,1,neutral,"We are aware of this risk, and Centrelink is developing a strategy to address it by providing information on how to use the language of the community and the needs of the people who work in the sector.",Centrelink was not able to provide a lot of information on how to claim benefits because the government is only paying out a small amount of money for each person.,contradiction,kontradikasheni,contradiction,"We are aware of this risk, and Centrelink is developing a strategy to address it by providing information on how to use the language of the community and the needs of the people who work in the sector.",Centrelink was not able to provide a lot of information on how to claim benefits because the government is only paying out a small amount of money for each person.,contradiction,4.554007530212402,
"Hii ni muhimu sana kwa maisha ya muda mrefu ya tembo katika huduma za kibinadamu, kama vile pori.",Hakuna kitakachofanywa kuwaokoa ndovu.,2,contradiction,"This is very important for the life of young people in the service of God, as well as for those who are not yet in the service.",There is no one who can deny that there are no problems in life.,contradiction,kontradiksi,contradiction,"This is very important for the life of young people in the service of God, as well as for those who are not yet in the service.",There is no one who can deny that there are no problems in life.,contradiction,3.0403003692626953,
Tunanuia uwiano wa moja kwa moja kati ya kiasi kwa kila mtu na vipande kwa kila iwezekanavyo.,Tunajua hakuna uhusiano kati ya kiasi kwa kila mtu na vipande kwa kila iwezekanavyo.,2,contradiction,We will give you one day for each person and a place for each of your needs.,I don't have any relationship with anyone and I don't know what they're up to.,contradiction,kontradikasheni,contradiction,We will give you one day for each person and a place for each of your needs.,I don't have any relationship with anyone and I don't know what they're up to.,contradiction,2.8657193183898926,
Wakati huu nafikiria ni vema kuondoka katika kisiwa ambacho hakina maelenddeleo kwa amani.,Watu wanafikiria ya kwamba visiwa vinafaa kuchwa.,0,entailment,"This time, we are not afraid of being killed by those who have no respect for human rights.","People think that if you don't have a car, you are poor.",neutral,Kufanya kukuza,neutral,"This time, we are not afraid of being killed by those who have no respect for human rights.","People think that if you don't have a car, you are poor.",neutral,2.4053633213043213,
Kitu moja ambacho M. Tesniares hajaafikiana nacho ni mchango wa Uingereza.,M. Tesniares hufanya pembejeo ya Anglo-Saxon.,2,contradiction,One of the things that M. Tesniares has in common with the British is the weather.,M. Tesniares teaches Anglo-Saxon.,contradiction,kontradikasheni,contradiction,One of the things that M. Tesniares has in common with the British is the weather.,M. Tesniares teaches Anglo-Saxon.,contradiction,2.419053792953491,
Jina langu ni Wade--Lord Julian Wade.,"Jina lake halikuwa Wade, lakini badala yake, Smith.",2,contradiction,My name is Wade - Lord Julian Wade.,"His name was Wade, but instead, it was Smith.",contradiction,kontradiksi,contradiction,My name is Wade - Lord Julian Wade.,"His name was Wade, but instead, it was Smith.",contradiction,1.7746531963348389,
"Ingekuwa vigumu zaidi kwa mwanasheria wa huduma za kisheria California kujua iwapo mteja, ambaye amekuwa akifanya kazi katika mkondo wa uhamiaji Arizona, amevuka mpaka kwa muda mfupi kuingia Mexico.","Wakili anaweza kupata habari kutoka kwa uhusiano wa wafanyakazi wageni,",1,neutral,"The two brothers worked in California as farmhands, but then they moved to Arizona and started farming there, and finally went back to Mexico.","The representative can get news from the workers' union,",neutral,Kufanya kukuza,neutral,"The two brothers worked in California as farmhands, but then they moved to Arizona and started farming there, and finally went back to Mexico.","The representative can get news from the workers' union,",neutral,2.8630878925323486,
"Vilevile, takrimu katika meza ya A2 na A3 inaonyesha kuwa njia zenye idadi kuu za abiria zinakaa katika maeneo yenye hali nzuri zaidi za mapato ya nyumbani na masomo.",Maeneo yenye kiasi kikubwa pia yana mapato ya juu.,0,entailment,"I have been taking classes at A2 and A3 that help me learn about my culture and heritage through music, dance, and storytelling.","The story has a happy ending, too.",neutral,Kufanya kukuza,neutral,"I have been taking classes at A2 and A3 that help me learn about my culture and heritage through music, dance, and storytelling.","The story has a happy ending, too.",neutral,2.4414567947387695,
Na alikuwa pale daima kwa ajili yetu.,Alitupatia pesa zote tulizohitaji.,1,neutral,He was always with us.,You need all of these things.,neutral,Kufanya kukuza,neutral,He was always with us.,You need all of these things.,neutral,1.5003447532653809,
"Alisema, Mpenzi, huyaelewi maisha jinsi ninavyoyaelewa.",Aliniambia sikuwa na kidokezo jinsi ulimwengu halisi ulivyofanya kazi na nipaswa kumfuata.,1,neutral,"I say, my dear, life is a mystery that no one understands.","The man was not good at making a living, but he worked hard and managed to make ends meet.",neutral,Kufanya kukuza,neutral,"I say, my dear, life is a mystery that no one understands.","The man was not good at making a living, but he worked hard and managed to make ends meet.",neutral,2.6218087673187256,
"Mali ni mfululizo usio na mwisho wa michemko katika anga, au kwenye mtandao, na watu tofauti wanaodai kuwa na maslahi mbalimbali ndani yake.",Mali ni watu tu kusema wanamiliki kitu.,0,entailment,"The malice is in the heart and in the mind, and the different people have different interests.",The people in Mali are saying that they have no money.,contradiction,kontradiksi,contradiction,"The malice is in the heart and in the mind, and the different people have different interests.",The people in Mali are saying that they have no money.,contradiction,2.1796247959136963,
"Wafanyakazi hawa hawakuwa wamefungiwa, lakini tofauti na wakazi wengi kwenye sakafu ya juu, walichagua kuteremka mara baada ya athari.",Wafanyikazi wengine walidhani kwamba hali haiwezi kuenea.,1,neutral,"The workers were not paid, but the other people in the same area who work for less money than they do, are given a bonus after their work is done.",The people of this country are not able to live in peace.,contradiction,kontradikasheni,contradiction,"The workers were not paid, but the other people in the same area who work for less money than they do, are given a bonus after their work is done.",The people of this country are not able to live in peace.,contradiction,3.601060628890991,
"Hakuna jambo ambalo linasisitiza matatizo magumu ya lugha zaidi kuliko mawasiliano ambayo hutokea kati ya rubani, abiria wa ndege, na watawala wa trafiki ya hewa.",Rubani huwa kamili kwa mawasiliano.,2,contradiction,There is no problem with the language of more than two languages like the language of the people and the language of the animals and the language of the birds.,He is a perfect gentleman.,contradiction,kontradiksi,contradiction,There is no problem with the language of more than two languages like the language of the people and the language of the animals and the language of the birds.,He is a perfect gentleman.,contradiction,2.845069646835327,
"Yousf aliweza kutorokea Pakistan,bali mwenzake Murad, ambaye KSM inadai alimtuma Yousef na $3,000 ili kugharamia operesheni -alishikwa na kufufunuamaelezo  kuhusu njama hiyo akihojiwa.",Murad aliwajulisha wapelelezi mahali pa kumpata Yousef kule Pakistani.,1,neutral,"Yousf was released from prison in Pakistan, but not Murad, who is still being held by the Pakistani government for his role in the 9/11 attacks and receiving $3,000 to help him escape.","Murad was killed by a bomb in a car in Pakistan, where he had been living for years.",contradiction,kontradiksi,contradiction,"Yousf was released from prison in Pakistan, but not Murad, who is still being held by the Pakistani government for his role in the 9/11 attacks and receiving $3,000 to help him escape.","Murad was killed by a bomb in a car in Pakistan, where he had been living for years.",contradiction,4.993593215942383,
"Mtu anaweza kufikiria mwendeshaji wa buldoza kama vile anapokuwa katika barabara ya maendeleo mapya yanayoonyeshwa na msanidi  Vipi, Loyd ...",Unaweza kufikiria opereta wa buldoza akianzisha buldoza.,1,neutral,A person can think of bulldozers as a means of transport just like we do in our day-to-day activities. But Lloyd...,You can think of bulldozers as a type of tractor.,contradiction,kontradikasheni,contradiction,A person can think of bulldozers as a means of transport just like we do in our day-to-day activities. But Lloyd...,You can think of bulldozers as a type of tractor.,contradiction,2.8964715003967285,
"Kwa hiyo, Baba huenda na kuniandalia glasi nzuri sana ya maziwa ya chokoleti .",Baba alipata maziwa ya chokoleti kutoka kwa jokofu.,1,neutral,"So, Dad went and bought a really nice glass of chocolate milk.",The father had chocolate from the shop.,entailment,kama naloa,entailment,"So, Dad went and bought a really nice glass of chocolate milk.",The father had chocolate from the shop.,entailment,2.0392935276031494,
Katika siku saba wataweza kupitia historia yetu na kuhakikisha kuwa sisi hatujawahi kuwa walaghai ama hamna,Wao watastahili kufuatilia mandharinyuma katika siku saba zifuatazo.,0,entailment,In this week we can read our story and check if we are doing what is right or wrong,"Wow, I can't believe it's been a year already!",neutral,Kufanya kukuza,neutral,In this week we can read our story and check if we are doing what is right or wrong,"Wow, I can't believe it's been a year already!",neutral,2.483081102371216,
"Mstaafu sergenti mkuu, kama alivyosma Rick.",Rick alikuambia kuwa nilikuwa nimestaafu.,0,entailment,"I'm sorry, sir. I can't find Rick.",Rick was not happy with what I had done.,neutral,Kufanya kukuza,neutral,"I'm sorry, sir. I can't find Rick.",Rick was not happy with what I had done.,neutral,1.8040375709533691,
Mwanaume huingia kwa vyovyote vile.,Mwanaume aliingia chumbani.,0,entailment,The boy is coming with his friends.,The boy came into my house.,contradiction,kontradikasheni,contradiction,The boy is coming with his friends.,The boy came into my house.,contradiction,1.5926461219787598,
"Kwa kweli, sio kila makosa ya uandishi ambao unaweza shirikishwa na azimio za kuficha zisizo za fahamu kwa mwandishi.",karani wote hawafanyi makosa ya uchapishaji,2,contradiction,"Indeed, not all opinions expressed by writers can be shared with the objectives of making people understand.",Everyone has a role in fighting corruption.,contradiction,kontradiksi,contradiction,"Indeed, not all opinions expressed by writers can be shared with the objectives of making people understand.",Everyone has a role in fighting corruption.,contradiction,2.095961332321167,
"Ikiwa ungependa habari za ziada kuhusu kampeni ya IU Shule ya Madawa au utafiti wa Dk Field, tafadhali piga wito 274-3270.",Dr Field anafanya kazi kama daktari wa meno katika Chuo Kikuu cha Florida.,2,contradiction,"If you have any questions about the IU School of Medicine or Dk Field Research, please call 274-3270.",Dr. Field works as a doctor in the Central Florida area.,neutral,Kufanya kwa msingi,neutral,"If you have any questions about the IU School of Medicine or Dk Field Research, please call 274-3270.",Dr. Field works as a doctor in the Central Florida area.,neutral,2.840195655822754,
"Ingawa hata baadhi yao wanapaswa kujua vizuri zaidi, kulikuwa bado na wachache Barbados pamoja nasi, na wanajua kama mimi na wewe na kanali Askofu.",Pia sisi tunajuana na Kapteni Blood.,1,neutral,"Their secret was that they were both from Barbados and knew each other well, and I didn't know them either on Askofu's channel.",I am Captain Blood's daughter.,contradiction,kontradikasheni,contradiction,"Their secret was that they were both from Barbados and knew each other well, and I didn't know them either on Askofu's channel.",I am Captain Blood's daughter.,contradiction,2.324350118637085,
"Ili kupata pasipoti safi na pasipoti mbili zilizoharibiwa, angalia Ripoti za Upelelezi, uhoji wa KSM, Julai 3, 2003; Septemba 9, 2003.",KSM daima walikosa kupata hati safi.,2,contradiction,"I obtained a clean certificate and a duplicate certificate, dated July 3, 2003 and September 9, 2003 respectively, from the Office of the Registrar, University of Nairobi.",KSM always has a clean heart.,neutral,Kufanya kazi,neutral,"I obtained a clean certificate and a duplicate certificate, dated July 3, 2003 and September 9, 2003 respectively, from the Office of the Registrar, University of Nairobi.",KSM always has a clean heart.,neutral,3.713517665863037,
