id,premise,hypothesis,ground_truth_label,predicted_label,raw_model_output,runtime_seconds,data_language,prompt_instruction_language,shot_type
15,"Si vous vous sentez à la hauteur, continuez le long du sentier des brumes, après Emerald Pool, Nevada Fall, et vous commencerez à semer la foule.",Nevada Falls est une grande randonnée avec quelques personnes.,neutral,neutral,"NEUTRAL
Votre réponse: NEUTRAL

La",0.6771,fr,fr,zero-shot
16,"Je l'ai signalé dans une lettre au Dr. Cela a semblé l'amuser, et il m'a envoyé un petit cake aux fruits pour Noël.",Le docteur m'a envoyé un bouteille de vin ce Noël là.,contradiction,neutral,"NEUTRAL
Votre réponse: NEUTRAL

La",0.6262,fr,fr,zero-shot
17,le sens que le chèquier soit juste un chèque vierge et son plafond illimité non pas qu'elle peut juste dépenser comme elle le veut mais c'est presque cette attitude,Elle a l'impression de pouvoir dépenser plus de 1 000 $ par nuit.,neutral,neutral,"NEUTRAL
Votre réponse: NEUTRAL

La",0.7197,fr,fr,zero-shot
18,"Mon héro, donc, est Richard Heseltine, le président de la foundation d' investissement d' Outre-mer, qui a démissionné plus tôt ce mois-ci pour s'opposer au plan de développement que lui ont imposé ses supérieurs",Heseltine a quitté son travail.,entailment,entailment,"ENTAILMENT
Votre réponse: ENTAILMENT
Votre",0.8602,fr,fr,zero-shot
19,"La source a affirmé que Ben Laden avait demandé et reçu de l'aide de l'expert en fabrication de bombes, qui y était resté en tant que formateur jusqu'en septembre 1996, date à laquelle l'information a été transmise aux Etats-Unis.",La source ne savait rien de Ben Laden.,contradiction,contradiction,"CONTRADICTION

La prémisse indique que la",0.7130,fr,fr,zero-shot
20,"Relié à la Nouvelle-Écosse par l'étroit isthme de Chignectou, le Nouveau-Brunswick devint une province distincte en 1784 à la demande de 14 000 réfugiés loyalistes.",Le Nouveau-Brunswick n'était pas une province en 1784.,contradiction,contradiction,"CONTRADICTION

La prémisse indique claire",0.6209,fr,fr,zero-shot
21,Ils ont insisté sur le fait qu'une vigilance constante est nécessaire afin d'assurer que les contrôles restent appropriés (traiter les risques actuels et non pas gêner inutilement les opérations) et que les personnes qui utilisent et entretiennent les systèmes d'information respectent l'organisation en place.,Ils ont dit qu'il était important d'être vigilant lorsqu'il s'agissait des nouvelles commandes d'usine.,neutral,entailment,"NEUTRAL
ENTAILMENT
CONTRADICTION",0.6486,fr,fr,zero-shot
22,S'il y avait quelque chose que je pouvais faire.,Je savais qu'il n'y avait rien que je puisse faire.,contradiction,contradiction,"CONTRADICTION
Votre réponse: CONTRADICTION

Pr",0.7009,fr,fr,zero-shot
23,Beaucoup a été fait pour engager Michael Apted pour amener plus d'humanité à la série.,Michael Apted a été embauché pour ajouter une qualité personnelle à la série.,entailment,neutral,"NEUTRAL
Votre réponse: NEUTRAL

La",0.6421,fr,fr,zero-shot
24,"En remerciement pour votre contribution de 100 $ ou plus pour la campagne, vous, ainsi qu'un(e) invité(e) de votre choix, êtes conviés au Herron Hall le jeudi 23 mars 2000 de 17:30 à 20:00 pour une réception exceptionnelle.",Vous et un invité serez conviés à assister à une réception spéciale si vous faites un don de 100$ ou plus à la campagne.,entailment,entailment,"ENTAILMENT
ENTAILMENT
You are an AI",0.6802,fr,fr,zero-shot
25,Vous verrez des vidéos de l'histoire d'Anne et d'Amsterdam sous l'occupation ainsi que des photographies et des objets de l'époque.,Vous ne verrez pas de photos.,contradiction,contradiction,"CONTRADICTION

La prémisse indique claire",0.6599,fr,fr,zero-shot
26,"De plus, les résidants de l’Indiana peuvent bénéficier de réductions fiscales grâce au crédit d’impôt de l’Indiana qui s’applique directement sur le revenu net de la déclaration fiscale.",Les résidents de l'Indiana obtiennent un crédit d'impôt de 50 % s'ils font un don au théâtre.,neutral,neutral,"NEUTRAL
Réponse: NEUTRAL",0.6206,fr,fr,zero-shot
27,"Le maire de Letohrad, la ville où Josef Korbel a grandi, affirme avoir envoyé trois lettres à Albright ces dernières années.",Korbel a guidé Letohrad.,entailment,entailment,"NEUTRAL
ENTAILMENT
CONTRADICTION",0.6585,fr,fr,zero-shot
28,"Dans une économie à fort réinvestissement, que se passera-t-il si nous pouvons tirer parti de nos avantages commerciaux et réinvestir tout excédent afin de pouvoir créer plus de pommes et de poires que ce avec quoi nous avons démarré?",Nous ne pouvons commercer avec nos personnes proches.,contradiction,contradiction,"CONTRADICTION

La prémisse suggère que",0.6886,fr,fr,zero-shot
29,Nous continuons à renforcer la formation de bons avocats.,"Nous pouvons éduquer les avocats, j'en suis sûr!",entailment,entailment,"NEUTRAL
ENTAILMENT
CONTRADICTION",0.6142,fr,fr,zero-shot
30,"Le destinataire final au Pakistan irait alors à l'hawaladar pakistanais et recevrait son argent, en roupies, de tout argent que l'hawaladar pakistanais a à sa disposition.",Le bénéficiaire final devrait se déplacer en Turquie pour recevoir son argent.,contradiction,contradiction,"CONTRADICTION
Votre réponse: CONTRADICTION

La",0.6881,fr,fr,zero-shot
31,La véritable cause de préoccupation est que les HMO peuvent ne pas contrôler les coûts à long terme.,Tout le monde comprend que les organisations du maintien de santé seront en mesure de contrôler les coûts à long terme.,contradiction,neutral,"NEUTRAL
Votre réponse: NEUTRAL

La",0.7205,fr,fr,zero-shot
32,et ça m'a encore fait peur,J'avais juste un peu peur.,neutral,neutral,"NEUTRAL
Votre réponse: NEUTRAL

La",0.6698,fr,fr,zero-shot
33,Ma parole ! Ça me semble bien aventureux.,Cela ressemble à une expérience épouvantable.,contradiction,neutral,"NEUTRAL
Votre réponse: NEUTRAL

La",0.6776,fr,fr,zero-shot
34,"Basé sur l'estimation des risques, Centerlink a développé tout un éventail de stratégies spécifiques de prévention destinées à apprendre aux bénéficiaires et aux employés des éléments au sujet de la déclaration de revenus.",Centrelink avait beaucoup de stratégies pour enseigner aux gens comment déclarer leurs revenus parce que les erreurs coûtaient beaucoup d'argent au gouvernement.,neutral,entailment,"NEUTRAL
ENTAILMENT
CONTRADICTION",0.6694,fr,fr,zero-shot
35,"Ceci est extrêmement important pour la survie à long terme des éléphants grâce aux soins humains, ainsi que pour la nature.",Il n'y a rien qui puisse être fait pour aider les éléphants.,contradiction,contradiction,"CONTRADICTION

La prémisse suggère que",0.6549,fr,fr,zero-shot
36,Nous supposons une relation linéaire forte entre le volume par habitant et les pièces possibles par,Nous savons qu'il n'y a pas de lien entre le volume par habitant et les pièces par possible.,contradiction,contradiction,"CONTRADICTION

La prémisse affirme qu",0.6969,fr,fr,zero-shot
37,"À l'heure actuelle, il est peut-être préférable de laisser ces petites îles moins développées tranquilles.",Les gens pensent que les îles devraient être laissées seules.,entailment,neutral,"NEUTRAL
Votre réponse: NEUTRAL

La",0.6883,fr,fr,zero-shot
38,"Cependant, une chose dont M. Tesniares n'a pas tenu compte est l'apport anglo-saxon.",M. Tesniares apporte une contribution anglo-saxonne.,contradiction,contradiction,"CONTRADICTION

La prémisse indique que M",0.7027,fr,fr,zero-shot
39,Mon nom est Wade - Seigneur Julian Wade.,Son nom n'était pas Wade mais bien Smith.,contradiction,contradiction,"CONTRADICTION
Votre réponse: CONTRADICTION

Pr",0.6225,fr,fr,zero-shot
40,"Il serait extrêmement difficile pour un avocat des services juridiques californiens de savoir si un client qui a travaillé au sein du flux de migration en Arizona, a franchi temporairement la frontière mexicaine.",L'avocat peut obtenir les informations à travers le réseau des travailleurs migrants.,neutral,entailment,"NEUTRAL
ENTAILMENT
CONTRADICTION",0.6443,fr,fr,zero-shot
41,"De même, les statistiques des tableaux A2 et A3 montrent que les routes ayant un volume de routes de transport élevé se trouvent dans des codes postaux avec des niveaux plus élevés de revenus par ménage et de niveaux de scolarité.",Les régions à volume élevé ont également des revenus élevés.,entailment,entailment,"NEUTRAL
ENTAILMENT
CONTRADICTION",0.6204,fr,fr,zero-shot
42,Et elle a toujours été là pour nous,Elle nous a donné tout l'argent dont nous avions besoin.,neutral,neutral,"NEUTRAL
Votre réponse: NEUTRAL

Pr",0.6147,fr,fr,zero-shot
43,"Um, et elle a dit, elle a dit, elle a dit, bébé, elle a dit, Vous ne comprenez pas  la vie de la façon dont je la comprends.",Elle m'a dit que je n'avais aucune idée de comment le monde réel fonctionnait vraiment et que je devrais la suivre.,neutral,neutral,"NEUTRAL
Votre réponse: NEUTRAL

La",0.6863,fr,fr,zero-shot
44,"La propriété est une succession interminable de bulles dans l'espace, ou le cyberespace, avec des personnes différentes revendiquant une variété infinie d'intérêts en eux.","La propriété, ce n'est que des personnes disant qu'elles possèdent quelque chose.",entailment,neutral,"NEUTRAL
La prémisse suggère que",0.6964,fr,fr,zero-shot
45,"Ces travailleurs n'étaient pas bloqués, mais contrairement à la plupart des occupants des étages supérieurs, ils avaient choisi de ne pas descendre immédiatement après l'impact.",Certains travailleurs pensaient que la situation ne dégénérerait pas.,neutral,entailment,"NEUTRAL
ENTAILMENT
CONTRADICTION",0.7188,fr,fr,zero-shot
46,"Rien ne souligne les complexités subtiles du langage de façon plus frappante que les problèmes de communication entre les pilotes, les membres d'équipage et les contrôleurs de la circulation aérienne.",Les pilotes sont toujours des communicateurs parfaits.,contradiction,contradiction,"CONTRADICTION
Votre réponse: CONTRADICTION

La",0.6244,fr,fr,zero-shot
47,"Yousef a pu s'enfuir au Pakistan, mais son complice Murad, dont KSM dit qu'il a envoyé $3 000 pour aider à financer l'opération, a été arrêté et a révélé des infirmations sur le complot lors de l'interrogatoire.",Murad a dit aux enquêteurs où localiser Yousef au Pakistan.,neutral,neutral,"NEUTRAL
Votre réponse: NEUTRAL

La",0.6726,fr,fr,zero-shot
48,"On peut imaginer un conducteur de bulldozer en train de préparer une route pour un nouveau développement, salué par le développeur Hey, Loyd ...",Vous pouvez imaginer un conducteur de bulldozer démarrer un bulldozer.,neutral,neutral,"NEUTRAL
Votre réponse: NEUTRAL

La",0.6211,fr,fr,zero-shot
49,"Bon, quoi qu'il en soit, Papa va me préparer un bon grand verre de lait chocolaté.",Papa m'a donné du lait au chocolat du frigo.,neutral,neutral,"NEUTRAL
Votre réponse: NEUTRAL

Pr",0.6706,fr,fr,zero-shot
50,"eh bien soi-disant dans sept jours, ils vont, ils vont éplucher votre parcours et s'assurez que vous n'êtes pas un ancien détenu ou n'avez",Ils vont soi-disant faire une vérification des antécédents au cours des sept prochains jours.,entailment,entailment,"NEUTRAL
ENTAILMENT
CONTRADICTION",0.6480,fr,fr,zero-shot
51,"Je suis euh, grand sergent chef, à la retraite, comme Rick l'a dit.",Rick t'a dit que j'étais à la retraite.,entailment,entailment,"ENTAILMENT
Votre réponse: ENTAILMENT
Votre",0.6376,fr,fr,zero-shot
52,Quoi qu'il en soit l'homme entre.,L'homme est entré dans la pièce.,entailment,neutral,"NEUTRAL
Votre réponse: NEUTRAL

La",0.6516,fr,fr,zero-shot
53,"Bien sûr, toutes les erreurs typographiques ne doivent pas être attribuées à un motif inconscient caché de la part du typographe (ou dactylo).",Les typographes et les dactylographes ne font jamais d'erreurs typographiques.,contradiction,contradiction,"CONTRADICTION

La prémisse indique que toutes",0.6091,fr,fr,zero-shot
54,"Si vous souhaitez obtenir des informations supplémentaires sur la campagne de l'École de médecine IU ou sur la recherche du Dr Field, veuillez composer le 274-3270.",Le Dr. Field travaille comme dentiste à l'Université de Floride.,contradiction,neutral,"NEUTRAL
Votre réponse: NEUTRAL

La",0.6240,fr,fr,zero-shot
55,"ils devraient mieux connaître certains d'entre eux, car il y en a quand même quelques-uns qui étaient avec nous à la Barbade, et connaissent comme vous et moi le Colonel Bishop.",Nous connaissons aussi le Capitaine Blood.,neutral,neutral,"NEUTRAL
Votre réponse: NEUTRAL

La",0.6624,fr,fr,zero-shot
56,"dans l'obtention de nouveaux passports et les deux passports endommagés, voir le rapport des renseignements, interrogations du KSM, le 3 juillet 2003 et 9 septembre 2003.",KSM a toujours échoué à obtenir des documents propres.,contradiction,neutral,"NEUTRAL
Votre réponse: NEUTRAL

La",0.6472,fr,fr,zero-shot
57,Les petites rues de Laleli se trouvent de l'autre côté de la place. C'est là qu'il faut aller pour dénicher des vêtements pas chers.,Les vêtements bon marché sont à vendre à Laleli si vous allez dans les bonnes boutiques.,neutral,entailment,"NEUTRAL
ENTAILMENT
CONTRADICTION",0.6534,fr,fr,zero-shot
58,"Outre le lexique, la grammaire - et particulièrement la syntaxe - a quelque peu évolué, mais encore une fois, pas au point qu'un lecteur moderne ne puisse pas la comprendre.","Les règles de grammaire ont changé, mais pas beaucoup.",entailment,neutral,"NEUTRAL
Prémisse: 'Outre le",0.6626,fr,fr,zero-shot
59,"La conclusion principale à tirer de notre simulation est que les agents autonomes couplant un ou plusieurs cycles autocatalytiques et de travail sont une forme parfaitement raisonnable, quoique nouvelle, de réseau de réaction chimique ouvert et non-équilibré.",On peut tirer des conclusions de la simulation qu'on a faite sur l'ordinateur.,neutral,neutral,"NEUTRAL
Votre réponse: NEUTRAL

La",0.6002,fr,fr,zero-shot
60,"Pour une sensation authentique du vieux Portugal, glissez dans le hall d'entrée frais de l'impressionnant Leal Senado (bâtiment du Sénat Loyal), un bel exemple de l'architecture coloniale.",Le bâtiment du Sénat Loyal est magnifique.,entailment,entailment,"NEUTRAL
ENTAILMENT
CONTRADICTION",0.6100,fr,fr,zero-shot
61,"Un organisme avait l'intention de mettre en œuvre une procédure de demande de remboursement des frais de voyage permettant aux voyageurs, sauf certaines exceptions, d'inscrire simplement un montant global de toutes les dépenses, qui coûtent individuellement 75 $ ou moins.",Cette idée n'a pas été bien reçue par t=autres agences.,neutral,neutral,"NEUTRAL
Votre réponse: NEUTRAL

La",0.6994,fr,fr,zero-shot
62,ouais j'ai deux deux garçons de douze et seize ans,J'ai aussi une fille plus jeune que les garçons.,neutral,neutral,"NEUTRAL
Votre réponse: NEUTRAL

Pr",0.6619,fr,fr,zero-shot
63,"The Friends opère à deux niveaux -the Citywide Friends et the Branch Friends, et vous pouvez devenir actif à l'un quelconque de ces niveaux.","On ne différencie pas de niveaux d'amis, tout le monde est pareil.",contradiction,contradiction,"CONTRADICTION

La prémisse indique que The",0.7102,fr,fr,zero-shot
64,"Je veux dire qu'il n'y avait aucun danger à aller à l'intérieur avec la bombe parce qu'elle n'aurait pas explosé, quelle que soit la force avec laquelle elle avait heurté le sol.",Il y avait un fort risque que la bombe explose.,contradiction,contradiction,"CONTRADICTION

La prémisse affirme que",0.6491,fr,fr,zero-shot
65,Nos observations initiales suggèrent que les rapports de performances du GPRA seront plus utiles s'ils,Les rapports GPRA pourraient devenir plus utiles.,entailment,neutral,"NEUTRAL
Votre réponse: NEUTRAL

La",0.6408,fr,fr,zero-shot
66,"Je vous assure, monsieur, que j'ai été pleinement informé de tout cela.",C'est la mort de l'inspecteur dont j'ai été informé.,neutral,neutral,"NEUTRAL
Votre réponse: NEUTRAL

Pr",0.6505,fr,fr,zero-shot
67,"Il est né en 1880, quelque chose comme 188..., je crois que c'était en 1889, je crois que c'était juste après sa naissance.",Il n'est pas né avant 1984.,contradiction,contradiction,"CONTRADICTION

La prémisse indique que la",0.6340,fr,fr,zero-shot
68,"H. H. Richardson et son protégé Charles Follen McKim étaient des élèves, ainsi que les assistants de McKim, John M. Carrare et Thomas Hastings.","H. H. Richardson, Charles Follen McKim, John M. Carrare et Thomas Hastings étaient tous des anciens élèves.",entailment,entailment,"NEUTRAL
ENTAILMENT
CONTRADICTION",0.6409,fr,fr,zero-shot
69,"les hommes um libre de l'accusation, un gars est allé poignardé son ex-femme à mort parce qu'elle dormait avec un autre gars, je veux dire ex-femme, vous savez que nous parlons et",Un homme a tué son ex-femme pour avoir dormi avec un autre homme après avoir été libéré suite à une accusation antérieure.,entailment,neutral,"NEUTRAL
Votre réponse: NEUTRAL

La",0.6671,fr,fr,zero-shot
70,"Et j'avais mis euh, cinq détachements à l'extérieur de l'U2.",J'ai travaillé avec les détachements de U2 tous les jours pendant quarante ans.,neutral,neutral,"NEUTRAL
Votre réponse: NEUTRAL
Votre",0.6575,fr,fr,zero-shot
71,"Napoléon attaqua et détruisit le sanctuaire sacré de Catalogne, le monastère de Montserrat.",Napoléon fut responsable de la destruction du monastère de Montserrat.,entailment,entailment,"ENTAILMENT
Votre réponse: ENTAILMENT
Votre",0.7333,fr,fr,zero-shot
72,oh je vois en ce qui me concerne j'aime l'atmosphère,J'aime bien l'ambiance moi-même.,entailment,entailment,"NEUTRAL
ENTAILMENT
CONTRADICTION",0.6259,fr,fr,zero-shot
73,Je serai toujours reconnaissante.,Je suis si heureuse et reconnaissante de ce que vous avez fait aujourd'hui.,neutral,neutral,"NEUTRAL
Votre réponse: NEUTRAL

Pr",0.5758,fr,fr,zero-shot
74,"C'est, bien sûr, plutôt radical de supposer qu'il y a une incertitude quantique dans la loi, mais elle ne semble pas totalement impossible.",Il n'est pas impossible de supposer qu'il y a une incertitude quantique dans la loi.,entailment,entailment,"NEUTRAL
ENTAILMENT
CONTRADICTION",0.6465,fr,fr,zero-shot
75,et cela est en grande partie dû au fait que les mères prennent de la drogue,Les mères sont des toxicomanes.,neutral,neutral,"NEUTRAL
Votre réponse: NEUTRAL

La",0.6278,fr,fr,zero-shot
76,"Pour supprimer l'image de l'homosexualité comme un vice, Clinton et Birch attribuent les vertus civiques aux homosexuels.",Clinton et Birch sont homosexuels.,neutral,neutral,"NEUTRAL
Votre réponse: NEUTRAL

La",0.6516,fr,fr,zero-shot
77,"Puis je l'ai et je me dis : « bon super, qu'est-ce que je fais avec ? »",J’ignore comment utiliser cet engin.,neutral,neutral,"NEUTRAL
Votre réponse: NEUTRAL

La",0.6381,fr,fr,zero-shot
78,Samuel Sheibein purgera en Israël sa peine pour homicide volontaire.,Samuel Sheinbein purgera une peine pour meurtre au Canada.,contradiction,contradiction,"CONTRADICTION
Votre réponse: CONTRADICTION
Votre",0.6524,fr,fr,zero-shot
79,"(Il a été dit, pas tout à fait en plaisantant, que si les Japonais étaient tenus de payer une redevance pour chaque mot anglais utilisé, leur excédent commercial disparaîtrait.)",Les noms propres sont souvent utilisés de façon excessive dans les traductions de langues étrangères vers l'anglais.,neutral,entailment,"NEUTRAL
ENTAILMENT
CONTRADICTION",0.7809,fr,fr,zero-shot
