id,premise,hypothesis,ground_truth_label,predicted_label,raw_model_output,runtime_seconds,data_language,prompt_instruction_language,shot_type
51,"Mstaafu sergenti mkuu, kama alivyosma Rick.",Rick alikuambia kuwa nilikuwa nimestaafu.,entailment,entailment,- ENTAILMENT: 'Mstaafu sergenti,0.8208,sw,sw,few-shot
52,Mwanaume huingia kwa vyovyote vile.,Mwanaume aliingia chumbani.,entailment,entailment,- ENTAILMENT: 'Mwanaume huing,0.6648,sw,sw,few-shot
53,"Kwa kweli, sio kila makosa ya uandishi ambao unaweza shirikishwa na azimio za kuficha zisizo za fahamu kwa mwandishi.",karani wote hawafanyi makosa ya uchapishaji,contradiction,entailment,- ENTAILMENT: 'The chef is cooking a,0.8439,sw,sw,few-shot
54,"Ikiwa ungependa habari za ziada kuhusu kampeni ya IU Shule ya Madawa au utafiti wa Dk Field, tafadhali piga wito 274-3270.",Dr Field anafanya kazi kama daktari wa meno katika Chuo Kikuu cha Florida.,contradiction,entailment,- ENTAILMENT: 'The man is a doctor,0.7689,sw,sw,few-shot
55,"Ingawa hata baadhi yao wanapaswa kujua vizuri zaidi, kulikuwa bado na wachache Barbados pamoja nasi, na wanajua kama mimi na wewe na kanali Askofu.",Pia sisi tunajuana na Kapteni Blood.,neutral,unknown,Text: 'Ingawa hata baadhi ya,0.7450,sw,sw,few-shot
56,"Ili kupata pasipoti safi na pasipoti mbili zilizoharibiwa, angalia Ripoti za Upelelezi, uhoji wa KSM, Julai 3, 2003; Septemba 9, 2003.",KSM daima walikosa kupata hati safi.,contradiction,entailment,- ENTAILMENT: 'The chef is cooking a,0.6668,sw,sw,few-shot
57,"Kupita mraba huo ni mitaa ya nyuma ya Laleli, mahali pa kutafuta nguo za bei nafuu.","Ukienda kwenye duka la nguo sahihi, utapata kwamba nguo ni bei nafuu kule Laleli.",neutral,entailment,- ENTAILMENT: 'The man is driving a,0.8328,sw,sw,few-shot
58,"Mbali na lexicon, sarufi - hasa sintaksi - imebadilika kiasi fulani, pia, ingawa tena sio kuwa haijulikani kwa msomaji wastani wa kisasa.",Sarufi imebadilika lakini sio sana.,entailment,entailment,- ENTAILMENT: 'The chef is cooking a,0.8991,sw,sw,few-shot
59,"Hitimisho kuu ya kuteka kwenye majaribio yetu ni kwamba mawakala wa kujitegemea kuunganisha na 'autocatalytic' moja au zaidi  na mizunguko ya kazi ni kamilifu, kama si jipya, aina ya kutofautiana, mchanganyisho uliofunguka wa kemikali.",Tunaweza kutekeleza hitimisho kutoka kwenye maigo tuliyofanya kwenye kompyuta.,neutral,entailment,- ENTAILMENT: 'The chef is cooking a,0.8917,sw,sw,few-shot
60,"Kwa kusikia uhalisi wa Ureno wa zamani, ingilia kwenye ukumbi mzuri unaopendeza wa Leal Senado (jengo la Loyal Senate), mfano mzuri wa usanifu wa kikoloni.",Jengo la Seneti la Uaminifu ni nzuri.,entailment,entailment,- ENTAILMENT: 'The chef is cooking a,0.8709,sw,sw,few-shot
61,"Idara moja ilinuia kutekeleza utaratibu wa wafanyakazi wake kuchukua safari inayowaruhusu wasafiri, pasi dhibiti fulani, kupeana tu idadi yote ya matumizi ya pesa iliyo dola za Marekani 75 au chini.",Ujumbe huo haukukaribishwa ni,neutral,entailment,- ENTAILMENT: 'The chef is cooking a,0.7969,sw,sw,few-shot
62,"Niko na vijana wawili, mmoja wa umri wa miaka kumi na miwili na uyo mwingine miaka kumi na sita.",Mimi pia nina binti aliye mdogo kuliko wavulana.,neutral,entailment,- ENTAILMENT: 'The chef is cooking a,0.7226,sw,sw,few-shot
63,Marafiki hufanya kazi katika viwango viwili - Marafiki wa Jiji na Marafiki wa Tawi - na unaweza kuwa na kazi kwa moja au ngazi zote mbili.,"Hatuwezi tenganisha viwango vya marafiki, kila mtu ni sawa.",contradiction,entailment,- ENTAILMENT: 'Marafiki h,0.9380,sw,sw,few-shot
64,"Nataka kusema ya kwamba hakuwa na hatari yoyote ya kuingia na bomu kwa sababu haiwezi kulipuka, licha ya vile ingeanguka kwenye ardhi.",Kulikuwa na hatari kubwa ya kulipuka bomu.,contradiction,entailment,- ENTAILMENT: 'The man is playing the,0.8169,sw,sw,few-shot
65,Mtazamo wetu wa awali unaashiria kuwa utendaji wa ripoti za GPRA zinawezakuwa za maana kama,Faida ya ripoti za GPRA zinaweza kuongezwa,entailment,unknown,Text: 'The president of the United States is,0.8662,sw,sw,few-shot
66,"Ninakuhakikishia, bwana, kwamba nilikuwa na taarifa kamili ya wote.",Ilikuwa kifo cha mpekuzi nilichopata ujumbe kuhusu.,neutral,entailment,- ENTAILMENT: 'The chef is cooking a,0.8949,sw,sw,few-shot
67,Alizaliwa kipindi cha mwaka wa 1988-1989 hivi nikidhani.,Hakuzaliwa hadi mwaka wa 1984.,contradiction,entailment,- ENTAILMENT: 'The chef is cooking a,0.7876,sw,sw,few-shot
68,"H. H. Richardson na mwanafunzi wake Charles Follen McKim walikuwa waandishi, ikiwemo wasaidizai wa McKim,John M. Carrare and Thomas Hastings.","H. H. Richardson, Charles Follen McKim, John M. Carrare na Thomas Hastings wote walikuwa wajumbe.",entailment,unknown,Text: 'H. H. Richardson na m,0.8643,sw,sw,few-shot
69,"wanaume, mimi ni wa bure, mtu mmoja aliingia na kumchoma mkewe wa zamani kisu na kumuua kwa sababu alikuwa amelala na mwanaume mwingine, namaanisha mke wa zamani, unajua tunazungumza na",Mume mmoja alimwua mke wake wa zamani kwa kulala na mtu mwingine baada ya kufunguliwa kutokana na kifungo cha awali.,entailment,entailment,- ENTAILMENT: 'The chef is cooking a,0.8979,sw,sw,few-shot
70,"Na nilikuwa nimeweka, milango mitano nje ya U2's.",Nilifanya kazi na vikosi vya U2  kila siku kwa miaka arobaini.,neutral,entailment,- ENTAILMENT: 'The man is cooking a,0.7967,sw,sw,few-shot
71,"Napoleon alishambulia na kuharibu hekalu takatifu la Catalonia, nyumba ya monasteri huko Montserrat.",Napoleon alikua mwajibikaji kwa uaribifu wa monastery kwa Montserrat.,entailment,entailment,- ENTAILMENT: 'The chef is cooking a,0.8215,sw,sw,few-shot
72,Ninaona vizuri na napenda hali ya anga,Mwenyewe naipenda burudani hiyo.,entailment,entailment,- ENTAILMENT: 'The chef is cooking a,0.9589,sw,sw,few-shot
73,Mimi daima nitashukuru.,Nina furaha sana na shukrani kwa yale umetenda leo.,neutral,entailment,- ENTAILMENT: 'The chef is cooking a,0.7540,sw,sw,few-shot
74,"Ni, bila shaka, badala ya kudhani kwamba kuna kutokuwa na uhakika wa kiasi katika sheria, lakini haionekani kuwa haiwezekani.",Haiwezekani kudhani kuwa kuna kutokuwa na uhakika wa kiasi katika sheria.,entailment,entailment,"- ENTAILMENT: 'Ni, bila shaka",0.8076,sw,sw,few-shot
75,Mengi yanasababaishwa na kwamba mama mzazi ni mlevi wa dawa za kulevya.,Mama zao ni waraibu wa midadharati.,neutral,entailment,- ENTAILMENT: 'The chef is cooking a,0.7462,sw,sw,few-shot
76,"Ili kuzuia sura ya ushoga kama jambo mbaya, Clinton na Birch wamewalimbikizia mashoga sifa za kiraia .",Clinton na Birch ni mashoga.,neutral,entailment,- ENTAILMENT: 'The chef is cooking a,0.8632,sw,sw,few-shot
77,"Kisha nikiipata na ninaona ni vyema, nitafanya nini na hilo?",Sijui nilivyopaswa kutumia kifaa hicho.,neutral,entailment,- ENTAILMENT: 'The chef is cooking a,0.7941,sw,sw,few-shot
78,Samuel Sheinbein atatumikia hukumu ya mauaji nchini Israeli.,Samuel Sheinbein atahudumu hukumu ya mauaji huko Canada.,contradiction,entailment,- ENTAILMENT: 'The man is driving a,0.6933,sw,sw,few-shot
79,"(Imesemekana, sio kwa yote kimchezo, kwamba ikiwa Kijapani walihitaji kulipa ada ya leseni kwa kila neno la Kiingereza ambalo walitumia, ziada yao ya biashara ingeangamia.)",Nomino hua zinatumika sana kubadisha kwenda kwa lugha zingine.,neutral,entailment,- ENTAILMENT: 'The chef is cooking a,0.8959,sw,sw,few-shot
