id,premise,hypothesis,ground_truth_label,predicted_label,raw_model_output,runtime_seconds,data_language,prompt_instruction_language,shot_type
20,"Relié à la Nouvelle-Écosse par l'étroit isthme de Chignectou, le Nouveau-Brunswick devint une province distincte en 1784 à la demande de 14 000 réfugiés loyalistes.",Le Nouveau-Brunswick n'était pas une province en 1784.,contradiction,neutral,NEUTRAL,0.9188,fr,fr,few-shot
21,Ils ont insisté sur le fait qu'une vigilance constante est nécessaire afin d'assurer que les contrôles restent appropriés (traiter les risques actuels et non pas gêner inutilement les opérations) et que les personnes qui utilisent et entretiennent les systèmes d'information respectent l'organisation en place.,Ils ont dit qu'il était important d'être vigilant lorsqu'il s'agissait des nouvelles commandes d'usine.,neutral,neutral,"NEUTRAL

Prémisse: 'Ils",0.8834,fr,fr,few-shot
22,S'il y avait quelque chose que je pouvais faire.,Je savais qu'il n'y avait rien que je puisse faire.,contradiction,entailment,"ENTAILMENT

Prémisse: 'The man",0.7536,fr,fr,few-shot
23,Beaucoup a été fait pour engager Michael Apted pour amener plus d'humanité à la série.,Michael Apted a été embauché pour ajouter une qualité personnelle à la série.,entailment,entailment,ENTAILMENT,0.2874,fr,fr,few-shot
24,"En remerciement pour votre contribution de 100 $ ou plus pour la campagne, vous, ainsi qu'un(e) invité(e) de votre choix, êtes conviés au Herron Hall le jeudi 23 mars 2000 de 17:30 à 20:00 pour une réception exceptionnelle.",Vous et un invité serez conviés à assister à une réception spéciale si vous faites un don de 100$ ou plus à la campagne.,entailment,neutral,"NEUTRAL

Réponse: NEUTRAL",0.8140,fr,fr,few-shot
25,Vous verrez des vidéos de l'histoire d'Anne et d'Amsterdam sous l'occupation ainsi que des photographies et des objets de l'époque.,Vous ne verrez pas de photos.,contradiction,neutral,"NEUTRAL

Prémisse: 'Vous",0.8304,fr,fr,few-shot
26,"De plus, les résidants de l’Indiana peuvent bénéficier de réductions fiscales grâce au crédit d’impôt de l’Indiana qui s’applique directement sur le revenu net de la déclaration fiscale.",Les résidents de l'Indiana obtiennent un crédit d'impôt de 50 % s'ils font un don au théâtre.,neutral,neutral,"NEUTRAL

Prémisse: 'De plus",0.8981,fr,fr,few-shot
27,"Le maire de Letohrad, la ville où Josef Korbel a grandi, affirme avoir envoyé trois lettres à Albright ces dernières années.",Korbel a guidé Letohrad.,entailment,neutral,"NEUTRAL

Prémisse: '",0.7940,fr,fr,few-shot
28,"Dans une économie à fort réinvestissement, que se passera-t-il si nous pouvons tirer parti de nos avantages commerciaux et réinvestir tout excédent afin de pouvoir créer plus de pommes et de poires que ce avec quoi nous avons démarré?",Nous ne pouvons commercer avec nos personnes proches.,contradiction,entailment,"ENTAILMENT

Prémisse: 'Dans une",1.0669,fr,fr,few-shot
29,Nous continuons à renforcer la formation de bons avocats.,"Nous pouvons éduquer les avocats, j'en suis sûr!",entailment,entailment,"ENTAILMENT
Texte: ""Les avocats",0.7924,fr,fr,few-shot
30,"Le destinataire final au Pakistan irait alors à l'hawaladar pakistanais et recevrait son argent, en roupies, de tout argent que l'hawaladar pakistanais a à sa disposition.",Le bénéficiaire final devrait se déplacer en Turquie pour recevoir son argent.,contradiction,neutral,"NEUTRAL

Prémisse: 'Le",0.9425,fr,fr,few-shot
31,La véritable cause de préoccupation est que les HMO peuvent ne pas contrôler les coûts à long terme.,Tout le monde comprend que les organisations du maintien de santé seront en mesure de contrôler les coûts à long terme.,contradiction,neutral,"NEUTRAL

Prémisse: 'Les",0.9371,fr,fr,few-shot
32,et ça m'a encore fait peur,J'avais juste un peu peur.,neutral,entailment,"ENTAILMENT

Prémisse: 'The man",0.8076,fr,fr,few-shot
33,Ma parole ! Ça me semble bien aventureux.,Cela ressemble à une expérience épouvantable.,contradiction,entailment,"ENTAILMENT
Prémisse: 'The man is",0.8926,fr,fr,few-shot
34,"Basé sur l'estimation des risques, Centerlink a développé tout un éventail de stratégies spécifiques de prévention destinées à apprendre aux bénéficiaires et aux employés des éléments au sujet de la déclaration de revenus.",Centrelink avait beaucoup de stratégies pour enseigner aux gens comment déclarer leurs revenus parce que les erreurs coûtaient beaucoup d'argent au gouvernement.,neutral,neutral,"NEUTRAL

Prémisse: 'Bas",0.7666,fr,fr,few-shot
35,"Ceci est extrêmement important pour la survie à long terme des éléphants grâce aux soins humains, ainsi que pour la nature.",Il n'y a rien qui puisse être fait pour aider les éléphants.,contradiction,entailment,"ENTAILMENT

Prémisse: 'Les él",0.7913,fr,fr,few-shot
36,Nous supposons une relation linéaire forte entre le volume par habitant et les pièces possibles par,Nous savons qu'il n'y a pas de lien entre le volume par habitant et les pièces par possible.,contradiction,entailment,"ENTAILMENT
Prémisse: 'The man is",0.6978,fr,fr,few-shot
37,"À l'heure actuelle, il est peut-être préférable de laisser ces petites îles moins développées tranquilles.",Les gens pensent que les îles devraient être laissées seules.,entailment,neutral,"NEUTRAL

Prémisse: 'À",0.8794,fr,fr,few-shot
38,"Cependant, une chose dont M. Tesniares n'a pas tenu compte est l'apport anglo-saxon.",M. Tesniares apporte une contribution anglo-saxonne.,contradiction,neutral,"NEUTRAL
Prémisse: 'Cependant, une",0.7063,fr,fr,few-shot
39,Mon nom est Wade - Seigneur Julian Wade.,Son nom n'était pas Wade mais bien Smith.,contradiction,entailment,"ENTAILMENT

Prémisse: 'Mon nom",0.9097,fr,fr,few-shot
40,"Il serait extrêmement difficile pour un avocat des services juridiques californiens de savoir si un client qui a travaillé au sein du flux de migration en Arizona, a franchi temporairement la frontière mexicaine.",L'avocat peut obtenir les informations à travers le réseau des travailleurs migrants.,neutral,neutral,"NEUTRAL

Prémisse: 'Il",0.7861,fr,fr,few-shot
41,"De même, les statistiques des tableaux A2 et A3 montrent que les routes ayant un volume de routes de transport élevé se trouvent dans des codes postaux avec des niveaux plus élevés de revenus par ménage et de niveaux de scolarité.",Les régions à volume élevé ont également des revenus élevés.,entailment,neutral,"NEUTRAL

Prémisse: 'De",0.7923,fr,fr,few-shot
42,Et elle a toujours été là pour nous,Elle nous a donné tout l'argent dont nous avions besoin.,neutral,entailment,"ENTAILMENT

Prémisse: 'The",0.8556,fr,fr,few-shot
43,"Um, et elle a dit, elle a dit, elle a dit, bébé, elle a dit, Vous ne comprenez pas  la vie de la façon dont je la comprends.",Elle m'a dit que je n'avais aucune idée de comment le monde réel fonctionnait vraiment et que je devrais la suivre.,neutral,entailment,"ENTAILMENTTexte: ""Elle m'",0.8677,fr,fr,few-shot
44,"La propriété est une succession interminable de bulles dans l'espace, ou le cyberespace, avec des personnes différentes revendiquant une variété infinie d'intérêts en eux.","La propriété, ce n'est que des personnes disant qu'elles possèdent quelque chose.",entailment,entailment,"ENTAILMENT

Prémisse: 'La propriété",0.7944,fr,fr,few-shot
45,"Ces travailleurs n'étaient pas bloqués, mais contrairement à la plupart des occupants des étages supérieurs, ils avaient choisi de ne pas descendre immédiatement après l'impact.",Certains travailleurs pensaient que la situation ne dégénérerait pas.,neutral,neutral,"NEUTRAL

Prémisse: 'Ces",0.8157,fr,fr,few-shot
46,"Rien ne souligne les complexités subtiles du langage de façon plus frappante que les problèmes de communication entre les pilotes, les membres d'équipage et les contrôleurs de la circulation aérienne.",Les pilotes sont toujours des communicateurs parfaits.,contradiction,neutral,"NEUTRAL

Prémisse:",0.7843,fr,fr,few-shot
47,"Yousef a pu s'enfuir au Pakistan, mais son complice Murad, dont KSM dit qu'il a envoyé $3 000 pour aider à financer l'opération, a été arrêté et a révélé des infirmations sur le complot lors de l'interrogatoire.",Murad a dit aux enquêteurs où localiser Yousef au Pakistan.,neutral,neutral,NEUTRAL,0.6558,fr,fr,few-shot
48,"On peut imaginer un conducteur de bulldozer en train de préparer une route pour un nouveau développement, salué par le développeur Hey, Loyd ...",Vous pouvez imaginer un conducteur de bulldozer démarrer un bulldozer.,neutral,entailment,ENTAILMENTTexte: 'On peut imag,0.7847,fr,fr,few-shot
49,"Bon, quoi qu'il en soit, Papa va me préparer un bon grand verre de lait chocolaté.",Papa m'a donné du lait au chocolat du frigo.,neutral,entailment,"ENTAILMENTTexte: 'Bon, quoi",0.8905,fr,fr,few-shot
50,"eh bien soi-disant dans sept jours, ils vont, ils vont éplucher votre parcours et s'assurez que vous n'êtes pas un ancien détenu ou n'avez",Ils vont soi-disant faire une vérification des antécédents au cours des sept prochains jours.,entailment,neutral,"NEUTRAL

Texte:
Prém",0.8888,fr,fr,few-shot
51,"Je suis euh, grand sergent chef, à la retraite, comme Rick l'a dit.",Rick t'a dit que j'étais à la retraite.,entailment,entailment,"ENTAILMENT

Prémisse: 'Je suis",0.6826,fr,fr,few-shot
52,Quoi qu'il en soit l'homme entre.,L'homme est entré dans la pièce.,entailment,entailment,"ENTAILMENT

Prémisse: 'The man",0.9117,fr,fr,few-shot
53,"Bien sûr, toutes les erreurs typographiques ne doivent pas être attribuées à un motif inconscient caché de la part du typographe (ou dactylo).",Les typographes et les dactylographes ne font jamais d'erreurs typographiques.,contradiction,entailment,"ENTAILMENT

Prémisse: 'Bien sûr",0.7586,fr,fr,few-shot
54,"Si vous souhaitez obtenir des informations supplémentaires sur la campagne de l'École de médecine IU ou sur la recherche du Dr Field, veuillez composer le 274-3270.",Le Dr. Field travaille comme dentiste à l'Université de Floride.,contradiction,neutral,"NEUTRAL

Prémisse: 'Si",0.8590,fr,fr,few-shot
55,"ils devraient mieux connaître certains d'entre eux, car il y en a quand même quelques-uns qui étaient avec nous à la Barbade, et connaissent comme vous et moi le Colonel Bishop.",Nous connaissons aussi le Capitaine Blood.,neutral,neutral,"NEUTRAL

Prémisse: '",0.8291,fr,fr,few-shot
56,"dans l'obtention de nouveaux passports et les deux passports endommagés, voir le rapport des renseignements, interrogations du KSM, le 3 juillet 2003 et 9 septembre 2003.",KSM a toujours échoué à obtenir des documents propres.,contradiction,neutral,"NEUTRAL

Prémisse: '",0.8010,fr,fr,few-shot
57,Les petites rues de Laleli se trouvent de l'autre côté de la place. C'est là qu'il faut aller pour dénicher des vêtements pas chers.,Les vêtements bon marché sont à vendre à Laleli si vous allez dans les bonnes boutiques.,neutral,neutral,"NEUTRAL

Prémisse: 'Les petites",0.8878,fr,fr,few-shot
58,"Outre le lexique, la grammaire - et particulièrement la syntaxe - a quelque peu évolué, mais encore une fois, pas au point qu'un lecteur moderne ne puisse pas la comprendre.","Les règles de grammaire ont changé, mais pas beaucoup.",entailment,entailment,"ENTAILMENT

Prémisse: 'The man",0.8337,fr,fr,few-shot
59,"La conclusion principale à tirer de notre simulation est que les agents autonomes couplant un ou plusieurs cycles autocatalytiques et de travail sont une forme parfaitement raisonnable, quoique nouvelle, de réseau de réaction chimique ouvert et non-équilibré.",On peut tirer des conclusions de la simulation qu'on a faite sur l'ordinateur.,neutral,entailment,"ENTAILMENT

Prémisse: 'La conclusion",0.9445,fr,fr,few-shot
60,"Pour une sensation authentique du vieux Portugal, glissez dans le hall d'entrée frais de l'impressionnant Leal Senado (bâtiment du Sénat Loyal), un bel exemple de l'architecture coloniale.",Le bâtiment du Sénat Loyal est magnifique.,entailment,neutral,NEUTRAL,0.9034,fr,fr,few-shot
61,"Un organisme avait l'intention de mettre en œuvre une procédure de demande de remboursement des frais de voyage permettant aux voyageurs, sauf certaines exceptions, d'inscrire simplement un montant global de toutes les dépenses, qui coûtent individuellement 75 $ ou moins.",Cette idée n'a pas été bien reçue par t=autres agences.,neutral,neutral,"NEUTRAL

Prémisse: '",0.7975,fr,fr,few-shot
62,ouais j'ai deux deux garçons de douze et seize ans,J'ai aussi une fille plus jeune que les garçons.,neutral,neutral,NEUTRAL,0.6850,fr,fr,few-shot
63,"The Friends opère à deux niveaux -the Citywide Friends et the Branch Friends, et vous pouvez devenir actif à l'un quelconque de ces niveaux.","On ne différencie pas de niveaux d'amis, tout le monde est pareil.",contradiction,entailment,"ENTAILMENT

Prémisse: 'The Friends",0.7652,fr,fr,few-shot
64,"Je veux dire qu'il n'y avait aucun danger à aller à l'intérieur avec la bombe parce qu'elle n'aurait pas explosé, quelle que soit la force avec laquelle elle avait heurté le sol.",Il y avait un fort risque que la bombe explose.,contradiction,entailment,"ENTAILMENT
Texte: ""Je veux",0.8563,fr,fr,few-shot
65,Nos observations initiales suggèrent que les rapports de performances du GPRA seront plus utiles s'ils,Les rapports GPRA pourraient devenir plus utiles.,entailment,neutral,NEUTRALPrémisse: 'Les rapports de,0.6699,fr,fr,few-shot
66,"Je vous assure, monsieur, que j'ai été pleinement informé de tout cela.",C'est la mort de l'inspecteur dont j'ai été informé.,neutral,entailment,"ENTAILMENT

Prémisse: 'Je vous",0.8458,fr,fr,few-shot
67,"Il est né en 1880, quelque chose comme 188..., je crois que c'était en 1889, je crois que c'était juste après sa naissance.",Il n'est pas né avant 1984.,contradiction,entailment,"ENTAILMENT

Prémisse: 'Il est",0.8314,fr,fr,few-shot
68,"H. H. Richardson et son protégé Charles Follen McKim étaient des élèves, ainsi que les assistants de McKim, John M. Carrare et Thomas Hastings.","H. H. Richardson, Charles Follen McKim, John M. Carrare et Thomas Hastings étaient tous des anciens élèves.",entailment,neutral,"NEUTRAL

Prémisse: 'H",0.9262,fr,fr,few-shot
69,"les hommes um libre de l'accusation, un gars est allé poignardé son ex-femme à mort parce qu'elle dormait avec un autre gars, je veux dire ex-femme, vous savez que nous parlons et",Un homme a tué son ex-femme pour avoir dormi avec un autre homme après avoir été libéré suite à une accusation antérieure.,entailment,neutral,"NEUTRAL

Prém",0.8553,fr,fr,few-shot
70,"Et j'avais mis euh, cinq détachements à l'extérieur de l'U2.",J'ai travaillé avec les détachements de U2 tous les jours pendant quarante ans.,neutral,entailment,ENTAILMENTPrémisse: 'The man,0.8435,fr,fr,few-shot
71,"Napoléon attaqua et détruisit le sanctuaire sacré de Catalogne, le monastère de Montserrat.",Napoléon fut responsable de la destruction du monastère de Montserrat.,entailment,neutral,"NEUTRAL

Prémisse: 'Napoléon",0.7914,fr,fr,few-shot
72,oh je vois en ce qui me concerne j'aime l'atmosphère,J'aime bien l'ambiance moi-même.,entailment,entailment,"ENTAILMENT

Prémisse",0.9757,fr,fr,few-shot
73,Je serai toujours reconnaissante.,Je suis si heureuse et reconnaissante de ce que vous avez fait aujourd'hui.,neutral,entailment,"ENTAILMENT
Texte: ""Je serai",0.8679,fr,fr,few-shot
74,"C'est, bien sûr, plutôt radical de supposer qu'il y a une incertitude quantique dans la loi, mais elle ne semble pas totalement impossible.",Il n'est pas impossible de supposer qu'il y a une incertitude quantique dans la loi.,entailment,neutral,"NEUTRAL

Prémisse: 'C",1.3049,fr,fr,few-shot
75,et cela est en grande partie dû au fait que les mères prennent de la drogue,Les mères sont des toxicomanes.,neutral,entailment,"ENTAILMENT

Prém",0.8098,fr,fr,few-shot
76,"Pour supprimer l'image de l'homosexualité comme un vice, Clinton et Birch attribuent les vertus civiques aux homosexuels.",Clinton et Birch sont homosexuels.,neutral,neutral,NEUTRAL,0.7941,fr,fr,few-shot
77,"Puis je l'ai et je me dis : « bon super, qu'est-ce que je fais avec ? »",J’ignore comment utiliser cet engin.,neutral,entailment,"ENTAILMENT

Prémisse: 'The man",0.8876,fr,fr,few-shot
78,Samuel Sheibein purgera en Israël sa peine pour homicide volontaire.,Samuel Sheinbein purgera une peine pour meurtre au Canada.,contradiction,entailment,"ENTAILMENT

Prémisse: 'Samuel She",0.8110,fr,fr,few-shot
79,"(Il a été dit, pas tout à fait en plaisantant, que si les Japonais étaient tenus de payer une redevance pour chaque mot anglais utilisé, leur excédent commercial disparaîtrait.)",Les noms propres sont souvent utilisés de façon excessive dans les traductions de langues étrangères vers l'anglais.,neutral,neutral,"NEUTRAL

Prémisse: '(",0.7376,fr,fr,few-shot
