id,premise,hypothesis,ground_truth_label,predicted_label,raw_model_output,runtime_seconds,data_language,prompt_instruction_language,shot_type
48,"On peut imaginer un conducteur de bulldozer en train de préparer une route pour un nouveau développement, salué par le développeur Hey, Loyd ...",Vous pouvez imaginer un conducteur de bulldozer démarrer un bulldozer.,neutral,neutral,"NEUTRAL
La prémisse mentionne un conduct",0.7176,fr,fr,few-shot
49,"Bon, quoi qu'il en soit, Papa va me préparer un bon grand verre de lait chocolaté.",Papa m'a donné du lait au chocolat du frigo.,neutral,neutral,"NEUTRAL
La prémisse indique que le",0.7234,fr,fr,few-shot
50,"eh bien soi-disant dans sept jours, ils vont, ils vont éplucher votre parcours et s'assurez que vous n'êtes pas un ancien détenu ou n'avez",Ils vont soi-disant faire une vérification des antécédents au cours des sept prochains jours.,entailment,entailment,"ENTAILMENT
La phrase 'soi-disant dans",0.7170,fr,fr,few-shot
51,"Je suis euh, grand sergent chef, à la retraite, comme Rick l'a dit.",Rick t'a dit que j'étais à la retraite.,entailment,entailment,"ENTAILMENT
Votre réponse est correcte. L'h",0.7826,fr,fr,few-shot
52,Quoi qu'il en soit l'homme entre.,L'homme est entré dans la pièce.,entailment,entailment,"ENTAILMENT

La prémisse 'Quoi qu",0.6672,fr,fr,few-shot
53,"Bien sûr, toutes les erreurs typographiques ne doivent pas être attribuées à un motif inconscient caché de la part du typographe (ou dactylo).",Les typographes et les dactylographes ne font jamais d'erreurs typographiques.,contradiction,contradiction,"CONTRADICTION

La prémisse indique que les",0.7593,fr,fr,few-shot
54,"Si vous souhaitez obtenir des informations supplémentaires sur la campagne de l'École de médecine IU ou sur la recherche du Dr Field, veuillez composer le 274-3270.",Le Dr. Field travaille comme dentiste à l'Université de Floride.,contradiction,neutral,"NEUTRAL
La prémisse ne fournit auc",0.7332,fr,fr,few-shot
55,"ils devraient mieux connaître certains d'entre eux, car il y en a quand même quelques-uns qui étaient avec nous à la Barbade, et connaissent comme vous et moi le Colonel Bishop.",Nous connaissons aussi le Capitaine Blood.,neutral,neutral,"NEUTRAL
La prémisse ne fournit auc",0.7373,fr,fr,few-shot
56,"dans l'obtention de nouveaux passports et les deux passports endommagés, voir le rapport des renseignements, interrogations du KSM, le 3 juillet 2003 et 9 septembre 2003.",KSM a toujours échoué à obtenir des documents propres.,contradiction,neutral,"NEUTRAL

La prémisse mentionne que K",0.7976,fr,fr,few-shot
57,Les petites rues de Laleli se trouvent de l'autre côté de la place. C'est là qu'il faut aller pour dénicher des vêtements pas chers.,Les vêtements bon marché sont à vendre à Laleli si vous allez dans les bonnes boutiques.,neutral,neutral,"NEUTRAL
La prémisse indique que les",0.8940,fr,fr,few-shot
58,"Outre le lexique, la grammaire - et particulièrement la syntaxe - a quelque peu évolué, mais encore une fois, pas au point qu'un lecteur moderne ne puisse pas la comprendre.","Les règles de grammaire ont changé, mais pas beaucoup.",entailment,entailment,"ENTAILMENT
La prémisse indique que la",0.6880,fr,fr,few-shot
59,"La conclusion principale à tirer de notre simulation est que les agents autonomes couplant un ou plusieurs cycles autocatalytiques et de travail sont une forme parfaitement raisonnable, quoique nouvelle, de réseau de réaction chimique ouvert et non-équilibré.",On peut tirer des conclusions de la simulation qu'on a faite sur l'ordinateur.,neutral,entailment,"ENTAILMENT

La prémisse mentionne explicitement",0.7300,fr,fr,few-shot
60,"Pour une sensation authentique du vieux Portugal, glissez dans le hall d'entrée frais de l'impressionnant Leal Senado (bâtiment du Sénat Loyal), un bel exemple de l'architecture coloniale.",Le bâtiment du Sénat Loyal est magnifique.,entailment,neutral,"NEUTRAL

La prémisse mentionne que le",0.6761,fr,fr,few-shot
61,"Un organisme avait l'intention de mettre en œuvre une procédure de demande de remboursement des frais de voyage permettant aux voyageurs, sauf certaines exceptions, d'inscrire simplement un montant global de toutes les dépenses, qui coûtent individuellement 75 $ ou moins.",Cette idée n'a pas été bien reçue par t=autres agences.,neutral,neutral,"NEUTRAL
La prémisse ne fournit auc",0.7521,fr,fr,few-shot
62,ouais j'ai deux deux garçons de douze et seize ans,J'ai aussi une fille plus jeune que les garçons.,neutral,neutral,"NEUTRAL
La prémisse ne fournit pas",0.6969,fr,fr,few-shot
63,"The Friends opère à deux niveaux -the Citywide Friends et the Branch Friends, et vous pouvez devenir actif à l'un quelconque de ces niveaux.","On ne différencie pas de niveaux d'amis, tout le monde est pareil.",contradiction,contradiction,"CONTRADICTION

La prémisse indique claire",0.6744,fr,fr,few-shot
64,"Je veux dire qu'il n'y avait aucun danger à aller à l'intérieur avec la bombe parce qu'elle n'aurait pas explosé, quelle que soit la force avec laquelle elle avait heurté le sol.",Il y avait un fort risque que la bombe explose.,contradiction,contradiction,"CONTRADICTION
La prémisse affirme que",0.6767,fr,fr,few-shot
65,Nos observations initiales suggèrent que les rapports de performances du GPRA seront plus utiles s'ils,Les rapports GPRA pourraient devenir plus utiles.,entailment,entailment,"ENTAILMENT
La prémisse suggère que",0.7055,fr,fr,few-shot
66,"Je vous assure, monsieur, que j'ai été pleinement informé de tout cela.",C'est la mort de l'inspecteur dont j'ai été informé.,neutral,neutral,"NEUTRAL
La prémisse ne fournit pas",0.6888,fr,fr,few-shot
67,"Il est né en 1880, quelque chose comme 188..., je crois que c'était en 1889, je crois que c'était juste après sa naissance.",Il n'est pas né avant 1984.,contradiction,contradiction,"CONTRADICTION

La prémisse indique que la",0.6743,fr,fr,few-shot
68,"H. H. Richardson et son protégé Charles Follen McKim étaient des élèves, ainsi que les assistants de McKim, John M. Carrare et Thomas Hastings.","H. H. Richardson, Charles Follen McKim, John M. Carrare et Thomas Hastings étaient tous des anciens élèves.",entailment,neutral,"NEUTRAL

La prémisse indique que H",0.7423,fr,fr,few-shot
69,"les hommes um libre de l'accusation, un gars est allé poignardé son ex-femme à mort parce qu'elle dormait avec un autre gars, je veux dire ex-femme, vous savez que nous parlons et",Un homme a tué son ex-femme pour avoir dormi avec un autre homme après avoir été libéré suite à une accusation antérieure.,entailment,neutral,"NEUTRAL
La prémisse ne fournit pas",0.7706,fr,fr,few-shot
70,"Et j'avais mis euh, cinq détachements à l'extérieur de l'U2.",J'ai travaillé avec les détachements de U2 tous les jours pendant quarante ans.,neutral,neutral,"NEUTRAL
La prémisse indique que l",0.6224,fr,fr,few-shot
71,"Napoléon attaqua et détruisit le sanctuaire sacré de Catalogne, le monastère de Montserrat.",Napoléon fut responsable de la destruction du monastère de Montserrat.,entailment,entailment,"ENTAILMENT
Votre réponse est basée sur le fait",0.7495,fr,fr,few-shot
72,oh je vois en ce qui me concerne j'aime l'atmosphère,J'aime bien l'ambiance moi-même.,entailment,neutral,"NEUTRAL
La prémisse indique que l",0.7300,fr,fr,few-shot
73,Je serai toujours reconnaissante.,Je suis si heureuse et reconnaissante de ce que vous avez fait aujourd'hui.,neutral,neutral,"NEUTRAL
La prémisse indique simplement une",0.7266,fr,fr,few-shot
74,"C'est, bien sûr, plutôt radical de supposer qu'il y a une incertitude quantique dans la loi, mais elle ne semble pas totalement impossible.",Il n'est pas impossible de supposer qu'il y a une incertitude quantique dans la loi.,entailment,entailment,"ENTAILMENT
La phrase 'Il n'est pas impossible",0.7376,fr,fr,few-shot
75,et cela est en grande partie dû au fait que les mères prennent de la drogue,Les mères sont des toxicomanes.,neutral,neutral,"NEUTRAL
La prémisse ne fournit pas",0.7712,fr,fr,few-shot
76,"Pour supprimer l'image de l'homosexualité comme un vice, Clinton et Birch attribuent les vertus civiques aux homosexuels.",Clinton et Birch sont homosexuels.,neutral,neutral,"NEUTRAL
La prémisse ne fournit pas",0.7559,fr,fr,few-shot
77,"Puis je l'ai et je me dis : « bon super, qu'est-ce que je fais avec ? »",J’ignore comment utiliser cet engin.,neutral,neutral,"NEUTRAL
La prémisse indique que l",0.6652,fr,fr,few-shot
78,Samuel Sheibein purgera en Israël sa peine pour homicide volontaire.,Samuel Sheinbein purgera une peine pour meurtre au Canada.,contradiction,contradiction,"CONTRADICTION

La prémisse indique que Samuel",0.7600,fr,fr,few-shot
79,"(Il a été dit, pas tout à fait en plaisantant, que si les Japonais étaient tenus de payer une redevance pour chaque mot anglais utilisé, leur excédent commercial disparaîtrait.)",Les noms propres sont souvent utilisés de façon excessive dans les traductions de langues étrangères vers l'anglais.,neutral,neutral,"NEUTRAL

La prémisse ne fournit auc",0.8167,fr,fr,few-shot
