id,premise,hypothesis,ground_truth_label,predicted_label,raw_model_output,runtime_seconds,data_language,prompt_instruction_language,shot_type
28,"Dans une économie à fort réinvestissement, que se passera-t-il si nous pouvons tirer parti de nos avantages commerciaux et réinvestir tout excédent afin de pouvoir créer plus de pommes et de poires que ce avec quoi nous avons démarré?",Nous ne pouvons commercer avec nos personnes proches.,contradiction,entailment,"ENTAILMENT.

Prémisse: 'Dans",0.8285,fr,fr,zero-shot
29,Nous continuons à renforcer la formation de bons avocats.,"Nous pouvons éduquer les avocats, j'en suis sûr!",entailment,unknown,'Nous continuons à renforcer la formation de bons avocats,0.8265,fr,fr,zero-shot
30,"Le destinataire final au Pakistan irait alors à l'hawaladar pakistanais et recevrait son argent, en roupies, de tout argent que l'hawaladar pakistanais a à sa disposition.",Le bénéficiaire final devrait se déplacer en Turquie pour recevoir son argent.,contradiction,entailment,"ENTAILMENT.
Prémisse: 'Le destin",0.8290,fr,fr,zero-shot
31,La véritable cause de préoccupation est que les HMO peuvent ne pas contrôler les coûts à long terme.,Tout le monde comprend que les organisations du maintien de santé seront en mesure de contrôler les coûts à long terme.,contradiction,entailment,"ENTAILMENT.
Prémisse: 'La véritable",0.8050,fr,fr,zero-shot
32,et ça m'a encore fait peur,J'avais juste un peu peur.,neutral,unknown,'Je ne peux pas croire que ça m'ait,0.7120,fr,fr,zero-shot
33,Ma parole ! Ça me semble bien aventureux.,Cela ressemble à une expérience épouvantable.,contradiction,unknown,'Elle a été blessée dans l'accident.',0.8202,fr,fr,zero-shot
34,"Basé sur l'estimation des risques, Centerlink a développé tout un éventail de stratégies spécifiques de prévention destinées à apprendre aux bénéficiaires et aux employés des éléments au sujet de la déclaration de revenus.",Centrelink avait beaucoup de stratégies pour enseigner aux gens comment déclarer leurs revenus parce que les erreurs coûtaient beaucoup d'argent au gouvernement.,neutral,entailment,"ENTAILMENT.

La prémisse indique que Centre",0.7500,fr,fr,zero-shot
35,"Ceci est extrêmement important pour la survie à long terme des éléphants grâce aux soins humains, ainsi que pour la nature.",Il n'y a rien qui puisse être fait pour aider les éléphants.,contradiction,unknown,'Les éléphants sont des animaux qui ont besoin d,1.0496,fr,fr,zero-shot
36,Nous supposons une relation linéaire forte entre le volume par habitant et les pièces possibles par,Nous savons qu'il n'y a pas de lien entre le volume par habitant et les pièces par possible.,contradiction,unknown,'Nous supposons une relation linéaire forte entre le volume par,0.7672,fr,fr,zero-shot
37,"À l'heure actuelle, il est peut-être préférable de laisser ces petites îles moins développées tranquilles.",Les gens pensent que les îles devraient être laissées seules.,entailment,entailment,"ENTAILMENT.
Prémisse: 'Les îles",0.9316,fr,fr,zero-shot
38,"Cependant, une chose dont M. Tesniares n'a pas tenu compte est l'apport anglo-saxon.",M. Tesniares apporte une contribution anglo-saxonne.,contradiction,entailment,"ENTAILMENT.
Prémisse: 'Cependant,",0.7083,fr,fr,zero-shot
39,Mon nom est Wade - Seigneur Julian Wade.,Son nom n'était pas Wade mais bien Smith.,contradiction,unknown,"'Mon nom est Wade - Seigneur Julian Wade.'
Hyp",0.8196,fr,fr,zero-shot
40,"Il serait extrêmement difficile pour un avocat des services juridiques californiens de savoir si un client qui a travaillé au sein du flux de migration en Arizona, a franchi temporairement la frontière mexicaine.",L'avocat peut obtenir les informations à travers le réseau des travailleurs migrants.,neutral,entailment,"ENTAILMENT.
Prémisse: 'Il serait",0.7872,fr,fr,zero-shot
41,"De même, les statistiques des tableaux A2 et A3 montrent que les routes ayant un volume de routes de transport élevé se trouvent dans des codes postaux avec des niveaux plus élevés de revenus par ménage et de niveaux de scolarité.",Les régions à volume élevé ont également des revenus élevés.,entailment,entailment,"ENTAILMENT.

Prémisse: 'De",0.7527,fr,fr,zero-shot
42,Et elle a toujours été là pour nous,Elle nous a donné tout l'argent dont nous avions besoin.,neutral,unknown,"'Elle était la mère de notre amie.'
Hypoth",0.6341,fr,fr,zero-shot
43,"Um, et elle a dit, elle a dit, elle a dit, bébé, elle a dit, Vous ne comprenez pas  la vie de la façon dont je la comprends.",Elle m'a dit que je n'avais aucune idée de comment le monde réel fonctionnait vraiment et que je devrais la suivre.,neutral,unknown,"'Un, et elle a dit, elle a dit,",0.7692,fr,fr,zero-shot
44,"La propriété est une succession interminable de bulles dans l'espace, ou le cyberespace, avec des personnes différentes revendiquant une variété infinie d'intérêts en eux.","La propriété, ce n'est que des personnes disant qu'elles possèdent quelque chose.",entailment,entailment,"ENTAILMENT
Prémisse: 'La propriété est",0.8087,fr,fr,zero-shot
45,"Ces travailleurs n'étaient pas bloqués, mais contrairement à la plupart des occupants des étages supérieurs, ils avaient choisi de ne pas descendre immédiatement après l'impact.",Certains travailleurs pensaient que la situation ne dégénérerait pas.,neutral,entailment,"ENTAILMENT.
Prémisse: 'Ces travailleurs",0.7714,fr,fr,zero-shot
46,"Rien ne souligne les complexités subtiles du langage de façon plus frappante que les problèmes de communication entre les pilotes, les membres d'équipage et les contrôleurs de la circulation aérienne.",Les pilotes sont toujours des communicateurs parfaits.,contradiction,entailment,"ENTAILMENT.
Prémisse: 'Les pilotes",0.8492,fr,fr,zero-shot
47,"Yousef a pu s'enfuir au Pakistan, mais son complice Murad, dont KSM dit qu'il a envoyé $3 000 pour aider à financer l'opération, a été arrêté et a révélé des infirmations sur le complot lors de l'interrogatoire.",Murad a dit aux enquêteurs où localiser Yousef au Pakistan.,neutral,entailment,"ENTAILMENT.

L'hypothèse découle définitivement",0.9068,fr,fr,zero-shot
48,"On peut imaginer un conducteur de bulldozer en train de préparer une route pour un nouveau développement, salué par le développeur Hey, Loyd ...",Vous pouvez imaginer un conducteur de bulldozer démarrer un bulldozer.,neutral,entailment,"ENTAILMENT.
Prémisse: 'On peut",0.7548,fr,fr,zero-shot
49,"Bon, quoi qu'il en soit, Papa va me préparer un bon grand verre de lait chocolaté.",Papa m'a donné du lait au chocolat du frigo.,neutral,entailment,"ENTAILMENT.
Prémisse: 'Bon,",0.8455,fr,fr,zero-shot
50,"eh bien soi-disant dans sept jours, ils vont, ils vont éplucher votre parcours et s'assurez que vous n'êtes pas un ancien détenu ou n'avez",Ils vont soi-disant faire une vérification des antécédents au cours des sept prochains jours.,entailment,unknown,'Ils vont éplucher votre parcours et s'ass,0.8463,fr,fr,zero-shot
51,"Je suis euh, grand sergent chef, à la retraite, comme Rick l'a dit.",Rick t'a dit que j'étais à la retraite.,entailment,entailment,"ENTAILMENT.
Prémisse: 'Je suis",0.7730,fr,fr,zero-shot
52,Quoi qu'il en soit l'homme entre.,L'homme est entré dans la pièce.,entailment,unknown,"'est entré'
Prémisse: 'L'",0.7348,fr,fr,zero-shot
53,"Bien sûr, toutes les erreurs typographiques ne doivent pas être attribuées à un motif inconscient caché de la part du typographe (ou dactylo).",Les typographes et les dactylographes ne font jamais d'erreurs typographiques.,contradiction,entailment,"ENTAILMENT.

Prémisse: 'Bien",0.7394,fr,fr,zero-shot
54,"Si vous souhaitez obtenir des informations supplémentaires sur la campagne de l'École de médecine IU ou sur la recherche du Dr Field, veuillez composer le 274-3270.",Le Dr. Field travaille comme dentiste à l'Université de Floride.,contradiction,entailment,"ENTAILMENT.

Prémisse: 'Le",0.8253,fr,fr,zero-shot
55,"ils devraient mieux connaître certains d'entre eux, car il y en a quand même quelques-uns qui étaient avec nous à la Barbade, et connaissent comme vous et moi le Colonel Bishop.",Nous connaissons aussi le Capitaine Blood.,neutral,entailment,"ENTAILMENT.

Réponse: ENTAILMENT",0.7096,fr,fr,zero-shot
56,"dans l'obtention de nouveaux passports et les deux passports endommagés, voir le rapport des renseignements, interrogations du KSM, le 3 juillet 2003 et 9 septembre 2003.",KSM a toujours échoué à obtenir des documents propres.,contradiction,entailment,"ENTAILMENT
Prémisse: 'dans l",0.8186,fr,fr,zero-shot
57,Les petites rues de Laleli se trouvent de l'autre côté de la place. C'est là qu'il faut aller pour dénicher des vêtements pas chers.,Les vêtements bon marché sont à vendre à Laleli si vous allez dans les bonnes boutiques.,neutral,entailment,"ENTAILMENT

Prémisse: 'Les petites",0.8364,fr,fr,zero-shot
58,"Outre le lexique, la grammaire - et particulièrement la syntaxe - a quelque peu évolué, mais encore une fois, pas au point qu'un lecteur moderne ne puisse pas la comprendre.","Les règles de grammaire ont changé, mais pas beaucoup.",entailment,entailment,"ENTAILMENT
Prémisse: 'Les règles de",0.6758,fr,fr,zero-shot
59,"La conclusion principale à tirer de notre simulation est que les agents autonomes couplant un ou plusieurs cycles autocatalytiques et de travail sont une forme parfaitement raisonnable, quoique nouvelle, de réseau de réaction chimique ouvert et non-équilibré.",On peut tirer des conclusions de la simulation qu'on a faite sur l'ordinateur.,neutral,entailment,"ENTAILMENT.
Prémisse: 'La conclusion",0.7535,fr,fr,zero-shot
60,"Pour une sensation authentique du vieux Portugal, glissez dans le hall d'entrée frais de l'impressionnant Leal Senado (bâtiment du Sénat Loyal), un bel exemple de l'architecture coloniale.",Le bâtiment du Sénat Loyal est magnifique.,entailment,entailment,"ENTAILMENT.

Prémisse: 'Pour",0.7537,fr,fr,zero-shot
61,"Un organisme avait l'intention de mettre en œuvre une procédure de demande de remboursement des frais de voyage permettant aux voyageurs, sauf certaines exceptions, d'inscrire simplement un montant global de toutes les dépenses, qui coûtent individuellement 75 $ ou moins.",Cette idée n'a pas été bien reçue par t=autres agences.,neutral,entailment,"ENTAILMENT.

Prémisse : 'Un",0.8038,fr,fr,zero-shot
62,ouais j'ai deux deux garçons de douze et seize ans,J'ai aussi une fille plus jeune que les garçons.,neutral,unknown,'ouais j'ai deux deux garçons de douze et,0.7542,fr,fr,zero-shot
63,"The Friends opère à deux niveaux -the Citywide Friends et the Branch Friends, et vous pouvez devenir actif à l'un quelconque de ces niveaux.","On ne différencie pas de niveaux d'amis, tout le monde est pareil.",contradiction,entailment,"ENTAILMENT.
Prémisse: 'The Friends",0.6872,fr,fr,zero-shot
64,"Je veux dire qu'il n'y avait aucun danger à aller à l'intérieur avec la bombe parce qu'elle n'aurait pas explosé, quelle que soit la force avec laquelle elle avait heurté le sol.",Il y avait un fort risque que la bombe explose.,contradiction,unknown,'Je veux dire qu'il n'y avait,0.7748,fr,fr,zero-shot
65,Nos observations initiales suggèrent que les rapports de performances du GPRA seront plus utiles s'ils,Les rapports GPRA pourraient devenir plus utiles.,entailment,unknown,'Les rapports GPRA pourraient devenir plus utiles.',0.7679,fr,fr,zero-shot
66,"Je vous assure, monsieur, que j'ai été pleinement informé de tout cela.",C'est la mort de l'inspecteur dont j'ai été informé.,neutral,unknown,"'Je vous assure, monsieur, que j'ai",0.7557,fr,fr,zero-shot
67,"Il est né en 1880, quelque chose comme 188..., je crois que c'était en 1889, je crois que c'était juste après sa naissance.",Il n'est pas né avant 1984.,contradiction,unknown,"'Il est né en 1880, quelque",0.8354,fr,fr,zero-shot
68,"H. H. Richardson et son protégé Charles Follen McKim étaient des élèves, ainsi que les assistants de McKim, John M. Carrare et Thomas Hastings.","H. H. Richardson, Charles Follen McKim, John M. Carrare et Thomas Hastings étaient tous des anciens élèves.",entailment,entailment,"ENTAILMENT.

Prémisse: 'H",0.8598,fr,fr,zero-shot
69,"les hommes um libre de l'accusation, un gars est allé poignardé son ex-femme à mort parce qu'elle dormait avec un autre gars, je veux dire ex-femme, vous savez que nous parlons et",Un homme a tué son ex-femme pour avoir dormi avec un autre homme après avoir été libéré suite à une accusation antérieure.,entailment,entailment,"ENTAILMENT.
L'hypothèse découle définitivement de",0.9528,fr,fr,zero-shot
70,"Et j'avais mis euh, cinq détachements à l'extérieur de l'U2.",J'ai travaillé avec les détachements de U2 tous les jours pendant quarante ans.,neutral,unknown,"'Et j'avais mis euh, cinq détache",0.8270,fr,fr,zero-shot
71,"Napoléon attaqua et détruisit le sanctuaire sacré de Catalogne, le monastère de Montserrat.",Napoléon fut responsable de la destruction du monastère de Montserrat.,entailment,entailment,"ENTAILMENT.

Prémisse: Napoléon atta",0.7903,fr,fr,zero-shot
72,oh je vois en ce qui me concerne j'aime l'atmosphère,J'aime bien l'ambiance moi-même.,entailment,unknown,'oh je vois en ce qui me concerne j'aime,0.7994,fr,fr,zero-shot
73,Je serai toujours reconnaissante.,Je suis si heureuse et reconnaissante de ce que vous avez fait aujourd'hui.,neutral,unknown,'Je suis si heureuse et reconnaissante de ce que,0.7647,fr,fr,zero-shot
74,"C'est, bien sûr, plutôt radical de supposer qu'il y a une incertitude quantique dans la loi, mais elle ne semble pas totalement impossible.",Il n'est pas impossible de supposer qu'il y a une incertitude quantique dans la loi.,entailment,unknown,"'C'est, bien sûr, plutôt radical de sup",0.7006,fr,fr,zero-shot
75,et cela est en grande partie dû au fait que les mères prennent de la drogue,Les mères sont des toxicomanes.,neutral,unknown,'et cela est en grande partie dû au fait que les,0.9201,fr,fr,zero-shot
76,"Pour supprimer l'image de l'homosexualité comme un vice, Clinton et Birch attribuent les vertus civiques aux homosexuels.",Clinton et Birch sont homosexuels.,neutral,entailment,"ENTAILMENT.

Prémisse: 'Pour",0.6663,fr,fr,zero-shot
77,"Puis je l'ai et je me dis : « bon super, qu'est-ce que je fais avec ? »",J’ignore comment utiliser cet engin.,neutral,unknown,'Puis je l'ai et je me dis : «,0.7607,fr,fr,zero-shot
78,Samuel Sheibein purgera en Israël sa peine pour homicide volontaire.,Samuel Sheinbein purgera une peine pour meurtre au Canada.,contradiction,entailment,"ENTAILMENT.

Prémisse: 'Samuel",0.9231,fr,fr,zero-shot
79,"(Il a été dit, pas tout à fait en plaisantant, que si les Japonais étaient tenus de payer une redevance pour chaque mot anglais utilisé, leur excédent commercial disparaîtrait.)",Les noms propres sont souvent utilisés de façon excessive dans les traductions de langues étrangères vers l'anglais.,neutral,entailment,"ENTAILMENT.

Prémisse: 'Les",0.6917,fr,fr,zero-shot
