id,premise,hypothesis,ground_truth_label,predicted_label,raw_model_output,runtime_seconds,data_language,prompt_instruction_language,shot_type
67,"He was born in 1880 something, like 188, I think it was 1889, I think it was when he was born.",He wasn't born until 1984.,contradiction,contradiction,"CONTRADICTION

Answer: NEUTR",0.7773,en,en,few-shot
68,"H. H. Richardson and his protege Charles Follen McKim were alumni, as well as McKim's assistants, John M. Carrare and Thomas Hastings.","H. H. Richardson, Charles Follen McKim, John M. Carrare and Thomas Hastings were all alumni.",entailment,neutral,NEUTRALText: 'The man is playing,0.8523,en,en,few-shot
69,men um free of the charge one guy went in stabbed his ex-wife to death because she was sleeping with another guy i mean ex-wife you know we're talking and,A man killed his ex wife for sleeping with another guy after being freed from a prior charge.,entailment,contradiction,"CONTRADICTION

Text: '",0.9172,en,en,few-shot
70,"And I had put uh, five detachments out of U2's.",I worked with the detachments for the U2's every day for forty years.,neutral,contradiction,"CONTRADICTION

Answer: NE",0.8233,en,en,few-shot
71,"Napoleon attacked and destroyed Catalonia's sacred shrine, the monastery at Montserrat.",Napoleon was responsible for the destruction of the monastery at Montserrat.,entailment,contradiction,"CONTRADICTION

Text: '",1.0126,en,en,few-shot
72,oh i see well i like the atmosphere myself,I do like the vibe myself.,entailment,neutral,NEUTRALText: 'The man is wearing,0.9355,en,en,few-shot
73,I shall always be grateful.,I am so happy and grateful for what you have done today.,neutral,neutral,NEUTRALText: 'The man is playing,0.8824,en,en,few-shot
74,"It is, of course, rather radical to suppose that there is quantum uncertainty in the law, but it does not seem obviously impossible.",It's not impossible to suppose that there is quantum uncertainty in the law.,entailment,contradiction,"CONTRADICTION

Answer: EN",0.8350,en,en,few-shot
75,and that's a lot of it is due to the fact that the mothers are on drugs,The mothers are drug addicts.,neutral,contradiction,"CONTRADICTION

Text: '",0.6784,en,en,few-shot
76,"To suppress the image of homosexuality as a vice, Clinton and Birch attribute civic virtues to gays.",Clinton and Birch are homosexuals.,neutral,contradiction,"CONTRADICTION

Text: '",0.8891,en,en,few-shot
77,"Then I get it and I'm like great, What do I do with it?",I don't know how I was supposed to use the contraption.,neutral,contradiction,"CONTRADICTION

Answer: NE",0.9758,en,en,few-shot
78,Samuel Sheinbein will serve a murder sentence in Israel.,Samuel Sheinbein will serve a murder sentence in Canada.,contradiction,contradiction,"CONTRADICTION

Answer: NE",0.8387,en,en,few-shot
79,"(It has been said, not altogether jokingly, that if the Japanese were required to pay a license fee for every English word they used, their trade surplus would vanish.)",Proper nouns are often overused when translating to English from foreign languages.,neutral,contradiction,"CONTRADICTION

Text: 'The",0.8990,en,en,few-shot
