id,premise,hypothesis,ground_truth_label,predicted_label,raw_model_output,runtime_seconds,data_language,prompt_instruction_language,shot_type
20,نیوی سکوسکیا سے تنگ تنگ Chignecto قونس، سے منسلک نیو برونزک 14،000 وفادار پناہ گزینوں کی درخواست پر 1784 میں ایک علیحدہ صوبہ بن گیا,نیو برنسوک 1784 میں ایک صوبہ نہیں تھا۔,contradiction,contradiction,"CONTRADICTION

متن نے نیو ب",0.7474,ur,ur,zero-shot
21,انہوں نے زور دیا کہ مسلسل اہداف کو یقینی بنانے کے لئے ضروری تھا کہ کنٹرول موجودہ خطرات سے نمٹنے کے لئے اور غیر ضروری طور پر معاوضے کی کارروائیوں سے نمٹنے کے لئے ہر وقت تیار رہیں. اور وہ افراد جنہوں نے معلومات کے نظام کا استعمال کیا اور برقرار رکھنے کے تنظیمی پالیسیوں کے ساتھ عمل کیا۔,دوی وویل چې مهمه وه چي محتاط وو کله چي دا  د خبرونو   کنترولولو فا  .بریکي ته راغلو,neutral,neutral,NEUTRAL,0.3893,ur,ur,zero-shot
22,اگر میں کچھ کر سکتی تھی۔,میں جانتا تھا کہ میرے کرنے کیلۓ کچھ نہیں تھا۔,contradiction,neutral,NEUTRAL,0.2733,ur,ur,zero-shot
23,بہت سے انسانی رابطے کو سیریز میں لے جانے کے لئے مائیکل آڈٹ کو ملازمت سے زیادہ بنا دیا گیا ہے.,مائیکل ایڈ نے سیریز میں ذاتی معیار کو شامل کرنے کے لئے ملازمت کی تھی.,entailment,neutral,NEUTRAL,0.3354,ur,ur,zero-shot
24,یہ ہسپانوی چھاپے کے رات پر برجٹاؤن میں تھا .آپ مہم کے لئے $ 100 یا اس سے زیادہ آپ کے شراکت کے لئے تعریف کرتے ہیں، آپ اور مہمان کو جمعرات کو 23.2 مارچ کو 5: 30- 8:00 بجے سے جمعرات کو خصوصی استقبال میں شرکت کے لئے مدعو کیا جاتا ہے. ہیروئن ہال,آپ اور ایک مہمان کو ایک خصوصی استقبالیہ میں شرکت کے لیے مدعو کیا جائے گا اگر آپ 100 ڈالر یا زیادہ مہم کے لیے عطیہ دیتے ہیں۔,entailment,entailment,'ENTAILMENT' یہ مفروض,0.8289,ur,ur,zero-shot
25,آپ ان کی کہانیاں اور ایمسٹرڈیم کے حرفوں کے ساتھ ساتھ تصاویر اور فنکاروں کے ساتھ ساتھ ویڈیوز دیکھیں گے.,تم فوٹو گراف نہیں دیکھو گے,contradiction,neutral,NEUTRAL,0.3662,ur,ur,zero-shot
26,اس کے علاوہ، انڈیانا کے رہائشیوں کو انڈیانا ٹیکس کریڈٹ کے ذریعہ ٹیکس فوائد مل سکتی ہے جو براہ راست ریاست ٹیکس کی واپسی کی نچلے لائن کے خلاف لاگو کیا جاتا ہے.,انڈیانا کے باشندے 50٪ ٹیکس کریڈٹ حاصل کرتے ہیں تو وہ تھیٹر کو عطیہ دیتے ہیں.,neutral,neutral,"NEUTRAL
المان: متن نے ان",0.7481,ur,ur,zero-shot
27,لیونہاد کے میئر، جس شہر جوزف کوربل بڑھ گیا، کہتے ہیں کہ انہوں نے حالیہ برسوں میں البرائٹ کو تین خطوط بھیجا.,Korbel led Letohrad.,entailment,neutral,NEUTRAL,0.3779,ur,ur,zero-shot
28,بحالی کے ساتھ ایک معیشت میں، کیا ہوتا ہے، اگر ہم تجارت کے اپنے فوائد لے سکتے ہیں اور کسی حد تک سرمایہ کاری کر سکتے ہیں تو ہم اس سے زیادہ راستے پیدا کرسکتے ہیں,ہم ہمارے ارد گرد کسی کے ساتھ تجارت نہیں کر سکتے ہیں.,contradiction,neutral,NEUTRAL,0.3861,ur,ur,zero-shot
29,ہم اچھے وکلاء کی تعلیم کو مضبوط بنانے کے لئے جاری رہ سکتے ہیں,ہم وکلاء کو تعلیم دے سکتے ہیں، مجھے یقین ہے کہ!,entailment,neutral,NEUTRAL,0.3502,ur,ur,zero-shot
30,پاکستان میں حتمی وصول کنندہ پھر پاکستان کے حلفارڈر جائیں گے اور اس کے پیسہ وصول کریں گے، جو کچھ بھی رقم سے پاکستان کے حلفارڈر کے پاس ہے,حتمی وصول کنندہ کو رقم کی وصلولی کے لیے ترکی جانا ہو گا۔,contradiction,neutral,NEUTRAL,0.2752,ur,ur,zero-shot
31,تشویش کا اصل سبب یہ ہے کہ ایچ ایم او طویل عرصے میں اخراجات کو کنٹرول کرنے میں ناکام ہوسکتا ہے.,ہرشخص اس بات کی قدر کرتاہے کہ کچھ عرصہ میں ایچ ایم اوز اخراجات پر کنٹرول کرسکیں گے۔,contradiction,neutral,NEUTRAL,0.4095,ur,ur,zero-shot
32,اور یہ ابھی بھی مجھے ڈرا رہا تھا۔,میں تھوڑا سا ڈر رہا تھا.,neutral,neutral,NEUTRAL,0.3437,ur,ur,zero-shot
33,اوہ اوہ زبردست میں کہتا ہوں یہ تومہم جو معلوم ہورہا ہے,یہ تو بہت بھیانک تجربہ لگ رہاہے۔,contradiction,neutral,"NEUTRAL

متن نے کہا ک",0.6558,ur,ur,zero-shot
34,اس خطرے کی تشخیص کے مطابق، سنٹرلنک نے مخصوص روک تھام کی حکمت عملی کی ایک حد تیار کی ہے جس کا مقصد جانشینوں اور آجروں کو آمدنی کی رپورٹنگ کی ضروریات پر تعلیم دینا ہے.,Centralink k pass buht si hikmat e amalian han k kaisay logon ko apni amadni report krney k barey mein sikhaya jae kiun k hakomat uski wajah se buht sa paisa kho rahi thy.,neutral,neutral,"NEUTRAL

متن نے سنٹرلن",0.7643,ur,ur,zero-shot
35,انسانی دیکھ بھال کے ساتھ ساتھ جنگل میں بھی ہاتھیوں کی طویل بقا کے لیے یہ انتہائی اہم ہے۔,یہان ایسا کچھ بھی نہیں جسن سے ہاتھیوں کی مدد کی  جا سکتی ہو,contradiction,neutral,NEUTRAL,0.5058,ur,ur,zero-shot
36,ہم سیکی فی فیتا اور ہر ممکنہ ٹکڑے ٹکڑے کے درمیان براہ راست لکیری تعلقات کا فرض کرتے ہیں,ہم جانتے ہیں کہ حجم فی کلٹی اور ممنوع ٹکڑے  کے درمیان کوئی تعلق نہیں ہے.,contradiction,neutral,NEUTRAL,0.3840,ur,ur,zero-shot
37,اس وقت، یہ سوچ یہ ہے کہ ان چھوٹے، کم ترقی یافتہ جزائر کو  پرامن چھوڑ دینا ہی بہتر ہے ۔,لوگوں کا خیال ہے کہ جزیروں کو اکیلا چھوڑ دینا چاہئے.,entailment,neutral,NEUTRAL,0.3853,ur,ur,zero-shot
38,"Aik cheez jo M. Tesnaires nai khaya nahi kya, woh, Anglo-Saxon ka input hah.",کارکردگی کا مظاہرہ کرتا ہے Anglo saxon Tanisery,contradiction,neutral,NEUTRAL,0.2807,ur,ur,zero-shot
39,میرا نام وڈ - رب جولین وڈ ہے.,اس کا نام ویڈ نہیں بلکہ اس کے برعکس سمتھ تھا,contradiction,neutral,NEUTRAL,0.2870,ur,ur,zero-shot
40,کیلیفورنیا میں ایک قانونی خدمات اٹارنی کے لئے یہ بہت مشکل ہو گا کہ یہ معلوم ہوجائے کہ آیا ایک کلائنٹ،جو اریزونا میں تارکین وطن ندی میں کام کر رہی ہے،عارضی طور پر میکسیکو میں سرحد پار کردی ہے.,اٹارنی معلومات تارکین وطن کے ورکر نیٹ ورک سے حاصل کرسکتے ہیں۔,neutral,neutral,"NEUTRAL

متن نے ایک ک",0.7482,ur,ur,zero-shot
41,اسی طرح، ٹیبل اے 2 اور اے 3 میں موجود اعداد وشمار دکھاتے ہیں کہ وہ راستے جن پر زیادہ گاڑیاں چلتی ہیں وہ ان علاقوں میں واقع ہیں جہاں گھروں کی آمدنی اور تعلیم زیادہ ہے۔,zyaad bandon k illaqon mein zyada amadni bhi hoti hai.,entailment,neutral,NEUTRAL,0.4208,ur,ur,zero-shot
42,اور وہ ہمیشہ ہمارے لئے تھا,اس نے وہ سب رقم ہمیں دے دی جس کی ہمیں ضرورت تھی,neutral,neutral,NEUTRAL,0.2805,ur,ur,zero-shot
43,ام، اور اس نے کہا، اس نے کہا، اس نے کہا، بچہ، اس نے کہا،آپ زندگی کے بارے میں سمجھتے ہیں جس طرح زندگی کے بارے میں نہیں سمجھتے.,اس نے مجھے بتایا کہ اسے کچھ اندازہ نہیں کہ اصلی دنیا کس طرح  کام کرتی ہے اور مجھے اس کے پیچھے چلنا چاہیے۔,neutral,neutral,NEUTRAL,0.3672,ur,ur,zero-shot
44,ملکیت بلبلے کی جگہ، یا سائبر اسپیس کی ایک لامتناہی کامیابی ہے، مختلف لوگوں کے ساتھ ان میں دلچسپی کا باعث بنتا ہے.,ملکیت د خلکو ویل په څبردي خو دوي یو  .څه لري,entailment,neutral,NEUTRAL,0.4264,ur,ur,zero-shot
45,ان مزدوروں کو پھنسے نہیں کیا گیا تھا، اس کے باوجود اوپر کے فرش پر زیادہ تر قبضے کے برعکس، انہوں نے اثرات کے فورا بعد فورا نہیں منتخب کیا.,کچھ ورکرز کے خیال میں صورت حال اور آگے نہیں جائے گی۔,neutral,neutral,"NEUTRAL

متن نے کچھ و",0.6712,ur,ur,zero-shot
46,کچھ بھی نہیں سمجھتا ہے کہ زبان کی معمولی پیچیدگیوں کو پائلٹوں کے درمیان واقع ہونے والے مواصلات کے مقابلے میں زیادہ دلچسپی سے،عملے کے ارکان، اور ہوائی ٹریفک کنٹرولرز.,پائلٹ ہمیشہ زبردست رابطہ کار ہوتے ہیں,contradiction,neutral,NEUTRAL,0.3878,ur,ur,zero-shot
47,یوسف  پاکستان سے فرار ہونے میں کامیاب ہوگیا، لیکن ان کے ساتھی، مراد - جن کے ایس ایم نے آپریشن کو فنڈ میں مدد کے لئے $ 3،000 کے ساتھ یوسف کو بھیجا ہے، ان کو تحقیقات کے تحت پکڑ لیا اور انکشاف کیا گیا تھا.,مراد نے تفتیشی اہلکاروں کو بتایا کہ یوسف کو پاکستان میں کہاں ڈھونڈھا جا سکتا ہے,neutral,neutral,"NEUTRAL

متن نے مراد کی",0.8419,ur,ur,zero-shot
48,آپ تصور کر سکتے ہیں کہ نئی تعمیر کرنے کے لئیے روڈ کھودنے والا بلڈوزر چلانے والے کو ڈویلپر کی حوصلہ افزائی میسر ہوگی  اوہ، خدا...,آپ بلڈوزر بلڈرز شروع کرنے والے بلڈوزر آپریٹر تصور کر سکتے ہیں.,neutral,neutral,NEUTRAL,0.3639,ur,ur,zero-shot
49,تو ویسے ہی، والد چلا جاتا ہے اور میرے لئے چاکلیٹ دودھ کا یہ اچھا بڑا گلاس بنا دیتا ہے.,والد نے مجھے فرج سے تھوڑا چاکلیٹ کا دودھ نکال کر دیا۔,neutral,neutral,NEUTRAL,0.3064,ur,ur,zero-shot
50,اچھا یہ قیاس ہے کہ سات دنوں میں وہ آپ کے پس منظر کو دیکھنے کے لئے جا رہے ہیں اور اس بات کو یقینی بنانا چاہتے ہیں کہ آپ کوئی سابقہ مجرم ​​نہیں ہیں یا نہیں ہے,وہ غالبا اگلے سات دنوں کے دوران بیک گراونڈ چیگ کریں گے۔,entailment,neutral,"NEUTRAL
## 

میں نے م",0.6851,ur,ur,zero-shot
51,میری جنس بہت دلچسپ ہے,ریک نے آپ کو بتایا تھا کہ میں ریٹائرڈ ہوگیا ہوں۔,entailment,neutral,NEUTRAL,0.3115,ur,ur,zero-shot
52,بہارل وہ آدمی اندر اجاتا ہے,آدمی کمرے میں داخل ہوا۔,entailment,neutral,NEUTRAL,0.2359,ur,ur,zero-shot
53,بے شک، نوع ٹائپ (یا ٹائپسٹ) کے کسی پوشیدہ غیر معمولی نقطہ نظر کے مطابق ہر ٹائپگرافیکل غلطی کا اشارہ نہیں ہونا چاہئے.,فن طباعت کے ماہر اور ٹائپ کرنے والے کبھی ٹائپ کی غلطی نہیں کرتے ہیں۔,contradiction,neutral,"NEUTRAL

متن نے ٹائپ",0.8350,ur,ur,zero-shot
54,اگر آپ IU سکول آف میڈیسن مہم یا ڈاکٹر فیلڈز ریسرچ کے بارے میں اضافی معلومات چاہتے ہیں، تو براہ کرم 274-3270 کو کال کریں.,Dr. Field University of Florida mein dentist k torr pe kaam krtey han.,contradiction,neutral,"NEUTRAL
The given statement does not provide enough information",0.7475,ur,ur,zero-shot
55,اگرچہ کچھ بھی 'انہیں بہتر جاننا چاہئے، کیونکہ ہمارے پاس بارباڈوس میں کچھ بھی نہیں تھا، اور میرے ساتھ اور آپ کرنل بش کے ساتھ واقف ہیں.,ہم کپٹن بلڈ کو جانتے ہیں۔,neutral,neutral,"NEUTRAL

متن نے کچھ ن",0.6919,ur,ur,zero-shot
56,صاف پاسپورٹس اور دو تباہ شدہ پاسپورٹ حاصل کرنے پر، انٹیلی جنس رپورٹس، KSM کی تحقیقات، 3 جولائی، 2003 کو دیکھیں؛ ستمبر 9، 2003.,KSM ہمیشہ صاف دستاویزات حاصل کرنے میں ناکام رہے.,contradiction,neutral,NEUTRAL,0.4138,ur,ur,zero-shot
57,مربع سے زیادہ لاللی کی گلیوں کی سڑکیں، کم قیمت کے کپڑے تلاش کرنے کی جگہ ہے,اگر آپ صحیح بٹوے پر جاتے ہیں تو لاللی میں سستے کپڑے فروخت کی جاتی ہیں,neutral,neutral,"NEUTRAL

متن نے لاللی",0.7306,ur,ur,zero-shot
58,لیکس کے علاوہ، گرامر - خاص طور پر نحو -  بھی تبدیل ہو گیا ہے، اگرچہ، اوسط جدید قارئین کے لۓ ایسا بھی نہیں ہے جو سمجھ نا آسکے۔,گرامر بدل گیا لیکن بہت زیادہ نہیں.,entailment,neutral,"NEUTRAL
## 

Explanation:
The given statement mentions",0.7776,ur,ur,zero-shot
59,ہمارے تخروپن سے نکالنے کا بنیادی نتیجہ یہ ہے کہ خود مختار ایجنٹوں میں ایک یا زیادہ خودکار آٹومیٹیکک اور کام سائیکل سائیکل بالکل مناسب ہے، اگر ناول، کسی اکیلبیریم کی شکل، کھلی کیمیائی رد عمل کا نیٹ ورک.,ہم اپنی کمپیوٹر پر کی گئی سیمولیشن کی مدد سے ایک نتیجہ اخذ کر سکتے ہیں,neutral,neutral,NEUTRAL,0.4044,ur,ur,zero-shot
60,پرانے پرتگال کے مستند احساس کے لئے، استحکام کے لیول سینیڈو (وفاداری سینیٹ کی تعمیر) کے ٹھنڈا داخلہ دروازے میں پھیلتے ہیں، نوآبادیاتی فن تعمیر کی ایک اچھی مثال,وفاداری سینیٹ کی عمارت خوبصورت ہے.,entailment,neutral,"NEUTRAL

متن نے ایک ا",0.8768,ur,ur,zero-shot
61,ایک ایجنسی نے ملازمین کے سفری حصے کی مد میں مسافروں کو کچھ لستثناء کے ساتھ، کچھ اخراجات لکھنے کا کہا ہے جو ذاتی طور پر 75$ یا اس سے کم میں ہوتے ہیں.,اس خیال کو باقی اداروں نے اچھی طرح قبول نہیں کیا۔,neutral,neutral,"NEUTRAL

متن نے کوئی",0.7954,ur,ur,zero-shot
62,جی ہاں میرے دو لڑکے ہیں بارہ اور سولہ سال کی عمر کے,میری ایک بیٹی بھی ہے جو لڑکوں سے چھوٹی ہے,neutral,neutral,"NEUTRAL
##",0.4081,ur,ur,zero-shot
63,دا فرینڈز (دوست) دو سطحوں پر کام کرتے ہیں - سٹی وائڈ فرینڈز (شہر بھر کے دوست) اور برانچ فرینڈز (شاخوں کے دوست) - اور آپ کسی ایک یا دونو سطحوں کے ایک سرگرم رکن بن سکتے ہیں.,ہم دوستوں میں درجہ بندی نہیں کرتے ہیں ، سب برابر ہیں۔,contradiction,neutral,"NEUTRAL

متن نے دو سط",0.7414,ur,ur,zero-shot
64,میں کہنا چاھتا ہوں ، کے کوۂی خطرہ نہیں تھا ، کیونکہ اگر بم زمین پر ضور سے گر بھی جاتا ، تب ھی نہیں پھٹتا۔,وہاں بم پھٹنے کا بڑا خطرہ تھا۔,contradiction,neutral,NEUTRAL,0.3333,ur,ur,zero-shot
65,ہم ابتدائی مشاہدے سے مشورہ دیتے ہیں کہ جی پی آراے کی کارکردگی کی رپورٹیں زیادہ مفید ہوں اگر وہ,GPRA کی رپورٹوں کی افادیت میں اضافہ ہوسکتا ہے.,entailment,neutral,NEUTRAL,0.3447,ur,ur,zero-shot
66,میں آپ کو یقین دلاتا ہوں، مہودی، کہ میں مکمل طور پر مطلع کیا گیا تھا.,یہ جاسوسی کی موت ہے جسے میں نے اطلاع دی تھی,neutral,neutral,NEUTRAL,0.2928,ur,ur,zero-shot
67,وہ 1880 میں کچھ 188 کی طرح پیدا ہوا تھا،مجھے لگتا ہے کہ یہ 1889 تھا، میرا خیال ہے کہ وہ پیدا ہوا تھا.,وہ 1984 تک پیدا نہيں ہوا تھا۔,contradiction,neutral,NEUTRAL,0.3636,ur,ur,zero-shot
68,ایچ ایچ رچرڈسن اور ان کے پروجیکٹ چارلس فرنکن میکیم عالمگیر اور میکک کے معاون تھے،جان ایم کرررا اور تھامس ہسٹنگ.,ایچ ایچ رچرڈسن چارلس فولن مکم جان م کررارے اور تھموس ہستینگس امام سابق طالب علم تھے,entailment,neutral,"NEUTRAL

متن نے ایچ ا",0.6866,ur,ur,zero-shot
69,بغیر پیسوں کے ایک شخص اندر گیا اپنی سابقہ بیوی کو چاقو مار کر ہلاک کردیا کیونکہ اس کے کسی اور مرد کے ساتھ ناجائز تعلقات تھے میرا مطلب ہے ہم سابقہ بیوی کی بات کر رہے ہیں۔,ایک شخص نے ایک پیشگی سزا سے رہائی پاتے ہی اپنی بیوی کو دوسرے شخص کے ساتھ سونے کی وجہ سے مار ڈالا۔,entailment,neutral,NEUTRAL,0.4679,ur,ur,zero-shot
70,اور میں نے 5 میں سے دو علیحدہ کئے تھے۔,کے لئے چالیس سالوں کے لئے کھدائی کے ساتھ کام کیا U2 میں نے ہر روز,neutral,neutral,NEUTRAL,0.3161,ur,ur,zero-shot
71,نپولین نے کاٹالونیا کے مقدس مزار، مونٹسرت کی  خانقاہ پر حملہ کرکے اسے تباہ کردیا۔,منٹسیرات میں مانٹسیریٹ کی تباہی کے لئے نیپولن  ذمہ دار تھا.,entailment,neutral,"NEUTRAL

متن نے نپولین",0.7361,ur,ur,zero-shot
72,اوہ میں اچھی طرح سے دیکھتا ہوں کہ میں اپنے ماحول کو پسند کرتا ہوں,mjhey  khud bhi irtaash pasand hai.,entailment,neutral,NEUTRAL,0.2992,ur,ur,zero-shot
73,میں ہمیشہ شکر گزار ہوں گا.,Jo kuch b apne aj k din kiya mein uski wajah se buht khush aur shukar guzar hun.,neutral,neutral,NEUTRAL,0.2768,ur,ur,zero-shot
74,یہ بات یہ ہے کہ اس حقیقت کا یہ مطلب ہے کہ اس قانون میں کمانڈر غیر یقینیی موجود ہے،لیکن یہ شاید ناممکن نہیں لگتا ہے.,فرض کرنے کے لئے یہ نا ممکن نہیں کے قانون میںبہت زیادہ غیر یقینی ہے,entailment,neutral,NEUTRAL,0.3678,ur,ur,zero-shot
75,اور اس کی وجع یہ ہے کے ماؤں منشیات لے رہے ہیں,ماؤں منشیات کے عادی افراد ہیں,neutral,neutral,NEUTRAL,0.3391,ur,ur,zero-shot
76,ہم جنس پرستی کی ایک تصویر کے طور پر ہم جنس پرستی کی تصویر کو دبانے کے لئے، کلنٹن اور برچ ہم جنس پرستوں کے لئے شہری فضیلت کی تعریف کرتے ہیں.,کلنٹن اور برچ ہم جنس پرست ہیں,neutral,neutral,NEUTRAL,0.2874,ur,ur,zero-shot
77,پھر مجھے ملتا ہے اور میں سوچھتا ہوں کے اس کے ساتھ کیا کروں گا,میں نہیں جانتا کہ مجھے کس طرح استعمال کرنا تھا.,neutral,neutral,NEUTRAL,0.3166,ur,ur,zero-shot
78,سموئیل شین بین کو اسرائیل میں قتل کی سزا کا سامنا کرنا ہوگا۔,سموئیل شین بین کنیڈا میں قتل کی سزا کاٹے گا۔,contradiction,contradiction,"CONTRADICTION

متن نے اسرائی",0.7058,ur,ur,zero-shot
79,یہ کہا گیا ہے، مکمل طور پر مزاق کرتے ہوۓ نہیں، کہ اگر جاپانیوں کو لازمی طور پر ہر انگلش لفظ جو انہوں نے استعمال کیا ہے کی لائسنس فیس ادا کرنے کا کہا  جاتا تو ان کی تجارت کی بچت غائب ہو جاتی۔,غیرملکی زبانوں سے انگریزی میں ترجمہ کرتے وقت اسم معرفہ زیادہ استعمال کیے جاتے ہیں,neutral,neutral,"NEUTRAL

متن نے جاپان",0.7949,ur,ur,zero-shot
