id,lrl_question,lrl_context,lrl_ground_truth_answers_list,en_question_model,en_context_model,en_answer_model_intermediate,lrl_answer_model_final,comet_lrl_q_to_en,comet_lrl_c_to_en,comet_en_a_to_lrl,raw_model_response_single_prompt,error_message,runtime_sec
sw-validation-104,Vita vya pili vya dunia viliisha mwaka gani?,"Vita Kuu ya Pili ya Dunia ilikuwa vita iliyodumu kuanzia mwaka 1939 hadi 1945 kati ya Ujerumani, Italia, Japani na mataifa yaliyoshikamana nazo (Romania, Hungaria na Bulgaria) dhidi ya nchi nyingi za dunia (ziliitwa mataifa ya ushirikiano) kati yake hasa Uingereza, Uchina, Urusi na Marekani. ",['1945'],What year was World War II?,"The Second World War, also known as World War II, was a global war that lasted from 1939 to 1945. It involved the vast majority",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: What year was World War II?
English Context: The Second World War, also known as World War II, was a global war that lasted from 1939 to 1945. It involved the vast majority",,1.5404739379882812
sw-validation-261,Wangari Muta Maathai alizaliwa wapi?,"Wangari Muta Maathai (1 Aprili 1940 – 25 Septemba 2011) alikuwa mwanaharakati wa masuala ya mazingira na haki za wanawake kutoka nchini Kenya. Mwaka wa 2004 alikuwa mshindi wa Tuzo ya Nobel ya Amani.[1]  Yeye ni mwanamke Mwafrika wa kwanza kupokea tuzo hilo. Pia, aliwahi kuwa mbunge wa Kenya na waziri msaidizi katika serikali ya Mwai Kibaki kati ya Januari 2003 hadi Novemba 2005.",['Kenya'],Where was Wangari Muta Maathai born?,Wangari Muta Maathai (1 April 1940 – 25 September 2011) was a Kenyan environmental activist who,[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: Where was Wangari Muta Maathai born?
English Context: Wangari Muta Maathai (1 April 1940 – 25 September 2011) was a Kenyan environmental activist who",,1.5513124465942383
sw-validation-352,"Je,popo ni ndege ama mnyama?",Popo ni mamalia kama panya mwenye mabawa. ,['mamalia kama panya mwenye mabawa'],Are birds mammals?,Birds are mammals with feathers.,Yes,"Je, popo ni ndege ama mnyama.",,,,"English Question: Are birds mammals?
English Context: Birds are mammals with feathers.
English Answer: Yes
Swahili Answer: Je, popo ni ndege ama mnyama.",,1.2516827583312988
sw-validation-192,Pathojeni ni nini?,"Pathojeni ni jina kwa bakteria, virusi au fungi zinazoweza kusababisha ugonjwa. Si kila bakteria au fungi inasababisha ugonjwa, kinyume chake tunaishi kwa kuwa na mamilioni ya bakteria katika utumbo ambazo ni lazima kuwepo kwa afya yetu. Vidubini hivi vyote ni vidogo mno, havionekani kwa macho.","['i jina kwa bakteria, virusi au fungi zinazoweza kusababisha ugonjwa']","What is the name of the disease caused by bacteria, viruses, or fungi that can infect humans?","A disease caused by bacteria, viruses, or fungi that can infect humans is called a pathogen. All pathogens can cause",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: What is the name of the disease caused by bacteria, viruses, or fungi that can infect humans?
English Context: A disease caused by bacteria, viruses, or fungi that can infect humans is called a pathogen. All pathogens can cause",,1.5371572971343994
sw-validation-101,Mhariri mkuu wa gazeti la The Era mwaka 1838 anaitwa nani?,"The Era ilianzishwa katika mwaka wa 1838 na muungano wa wanahisa ,baadhi yao waliokuwa wasambazaji wa bidhaa na watu wengine waliohusika na biashara yao. Jarida hili lilikuwa likilengwa kuwa chombo cha kuwasilisha habari ya kila wiki kama vile gazeti la Morning Advertiser lilivyokuwa chombo cha kutumika kila siku. Katika miaka miwili mitatu hivi ya kuwepo kwa gazeti hili, msimamo wake wa kisiasa ulikuwa wa kukubali siasa yoyote. Mhariri wake wa kwanza, Leitch Ritchie, alionekana kuwa huru sana na bodi ya wakurugenzi na kuongezea migogoro ya wahariri, gazeti hilo lilifeli. Frederick Ledger alichukua nafasi ya Ritchie na akawa mwendeshaji pekee na, vilevile, mhariri wa gazeti hilo. Alihariri jarida hili kwa zaidi ya miaka thelathini, likibadilisha siasa yake kutoka kukosa msimamo wowote hadi kuwa na msimamo wa uhafidina. Siasa, hata hivyo, ilikoma kuwa suala kubwa kwa The Era. Habari zake kuu, ikiwa chini ya Ledger,zilikuwa michezo ,dini ya freemason</i>na michezo ya kuigiza. Msomaji wa kisasa alisema kuwa, ""Katika habari za maigizo ,gazeti hili limezipa nafasi kubwa sana. Katika uhusiano wa kiwango na usahihi wa habari zake za maigizo, gazeti hili ni bora kuliko magazeti mengine ya kila wiki.",['Leitch Ritchie'],What is the name of the person who was the first editor of The Era newspaper in 1838?,"In 1838, The Era was established by a group of prominent citizens, including some",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: What is the name of the person who was the first editor of The Era newspaper in 1838?
English Context: In 1838, The Era was established by a group of prominent citizens, including some",,1.6408288478851318
sw-validation-407,"Je,ndimu iko katika familia gani ya mimea?","Ndimu ni matunda ya mndimu (Citrus aurantiifolia), mti wa familia ya michungwa (Rutaceae). Umbo lake ni mduara wenye rangi ya majani mpaka manjano, na kipenyo cha sm 3-6. Zina ladha ya uchachu kwa sababu ya asidi ndani yao. Ndimu mara nyingi hutumika kuongeza ladha kwenye chakula na vinywaji. Kwa kawaida ni ndogo kuliko limau, na chanzo kizuri pia cha vitamini C. Katika kanda za tropiki na nusutropiki mindimu inaweza kumea mwaka wote kama maji yakiwapo. Ndimu ni chungu kidogo kuliko malimau.",['michungwa'],In which family of fruits are you?,"You are a type of citrus fruit (Citrus aurantiifolia), belonging to the rutaceae family. Your seeds are enclosed by flesh with a flavor similar to that of oranges",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: In which family of fruits are you?
English Context: You are a type of citrus fruit (Citrus aurantiifolia), belonging to the rutaceae family. Your seeds are enclosed by flesh with a flavor similar to that of oranges",,1.565124273300171
sw-validation-454,Sayari kubwa kuliko zingine inaitwaje?,Sayari za jua letu hutofautiana kwa ukubwa na muundo. Mshtarii (Jupiter) ni sayari kubwa na masi yake ni mara 318 masi ya dunia yetu. Sayari ndogo ni Utaridi na masi yake ni takriban nusu ya dunia.,['Mshtarii'],What are the biggest planets like compared to others?,"The planets with larger sizes and masses have different characteristics compared to smaller planets. Jupiter, for example, has a massive size and mass, which gives it distinct features.",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: What are the biggest planets like compared to others?
English Context: The planets with larger sizes and masses have different characteristics compared to smaller planets. Jupiter, for example, has a massive size and mass, which gives it distinct features.",,1.532562017440796
sw-validation-30,Osama Bin Laden alizaliwa mwaka upi?,"Osama bin Mohammed bin Awad bin Laden (kwa Kiarabu: أسامة بن محمد بن عوض بن لادن‎ ʾusāmah bin muḥammad bin ʿawaḍ bin lādin); * 10 Machi 1957 – + 2 Mei 2011, alikuwa mwanzilishi na kiongozi wa kundi la kigaidi la Al Qaida. ",['1957'],When was Osama Bin Laden born?,Osama bin Mohammed bin Awad bin Laden (in Swahili: أسامة بن محمد بن عوض بن لادن‎ ʾusāmah bin muḥammad bin ʿawaḍ bin,[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: When was Osama Bin Laden born?
English Context: Osama bin Mohammed bin Awad bin Laden (in Swahili: أسامة بن محمد بن عوض بن لادن‎ ʾusāmah bin muḥammad bin ʿawaḍ bin",,1.5394752025604248
sw-validation-137,"Je,msitu wa Mau una ukubwa kiasi gani?",Msitu wa Mau  ni misitu tata katika Bonde la Ufanchini Kenya. Ni msitu asili wa milimani ulio mkubwa zaidi katika Afrika Mashariki. Msitu tata wa Mau una eneo wa hektari 273300 [0],['hektari 273300'],What is the name of the mountain in Mau that is the highest in Kenya?,"The mountain in Mau that is the highest in Kenya is called Mount Kenya. It is also the highest mountain in Africa, located in the",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: What is the name of the mountain in Mau that is the highest in Kenya?
English Context: The mountain in Mau that is the highest in Kenya is called Mount Kenya. It is also the highest mountain in Africa, located in the",,1.5334100723266602
sw-validation-489,Mary Lynn Rajskub alizaliwa mwaka upi?,"
Mary Lynn Rajskub (muda mwigine hujiita kama Marylynn Rajskub)  (amezalia tar. 22 Juni 1971) ni mwigizaji wa filamu na tamthilia kutoka nchini Marekani. Huyu ni msanii na mchekashaji wa vitimbi vya kusimama. Ana asili ya Kicheki na Kiireland. Anafahamika zaidi kwa kucheza kama Chloe O'Brian kutoka katika mfululizo wa kipindi cha televisheni cha Kimarekani maarufu kama 24.",['1971'],When was Mary Lynn Rajskub born?,"Mary Lynn Rajskub (born June 22, 1971) is an American actress and voice artist. She is best known for her roles as",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: When was Mary Lynn Rajskub born?
English Context: Mary Lynn Rajskub (born June 22, 1971) is an American actress and voice artist. She is best known for her roles as",,1.5465433597564697
sw-validation-266,Kampuni isambazayo umeme nchini Kenya inaitwaje?,"Kenya Power and Lighting (KPLC)  ni kampuni inayohusika na maambukizi ya umeme na usambazaji wa umeme nchini Kenya. KPLC ni kampuni ya kitaifa ya shirika la umeme inayosimamia upimaji wa mita ya umeme, toleo ya leseni, fakturering, huduma ya umeme wa dharura na mahusiano ya mteja.[1]. Makao makuu ya KPLC yako katika Electricity House, Harambee Avenue jijini Nairobi; inaendesha ofisi mingi kote nchini Kenya.",['Kenya Power and Lighting'],Which company provides electricity in Kenya?,"Kenya Power and Lighting (KPLC) is the company responsible for generating, transmitting, and distributing electricity, as well as providing lighting services in Kenya. It is a parastatal",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: Which company provides electricity in Kenya?
English Context: Kenya Power and Lighting (KPLC) is the company responsible for generating, transmitting, and distributing electricity, as well as providing lighting services in Kenya. It is a parastatal",,1.5477159023284912
sw-validation-289,Mji mkubwa Burundi ni upi?,"Burundi (mji mkuu Bujumbura)
Djibouti (mji mkuu Jibuti (mji))
Eritrea (mji mkuu Asmara)
Ethiopia (mji mkuu Addis Abeba)
Kenya (mji mkuu Nairobi)
 Komori (mji mkuu Moroni)
 Madagaska (mji mkuu Antananarivo)
Malawi (mji mkuu Lilongwe)
 Morisi (mji mkuu Port Louis)
Mozambique (mji mkuu Maputo
Rwanda (mji mkuu Kigali)
Zambia (mji mkuu Lusaka)
 Shelisheli (mji mkuu Victoria)
Zimbabwe (mji mkuu Harare)
Somalia (mji mkuu Mogadishu)
 Sudan Kusini (mji mkuu Juba)
Tanzania (mji mkuu Dodoma)
Uganda (mji mkuu Kampala)",['Bujumbura'],What is the biggest country in Africa by land area?,"Burundi (mji mkuu Bujumbura)
Djibouti (mji mkuu Jibuti)
Eritrea (mji m",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: What is the biggest country in Africa by land area?
English Context: Burundi (mji mkuu Bujumbura)
Djibouti (mji mkuu Jibuti)
Eritrea (mji m",,1.5737018585205078
sw-validation-493,"Je,Hoteli ya Fairmont Royal York ilizinduliwa lini?","Ilifunguliwa tarehe 11 Juni 1929, mipango ya Royal York ilichorwa na kupangwa na wataalamu wa kazi hiyo Ross na Macdonald(pamoja na Sproatt na Rolph) na ikajengwa na shirika la reli la Canadian Pacific Railway karibu na stesheni ya Union Station. Likiwa ma magorofa 28, jengo hilo lenye muundo wa Château lilikuwa jengo kubwa kabisa katika ufalme wa Uingereza mpaka walipojenga mnara wa Benki ya Kanada jijini Toronto kwenye barabara ya King Street.",['11 Juni 1929'],When was the Fairmont Royal York hotel established?,"The hotel was built on land that was purchased by the Canadian Pacific Railway in 1926 and opened on June 11, 1929,",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: When was the Fairmont Royal York hotel established?
English Context: The hotel was built on land that was purchased by the Canadian Pacific Railway in 1926 and opened on June 11, 1929,",,1.553065538406372
sw-validation-72,"Je,mkoa wa Morogoro ina idadi ya watu wangapi?","Eneo lake ni km² 72 939, ambapo kuna wakazi 2,218,492 (mwaka 2012). Hivyo Morogoro ni kati ya mikoa mikubwa zaidi ya Tanzania. ","['2,218,492']",What is the name of the region in Tanzania where Lake Morogoro is located?,"Lake Morogoro is a freshwater lake in Tanzania, situated south of the Great Rift Valley. It is part of the Western Rift",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: What is the name of the region in Tanzania where Lake Morogoro is located?
English Context: Lake Morogoro is a freshwater lake in Tanzania, situated south of the Great Rift Valley. It is part of the Western Rift",,1.535046100616455
sw-validation-63,Sehemu ya juu ya nyumba huitwaje?,Nyumba huwa na ukuta na paa. Kila nyumba inahitaji mlango; kama nyumba ni ndogo mlango huu unaweza kutosheleza pia mahitaji ya mwanga. Nyumba nyingi huwa pia na madirisha kwa kuingiza nuru na hewa. ,['paa'],How many rooms does the house have?,"The house has two floors and a basement. Each floor has several rooms, and there are also additional rooms in the attic and the basement. The number of rooms depends on the",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: How many rooms does the house have?
English Context: The house has two floors and a basement. Each floor has several rooms, and there are also additional rooms in the attic and the basement. The number of rooms depends on the",,1.5401082038879395
sw-validation-93,"Je,nani mwanzilishi wa mashindano ya WWE?","Ubingwa wa WWE ulianzishwa mwaka 1963 huku Rogers Buddy akiwa bingwa wa uzinduzi 29 Aprili. Hata hivyo, asili yake inahusishwa na matukio ambayo yaliyoanzia Wrestling National Alliance (NWA), daraja dotterbolag mbalimbali. Katika miaka ya 1950, Capitol Wrestling Corporation (CWC) ilikuwa kampuni ndogo inayomilikiwa na NWA na mpaka mwaka 1963, viongozi wa CWC walikuwa wanamiliki sehemu kubwa ya NWA na wakati huohuo katika bodi ya wakurugenzi ya NWA. Wakati huo, Buddy Rogers alikuwa anashikilia ubingwa wa dunia wa uzito wa juu wa NWA, taji la dunia la NWA pamoja na kampuni zake ndogondogo, mpaka 24 Januari, wakati amalishindwa Lou Thesz Rogers kwa championship. Hatimaye CWC ilijitoa kutoka NWA na ikawa World Wide Wrestling Federation (WWWF). Hivyo ubingwa wa dunia wa uzito wa juu wa WWWF  ulianzishwa ukiwa kama kama akiwa mwibuko kutoka taji la NWA. Utambulisho wa taji alipatiwa Buddy Rogers tarehe 29 Aprili kufuatia michuano iliyokuwa na utata iliyofanyika katika Rio de Janeiro, na kumshinda Antonino Rocca katika fainali. Ikishirikiana na NWA tena, WWWF ilibadilishwa jina na kuwa World Wrestling Federation (WWF) mwaka 1979, na baada ya kumaliza kabisa uhusiano wake na NWA mnamo mwaka 1983, ubingwa ukawa unajulikana kama WWF World Heavyweight Championship  na baadaye tu kama WWF Bingwa  mnamo miaka ya 1990.",['Rogers Buddy'],Who are the main wrestlers of WWE?,"The WWE, or World Wrestling Entertainment, has a long history dating back to 1963 when it was known as the Capitol Wrestling Corporation. Over time, it evolved",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: Who are the main wrestlers of WWE?
English Context: The WWE, or World Wrestling Entertainment, has a long history dating back to 1963 when it was known as the Capitol Wrestling Corporation. Over time, it evolved",,1.6514534950256348
sw-validation-370,Emmaus Shule ya Biblia iko sehemu gani?,Dodoma kuna makao makuu ya Kanisa la Biblia Publishers pamoja na Emmaus Shule ya Biblia.,['Dodoma'],Where is the Bible School of Emmaus located?,Dodoma is situated alongside the road that connects it to the Bible publishers' church and the Emmaus Bible School.,"Dodoma
English Answer:",[SP_Extract_Error_LRL_A],,,,"English Question: Where is the Bible School of Emmaus located?
English Context: Dodoma is situated alongside the road that connects it to the Bible publishers' church and the Emmaus Bible School.
English Answer: Dodoma
English Answer:",,1.5160000324249268
sw-validation-482,"Je,inchi ya Iceland ina idadi ya watu wangapi?","Eneo lake ni km² 103,000 lakini idadi ya watu ni laki tatu pekee. ",['laki tatu'],What is the population of Iceland?,"The area of Iceland is 103,000 square kilometers (40,000 sq mi) but its population is only around 300,",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: What is the population of Iceland?
English Context: The area of Iceland is 103,000 square kilometers (40,000 sq mi) but its population is only around 300,",,1.5165152549743652
sw-validation-77,Philip Emeagwali alizaliwa mwaka upi?,"Philip Emeagwali  (amezaliwa 23 Agosti 1954) ni mhandisi ,Igbo kutoka Nigeria na mwanasayansi wa kompyuta/ Mwanajiolojia ambaye alikuwa mmoja wa washindi wawili wa Tuzo la mwaka wa 1989 la Gordon Bell, zawadi kutoka IEEE, kwa matumizi yake ya kompyuta yenye nguvu zaidi - mashine ilitokuwa na visindukaji 65000 - iliyosaidia katika uchambuzi maeneo ya petroli .",['1954'],When was Philip Emeagwali born?,"Philip Emeagwali (born August 23, 1954) is an American computer engineer and inventor of Igbo descent from Nigeria. He was one of the",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: When was Philip Emeagwali born?
English Context: Philip Emeagwali (born August 23, 1954) is an American computer engineer and inventor of Igbo descent from Nigeria. He was one of the",,1.5483999252319336
sw-validation-68,Jeff Koinange alizaliwa mwaka upi?,"Jeff Koinange (alizaliwa 7 Januari 1966) ni mwandishi wa habari wa televisheni, anayejulikana kuwahi kufanya kazi CNN kama mwandishi wa habari za kutoka Afrika, na kwa CNN International mnamo 2001-2007.",['1966'],When was Jeff Koinange born?,"Jeff Koinange (born January 7, 1966) is a news presenter and journalist who has worked for CNN as a news anchor for African stories and",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: When was Jeff Koinange born?
English Context: Jeff Koinange (born January 7, 1966) is a news presenter and journalist who has worked for CNN as a news anchor for African stories and",,1.5352733135223389
sw-validation-442,"Je,mwanamziki Profesa Jay ni mbunge wa wapi nchini Tanzania?","
Joseph Leonard Haule (amezaliwa tarehe 29 Desemba 1975) ni Mtanzania msanii wa muziki wa hip hop na vilevile mwanasiasa wa Chama cha kisiasa cha Chama cha Demokrasia na Maendeleo (CHADEMA). Amechaguliwa kuwa mbunge wa Mikumi kwa miaka 2015 – 2020. [1]",['Mikumi'],Who is the Professor Jay of Tanzania's parliament?,"Joseph Leonard Haule (born December 29, 1975) is a Tanzanian politician and musician who served as the Member of Parliament for Mikumi",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: Who is the Professor Jay of Tanzania's parliament?
English Context: Joseph Leonard Haule (born December 29, 1975) is a Tanzanian politician and musician who served as the Member of Parliament for Mikumi",,1.539813756942749
