id,lrl_question,lrl_context,lrl_ground_truth_answers_list,en_question_model,en_context_model,en_answer_model_intermediate,lrl_answer_model_final,comet_lrl_q_to_en,comet_lrl_c_to_en,comet_en_a_to_lrl,raw_model_response_single_prompt,error_message,runtime_sec
en-validation-154,Why do they call them soap opera?,"A soap opera is an ongoing drama serial on television or radio, featuring the lives of many characters and their emotional relationships.[1] The term soap opera originated from radio dramas being sponsored by soap manufacturers.[2]",['The term soap opera originated from radio dramas being sponsored by soap manufacturers'],Why do they call them soap operas?,"A soap opera is an ongoing drama serial on television or radio, featuring the lives of many characters and their emotional relationships. The term ""soap opera"" originated from radio dramas being",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: Why do they call them soap operas?
English Context: A soap opera is an ongoing drama serial on television or radio, featuring the lives of many characters and their emotional relationships. The term ""soap opera"" originated from radio dramas being",,1.4529688358306885
en-validation-9,Who was Queen Elizabeth II's father?,"Elizabeth was born in London as the first child of the Duke and Duchess of York, later King George VI and Queen Elizabeth, and she was educated privately at home. Her father acceded to the throne on the abdication of his brother King Edward VIII in 1936, from which time she was the heir presumptive. She began to undertake public duties during the Second World War, serving in the Auxiliary Territorial Service. In 1947, she married Prince Philip, Duke of Edinburgh, a former prince of Greece and Denmark, with whom she has four children: Charles, Prince of Wales; Anne, Princess Royal; Prince Andrew, Duke of York; and Prince Edward, Earl of Wessex.",['King George VI'],Who was Queen Elizabeth II's father?,"Elizabeth was born in London as the first child of the Duke and Duchess of York, later King George VI and Queen Elizabeth, and she was educated privately at home. Her father",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: Who was Queen Elizabeth II's father?
English Context: Elizabeth was born in London as the first child of the Duke and Duchess of York, later King George VI and Queen Elizabeth, and she was educated privately at home. Her father",,1.4746196269989014
en-validation-176,How many children did Richard Oastler have?,"After four years his failing sight forced him to give this up; in 1810 he became a commission agent, dealing in oils and dry-saltery: he also acted as a steward for the Dixons of Gledhow Hall near Leeds,[8]:173 and was used by his father from time to time to carry out work for the Fixby estate (as when in 1812 he organised precautions against the Luddites).[9]:38[lower-alpha 3] He became involved in charity work in Leeds; sick visiting with Michael Thomas Sadler and organising charitable relief of the destitute.[11] In 1816, he married Mary Tatham, daughter of Mary (née Strickland, from Leeds) and Thomas Tatham, a Nottingham grocer. Richard and Mary had two children, both of whom had died by 1819.[lower-alpha 4] Early in 1820 he went bankrupt; later that year on the death of his father, he was invited to succeed him as steward of the Fixby estate, looking after a rent roll of £18,000 per year, on an annual salary of £300. He accepted, moving to Fixby Hall in 1821.[2] When in 1827 the vicar of Halifax (in which parish Fixby lay) attempted to increase his income by 'resuming' collection of various tithes which he claimed to be 'customary', Oastler was prominent in opposition.[12] He later claimed that it was this struggle that had broken his health, leaving him liable to periodic breakdowns in health.[13]",['two'],How many children did Richard Oastler have?,"Richard and Mary had two children, both of whom had died by 1819.",Two.,Two.,,,,"English Question: How many children did Richard Oastler have?
English Context: Richard and Mary had two children, both of whom had died by 1819.
English Answer: Two.",,1.3321917057037354
en-validation-30,Where is Belize?,"Belize (/bəˈliːz/(listen)) (Spanish: Belice), is a country located on the eastern coast of Central America. Belize is bordered on the northwest by Mexico, on the east by the Caribbean Sea, and on the south and west by Guatemala. It has an area of 8,800 square miles (22,800km2) and a population of 387,879 (2017).[5] Its mainland is about 180mi (290km) long and 68mi (110km) wide. It has the lowest population and population density in Central America.[9] The country's population growth rate of 1.87% per year (2015) is the second highest in the region and one of the highest in the Western Hemisphere.[3]",['on the eastern coast of Central America'],Where is Belize?,"Belize (/bəˈliːz/(listen)) (Spanish: Belice), is a country located on the eastern coast of Central America. Belize is bordered on the northwest by Mexico, on",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: Where is Belize?
English Context: Belize (/bəˈliːz/(listen)) (Spanish: Belice), is a country located on the eastern coast of Central America. Belize is bordered on the northwest by Mexico, on",,1.4841442108154297
en-validation-192,How many ships are currently in Britain's Naval forces?,"

The Royal Navy is the principal naval warfare service branch of the British Armed Forces. As of November 2018, there are 75 commissioned ships in the Royal Navy. 20 of the commissioned vessels are major surface combatants (six guided missile destroyers, 13 frigates and one aircraft carrier), and 10 are nuclear-powered submarines (four ballistic missile submarines and six fleet submarines). In addition the Navy possesses two amphibious transport docks, 13 mine countermeasures vessels, 23 patrol vessels, four survey vessels, one icebreaker and two historic warships (Victory and Bristol). ",['75'],How many ships are currently in Britain's Naval forces?,"The Royal Navy is the principal naval warfare service branch of the British Armed Forces. As of November 2018, there are 75 commissioned ships",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: How many ships are currently in Britain's Naval forces?
English Context: The Royal Navy is the principal naval warfare service branch of the British Armed Forces. As of November 2018, there are 75 commissioned ships",,1.4744288921356201
en-validation-104,When did the yen become the official currency of Japan?,"The concept of the yen was a component of the Meiji government's modernization program of Japan's economy; which postulated the pursuit of a uniform currency throughout the country modeled after the European decimal currency system.
Before the Meiji Restoration, Japan's feudal fiefs all issued their own money, hansatsu, in an array of incompatible denominations. The New Currency Act of 1871 did away with these and established the yen, which was defined as 1.5g (0.048 troy ounces) of gold, or 24.26g (0.780 troy ounces) of silver, as the new decimal currency. The former han (fiefs) became prefectures and their mints private chartered banks, which initially retained the right to print money. To bring an end to this situation the Bank of Japan was founded in 1882 and given a monopoly on controlling the money supply.[3]",['1871'],When did the yen become the official currency of Japan?,"The concept of the yen was a component of the Meiji government's modernization program for Japan's economy; it envisioned a unified currency across the country, modeled on the",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: When did the yen become the official currency of Japan?
English Context: The concept of the yen was a component of the Meiji government's modernization program for Japan's economy; it envisioned a unified currency across the country, modeled on the",,1.4975073337554932
en-validation-132,When do children start to retain memories?,"Some research has demonstrated that children can remember events from the age of one, but that these memories may decline as children get older.[3][4][5] 
Most psychologists differ in defining the offset of childhood amnesia. Some define it as the age from which a first memory can be retrieved. This is usually at the age of three or four, but it can range from two to eight years.[6][7][8]","['at the age of three or four, but it can range from two to eight years']",When do children start to retain memories?,"Some research has demonstrated that children can remember events from the age of one, but that these memories may decline as children get older. Most psychologists differ in defining the onset of childhood",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: When do children start to retain memories?
English Context: Some research has demonstrated that children can remember events from the age of one, but that these memories may decline as children get older. Most psychologists differ in defining the onset of childhood",,1.4633679389953613
en-validation-70,When was Wu Zetian born?,"Wu Zetian (17 February 624 – 16 December 705),[3][4] alternatively named Wu Zhao, Wu Hou, during the later Tang dynasty as Tian Hou, in English as Empress Consort Wu or by the deprecated term[5] ""Empress Wu"", was a Chinese sovereign who ruled unofficially as empress consort and empress dowager and officially as empress regnant (皇帝) during the brief Zhou dynasty (周, 690–705),[3] which interrupted the Tang dynasty. Wu was the sole officially recognized empress regnant of China in more than two millennia.",['17 February 624'],When was Wu Zetian born?,"Wu Zetian (17 February 624 – 16 December 705),[3][4] alternatively named Wu Zhao, Wu Hou, during the",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: When was Wu Zetian born?
English Context: Wu Zetian (17 February 624 – 16 December 705),[3][4] alternatively named Wu Zhao, Wu Hou, during the",,1.470616102218628
en-validation-220,When was the Nostra aetate signed?,"Nostra aetate (Latin: In our Time) is the Declaration on the Relation of the Church with Non-Christian Religions of the Second Vatican Council.  Passed by a vote of 2,221 to 88 of the assembled bishops, this declaration was promulgated on 28 October 1965 by Pope Paul VI.[1] It is the shortest of the 16 final documents of the Council and ""the first in Catholic history to focus on the relationship that Catholics have with Jews."" It ""reveres the work of God in all the major faith traditions.""[2] It begins by stating its purpose of reflecting on what humankind have in common in these times when people are being drawn closer together. ",['28 October 1965'],When was the Nostra aetate signed?,Nostra aetate (Latin: In our Time) is the Declaration on the Relation of the Church with Non-Christian Religions of the Second Vatican Council. Passed by a,[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: When was the Nostra aetate signed?
English Context: Nostra aetate (Latin: In our Time) is the Declaration on the Relation of the Church with Non-Christian Religions of the Second Vatican Council. Passed by a",,1.4751651287078857
en-validation-425,What is a haplogroup?,"A haplotype is a group of alleles in an organism that are inherited together from a single parent,[1][2] and a haplogroup (haploid from the Greek: ἁπλούς, haploûs, ""onefold, simple"" and English: group) is a group of similar haplotypes that share a common ancestor with a single-nucleotide polymorphism mutation.[3][4] More specifically, a haplogroup is a combination of alleles at different chromosomes regions that are closely linked and that tend to be inherited together. As a haplogroup consists of similar haplotypes, it is usually possible to predict a haplogroup from haplotypes. Haplogroups pertain to a single line of descent. As such, membership of a haplogroup, by any individual, relies on a relatively small proportion of the genetic material possessed by that individual. ",['a group of similar haplotypes that share a common ancestor with a single-nucleotide polymorphism mutation'],What is a haplogroup?,"A haplotype is a group of alleles in an organism that are inherited together from a single parent,[1][2] and a haplogroup (haploid from the Greek: �",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: What is a haplogroup?
English Context: A haplotype is a group of alleles in an organism that are inherited together from a single parent,[1][2] and a haplogroup (haploid from the Greek: �",,1.4956252574920654
en-validation-55,How long is the Three Gorges Dam?,"Made of concrete and steel, the dam is 2,335m (7,661ft) long and the top of the dam is 185m (607ft) above sea level. The project used 27.2×10^6m3 (35.6×10^6cuyd) of concrete (mainly for the dam wall), used 463,000 T of steel (enough to build 63 Eiffel Towers), and moved about 102.6×10^6m3 (134.2×10^6cuyd) of earth.[31] The concrete dam wall is 181m (594ft) high above the rock basis.","['2,335m']",How long is the Three Gorges Dam?,"Made of concrete and steel, the dam is 2,335 meters (7,661 feet) long and the top of the dam is 1",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: How long is the Three Gorges Dam?
English Context: Made of concrete and steel, the dam is 2,335 meters (7,661 feet) long and the top of the dam is 1",,1.480360746383667
en-validation-305,When was cricket invented?,"Cricket was probably created during Saxon or Norman times by children living in the Weald, an area of dense woodlands and clearings in south-east England that lies across Kent and Sussex.[1] The first definite reference is dated Monday, 17 January 1597 (""Old Style"" Julian date, the year equating to 1598 in the modern calendar).",['17 January 1597'],When was cricket invented?,"Cricket was probably created during Saxon or Norman times by children living in the Weald, an area of dense woodlands and clearings in south-east England that lies across Kent and Sussex. The",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: When was cricket invented?
English Context: Cricket was probably created during Saxon or Norman times by children living in the Weald, an area of dense woodlands and clearings in south-east England that lies across Kent and Sussex. The",,1.466371774673462
en-validation-331,When was Yugoslavia formed?,"Yugoslavia was a state concept among the South Slavic intelligentsia and later popular masses from the 17th to early 20th centuries that culminated in its realization after the 1918 collapse of Austria-Hungary at the end of World War I and the formation of the Kingdom of Serbs, Croats and Slovenes. However, the kingdom was better known colloquially as Yugoslavia (or similar variants); in 1929 it was formally renamed the ""Kingdom of Yugoslavia"".",['1929'],When was Yugoslavia formed?,Yugoslavia was a state concept among the South Slavic intelligentsia and later popular masses from the 17th to early 20th centuries that culminated in its realization after the 1,[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: When was Yugoslavia formed?
English Context: Yugoslavia was a state concept among the South Slavic intelligentsia and later popular masses from the 17th to early 20th centuries that culminated in its realization after the 1",,1.46854829788208
en-validation-157,"What's the real name of the guy called ""La Bamba"" in the Max Weinberg band on Late Night with Conan O'Brien?","Richie ""LaBamba"" Rosenberg is an American trombonist originating from Philadelphia, Pennsylvania. He is a former member of the house band on Conan O'Brien's late-night talk shows.","['Richie ""LaBamba"" Rosenberg']","What's the real name of the guy called ""La Bamba"" in the Max Weinberg band on Late Night with Conan O'Brien?","Richie ""LaBamba"" Rosenberg is an American trombonist originating from Philadelphia,",[SP_Extract_Error_EN_A],[SP_Extract_Error_LRL_A],,,,"English Question: What's the real name of the guy called ""La Bamba"" in the Max Weinberg band on Late Night with Conan O'Brien?
English Context: Richie ""LaBamba"" Rosenberg is an American trombonist originating from Philadelphia,",,1.4619436264038086
