id,lrl_question,lrl_context,lrl_ground_truth_answers_list,en_question_model,en_context_model,en_answer_model_intermediate,lrl_answer_model_final,comet_lrl_q_to_en,comet_lrl_c_to_en,comet_en_a_to_lrl,raw_q_translation_output,raw_c_translation_output,raw_en_qa_output,raw_a_backtranslation_output,error_message,runtime_sec
fi-validation-192,Milloin Carl Sagan on syntynyt?,"
Carl Edward Sagan (9. marraskuuta 1934 – 20. joulukuuta 1996) oli yhdysvaltalainen tähtitieteilijä, astrofyysikko, astrobiologi ja tieteen yleistajuistaja. Suurimman osan urastaan hän työskenteli Cornellin yliopistossa, jonka professorina hän toimi vuodesta 1971 aina kuolemaansa asti. Sagan tunnetaan lukuisista tutkimuksistaan ja teorioistaan eksobiologian saralla ja suuresta vaikutuksestaan maan ulkopuolisen älyn etsintään tähtäävän SETI-ohjelman aloittamiseen. Töissään hän pyrki toistuvasti edistämään tieteellisiä tutkimusmenetelmiä.[1]",['9. marraskuuta 1934'],When was Carl Sagan born?,"Carl Edward Sagan (November 9, 1934 – December 20, 1996) was an American astronomer, astrophysicist, astrobiologist, and popularizer of science. For most of his career he worked at Cornell University, where he was a professor from 1971 until his death. Sagan is known for many of his contributions to the fields of exobiology and astrobiology, and for his significant impact on the search for extraterrestrial intelligence by initiating the SETI program. He repeatedly emphasized the importance of scientific methods in scientific research.",I don't know,En tietä,,,,When was Carl Sagan born?,"Carl Edward Sagan (November 9, 1934 – December 20, 1996) was an American astronomer, astrophysicist, astrobiologist, and popularizer of science. For most of his career he worked at Cornell University, where he was a professor from 1971 until his death. Sagan is known for many of his contributions to the fields of exobiology and astrobiology, and for his significant impact on the search for extraterrestrial intelligence by initiating the SETI program. He repeatedly emphasized the importance of scientific methods in scientific research.",I don't know,"""En tietä""",,4.024587869644165
fi-validation-738,Missä Oliver Wolf Sacks kuoli?,"
Oliver Wolf Sacks (9. heinäkuuta 1933 Lontoo, Britannia – 30. elokuuta 2015 New York, Yhdysvallat[1]) oli neurologian professori, joka tunnettiin tieteenalansa popularisoijana. Hän kirjoitti kliinisiä tapauskertomuksia helposti ymmärrettävällä, välillä lähes anekdoottimaisella tyylillä mutta tieteellisyydestä tinkimättä. Sacks osasi nähdä neurologiset oireet inhimillisessä valossa ja kirjoittaa niistä elävästi. Hän pyrki ”inhimillistämään” nykyajan lääketiedettä selvittämällä jokaisen sairauden takaa kunkin yksilön kohtalon ja kyseenalaistamalla ns. normaaliuden ja sairauden välisiä rajoja.","['New York, Yhdysvallat']",Where did Oliver Sacks die?,"Oliver Wolf Sacks (July 9, 1933 – August 30, 2015) was a neurologist who became famous for his popularization of the subject. He wrote case studies that were easily understandable, often written in an almost anecdotal style but without sacrificing scientific rigor. Sacks was able to see neurological conditions in a human context and write about them in a way that was accessible. He strived to ""humanize"" modern medical science by exploring each individual's experience of illness and by blurring the boundaries between so-called ""normal"" and ""abnormal"" behavior.",I don't know,En tietä,,,,Where did Oliver Sacks die?,"Oliver Wolf Sacks (July 9, 1933 – August 30, 2015) was a neurologist who became famous for his popularization of the subject. He wrote case studies that were easily understandable, often written in an almost anecdotal style but without sacrificing scientific rigor. Sacks was able to see neurological conditions in a human context and write about them in a way that was accessible. He strived to ""humanize"" modern medical science by exploring each individual's experience of illness and by blurring the boundaries between so-called ""normal"" and ""abnormal"" behavior.",I don't know,"""En tietä""",,4.198110342025757
fi-validation-234,Milloin Half-Life 2 julkaistiin?,"Half-Life 2:n kehittäminen alkoi jo vuonna 1999, mutta syyskuussa 2003 Valven tietokoneet joutuivat tietomurron kohteiksi ja pelin lähdekoodi vuoti internetiin. Pelin kehitys oli muutenkin myöhässä, joten koodivuoto johti pelin julkaisun lykkäämiseen.[2] Half-Life 2 julkaistiin 16. marraskuuta 2004. Peli osoittautui suurmenestykseksi niin arvosteluissa kuin myyntilistoillakin.[3][4]",['16. marraskuuta 2004'],When was Half-Life 2 released?,"The development of 'Half-Life 2' began in 1999, but in June 2003 Valve's computers were targeted by a virus and the game's source code was posted on the Internet. Development continued, however, and the code led to the game's release being delayed until February 2004.[2] 'Half-Life 2' was released on March 16, 2004 and became an instant success, receiving rave reviews and selling over 12 million copies.[3][4]","March 16, 2004",16. maaliskuuta 2004,,,,When was Half-Life 2 released?,"The development of 'Half-Life 2' began in 1999, but in June 2003 Valve's computers were targeted by a virus and the game's source code was posted on the Internet. Development continued, however, and the code led to the game's release being delayed until February 2004.[2] 'Half-Life 2' was released on March 16, 2004 and became an instant success, receiving rave reviews and selling over 12 million copies.[3][4]","March 16, 2004","""16. maaliskuuta 2004""",,4.395911693572998
fi-validation-626,Milloin Lenin kuoli?,"
Vladimir Iljitš Lenin (; yleensä V. I. Lenin), alkuperäiseltä nimeltään Vladimir Iljitš Uljanov, ( ) (22. huhtikuuta (J: 10. huhtikuuta) 1870 Simbirsk – 21. tammikuuta 1924 Gorki) oli venäläinen vallankumouksellinen, bolševikkipuolueen johtaja ja leninistisen ideologian perustaja.",['21. tammikuuta 1924'],When did Lenin die?,"Vladimir Ilyich Lenin (; usually V. I. Lenin), originally named Vladimir Ilyich Ulianov (22 July [O.S. 10 July] 1870 – 21 January 1924), was a Russian revolutionary, the leader of the Bolshevik Party, and the founder of Leninism.",I don't know,En tiedä.,,,,When did Lenin die?,"""Vladimir Ilyich Lenin (; usually V. I. Lenin), originally named Vladimir Ilyich Ulianov (22 July [O.S. 10 July] 1870 – 21 January 1924), was a Russian revolutionary, the leader of the Bolshevik Party, and the founder of Leninism.""",I don't know,"""En tiedä.""",,2.5624797344207764
fi-validation-768,Milloin Kaleva on perustettu?,"


Kaleva on Oulussa ilmestyvä sitoutumaton sanomalehti. Toimittaja Juho Raappanan vuonna 1899 perustama Kaleva on nykyisin Suomen neljänneksi suurin seitsenpäiväinen sanomalehti.",['1899'],When was Kalevala founded?,"Kaleva is an independent newspaper published in Oulu, Finland. Founded by journalist Juho Raappana in 1899, Kaleva is currently Finland's fourth-largest daily newspaper.",I don't know,En tiedä.,,,,When was Kalevala founded?,"Kaleva is an independent newspaper published in Oulu, Finland. Founded by journalist Juho Raappana in 1899, Kaleva is currently Finland's fourth-largest daily newspaper.",I don't know,"""En tiedä.""",,1.7388114929199219
fi-validation-155,Milloin Jokerit on perustettu?,"Helsingin Jokerit[1] on vuonna 1967 perustettu helsinkiläinen jääkiekkoseura, jonka edustusjoukkue pelaa KHL:ssä. Ennen KHL:ää Jokerit pelasi pääosin Suomen pääsarjassa. Jokerit koostuu kahdesta erillisestä organisaatiosta. Edustusjoukkueen taustayhtiö on Jokerit Hockey Club Oy ja juniorijoukkueiden vastaava Helsingin Jokerit ry. Juniorijoukkueet pelaavat edelleen Suomen sarjoissa.",['1967'],When were the Jokerit founded?,"The Helsingin Jokerit[1] is a Helsinki ice hockey team founded in 1967 that plays in the Kontinental Hockey League (KHL). Prior to joining the KHL, the team played mostly in the Finnish SM-liiga. The team is composed of two separate organizations. The parent company of the senior team is Jokerit Hockey Club Oy, while the junior team is operated by Helsingin Jokerit ry. The junior team continues to play in the Finnish junior leagues.",Yes,Ja,,,,When were the Jokerit founded?,"The Helsingin Jokerit[1] is a Helsinki ice hockey team founded in 1967 that plays in the Kontinental Hockey League (KHL). Prior to joining the KHL, the team played mostly in the Finnish SM-liiga. The team is composed of two separate organizations. The parent company of the senior team is Jokerit Hockey Club Oy, while the junior team is operated by Helsingin Jokerit ry. The junior team continues to play in the Finnish junior leagues.",Yes,"""Ja""",,3.2904272079467773
fi-validation-514,Milloin höyrylaiva SS Edmund Fitzgerald upposi?,"
Höyrylaiva SS Edmund Fitzgerald (usein pelkästään Fitzgerald, Fitz tai Big Fitz) oli Yhdysvalloissa rakennettu oman aikansa mittapuun mukaan suurikokoinen Suurten järvien malminkuljetuksiin tarkoitettu rahtialus, joka katosi miehistöineen syysmyrskyssä Yläjärvellä 10. marraskuuta 1975. Alus upposi niin nopeasti, että sen 29-henkinen miehistö ei ehtinyt lähettää minkäänlaista hätäsanomaa. Aluksen hylky lepää Yläjärven pohjassa 162 metrin syvyydessä Kanadan aluevesillä, sijainnissa 46°59.9′N 85°6.6′W, noin 27 kilometriä Whitefish Bayn suulta länteen. Myöhemmin Gordon Lightfootin säveltämä balladi ""The Wreck of the Edmund Fitzgerald"" teki tapauksesta Suurten järvien tunnetuimman haaksirikon.",['10. marraskuuta 1975'],When did the SS Edmund Fitzgerald sink?,"The SS Edmund Fitzgerald, usually called simply Fitzgerald or Big Fitz, was a large lake freighter built in the United States to the specifications of its namesake, Edmund Fitzgerald, a renowned Great Lakes captain. On September 10, 1975, the ship met its demise in a fierce storm on Lake Superior. The wreck lies in 162 meters of water, 27 kilometers from Whitefish Bay, Wisconsin, at coordinates 46°59.9′N 85°6.6′W. Gordon Lightfoot's ballad ""The Wreck of the Edmund Fitzgerald"" made the ship and its tragic end famous.",I don't know,En tiedä.,,,,When did the SS Edmund Fitzgerald sink?,"The SS Edmund Fitzgerald, usually called simply Fitzgerald or Big Fitz, was a large lake freighter built in the United States to the specifications of its namesake, Edmund Fitzgerald, a renowned Great Lakes captain. On September 10, 1975, the ship met its demise in a fierce storm on Lake Superior. The wreck lies in 162 meters of water, 27 kilometers from Whitefish Bay, Wisconsin, at coordinates 46°59.9′N 85°6.6′W. Gordon Lightfoot's ballad ""The Wreck of the Edmund Fitzgerald"" made the ship and its tragic end famous.",I don't know,"""En tiedä.""",,4.443444728851318
fi-validation-67,Mikä on uraanin järjestysluku?,"

Uraani on alkuaine ja myrkyllinen raskasmetalli, jonka kaikki luonnossa esiintyvät ja keinotekoiset isotoopit ovat radioaktiivisia, useimmiten alfa-säteilijöitä. Jaksollisessa järjestelmässä sen kemiallinen merkki on U (lat. uranium), järjestysluku 92 ja CAS-numero 7440-61-1. Merkittävimmät isotoopit ovat 235U ja 238U, jotka ovat 234U ohella ainoat isotoopit, joita löydetään luonnosta. Luonnonuraanin sulamispiste on 1135°C ja tiheys 19050kg/m³. 235U-isotooppia voidaan käyttää ydinpolttoaineena energiantuotantoon ja ydinaseiden valmistamiseen.",['92'],What is the atomic number of uranium?,"Uranium is an early and dark heavy metal, all naturally occurring and radioactive isotopes are mostly alpha emitters. In the periodic table its chemical symbol is U, atomic number 92 and CAS number 7440-61-1. The most significant isotopes are 235U and 238U, which are the only isotopes found in nature. The melting point of uranium is 1135°C and its density is 19.050 kg/m³. 235U can be used as a fuel in nuclear power plants and in the production of nuclear weapons.",Yes,Ja,,,,What is the atomic number of uranium?,"Uranium is an early and dark heavy metal, all naturally occurring and radioactive isotopes are mostly alpha emitters. In the periodic table its chemical symbol is U, atomic number 92 and CAS number 7440-61-1. The most significant isotopes are 235U and 238U, which are the only isotopes found in nature. The melting point of uranium is 1135°C and its density is 19.050 kg/m³. 235U can be used as a fuel in nuclear power plants and in the production of nuclear weapons.",Yes,"""Ja""",,4.289888858795166
fi-validation-196,Milloin Sima Qian syntyi?,"Sima Qian (司馬遷, n. 145 eaa. – 90 eaa.) oli historioitsija ja astrologi. Häntä pidetään Kiinan historiankirjoituksen isänä. Hänen tunnetuin teoksensa on Shiji (史記, ""Muistiinmerkintöjä historiasta""), joka oli ensimmäinen yleiskatsaus Kiinan historiaan.",['90 eaa'],When was Sima Qian born?,"Sima Qian (145–90 CE), known as the father of Chinese history, was a historian and astrologer. His most famous work is the ""Records of the Grand Historian"" (Shiji), the first comprehensive record of Chinese history.",I don't know,En tiedä.,,,,When was Sima Qian born?,"Sima Qian (145–90 CE), known as the father of Chinese history, was a historian and astrologer. His most famous work is the ""Records of the Grand Historian"" (Shiji), the first comprehensive record of Chinese history.",I don't know,"""En tiedä.""",,2.0839104652404785
fi-validation-109,Milloin Philadelphia on perustettu?,"William Penn perusti Philadelphian 1682, ja se on ollut historiansa aikana poliittisesti, kulttuurisesti ja taloudellisesti Yhdysvaltain merkittävimpiä kaupunkeja. Kaupungissa allekirjoitettiin Yhdysvaltain itsenäisyysjulistus vuonna 1776, ja se toimi myös Yhdysvaltain pääkaupunkina 1790–1800. Vaikka New York ja Washington ajoivat sen ohi talouden ja politiikan keskuksina, Philadelphia säilytti asemansa merkittävän alueellisena teollisuuskeskuksena. Nykyään sen talous on monipuolista, ja keskeisempiä aloja ovat informaatioala, lääketieteellinen tutkimus ja palvelut. Turismi on myös merkittävässä asemassa, sillä harvassa Yhdysvaltain kaupungissa on yhtä monta historiallista nähtävyyttä.",['1682'],When was Philadelphia founded?,"William Penn founded Philadelphia in 1682, and it has been one of the most significant cities in American history politically, culturally, and economically. The city signed the United States Declaration of Independence in 1776 and served as the nation's capital from 1790 to 1800. While New York and Washington later became the economic and political centers of the country, Philadelphia retained its reputation as a major industrial hub. Today, its economy is diverse, and its key sectors include information technology, medical research, and services. Tourism is also significant, as few other American cities offer as many historical attractions.",Yes,Kyllä,,,,When was Philadelphia founded?,"William Penn founded Philadelphia in 1682, and it has been one of the most significant cities in American history politically, culturally, and economically. The city signed the United States Declaration of Independence in 1776 and served as the nation's capital from 1790 to 1800. While New York and Washington later became the economic and political centers of the country, Philadelphia retained its reputation as a major industrial hub. Today, its economy is diverse, and its key sectors include information technology, medical research, and services. Tourism is also significant, as few other American cities offer as many historical attractions.",Yes,"""Kyllä""",,4.235860109329224
fi-validation-66,Mitä tarkoittaa hovimarsalkka?,"Hovifuriiri on hovipalvelija, joka hovin palvelusväen eli hovikunnan esimiehenä toimivan hovimarsalkan alaisuudessa hoitaa talousasioita ja valvoo palveluskunnan toimia.[3]",['hovikunnan esimiehenä toimiva'],What does field marshal mean?,"The ""Hovi-furri"" is a hotel service provider that in the hotel industry's service sector or as an example of the Hovi-kunnon first person handles financial affairs and oversees the service staff.[3]",I don't know,En tiedä.,,,,What does field marshal mean?,"The ""Hovi-furri"" is a hotel service provider that in the hotel industry's service sector or as an example of the Hovi-kunnon first person handles financial affairs and oversees the service staff.[3]",I don't know,"""En tiedä.""",,1.908163070678711
fi-validation-199,Milloin Calle Jularbo kuoli?,"
Carl ""Calle"" Jularbo (oik. Karl Oskar Karlsson, 6. kesäkuuta 1893 Avesta – 13. helmikuuta 1966 Nacka) oli ruotsalainen harmonikansoittaja, jota on nimitetty jopa Ruotsin ""harmonikkakuninkaaksi"".[1]",['13. helmikuuta 1966'],When did Calle Jularbo die?,"Carl ""Calle"" Jularbo (born Carl Oskar Karlsson; 6 June 1893 in Avesta – 13 June 1966 in Nacka) was a Swedish harmonica player, who was known even in Sweden as the ""King of the Harmonica"".",I don't know,En tiedä.,,,,When did Calle Jularbo die?,"Carl ""Calle"" Jularbo (born Carl Oskar Karlsson; 6 June 1893 in Avesta – 13 June 1966 in Nacka) was a Swedish harmonica player, who was known even in Sweden as the ""King of the Harmonica"".",I don't know,"""En tiedä.""",,2.359731435775757
fi-validation-78,Miten Kurt Cobain kuoli?,"
Lopun alku käynnistyi kun Cobain katosi vieroitusklinikalta maaliskuussa 1994. Courtney Love palkkasi yksityisetsivät paikantamaan miehen. Courtney teki katoamisilmoituksen Kurtin äidin nimellä, jossa varoiteltiin muusikon olevan itsetuhoinen. Kukaan ei löytänyt Cobainia. Ennustettavissa ollut toteutui 5. huhtikuuta 1994: Cobainin verestä löydettiin kolminkertainen yliannos heroiinia. Hän oli myös väitetysti ampunut itseään haulikolla. Jostain syystä haulikosta ei löydetty Cobainin sormenjälkiä. Hänet löysi hälytysjärjestelmän asentaja kahden ja puolen päivän päästä ampumisesta. Asentaja huomasi lasiruudun läpi paitaan, farkkuihin ja kenkiin pukeutuneen ruumiin huoneessa, jonka ikkunassa oli kyltti, jossa luki ""Sovun valtakunta"". Kurt Cobain makasi selällään lattialla. Kurt oli jättänyt myös itsemurhaviestin, jonka hän oli omistanut lapsuuden mielikuvitusystävälleen Boddahille. Paperissa oli pätkä Neil Youngin kappaleesta ""My My, Hey Hey (Out Of The Blue)"". Cobain oli kirjoittanut lappuun ""It's better to burn out than to fade away"" (suom. ""On parempi palaa loppuun kuin hiipua pois"").",['Cobainin verestä löydettiin kolminkertainen yliannos heroiinia. Hän oli myös väitetysti ampunut itseään haulikolla'],How did Kurt Cobain die?,"The end began when Cobain checked himself out of the rehab clinic in March 1994. Courtney Love hired private investigators to track him down. Courtney made a public statement warning that Kurt's father was suicidal, and that music was his only escape. No one found Cobain. It was presumed he died on May 5, 1994: Cobain's body was found three times the amount of heroin. He had also overdosed on cocaine. For some reason, the heroin needle was not found. He was discovered by the installer of the home automation system two days after the overdose. The installer noticed a bag of powder on the floor, next to a pair of jeans, a shirt, and a pair of socks, in the room whose window had been left open, with a sign reading ""Heaven's Government"" painted on it. Kurt Cobain was lying on the floor, face up. Kurt had also left behind a suicide note, as well as a copy of Neil Young's song ""My My, Hey Hey (Out Of The Blue)"". Cobain had written on the note, """,I don't know,En tiedä.,,,,How did Kurt Cobain die?,"The end began when Cobain checked himself out of the rehab clinic in March 1994. Courtney Love hired private investigators to track him down. Courtney made a public statement warning that Kurt's father was suicidal, and that music was his only escape. No one found Cobain. It was presumed he died on May 5, 1994: Cobain's body was found three times the amount of heroin. He had also overdosed on cocaine. For some reason, the heroin needle was not found. He was discovered by the installer of the home automation system two days after the overdose. The installer noticed a bag of powder on the floor, next to a pair of jeans, a shirt, and a pair of socks, in the room whose window had been left open, with a sign reading ""Heaven's Government"" painted on it. Kurt Cobain was lying on the floor, face up. Kurt had also left behind a suicide note, as well as a copy of Neil Young's song ""My My, Hey Hey (Out Of The Blue)"". Cobain had written on the note, """,I don't know,"""En tiedä.""",,7.04845118522644
fi-validation-470,Mikä oli ensimmäinen Tähtien sota kirja?,"Ensimmäinen Tähtien sota -kirja oli vuonna 1976, puoli vuotta ennen elokuvaa, julkaistu Tähtien sodan romaaniversio. Kirja ilmestyi George Lucasin nimissä, mutta sen todellinen tekijä on Alan Dean Foster. Foster kirjoitti myöhemmin Tähtien sota -aiheisen kirjan Splinter of the Mind’s Eye, joka ilmestyi Suomessa 1980-luvulla nimellä Mustan lordin paluu.",['Tähtien sodan romaaniversio'],What was the first book in the War of the Stars series?,"The first Star Wars book was published in 1976, half a year before the movie, as a novelization of the Star Wars film. It was published under the name of George Lucas, but it was actually written by Alan Dean Foster. Foster later wrote another Star Wars book, titled Star Wars: From the Adventures of Luke Skywalker, which was published in Finland in the 1980s under the title Return of the Jedi.",I don't know,En tietä,,,,What was the first book in the War of the Stars series?,"The first Star Wars book was published in 1976, half a year before the movie, as a novelization of the Star Wars film. It was published under the name of George Lucas, but it was actually written by Alan Dean Foster. Foster later wrote another Star Wars book, titled Star Wars: From the Adventures of Luke Skywalker, which was published in Finland in the 1980s under the title Return of the Jedi.",I don't know,"""En tietä""",,3.4262735843658447
fi-validation-23,Kuka on ohjannut elokuvan Joulubileet?,"
Jari Juhani Halonen (s. 30. syyskuuta 1962)[1] on suomalainen elokuva- ja teatteriohjaaja. Halonen on tunnettu kärkevänä kapinasieluna ja omaleimaisena ohjaajana. Elokuvansa hän on tavallisesti kirjoittanut itse ja ollut niissä merkittävissä sivuosissa. Halonen on ohjannut viisi pitkää elokuvaa, joista teatterielokuvia Back to the USSR – takaisin Ryssiin (1992), Lipton Cockton in the Shadows of Sodoma (1995), Joulubileet (1996), Aleksis Kiven elämä (2002) ja Kalevala – Uusi aika (2013).",['Jari Juhani Halonen'],Who directed the movie 'Joulubileet'?,"Jari Juhani Halonen (b. June 30, 1962)[1] is a Finnish film and theatre director. Halonen is known for his darkly comic style and as an eccentric director. His films are typically written by himself and have been notable for their quirky storylines. Halonen has directed five feature films, including the theatre films Back to the USSR – Back to Russia (1992), Lipton Cockton in the Shadows of Sodoma (1995), Joulubileet (1996), Aleksis Kiven elämä (2002), and Kalevala – New Era (2013).",Jari Juhani Halonen,Jari Juhani Halonen,,,,Who directed the movie 'Joulubileet'?,"Jari Juhani Halonen (b. June 30, 1962)[1] is a Finnish film and theatre director. Halonen is known for his darkly comic style and as an eccentric director. His films are typically written by himself and have been notable for their quirky storylines. Halonen has directed five feature films, including the theatre films Back to the USSR – Back to Russia (1992), Lipton Cockton in the Shadows of Sodoma (1995), Joulubileet (1996), Aleksis Kiven elämä (2002), and Kalevala – New Era (2013).",Jari Juhani Halonen,Jari Juhani Halonen,,4.843406438827515
fi-validation-338,Kuka on Ihmenelosten vihollinen?,"Ihmeneloset taistelivat monia vihollisia vastaan, joihin kuuluivat muukalaistyranni Kurrgo; mieliä hallitseva Nukkemestari, jonka tytärpuolesta Aliciasta – sokea kuvanveistäjä – tuli Ihmenelosten hyvä ystävä ja Benin pitkäaikainen tyttöystävä; muotoa muuttavan Ihmemiehen, erikoisen muukalaisen josta myöhemmin tuli ryhmän hyvä ystävä; uskomattoman Hulkin; aineettoman Punaisen Haamun ja hänen Superapinansa, jotka saivat voimansa matkimalla Ihmenelosten alkuperää; kieroutuneen neron Hullun Haihattelijan ja hänen Ällistyttävän Androidinsa; Superskrullin (Kl'rt), Ihmenelosten yhdistetyt voimat saaneen skrullin; ajassa matkustavan tyrannin Rama-Tutin, joka tunnettiin myös Kangina; materiaa järjestävän Molekyylimiehen; Hitler-klooni Vihankylväjän; alkemisti Diablon; atlantislaisen sotaherra Attuman; vallasta hullun miljonäärin Gregory Gideonin; ja hirviömäisen androidin Lohikäärmemiehen. Matkan varrella he ystävystyivät sarjakuvan tekijöiden Stan Leen ja Jack Kirbyn ja toisten sankareiden kuten Hämähäkkimiehen (joka yritti turhaan liittyä Ihmenelosiin), Muurahaismiehen (Hank Pym), Nick Furyn, Kostajien, Tohtori Oudon, Ryhmä-X:n ja Daredevilin kanssa. Jopa Namor lämpeni viimein ryhmälle ja hänestä tuli arvokas liittolainen huolimatta faktasta, että Sue valitsi Reedin hänen sijastaan. Seuraaja Uatu kiinnostui erityisesti Ihmenelosista rikkoen jopa valansa olla sekaantumatta asioihin toistuvasti auttaakseen ryhmää vuosien varrella.","[""Ihmeneloset taistelivat monia vihollisia vastaan, joihin kuuluivat muukalaistyranni Kurrgo; mieliä hallitseva Nukkemestari, jonka tytärpuolesta Aliciasta – sokea kuvanveistäjä – tuli Ihmenelosten hyvä ystävä ja Benin pitkäaikainen tyttöystävä; muotoa muuttavan Ihmemiehen, erikoisen muukalaisen josta myöhemmin tuli ryhmän hyvä ystävä; uskomattoman Hulkin; aineettoman Punaisen Haamun ja hänen Superapinansa, jotka saivat voimansa matkimalla Ihmenelosten alkuperää; kieroutuneen neron Hullun Haihattelijan ja hänen Ällistyttävän Androidinsa; Superskrullin (Kl'rt), Ihmenelosten yhdistetyt voimat saaneen skrullin; ajassa matkustavan tyrannin Rama-Tutin, joka tunnettiin myös Kangina; materiaa järjestävän Molekyylimiehen; Hitler-klooni Vihankylväjän; alkemisti Diablon; atlantislaisen sotaherra Attuman; vallasta hullun miljonäärin Gregory Gideonin; ja hirviömäisen androidin Lohikäärmemiehen""]","Who is the author of the book ""The History of the World""?","Many evil forces fought against him, including the mutant Tyrant Kurrgo; the mad scientist known as Nukkemaster, whose daughter Alice became a powerful enemy of Ihmenelos; the shape-shifting Ihmenelos, the extraordinary mutant from whom later came a good friend of the group; the incredible Hulk; the indestructible Red Hamun and his Super-Appin, which gained their powers by traveling to Ihmenelos' original form; the nervous black-haired Haihattelijan and his bewitching android; the Super-Skrull (Kl'rt), who gained Skrull powers by joining Ihmenelos; the traveling tyrant Rama-Tutin, also known as Kang; the materializing Molecule-Man; the Hitler clone Vihankylväjä; the alchemist Diablo; the Atlantician warrior Attuman; the fallen angel Gregory Gideon; and the monstrous android Loohikärmemiehen. Along the way, they encountered other characters such as the inventor Stan Lee and Jack Kirby, and others like the Atomic Age's Atom Man (who unsuccessfully",I don't know,En tiedä.,,,,"Who is the author of the book ""The History of the World""?","Many evil forces fought against him, including the mutant Tyrant Kurrgo; the mad scientist known as Nukkemaster, whose daughter Alice became a powerful enemy of Ihmenelos; the shape-shifting Ihmenelos, the extraordinary mutant from whom later came a good friend of the group; the incredible Hulk; the indestructible Red Hamun and his Super-Appin, which gained their powers by traveling to Ihmenelos' original form; the nervous black-haired Haihattelijan and his bewitching android; the Super-Skrull (Kl'rt), who gained Skrull powers by joining Ihmenelos; the traveling tyrant Rama-Tutin, also known as Kang; the materializing Molecule-Man; the Hitler clone Vihankylväjä; the alchemist Diablo; the Atlantician warrior Attuman; the fallen angel Gregory Gideon; and the monstrous android Loohikärmemiehen. Along the way, they encountered other characters such as the inventor Stan Lee and Jack Kirby, and others like the Atomic Age's Atom Man (who unsuccessfully",I don't know,"""En tiedä.""",,7.37907075881958
fi-validation-704,Milloin Abraham Lincoln syntyi?,"

Abraham Lincoln (12. helmikuuta 1809 Hardinin piirikunta, Kentucky, Yhdysvallat – 15. huhtikuuta 1865 Washington, Yhdysvallat) oli yhdysvaltalainen poliitikko ja Yhdysvaltain presidentti vuosina 1861–65. Hän toimi ennen poliittista uraansa muun muassa lautturina, sekatavarakaupan myyjänä ja postitoimiston johtajana. Toisin kuin aiemmat presidentit, hän oli kongressiedustajana vain yhden kauden. Armeijassakin hän palveli vain lyhyen aikaa vapaaehtoisena ja oli sotilasarvoltaan pelkkä sotamies.",['12. helmikuuta 1809'],When was Abraham Lincoln born?,"Abraham Lincoln (February 12, 1809 – April 15, 1865) was an American politician and the 16th President of the United States from 1861 to 1865. Before entering politics, he worked as a store owner, a merchant, and a post master. Unlike previous presidents, he served only one term in Congress. He also served briefly in the Army as a volunteer and was a private soldier during the war.",I don't know,En tiedä.,,,,When was Abraham Lincoln born?,"Abraham Lincoln (February 12, 1809 – April 15, 1865) was an American politician and the 16th President of the United States from 1861 to 1865. Before entering politics, he worked as a store owner, a merchant, and a post master. Unlike previous presidents, he served only one term in Congress. He also served briefly in the Army as a volunteer and was a private soldier during the war.",I don't know,"""En tiedä.""",,3.578016519546509
