id,lrl_question,lrl_context,lrl_ground_truth_answers_list,en_question_model,en_context_model,en_answer_model_intermediate,lrl_answer_model_final,comet_lrl_q_to_en,comet_lrl_c_to_en,comet_en_a_to_lrl,raw_model_response_single_prompt,error_message,runtime_sec
fi-validation-192,Milloin Carl Sagan on syntynyt?,"
Carl Edward Sagan (9. marraskuuta 1934 – 20. joulukuuta 1996) oli yhdysvaltalainen tähtitieteilijä, astrofyysikko, astrobiologi ja tieteen yleistajuistaja. Suurimman osan urastaan hän työskenteli Cornellin yliopistossa, jonka professorina hän toimi vuodesta 1971 aina kuolemaansa asti. Sagan tunnetaan lukuisista tutkimuksistaan ja teorioistaan eksobiologian saralla ja suuresta vaikutuksestaan maan ulkopuolisen älyn etsintään tähtäävän SETI-ohjelman aloittamiseen. Töissään hän pyrki toistuvasti edistämään tieteellisiä tutkimusmenetelmiä.[1]",['9. marraskuuta 1934'],[Your English Translation of the Question],[Your English Translation of the Context],"[Your English Answer based on the English Context and Question]
English Answer: [Your Finnish Translation of the English Answer]",[SP_Extract_Error_LRL_A],,,,"English Question: [Your English Translation of the Question]
English Context: [Your English Translation of the Context]
English Answer: [Your English Answer based on the English Context and Question]
English Answer: [Your Finnish Translation of the English Answer]",,1.3652353286743164
fi-validation-738,Missä Oliver Wolf Sacks kuoli?,"
Oliver Wolf Sacks (9. heinäkuuta 1933 Lontoo, Britannia – 30. elokuuta 2015 New York, Yhdysvallat[1]) oli neurologian professori, joka tunnettiin tieteenalansa popularisoijana. Hän kirjoitti kliinisiä tapauskertomuksia helposti ymmärrettävällä, välillä lähes anekdoottimaisella tyylillä mutta tieteellisyydestä tinkimättä. Sacks osasi nähdä neurologiset oireet inhimillisessä valossa ja kirjoittaa niistä elävästi. Hän pyrki ”inhimillistämään” nykyajan lääketiedettä selvittämällä jokaisen sairauden takaa kunkin yksilön kohtalon ja kyseenalaistamalla ns. normaaliuden ja sairauden välisiä rajoja.","['New York, Yhdysvallat']","[Your English Translation of the Question] English Context: [Your English Translation of the Context] English Answer: [Your English Answer based on the English Context and Question] Finnish Answer: [Your Finnish Translation of the English Answer]
English","[Your English Translation of the Context] English Answer: [Your English Answer based on the English Context and Question] Finnish Answer: [Your Finnish Translation of the English Answer]
English","[Your English Answer based on the English Context and Question] Finnish Answer: [Your Finnish Translation of the English Answer]
English","[Your Finnish Translation of the English Answer]
English",,,,"English Question: [Your English Translation of the Question] English Context: [Your English Translation of the Context] English Answer: [Your English Answer based on the English Context and Question] Finnish Answer: [Your Finnish Translation of the English Answer]
English",,1.3667151927947998
fi-validation-234,Milloin Half-Life 2 julkaistiin?,"Half-Life 2:n kehittäminen alkoi jo vuonna 1999, mutta syyskuussa 2003 Valven tietokoneet joutuivat tietomurron kohteiksi ja pelin lähdekoodi vuoti internetiin. Pelin kehitys oli muutenkin myöhässä, joten koodivuoto johti pelin julkaisun lykkäämiseen.[2] Half-Life 2 julkaistiin 16. marraskuuta 2004. Peli osoittautui suurmenestykseksi niin arvosteluissa kuin myyntilistoillakin.[3][4]",['16. marraskuuta 2004'],[Your English Translation of the Question],[Your English Translation of the Context],"[Your English Answer based on the English Context and Question]
English Answer: [Your Finnish Translation of the English Answer]",[SP_Extract_Error_LRL_A],,,,"English Question: [Your English Translation of the Question]
English Context: [Your English Translation of the Context]
English Answer: [Your English Answer based on the English Context and Question]
English Answer: [Your Finnish Translation of the English Answer]",,1.3503997325897217
fi-validation-626,Milloin Lenin kuoli?,"
Vladimir Iljitš Lenin (; yleensä V. I. Lenin), alkuperäiseltä nimeltään Vladimir Iljitš Uljanov, ( ) (22. huhtikuuta (J: 10. huhtikuuta) 1870 Simbirsk – 21. tammikuuta 1924 Gorki) oli venäläinen vallankumouksellinen, bolševikkipuolueen johtaja ja leninistisen ideologian perustaja.",['21. tammikuuta 1924'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Finnish Answer: ...


---

English Question: When did Lenin die?
English Context: Vladimir Il'ich Lenin (usually referred to as V.I. Lenin), originally named Vladimir Il",,1.344947099685669
fi-validation-768,Milloin Kaleva on perustettu?,"


Kaleva on Oulussa ilmestyvä sitoutumaton sanomalehti. Toimittaja Juho Raappanan vuonna 1899 perustama Kaleva on nykyisin Suomen neljänneksi suurin seitsenpäiväinen sanomalehti.",['1899'],...,...,"...
English Answer: ...


---

English Question: When was Kaleva founded?
English Context: Kaleva is an independent newspaper appearing in Oulu. The newspaper Kaleva, founded by journalist Ju",[SP_Extract_Error_LRL_A],,,,"English Question: ...
English Context: ...
English Answer: ...
English Answer: ...


---

English Question: When was Kaleva founded?
English Context: Kaleva is an independent newspaper appearing in Oulu. The newspaper Kaleva, founded by journalist Ju",,1.3495545387268066
fi-validation-155,Milloin Jokerit on perustettu?,"Helsingin Jokerit[1] on vuonna 1967 perustettu helsinkiläinen jääkiekkoseura, jonka edustusjoukkue pelaa KHL:ssä. Ennen KHL:ää Jokerit pelasi pääosin Suomen pääsarjassa. Jokerit koostuu kahdesta erillisestä organisaatiosta. Edustusjoukkueen taustayhtiö on Jokerit Hockey Club Oy ja juniorijoukkueiden vastaava Helsingin Jokerit ry. Juniorijoukkueet pelaavat edelleen Suomen sarjoissa.",['1967'],[Your English Translation of the Question],[Your English Translation of the Context],"[Your English Answer based on the English Context and Question]
English Answer: [Your Finnish Translation of the English Answer]",[SP_Extract_Error_LRL_A],,,,"English Question: [Your English Translation of the Question]
English Context: [Your English Translation of the Context]
English Answer: [Your English Answer based on the English Context and Question]
English Answer: [Your Finnish Translation of the English Answer]",,1.3490839004516602
fi-validation-514,Milloin höyrylaiva SS Edmund Fitzgerald upposi?,"
Höyrylaiva SS Edmund Fitzgerald (usein pelkästään Fitzgerald, Fitz tai Big Fitz) oli Yhdysvalloissa rakennettu oman aikansa mittapuun mukaan suurikokoinen Suurten järvien malminkuljetuksiin tarkoitettu rahtialus, joka katosi miehistöineen syysmyrskyssä Yläjärvellä 10. marraskuuta 1975. Alus upposi niin nopeasti, että sen 29-henkinen miehistö ei ehtinyt lähettää minkäänlaista hätäsanomaa. Aluksen hylky lepää Yläjärven pohjassa 162 metrin syvyydessä Kanadan aluevesillä, sijainnissa 46°59.9′N 85°6.6′W, noin 27 kilometriä Whitefish Bayn suulta länteen. Myöhemmin Gordon Lightfootin säveltämä balladi ""The Wreck of the Edmund Fitzgerald"" teki tapauksesta Suurten järvien tunnetuimman haaksirikon.",['10. marraskuuta 1975'],[Your English Translation of the Question],[Your English Translation of the Context],"[Your English Answer based on the English Context and Question]
English Answer: [Your Finnish Translation of the English Answer]",[SP_Extract_Error_LRL_A],,,,"English Question: [Your English Translation of the Question]
English Context: [Your English Translation of the Context]
English Answer: [Your English Answer based on the English Context and Question]
English Answer: [Your Finnish Translation of the English Answer]",,1.3689501285552979
fi-validation-67,Mikä on uraanin järjestysluku?,"

Uraani on alkuaine ja myrkyllinen raskasmetalli, jonka kaikki luonnossa esiintyvät ja keinotekoiset isotoopit ovat radioaktiivisia, useimmiten alfa-säteilijöitä. Jaksollisessa järjestelmässä sen kemiallinen merkki on U (lat. uranium), järjestysluku 92 ja CAS-numero 7440-61-1. Merkittävimmät isotoopit ovat 235U ja 238U, jotka ovat 234U ohella ainoat isotoopit, joita löydetään luonnosta. Luonnonuraanin sulamispiste on 1135°C ja tiheys 19050kg/m³. 235U-isotooppia voidaan käyttää ydinpolttoaineena energiantuotantoon ja ydinaseiden valmistamiseen.",['92'],...,...,"...
English Answer: ...


English Question: What is the atomic number of uranium?
English Context: Uranium is an element and a toxic heavy metal, where all naturally occurring and artificial isotopes",[SP_Extract_Error_LRL_A],,,,"English Question: ...
English Context: ...
English Answer: ...
English Answer: ...


English Question: What is the atomic number of uranium?
English Context: Uranium is an element and a toxic heavy metal, where all naturally occurring and artificial isotopes",,1.381227731704712
fi-validation-196,Milloin Sima Qian syntyi?,"Sima Qian (司馬遷, n. 145 eaa. – 90 eaa.) oli historioitsija ja astrologi. Häntä pidetään Kiinan historiankirjoituksen isänä. Hänen tunnetuin teoksensa on Shiji (史記, ""Muistiinmerkintöjä historiasta""), joka oli ensimmäinen yleiskatsaus Kiinan historiaan.",['90 eaa'],[Your English Translation of the Question],[Your English Translation of the Context],"[Your English Answer based on the English Context and Question]
English Answer: [Your Finnish Translation of the English Answer]",[SP_Extract_Error_LRL_A],,,,"English Question: [Your English Translation of the Question]
English Context: [Your English Translation of the Context]
English Answer: [Your English Answer based on the English Context and Question]
English Answer: [Your Finnish Translation of the English Answer]",,1.339949607849121
fi-validation-109,Milloin Philadelphia on perustettu?,"William Penn perusti Philadelphian 1682, ja se on ollut historiansa aikana poliittisesti, kulttuurisesti ja taloudellisesti Yhdysvaltain merkittävimpiä kaupunkeja. Kaupungissa allekirjoitettiin Yhdysvaltain itsenäisyysjulistus vuonna 1776, ja se toimi myös Yhdysvaltain pääkaupunkina 1790–1800. Vaikka New York ja Washington ajoivat sen ohi talouden ja politiikan keskuksina, Philadelphia säilytti asemansa merkittävän alueellisena teollisuuskeskuksena. Nykyään sen talous on monipuolista, ja keskeisempiä aloja ovat informaatioala, lääketieteellinen tutkimus ja palvelut. Turismi on myös merkittävässä asemassa, sillä harvassa Yhdysvaltain kaupungissa on yhtä monta historiallista nähtävyyttä.",['1682'],[Your English Translation of the Question],[Your English Translation of the Context],"[Your English Answer based on the English Context and Question]
English Answer: [Your Finnish Translation of the English Answer]",[SP_Extract_Error_LRL_A],,,,"English Question: [Your English Translation of the Question]
English Context: [Your English Translation of the Context]
English Answer: [Your English Answer based on the English Context and Question]
English Answer: [Your Finnish Translation of the English Answer]",,1.3710427284240723
fi-validation-66,Mitä tarkoittaa hovimarsalkka?,"Hovifuriiri on hovipalvelija, joka hovin palvelusväen eli hovikunnan esimiehenä toimivan hovimarsalkan alaisuudessa hoitaa talousasioita ja valvoo palveluskunnan toimia.[3]",['hovikunnan esimiehenä toimiva'],[Your English Translation of the Question],[Your English Translation of the Context],"[Your English Answer based on the English Context and Question]
English Answer: [Your Finnish Translation of the English Answer]",[SP_Extract_Error_LRL_A],,,,"English Question: [Your English Translation of the Question]
English Context: [Your English Translation of the Context]
English Answer: [Your English Answer based on the English Context and Question]
English Answer: [Your Finnish Translation of the English Answer]",,1.3379871845245361
fi-validation-199,Milloin Calle Jularbo kuoli?,"
Carl ""Calle"" Jularbo (oik. Karl Oskar Karlsson, 6. kesäkuuta 1893 Avesta – 13. helmikuuta 1966 Nacka) oli ruotsalainen harmonikansoittaja, jota on nimitetty jopa Ruotsin ""harmonikkakuninkaaksi"".[1]",['13. helmikuuta 1966'],[Your English Translation of the Question],[Your English Translation of the Context],"[Your English Answer based on the English Context and Question]
English Answer: [Your Finnish Translation of the English Answer]",[SP_Extract_Error_LRL_A],,,,"English Question: [Your English Translation of the Question]
English Context: [Your English Translation of the Context]
English Answer: [Your English Answer based on the English Context and Question]
English Answer: [Your Finnish Translation of the English Answer]",,1.3432340621948242
fi-validation-78,Miten Kurt Cobain kuoli?,"
Lopun alku käynnistyi kun Cobain katosi vieroitusklinikalta maaliskuussa 1994. Courtney Love palkkasi yksityisetsivät paikantamaan miehen. Courtney teki katoamisilmoituksen Kurtin äidin nimellä, jossa varoiteltiin muusikon olevan itsetuhoinen. Kukaan ei löytänyt Cobainia. Ennustettavissa ollut toteutui 5. huhtikuuta 1994: Cobainin verestä löydettiin kolminkertainen yliannos heroiinia. Hän oli myös väitetysti ampunut itseään haulikolla. Jostain syystä haulikosta ei löydetty Cobainin sormenjälkiä. Hänet löysi hälytysjärjestelmän asentaja kahden ja puolen päivän päästä ampumisesta. Asentaja huomasi lasiruudun läpi paitaan, farkkuihin ja kenkiin pukeutuneen ruumiin huoneessa, jonka ikkunassa oli kyltti, jossa luki ""Sovun valtakunta"". Kurt Cobain makasi selällään lattialla. Kurt oli jättänyt myös itsemurhaviestin, jonka hän oli omistanut lapsuuden mielikuvitusystävälleen Boddahille. Paperissa oli pätkä Neil Youngin kappaleesta ""My My, Hey Hey (Out Of The Blue)"". Cobain oli kirjoittanut lappuun ""It's better to burn out than to fade away"" (suom. ""On parempi palaa loppuun kuin hiipua pois"").",['Cobainin verestä löydettiin kolminkertainen yliannos heroiinia. Hän oli myös väitetysti ampunut itseään haulikolla'],[Your English Translation of the Question],[Your English Translation of the Context],"[Your English Answer based on the English Context and Question]
English Answer: [Your Finnish Translation of the English Answer]",[SP_Extract_Error_LRL_A],,,,"English Question: [Your English Translation of the Question]
English Context: [Your English Translation of the Context]
English Answer: [Your English Answer based on the English Context and Question]
English Answer: [Your Finnish Translation of the English Answer]",,1.4046621322631836
fi-validation-470,Mikä oli ensimmäinen Tähtien sota kirja?,"Ensimmäinen Tähtien sota -kirja oli vuonna 1976, puoli vuotta ennen elokuvaa, julkaistu Tähtien sodan romaaniversio. Kirja ilmestyi George Lucasin nimissä, mutta sen todellinen tekijä on Alan Dean Foster. Foster kirjoitti myöhemmin Tähtien sota -aiheisen kirjan Splinter of the Mind’s Eye, joka ilmestyi Suomessa 1980-luvulla nimellä Mustan lordin paluu.",['Tähtien sodan romaaniversio'],"... English Context: ... English Answer: ... English Answer: ...
English Question: Which was the first Star Wars novel?","... English Answer: ... English Answer: ...
English Question: Which was the first Star Wars novel?
English Context: The first Star Wars -novel was published in 1976, half a year before","... English Answer: ...
English Question: Which was the first Star Wars novel?
English Context: The first Star Wars -novel was published in 1976, half a year before",[SP_Extract_Error_LRL_A],,,,"English Question: ... English Context: ... English Answer: ... English Answer: ...
English Question: Which was the first Star Wars novel?
English Context: The first Star Wars -novel was published in 1976, half a year before",,1.341109275817871
fi-validation-23,Kuka on ohjannut elokuvan Joulubileet?,"
Jari Juhani Halonen (s. 30. syyskuuta 1962)[1] on suomalainen elokuva- ja teatteriohjaaja. Halonen on tunnettu kärkevänä kapinasieluna ja omaleimaisena ohjaajana. Elokuvansa hän on tavallisesti kirjoittanut itse ja ollut niissä merkittävissä sivuosissa. Halonen on ohjannut viisi pitkää elokuvaa, joista teatterielokuvia Back to the USSR – takaisin Ryssiin (1992), Lipton Cockton in the Shadows of Sodoma (1995), Joulubileet (1996), Aleksis Kiven elämä (2002) ja Kalevala – Uusi aika (2013).",['Jari Juhani Halonen'],[Your English Translation of the Question],[Your English Translation of the Context],"[Your English Answer based on the English Context and Question]
English Answer: [Your Finnish Translation of the English Answer]",[SP_Extract_Error_LRL_A],,,,"English Question: [Your English Translation of the Question]
English Context: [Your English Translation of the Context]
English Answer: [Your English Answer based on the English Context and Question]
English Answer: [Your Finnish Translation of the English Answer]",,1.3602654933929443
