id,lrl_question,lrl_context,lrl_ground_truth_answers_list,en_question_model,en_context_model,en_answer_model_intermediate,lrl_answer_model_final,comet_lrl_q_to_en,comet_lrl_c_to_en,comet_en_a_to_lrl,raw_q_translation_output,raw_c_translation_output,raw_en_qa_output,raw_a_backtranslation_output,error_message,runtime_sec
fi-validation-192,Milloin Carl Sagan on syntynyt?,"
Carl Edward Sagan (9. marraskuuta 1934 – 20. joulukuuta 1996) oli yhdysvaltalainen tähtitieteilijä, astrofyysikko, astrobiologi ja tieteen yleistajuistaja. Suurimman osan urastaan hän työskenteli Cornellin yliopistossa, jonka professorina hän toimi vuodesta 1971 aina kuolemaansa asti. Sagan tunnetaan lukuisista tutkimuksistaan ja teorioistaan eksobiologian saralla ja suuresta vaikutuksestaan maan ulkopuolisen älyn etsintään tähtäävän SETI-ohjelman aloittamiseen. Töissään hän pyrki toistuvasti edistämään tieteellisiä tutkimusmenetelmiä.[1]",['9. marraskuuta 1934'],When was Carl Sagan born?,"Carl Edward Sagan (November 9, 1934 – December 20, 1996) was an American astronomer, astrophysicist, astrobiologist, and popularizer of science. For most of his career he was a professor at Cornell University, where he worked from 1971 until his death. Sagan is best known for his many scientific papers and theories in the field of exobiology and for his significant influence on the start of the SETI program. He consistently advocated the use of rigorous scientific methods in scientific research.[1]","November 9, 1934",9. novembri 1934,,,,When was Carl Sagan born?,"Carl Edward Sagan (November 9, 1934 – December 20, 1996) was an American astronomer, astrophysicist, astrobiologist, and popularizer of science. For most of his career he was a professor at Cornell University, where he worked from 1971 until his death. Sagan is best known for his many scientific papers and theories in the field of exobiology and for his significant influence on the start of the SETI program. He consistently advocated the use of rigorous scientific methods in scientific research.[1]","November 9, 1934",9. novembri 1934,,4.1935014724731445
fi-validation-738,Missä Oliver Wolf Sacks kuoli?,"
Oliver Wolf Sacks (9. heinäkuuta 1933 Lontoo, Britannia – 30. elokuuta 2015 New York, Yhdysvallat[1]) oli neurologian professori, joka tunnettiin tieteenalansa popularisoijana. Hän kirjoitti kliinisiä tapauskertomuksia helposti ymmärrettävällä, välillä lähes anekdoottimaisella tyylillä mutta tieteellisyydestä tinkimättä. Sacks osasi nähdä neurologiset oireet inhimillisessä valossa ja kirjoittaa niistä elävästi. Hän pyrki ”inhimillistämään” nykyajan lääketiedettä selvittämällä jokaisen sairauden takaa kunkin yksilön kohtalon ja kyseenalaistamalla ns. normaaliuden ja sairauden välisiä rajoja.","['New York, Yhdysvallat']",Where did Oliver Sacks die?,"Oliver Wolf Sacks (July 9, 1933 – August 30, 2015) was a neurologist who became famous for his popularization of the field. He wrote case studies that were easily understandable, often in an almost anecdotal style but without sacrificing scientific rigor. Sacks was able to see neurological disorders in human terms and write about them in a vivid way. He strove to ""humanize"" modern medicine by exploring each person's unique situation and blurring the boundaries between what is considered ""normal"" and ""abnormal.""",No,Ei,,,,Where did Oliver Sacks die?,"Oliver Wolf Sacks (July 9, 1933 – August 30, 2015) was a neurologist who became famous for his popularization of the field. He wrote case studies that were easily understandable, often in an almost anecdotal style but without sacrificing scientific rigor. Sacks was able to see neurological disorders in human terms and write about them in a vivid way. He strove to ""humanize"" modern medicine by exploring each person's unique situation and blurring the boundaries between what is considered ""normal"" and ""abnormal.""",No,"""Ei""",,3.741377592086792
fi-validation-234,Milloin Half-Life 2 julkaistiin?,"Half-Life 2:n kehittäminen alkoi jo vuonna 1999, mutta syyskuussa 2003 Valven tietokoneet joutuivat tietomurron kohteiksi ja pelin lähdekoodi vuoti internetiin. Pelin kehitys oli muutenkin myöhässä, joten koodivuoto johti pelin julkaisun lykkäämiseen.[2] Half-Life 2 julkaistiin 16. marraskuuta 2004. Peli osoittautui suurmenestykseksi niin arvosteluissa kuin myyntilistoillakin.[3][4]",['16. marraskuuta 2004'],When was Half-Life 2 released?,"The development of Half-Life 2 began in 1999, but in June 2003 Valve's computers were targeted by a virus and the game's source code was posted on the Internet. Development had already been underway for some time, so the code release led to the game's early release.[2] Half-Life 2 was released on March 16, 2004. The game was a huge success, receiving critical acclaim and high sales figures.[3][4]","March 16, 2004",16. maaliskuuta 2004,,,,When was Half-Life 2 released?,"The development of Half-Life 2 began in 1999, but in June 2003 Valve's computers were targeted by a virus and the game's source code was posted on the Internet. Development had already been underway for some time, so the code release led to the game's early release.[2] Half-Life 2 was released on March 16, 2004. The game was a huge success, receiving critical acclaim and high sales figures.[3][4]","March 16, 2004","""16. maaliskuuta 2004""",,4.110853672027588
fi-validation-626,Milloin Lenin kuoli?,"
Vladimir Iljitš Lenin (; yleensä V. I. Lenin), alkuperäiseltä nimeltään Vladimir Iljitš Uljanov, ( ) (22. huhtikuuta (J: 10. huhtikuuta) 1870 Simbirsk – 21. tammikuuta 1924 Gorki) oli venäläinen vallankumouksellinen, bolševikkipuolueen johtaja ja leninistisen ideologian perustaja.",['21. tammikuuta 1924'],When did Lenin die?,"Vladimir Ilyich Lenin (; usually V. I. Lenin), originally named Vladimir Ilyich Ulianov (22 July 1870 – 21 January 1924), was a Russian revolutionary, the leader of the Bolshevik Party, and the founder of Leninism.",21 January 1924,21. tammikauta 1924,,,,When did Lenin die?,"""Vladimir Ilyich Lenin (; usually V. I. Lenin), originally named Vladimir Ilyich Ulianov (22 July 1870 – 21 January 1924), was a Russian revolutionary, the leader of the Bolshevik Party, and the founder of Leninism.""",21 January 1924,"""21. tammikauta 1924""",,2.623331069946289
fi-validation-768,Milloin Kaleva on perustettu?,"


Kaleva on Oulussa ilmestyvä sitoutumaton sanomalehti. Toimittaja Juho Raappanan vuonna 1899 perustama Kaleva on nykyisin Suomen neljänneksi suurin seitsenpäiväinen sanomalehti.",['1899'],When was Kaleva founded?,"Kaleva is an independent newspaper published in Oulu, Finland. It was founded by journalist Juho Raappanen in 1899 and is currently Finland's fourth-largest daily newspaper.",1899,1899,,,,When was Kaleva founded?,"Kaleva is an independent newspaper published in Oulu, Finland. It was founded by journalist Juho Raappanen in 1899 and is currently Finland's fourth-largest daily newspaper.",1899,"""1899""",,1.747950553894043
fi-validation-155,Milloin Jokerit on perustettu?,"Helsingin Jokerit[1] on vuonna 1967 perustettu helsinkiläinen jääkiekkoseura, jonka edustusjoukkue pelaa KHL:ssä. Ennen KHL:ää Jokerit pelasi pääosin Suomen pääsarjassa. Jokerit koostuu kahdesta erillisestä organisaatiosta. Edustusjoukkueen taustayhtiö on Jokerit Hockey Club Oy ja juniorijoukkueiden vastaava Helsingin Jokerit ry. Juniorijoukkueet pelaavat edelleen Suomen sarjoissa.",['1967'],When were the Jokerit founded?,"The Helsingin Jokerit[1] is a Helsinki ice hockey club founded in 1967. The team plays in the Kontinental Hockey League (KHL). Before joining the KHL, Jokerit played mostly in the Finnish top division. The team is composed of two separate organizations. The parent company of the senior team is Jokerit Hockey Club Oy, while the junior team is managed by Helsingin Jokerit ry. The junior team continues to play in the Finnish junior leagues.",1967,1967,,,,When were the Jokerit founded?,"The Helsingin Jokerit[1] is a Helsinki ice hockey club founded in 1967. The team plays in the Kontinental Hockey League (KHL). Before joining the KHL, Jokerit played mostly in the Finnish top division. The team is composed of two separate organizations. The parent company of the senior team is Jokerit Hockey Club Oy, while the junior team is managed by Helsingin Jokerit ry. The junior team continues to play in the Finnish junior leagues.",1967,1967,,3.384852647781372
fi-validation-514,Milloin höyrylaiva SS Edmund Fitzgerald upposi?,"
Höyrylaiva SS Edmund Fitzgerald (usein pelkästään Fitzgerald, Fitz tai Big Fitz) oli Yhdysvalloissa rakennettu oman aikansa mittapuun mukaan suurikokoinen Suurten järvien malminkuljetuksiin tarkoitettu rahtialus, joka katosi miehistöineen syysmyrskyssä Yläjärvellä 10. marraskuuta 1975. Alus upposi niin nopeasti, että sen 29-henkinen miehistö ei ehtinyt lähettää minkäänlaista hätäsanomaa. Aluksen hylky lepää Yläjärven pohjassa 162 metrin syvyydessä Kanadan aluevesillä, sijainnissa 46°59.9′N 85°6.6′W, noin 27 kilometriä Whitefish Bayn suulta länteen. Myöhemmin Gordon Lightfootin säveltämä balladi ""The Wreck of the Edmund Fitzgerald"" teki tapauksesta Suurten järvien tunnetuimman haaksirikon.",['10. marraskuuta 1975'],When did the SS Edmund Fitzgerald sink?,"The SS Edmund Fitzgerald, usually called simply Fitzgerald, or Big Fitz, was a large lake freighter built in the United States to the specifications of its owner, the Great Lakes Transportation Company, which went down in a storm on Lake Superior on September 10, 1975. The ship sank so quickly that its 29-year-old master did not even have time to send out a distress call. The wreck lies in 162 meters of water in Canadian waters near Whitefish Bay, at coordinates 46°59.9′N 85°6.6′W, about 27 kilometers from the mouth of the lake. Later, the song “The Wreck of the Edmund Fitzgerald” by Gordon Lightfoot made the wreck famous.","September 10, 1975",10. syyskuu 1975,,,,When did the SS Edmund Fitzgerald sink?,"The SS Edmund Fitzgerald, usually called simply Fitzgerald, or Big Fitz, was a large lake freighter built in the United States to the specifications of its owner, the Great Lakes Transportation Company, which went down in a storm on Lake Superior on September 10, 1975. The ship sank so quickly that its 29-year-old master did not even have time to send out a distress call. The wreck lies in 162 meters of water in Canadian waters near Whitefish Bay, at coordinates 46°59.9′N 85°6.6′W, about 27 kilometers from the mouth of the lake. Later, the song “The Wreck of the Edmund Fitzgerald” by Gordon Lightfoot made the wreck famous.","September 10, 1975","""10. syyskuu 1975""",,5.64994740486145
fi-validation-67,Mikä on uraanin järjestysluku?,"

Uraani on alkuaine ja myrkyllinen raskasmetalli, jonka kaikki luonnossa esiintyvät ja keinotekoiset isotoopit ovat radioaktiivisia, useimmiten alfa-säteilijöitä. Jaksollisessa järjestelmässä sen kemiallinen merkki on U (lat. uranium), järjestysluku 92 ja CAS-numero 7440-61-1. Merkittävimmät isotoopit ovat 235U ja 238U, jotka ovat 234U ohella ainoat isotoopit, joita löydetään luonnosta. Luonnonuraanin sulamispiste on 1135°C ja tiheys 19050kg/m³. 235U-isotooppia voidaan käyttää ydinpolttoaineena energiantuotantoon ja ydinaseiden valmistamiseen.",['92'],What is the atomic number of uranium?,"Uranium is an early and dark heavy metal whose naturally occurring and radioactive isotopes are mostly alpha particles. In an atomic numbering system it is element 92 and has the CAS number 7440-61-1. Its most significant isotopes are 235U and 238U, which are only slightly behind 234U as naturally occurring isotopes. The melting point of uranium is 1135°C and its density is 19.05 g/cm³. 235U can be used as a fuel in nuclear power plants and in the production of nuclear weapons.",92,92,,,,What is the atomic number of uranium?,"Uranium is an early and dark heavy metal whose naturally occurring and radioactive isotopes are mostly alpha particles. In an atomic numbering system it is element 92 and has the CAS number 7440-61-1. Its most significant isotopes are 235U and 238U, which are only slightly behind 234U as naturally occurring isotopes. The melting point of uranium is 1135°C and its density is 19.05 g/cm³. 235U can be used as a fuel in nuclear power plants and in the production of nuclear weapons.",92,92,,4.290525913238525
fi-validation-196,Milloin Sima Qian syntyi?,"Sima Qian (司馬遷, n. 145 eaa. – 90 eaa.) oli historioitsija ja astrologi. Häntä pidetään Kiinan historiankirjoituksen isänä. Hänen tunnetuin teoksensa on Shiji (史記, ""Muistiinmerkintöjä historiasta""), joka oli ensimmäinen yleiskatsaus Kiinan historiaan.",['90 eaa'],When was Sima Qian born?,"Sima Qian (145–90 CE), a historian and astrologer, is considered the father of Chinese history writing. His most famous work is the ""Records of the Grand Historian"" (Shiji), which was the first comprehensive compilation of Chinese historical records.",145–90 CE,145–90 kesäaikaa,,,,When was Sima Qian born?,"Sima Qian (145–90 CE), a historian and astrologer, is considered the father of Chinese history writing. His most famous work is the ""Records of the Grand Historian"" (Shiji), which was the first comprehensive compilation of Chinese historical records.",145–90 CE,'145–90 kesäaikaa',,2.4509687423706055
fi-validation-109,Milloin Philadelphia on perustettu?,"William Penn perusti Philadelphian 1682, ja se on ollut historiansa aikana poliittisesti, kulttuurisesti ja taloudellisesti Yhdysvaltain merkittävimpiä kaupunkeja. Kaupungissa allekirjoitettiin Yhdysvaltain itsenäisyysjulistus vuonna 1776, ja se toimi myös Yhdysvaltain pääkaupunkina 1790–1800. Vaikka New York ja Washington ajoivat sen ohi talouden ja politiikan keskuksina, Philadelphia säilytti asemansa merkittävän alueellisena teollisuuskeskuksena. Nykyään sen talous on monipuolista, ja keskeisempiä aloja ovat informaatioala, lääketieteellinen tutkimus ja palvelut. Turismi on myös merkittävässä asemassa, sillä harvassa Yhdysvaltain kaupungissa on yhtä monta historiallista nähtävyyttä.",['1682'],When was Philadelphia founded?,"William Penn founded Philadelphia in 1682, and it has been one of the most significant cities in American history politically, culturally, and economically. The city signed the American Declaration of Independence in 1776 and served as the nation's capital from 1790 to 1800. Although New York and Washington later became the financial and political centers of the country, Philadelphia retained its reputation as a major industrial hub. Today, its economy is diverse, and its key sectors include information technology, medical research, and services. Tourism is also significant, as few other American cities offer as many historic attractions.",1682,1682,,,,When was Philadelphia founded?,"William Penn founded Philadelphia in 1682, and it has been one of the most significant cities in American history politically, culturally, and economically. The city signed the American Declaration of Independence in 1776 and served as the nation's capital from 1790 to 1800. Although New York and Washington later became the financial and political centers of the country, Philadelphia retained its reputation as a major industrial hub. Today, its economy is diverse, and its key sectors include information technology, medical research, and services. Tourism is also significant, as few other American cities offer as many historic attractions.",1682,1682,,4.237910032272339
fi-validation-66,Mitä tarkoittaa hovimarsalkka?,"Hovifuriiri on hovipalvelija, joka hovin palvelusväen eli hovikunnan esimiehenä toimivan hovimarsalkan alaisuudessa hoitaa talousasioita ja valvoo palveluskunnan toimia.[3]",['hovikunnan esimiehenä toimiva'],What does field marshal mean?,"The ""Hovi-furri"" is a hovigarden service provider, which in the hovigarden service branch or hovi-kunnon esimiehen toimivan hovi-marsalkalan alaisuudessa hoitaa talousasioita ja valvoo palveluskunnan toimia.[3]",I don't know,En tiedä.,,,,What does field marshal mean?,"The ""Hovi-furri"" is a hovigarden service provider, which in the hovigarden service branch or hovi-kunnon esimiehen toimivan hovi-marsalkalan alaisuudessa hoitaa talousasioita ja valvoo palveluskunnan toimia.[3]",I don't know.,"""En tiedä.""",,2.595022201538086
fi-validation-199,Milloin Calle Jularbo kuoli?,"
Carl ""Calle"" Jularbo (oik. Karl Oskar Karlsson, 6. kesäkuuta 1893 Avesta – 13. helmikuuta 1966 Nacka) oli ruotsalainen harmonikansoittaja, jota on nimitetty jopa Ruotsin ""harmonikkakuninkaaksi"".[1]",['13. helmikuuta 1966'],When did Calle Jularbo die?,"Carl ""Calle"" Jularbo (born Carl Oskar Karlsson; 6 June 1893 in Avesta – 13 June 1966 in Nacka) was a Swedish harmonica player, who was known as the ""King of the Harmonica"" in Sweden.[1]",13 June 1966,13 kesäkuuta 1966,,,,When did Calle Jularbo die?,"Carl ""Calle"" Jularbo (born Carl Oskar Karlsson; 6 June 1893 in Avesta – 13 June 1966 in Nacka) was a Swedish harmonica player, who was known as the ""King of the Harmonica"" in Sweden.[1]",13 June 1966,"""13 kesäkuuta 1966""",,2.731797695159912
fi-validation-78,Miten Kurt Cobain kuoli?,"
Lopun alku käynnistyi kun Cobain katosi vieroitusklinikalta maaliskuussa 1994. Courtney Love palkkasi yksityisetsivät paikantamaan miehen. Courtney teki katoamisilmoituksen Kurtin äidin nimellä, jossa varoiteltiin muusikon olevan itsetuhoinen. Kukaan ei löytänyt Cobainia. Ennustettavissa ollut toteutui 5. huhtikuuta 1994: Cobainin verestä löydettiin kolminkertainen yliannos heroiinia. Hän oli myös väitetysti ampunut itseään haulikolla. Jostain syystä haulikosta ei löydetty Cobainin sormenjälkiä. Hänet löysi hälytysjärjestelmän asentaja kahden ja puolen päivän päästä ampumisesta. Asentaja huomasi lasiruudun läpi paitaan, farkkuihin ja kenkiin pukeutuneen ruumiin huoneessa, jonka ikkunassa oli kyltti, jossa luki ""Sovun valtakunta"". Kurt Cobain makasi selällään lattialla. Kurt oli jättänyt myös itsemurhaviestin, jonka hän oli omistanut lapsuuden mielikuvitusystävälleen Boddahille. Paperissa oli pätkä Neil Youngin kappaleesta ""My My, Hey Hey (Out Of The Blue)"". Cobain oli kirjoittanut lappuun ""It's better to burn out than to fade away"" (suom. ""On parempi palaa loppuun kuin hiipua pois"").",['Cobainin verestä löydettiin kolminkertainen yliannos heroiinia. Hän oli myös väitetysti ampunut itseään haulikolla'],How did Kurt Cobain die?,"The end began when Cobain checked himself out of the rehab clinic in March 1994. Courtney Love hired private investigators to track him down. Courtney made a public statement warning that Kurt's father was mentally ill, and that music was his only escape. No one found Cobain. It was presumed he died on May 5, 1994: Cobain's body was found three times the amount of heroin. He had also overdosed on alcohol. For some reason, the heroin needle was not found. He was discovered by the installer of the home alarm system, two days after his death. The installer noticed a bag of heroin over his bed, next to his pajamas, and a bottle of whiskey on the nightstand. Kurt Cobain was lying on his back on the floor, with a cigarette in his hand. Kurt had also left a suicide note, as well as a copy of Neil Young's song ""My My, Hey Hey (Out Of The Blue)"". Cobain had written in a notebook: ""It's better to burn out than to fade away.""",overdose,overdose,,,,How did Kurt Cobain die?,"The end began when Cobain checked himself out of the rehab clinic in March 1994. Courtney Love hired private investigators to track him down. Courtney made a public statement warning that Kurt's father was mentally ill, and that music was his only escape. No one found Cobain. It was presumed he died on May 5, 1994: Cobain's body was found three times the amount of heroin. He had also overdosed on alcohol. For some reason, the heroin needle was not found. He was discovered by the installer of the home alarm system, two days after his death. The installer noticed a bag of heroin over his bed, next to his pajamas, and a bottle of whiskey on the nightstand. Kurt Cobain was lying on his back on the floor, with a cigarette in his hand. Kurt had also left a suicide note, as well as a copy of Neil Young's song ""My My, Hey Hey (Out Of The Blue)"". Cobain had written in a notebook: ""It's better to burn out than to fade away.""",overdose,overdose,,6.788878440856934
fi-validation-470,Mikä oli ensimmäinen Tähtien sota kirja?,"Ensimmäinen Tähtien sota -kirja oli vuonna 1976, puoli vuotta ennen elokuvaa, julkaistu Tähtien sodan romaaniversio. Kirja ilmestyi George Lucasin nimissä, mutta sen todellinen tekijä on Alan Dean Foster. Foster kirjoitti myöhemmin Tähtien sota -aiheisen kirjan Splinter of the Mind’s Eye, joka ilmestyi Suomessa 1980-luvulla nimellä Mustan lordin paluu.",['Tähtien sodan romaaniversio'],What was the first book of the War of the Stars?,"The first Star Wars book was published in 1976, half a year before the movie, as a Star Wars novelization. It was written under the name of George Lucas, but the true author is Alan Dean Foster. Foster later wrote another Star Wars-related book, called Splinter of the Mind's Eye, which was released in Finland in the 1980s under the title Return of the Jedi.",Yes,Ja,,,,What was the first book of the War of the Stars?,"The first Star Wars book was published in 1976, half a year before the movie, as a Star Wars novelization. It was written under the name of George Lucas, but the true author is Alan Dean Foster. Foster later wrote another Star Wars-related book, called Splinter of the Mind's Eye, which was released in Finland in the 1980s under the title Return of the Jedi.",Yes,"""Ja""",,3.0653202533721924
fi-validation-23,Kuka on ohjannut elokuvan Joulubileet?,"
Jari Juhani Halonen (s. 30. syyskuuta 1962)[1] on suomalainen elokuva- ja teatteriohjaaja. Halonen on tunnettu kärkevänä kapinasieluna ja omaleimaisena ohjaajana. Elokuvansa hän on tavallisesti kirjoittanut itse ja ollut niissä merkittävissä sivuosissa. Halonen on ohjannut viisi pitkää elokuvaa, joista teatterielokuvia Back to the USSR – takaisin Ryssiin (1992), Lipton Cockton in the Shadows of Sodoma (1995), Joulubileet (1996), Aleksis Kiven elämä (2002) ja Kalevala – Uusi aika (2013).",['Jari Juhani Halonen'],Who directed the movie 'Joulubileet'?,"Jari Juhani Halonen (b. June 30, 1962)[1] is a Finnish film and theatre director. Halonen is known for his darkly humorous style and as an eccentric director. His films are typically written by himself and have been notable for their unique storylines. Halonen has directed five feature-length films, including the theatre films Back to the USSR – Back to Russia (1992), Lipton Cockton in the Shadows of Sodoma (1995), Joulubileet (1996), Aleksis Kiven elämä (2002), and Kalevala – New Era (2013).",Jari Juhani Halonen,Jari Juhani Halonen,,,,Who directed the movie 'Joulubileet'?,"Jari Juhani Halonen (b. June 30, 1962)[1] is a Finnish film and theatre director. Halonen is known for his darkly humorous style and as an eccentric director. His films are typically written by himself and have been notable for their unique storylines. Halonen has directed five feature-length films, including the theatre films Back to the USSR – Back to Russia (1992), Lipton Cockton in the Shadows of Sodoma (1995), Joulubileet (1996), Aleksis Kiven elämä (2002), and Kalevala – New Era (2013).",Jari Juhani Halonen,"""Jari Juhani Halonen""",,4.933918714523315
fi-validation-338,Kuka on Ihmenelosten vihollinen?,"Ihmeneloset taistelivat monia vihollisia vastaan, joihin kuuluivat muukalaistyranni Kurrgo; mieliä hallitseva Nukkemestari, jonka tytärpuolesta Aliciasta – sokea kuvanveistäjä – tuli Ihmenelosten hyvä ystävä ja Benin pitkäaikainen tyttöystävä; muotoa muuttavan Ihmemiehen, erikoisen muukalaisen josta myöhemmin tuli ryhmän hyvä ystävä; uskomattoman Hulkin; aineettoman Punaisen Haamun ja hänen Superapinansa, jotka saivat voimansa matkimalla Ihmenelosten alkuperää; kieroutuneen neron Hullun Haihattelijan ja hänen Ällistyttävän Androidinsa; Superskrullin (Kl'rt), Ihmenelosten yhdistetyt voimat saaneen skrullin; ajassa matkustavan tyrannin Rama-Tutin, joka tunnettiin myös Kangina; materiaa järjestävän Molekyylimiehen; Hitler-klooni Vihankylväjän; alkemisti Diablon; atlantislaisen sotaherra Attuman; vallasta hullun miljonäärin Gregory Gideonin; ja hirviömäisen androidin Lohikäärmemiehen. Matkan varrella he ystävystyivät sarjakuvan tekijöiden Stan Leen ja Jack Kirbyn ja toisten sankareiden kuten Hämähäkkimiehen (joka yritti turhaan liittyä Ihmenelosiin), Muurahaismiehen (Hank Pym), Nick Furyn, Kostajien, Tohtori Oudon, Ryhmä-X:n ja Daredevilin kanssa. Jopa Namor lämpeni viimein ryhmälle ja hänestä tuli arvokas liittolainen huolimatta faktasta, että Sue valitsi Reedin hänen sijastaan. Seuraaja Uatu kiinnostui erityisesti Ihmenelosista rikkoen jopa valansa olla sekaantumatta asioihin toistuvasti auttaakseen ryhmää vuosien varrella.","[""Ihmeneloset taistelivat monia vihollisia vastaan, joihin kuuluivat muukalaistyranni Kurrgo; mieliä hallitseva Nukkemestari, jonka tytärpuolesta Aliciasta – sokea kuvanveistäjä – tuli Ihmenelosten hyvä ystävä ja Benin pitkäaikainen tyttöystävä; muotoa muuttavan Ihmemiehen, erikoisen muukalaisen josta myöhemmin tuli ryhmän hyvä ystävä; uskomattoman Hulkin; aineettoman Punaisen Haamun ja hänen Superapinansa, jotka saivat voimansa matkimalla Ihmenelosten alkuperää; kieroutuneen neron Hullun Haihattelijan ja hänen Ällistyttävän Androidinsa; Superskrullin (Kl'rt), Ihmenelosten yhdistetyt voimat saaneen skrullin; ajassa matkustavan tyrannin Rama-Tutin, joka tunnettiin myös Kangina; materiaa järjestävän Molekyylimiehen; Hitler-klooni Vihankylväjän; alkemisti Diablon; atlantislaisen sotaherra Attuman; vallasta hullun miljonäärin Gregory Gideonin; ja hirviömäisen androidin Lohikäärmemiehen""]","Who is the author of the book ""The History of the World""?","Many evil forces battled against them, including the mutant terrorist team known as the Kurrgo; the mad scientist known as the Nuke Master, whose daughter Alice became a powerful villainess; the shape-shifting villain known as the Hulk; the supernatural villain known as Red Mountain and his Super-Appin, which gained their powers by traveling to the original site of Ihnenelos; the dark sorcerer known as the Black Ray; the alien villain known as the Super-Skrull (Kl'rt), who gained his powers by merging with the Skrulls; the time-traveling tyrant known as Rama-Tutin, who was also known as Kang; the element-controlling villain known as Molecule Man; the Hitler clone known as the Mad Titan Vihankylväjä; the alchemist known as Diablo; the Atlantis-like superhero known as Attuman; the demonic villain known as Gregory Gideon, the millionaire demon; and the super-intelligent android known as the Thinker. Along the way, they encountered other heroes such as Stan Lee and Jack",I don't know,En tietä,,,,"Who is the author of the book ""The History of the World""?","Many evil forces battled against them, including the mutant terrorist team known as the Kurrgo; the mad scientist known as the Nuke Master, whose daughter Alice became a powerful villainess; the shape-shifting villain known as the Hulk; the supernatural villain known as Red Mountain and his Super-Appin, which gained their powers by traveling to the original site of Ihnenelos; the dark sorcerer known as the Black Ray; the alien villain known as the Super-Skrull (Kl'rt), who gained his powers by merging with the Skrulls; the time-traveling tyrant known as Rama-Tutin, who was also known as Kang; the element-controlling villain known as Molecule Man; the Hitler clone known as the Mad Titan Vihankylväjä; the alchemist known as Diablo; the Atlantis-like superhero known as Attuman; the demonic villain known as Gregory Gideon, the millionaire demon; and the super-intelligent android known as the Thinker. Along the way, they encountered other heroes such as Stan Lee and Jack",I don't know.,"""En tietä""",,7.388345956802368
fi-validation-704,Milloin Abraham Lincoln syntyi?,"

Abraham Lincoln (12. helmikuuta 1809 Hardinin piirikunta, Kentucky, Yhdysvallat – 15. huhtikuuta 1865 Washington, Yhdysvallat) oli yhdysvaltalainen poliitikko ja Yhdysvaltain presidentti vuosina 1861–65. Hän toimi ennen poliittista uraansa muun muassa lautturina, sekatavarakaupan myyjänä ja postitoimiston johtajana. Toisin kuin aiemmat presidentit, hän oli kongressiedustajana vain yhden kauden. Armeijassakin hän palveli vain lyhyen aikaa vapaaehtoisena ja oli sotilasarvoltaan pelkkä sotamies.",['12. helmikuuta 1809'],When was Abraham Lincoln born?,"Abraham Lincoln (February 12, 1809 – April 15, 1865) was an American politician and the 16th President of the United States from 1861 to 1865. Before entering politics, he served as a lawyer, a state representative, a U.S. Congressman, a U.S. Senator, a member of the Illinois House of Representatives, a county judge, a state legislature member, a U.S. Representative, a U.S. Senator, and a General in the Union Army. Unlike previous presidents, he served only one term in Congress. He also served only a short time in the Army as a volunteer and was a private soldier during the Civil War.","February 12, 1809",12. helmikua 1809,,,,When was Abraham Lincoln born?,"Abraham Lincoln (February 12, 1809 – April 15, 1865) was an American politician and the 16th President of the United States from 1861 to 1865. Before entering politics, he served as a lawyer, a state representative, a U.S. Congressman, a U.S. Senator, a member of the Illinois House of Representatives, a county judge, a state legislature member, a U.S. Representative, a U.S. Senator, and a General in the Union Army. Unlike previous presidents, he served only one term in Congress. He also served only a short time in the Army as a volunteer and was a private soldier during the Civil War.","February 12, 1809","""12. helmikua 1809""",,5.469126462936401
