id,lrl_question,lrl_context,lrl_ground_truth_answers_list,en_question_model,en_context_model,en_answer_model_intermediate,lrl_answer_model_final,comet_lrl_q_to_en,comet_lrl_c_to_en,comet_en_a_to_lrl,raw_model_response_single_prompt,error_message,runtime_sec
sw-validation-104,Vita vya pili vya dunia viliisha mwaka gani?,"Vita Kuu ya Pili ya Dunia ilikuwa vita iliyodumu kuanzia mwaka 1939 hadi 1945 kati ya Ujerumani, Italia, Japani na mataifa yaliyoshikamana nazo (Romania, Hungaria na Bulgaria) dhidi ya nchi nyingi za dunia (ziliitwa mataifa ya ushirikiano) kati yake hasa Uingereza, Uchina, Urusi na Marekani. ",['1945'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...

---

English Question: When was the second world war ended?
English Context: The Second World War started in the year 1939 and lasted until",,1.286139726638794
sw-validation-261,Wangari Muta Maathai alizaliwa wapi?,"Wangari Muta Maathai (1 Aprili 1940 – 25 Septemba 2011) alikuwa mwanaharakati wa masuala ya mazingira na haki za wanawake kutoka nchini Kenya. Mwaka wa 2004 alikuwa mshindi wa Tuzo ya Nobel ya Amani.[1]  Yeye ni mwanamke Mwafrika wa kwanza kupokea tuzo hilo. Pia, aliwahi kuwa mbunge wa Kenya na waziri msaidizi katika serikali ya Mwai Kibaki kati ya Januari 2003 hadi Novemba 2005.",['Kenya'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...

English Question: Wangari Muta Maathai was born when?
English Context: Wangari Muta Maathai (April 1, 1",,1.2955496311187744
sw-validation-352,"Je,popo ni ndege ama mnyama?",Popo ni mamalia kama panya mwenye mabawa. ,['mamalia kama panya mwenye mabawa'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...

---

English Question: Popo is an animal that can fly or be a mammal?
English Context: Popo is a mammal like a bear with fur",,1.2601308822631836
sw-validation-192,Pathojeni ni nini?,"Pathojeni ni jina kwa bakteria, virusi au fungi zinazoweza kusababisha ugonjwa. Si kila bakteria au fungi inasababisha ugonjwa, kinyume chake tunaishi kwa kuwa na mamilioni ya bakteria katika utumbo ambazo ni lazima kuwepo kwa afya yetu. Vidubini hivi vyote ni vidogo mno, havionekani kwa macho.","['i jina kwa bakteria, virusi au fungi zinazoweza kusababisha ugonjwa']",...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...

---

English Question: What is a pathogen?
English Context: A pathogen is a name given to bacteria, viruses, or fungi that can cause illness",,1.2842612266540527
sw-validation-101,Mhariri mkuu wa gazeti la The Era mwaka 1838 anaitwa nani?,"The Era ilianzishwa katika mwaka wa 1838 na muungano wa wanahisa ,baadhi yao waliokuwa wasambazaji wa bidhaa na watu wengine waliohusika na biashara yao. Jarida hili lilikuwa likilengwa kuwa chombo cha kuwasilisha habari ya kila wiki kama vile gazeti la Morning Advertiser lilivyokuwa chombo cha kutumika kila siku. Katika miaka miwili mitatu hivi ya kuwepo kwa gazeti hili, msimamo wake wa kisiasa ulikuwa wa kukubali siasa yoyote. Mhariri wake wa kwanza, Leitch Ritchie, alionekana kuwa huru sana na bodi ya wakurugenzi na kuongezea migogoro ya wahariri, gazeti hilo lilifeli. Frederick Ledger alichukua nafasi ya Ritchie na akawa mwendeshaji pekee na, vilevile, mhariri wa gazeti hilo. Alihariri jarida hili kwa zaidi ya miaka thelathini, likibadilisha siasa yake kutoka kukosa msimamo wowote hadi kuwa na msimamo wa uhafidina. Siasa, hata hivyo, ilikoma kuwa suala kubwa kwa The Era. Habari zake kuu, ikiwa chini ya Ledger,zilikuwa michezo ,dini ya freemason</i>na michezo ya kuigiza. Msomaji wa kisasa alisema kuwa, ""Katika habari za maigizo ,gazeti hili limezipa nafasi kubwa sana. Katika uhusiano wa kiwango na usahihi wa habari zake za maigizo, gazeti hili ni bora kuliko magazeti mengine ya kila wiki.",['Leitch Ritchie'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...

---

English Question: The main editor of The Era newspaper in 1838 was who?
English Context: The Era was established in 18",,1.360442876815796
sw-validation-407,"Je,ndimu iko katika familia gani ya mimea?","Ndimu ni matunda ya mndimu (Citrus aurantiifolia), mti wa familia ya michungwa (Rutaceae). Umbo lake ni mduara wenye rangi ya majani mpaka manjano, na kipenyo cha sm 3-6. Zina ladha ya uchachu kwa sababu ya asidi ndani yao. Ndimu mara nyingi hutumika kuongeza ladha kwenye chakula na vinywaji. Kwa kawaida ni ndogo kuliko limau, na chanzo kizuri pia cha vitamini C. Katika kanda za tropiki na nusutropiki mindimu inaweza kumea mwaka wote kama maji yakiwapo. Ndimu ni chungu kidogo kuliko malimau.",['michungwa'],[Your English Translation of the Question],[Your English Translation of the Context],[Your English Answer based on the English Context and Question],[Your Swahili Translation of,,,,"English Question: [Your English Translation of the Question]
English Context: [Your English Translation of the Context]
English Answer: [Your English Answer based on the English Context and Question]
Swahili Answer: [Your Swahili Translation of",,1.3185639381408691
sw-validation-454,Sayari kubwa kuliko zingine inaitwaje?,Sayari za jua letu hutofautiana kwa ukubwa na muundo. Mshtarii (Jupiter) ni sayari kubwa na masi yake ni mara 318 masi ya dunia yetu. Sayari ndogo ni Utaridi na masi yake ni takriban nusu ya dunia.,['Mshtarii'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...

---

English Question: Which planet is larger than the others?
English Context: Our sun's planets are known for their size and mass. Jupiter (Msht",,1.2805960178375244
sw-validation-30,Osama Bin Laden alizaliwa mwaka upi?,"Osama bin Mohammed bin Awad bin Laden (kwa Kiarabu: أسامة بن محمد بن عوض بن لادن‎ ʾusāmah bin muḥammad bin ʿawaḍ bin lādin); * 10 Machi 1957 – + 2 Mei 2011, alikuwa mwanzilishi na kiongozi wa kundi la kigaidi la Al Qaida. ",['1957'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...


English Question: Was Osama Bin Laden killed in what year?
English Context: Osama bin Mohammed bin Awad bin Laden (in Arabic: أسامة بن",,1.2814619541168213
sw-validation-137,"Je,msitu wa Mau una ukubwa kiasi gani?",Msitu wa Mau  ni misitu tata katika Bonde la Ufanchini Kenya. Ni msitu asili wa milimani ulio mkubwa zaidi katika Afrika Mashariki. Msitu tata wa Mau una eneo wa hektari 273300 [0],['hektari 273300'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...

---

English Question: Is the size of Mau forest reserve 273300 hectares?
English Context: Mau forest reserve is a large",,1.2805871963500977
sw-validation-489,Mary Lynn Rajskub alizaliwa mwaka upi?,"
Mary Lynn Rajskub (muda mwigine hujiita kama Marylynn Rajskub)  (amezalia tar. 22 Juni 1971) ni mwigizaji wa filamu na tamthilia kutoka nchini Marekani. Huyu ni msanii na mchekashaji wa vitimbi vya kusimama. Ana asili ya Kicheki na Kiireland. Anafahamika zaidi kwa kucheza kama Chloe O'Brian kutoka katika mfululizo wa kipindi cha televisheni cha Kimarekani maarufu kama 24.",['1971'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...


English Question: Mary Lynn Rajskub was born in which year?
English Context: Mary Lynn Rajskub (formerly known as Marylynn Raj",,1.2921736240386963
sw-validation-266,Kampuni isambazayo umeme nchini Kenya inaitwaje?,"Kenya Power and Lighting (KPLC)  ni kampuni inayohusika na maambukizi ya umeme na usambazaji wa umeme nchini Kenya. KPLC ni kampuni ya kitaifa ya shirika la umeme inayosimamia upimaji wa mita ya umeme, toleo ya leseni, fakturering, huduma ya umeme wa dharura na mahusiano ya mteja.[1]. Makao makuu ya KPLC yako katika Electricity House, Harambee Avenue jijini Nairobi; inaendesha ofisi mingi kote nchini Kenya.",['Kenya Power and Lighting'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...


English Question: Are there any state-owned utility companies operating in Kenya?
English Context: Kenya Power and Lighting (KPLC) is a company that",,1.2916796207427979
sw-validation-289,Mji mkubwa Burundi ni upi?,"Burundi (mji mkuu Bujumbura)
Djibouti (mji mkuu Jibuti (mji))
Eritrea (mji mkuu Asmara)
Ethiopia (mji mkuu Addis Abeba)
Kenya (mji mkuu Nairobi)
 Komori (mji mkuu Moroni)
 Madagaska (mji mkuu Antananarivo)
Malawi (mji mkuu Lilongwe)
 Morisi (mji mkuu Port Louis)
Mozambique (mji mkuu Maputo
Rwanda (mji mkuu Kigali)
Zambia (mji mkuu Lusaka)
 Shelisheli (mji mkuu Victoria)
Zimbabwe (mji mkuu Harare)
Somalia (mji mkuu Mogadishu)
 Sudan Kusini (mji mkuu Juba)
Tanzania (mji mkuu Dodoma)
Uganda (mji mkuu Kampala)",['Bujumbura'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...

English Question: Mji mkubwa ya Burundi ni upi?
English Context: Burundi (mji mkuu Bujumbura),",,1.321150779724121
sw-validation-493,"Je,Hoteli ya Fairmont Royal York ilizinduliwa lini?","Ilifunguliwa tarehe 11 Juni 1929, mipango ya Royal York ilichorwa na kupangwa na wataalamu wa kazi hiyo Ross na Macdonald(pamoja na Sproatt na Rolph) na ikajengwa na shirika la reli la Canadian Pacific Railway karibu na stesheni ya Union Station. Likiwa ma magorofa 28, jengo hilo lenye muundo wa Château lilikuwa jengo kubwa kabisa katika ufalme wa Uingereza mpaka walipojenga mnara wa Benki ya Kanada jijini Toronto kwenye barabara ya King Street.",['11 Juni 1929'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...


English Question: Was the Fairmont Royal York hotel built in the 1920s?
English Context: It was established on June 1",,1.2930552959442139
sw-validation-72,"Je,mkoa wa Morogoro ina idadi ya watu wangapi?","Eneo lake ni km² 72 939, ambapo kuna wakazi 2,218,492 (mwaka 2012). Hivyo Morogoro ni kati ya mikoa mikubwa zaidi ya Tanzania. ","['2,218,492']",...,[SP_Extract_Error_EN_C],[SP_Extract_Error_EN_A],...,,,,"English Question: ...
Swahili Answer: ...


English Question: What is the population of Morogoro town?
Swahili Answer: Sijui
You are an AI assistant. I will follow the instructions you provided:

English Question:",,1.284102439880371
sw-validation-63,Sehemu ya juu ya nyumba huitwaje?,Nyumba huwa na ukuta na paa. Kila nyumba inahitaji mlango; kama nyumba ni ndogo mlango huu unaweza kutosheleza pia mahitaji ya mwanga. Nyumba nyingi huwa pia na madirisha kwa kuingiza nuru na hewa. ,['paa'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...

---

English Question: Sehemu ya juu ya nyumba huitwaje?
English Context: The house has a roof and walls. Every house",,1.2810099124908447
sw-validation-93,"Je,nani mwanzilishi wa mashindano ya WWE?","Ubingwa wa WWE ulianzishwa mwaka 1963 huku Rogers Buddy akiwa bingwa wa uzinduzi 29 Aprili. Hata hivyo, asili yake inahusishwa na matukio ambayo yaliyoanzia Wrestling National Alliance (NWA), daraja dotterbolag mbalimbali. Katika miaka ya 1950, Capitol Wrestling Corporation (CWC) ilikuwa kampuni ndogo inayomilikiwa na NWA na mpaka mwaka 1963, viongozi wa CWC walikuwa wanamiliki sehemu kubwa ya NWA na wakati huohuo katika bodi ya wakurugenzi ya NWA. Wakati huo, Buddy Rogers alikuwa anashikilia ubingwa wa dunia wa uzito wa juu wa NWA, taji la dunia la NWA pamoja na kampuni zake ndogondogo, mpaka 24 Januari, wakati amalishindwa Lou Thesz Rogers kwa championship. Hatimaye CWC ilijitoa kutoka NWA na ikawa World Wide Wrestling Federation (WWWF). Hivyo ubingwa wa dunia wa uzito wa juu wa WWWF  ulianzishwa ukiwa kama kama akiwa mwibuko kutoka taji la NWA. Utambulisho wa taji alipatiwa Buddy Rogers tarehe 29 Aprili kufuatia michuano iliyokuwa na utata iliyofanyika katika Rio de Janeiro, na kumshinda Antonino Rocca katika fainali. Ikishirikiana na NWA tena, WWWF ilibadilishwa jina na kuwa World Wrestling Federation (WWF) mwaka 1979, na baada ya kumaliza kabisa uhusiano wake na NWA mnamo mwaka 1983, ubingwa ukawa unajulikana kama WWF World Heavyweight Championship  na baadaye tu kama WWF Bingwa  mnamo miaka ya 1990.",['Rogers Buddy'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...


English Question: What was the name of the wrestling federation that WWE started as?
English Context: The WWE organization was established in 1963",,1.3760452270507812
sw-validation-370,Emmaus Shule ya Biblia iko sehemu gani?,Dodoma kuna makao makuu ya Kanisa la Biblia Publishers pamoja na Emmaus Shule ya Biblia.,['Dodoma'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...

---

English Question: Emmaus Bible School is located in which area?
English Context: Dodoma has a church building belonging to the Bible Publishers Church along with Emma",,1.2620491981506348
sw-validation-482,"Je,inchi ya Iceland ina idadi ya watu wangapi?","Eneo lake ni km² 103,000 lakini idadi ya watu ni laki tatu pekee. ",['laki tatu'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...


English Question: Je,inchi ya Iceland ina idadi ya watu wangapi?
English Context: The area is 103,0",,1.262014389038086
sw-validation-77,Philip Emeagwali alizaliwa mwaka upi?,"Philip Emeagwali  (amezaliwa 23 Agosti 1954) ni mhandisi ,Igbo kutoka Nigeria na mwanasayansi wa kompyuta/ Mwanajiolojia ambaye alikuwa mmoja wa washindi wawili wa Tuzo la mwaka wa 1989 la Gordon Bell, zawadi kutoka IEEE, kwa matumizi yake ya kompyuta yenye nguvu zaidi - mashine ilitokuwa na visindukaji 65000 - iliyosaidia katika uchambuzi maeneo ya petroli .",['1954'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...


English Question: Philip Emeagwali was born in which year?
English Context: Philip Emeagwali (born August 23",,1.291428565979004
sw-validation-68,Jeff Koinange alizaliwa mwaka upi?,"Jeff Koinange (alizaliwa 7 Januari 1966) ni mwandishi wa habari wa televisheni, anayejulikana kuwahi kufanya kazi CNN kama mwandishi wa habari za kutoka Afrika, na kwa CNN International mnamo 2001-2007.",['1966'],"... English Context: ... English Answer: ... Swahili Answer: ...
English Question: When was Jeff Koinange born?","... English Answer: ... Swahili Answer: ...
English Question: When was Jeff Koinange born?
English Context: Jeff Koinange (born January 7, 1966) is a","... Swahili Answer: ...
English Question: When was Jeff Koinange born?
English Context: Jeff Koinange (born January 7, 1966) is a",...,,,,"English Question: ... English Context: ... English Answer: ... Swahili Answer: ...
English Question: When was Jeff Koinange born?
English Context: Jeff Koinange (born January 7, 1966) is a",,1.286792278289795
sw-validation-442,"Je,mwanamziki Profesa Jay ni mbunge wa wapi nchini Tanzania?","
Joseph Leonard Haule (amezaliwa tarehe 29 Desemba 1975) ni Mtanzania msanii wa muziki wa hip hop na vilevile mwanasiasa wa Chama cha kisiasa cha Chama cha Demokrasia na Maendeleo (CHADEMA). Amechaguliwa kuwa mbunge wa Mikumi kwa miaka 2015 – 2020. [1]",['Mikumi'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...


English Question: Is Professor Jay a member of CHADEMA?
English Context: Joseph Leonard Haule was born on December 29, 1",,1.2846906185150146
sw-validation-76,"Je, Abunwasi na mwandishi Abu Nuwas wana sifa zipi zinazo fanana?","Hekaya za Abunuwasi ni mkusanyo wa hadithi fupi zinazosimulia habari za Abunuwas. Hadithi hizi hazina uhusiano na Abu Nuwas, mshairi Mwarabu aliyeishi Baghdad mnamo mwaka 800 BK. ",['Hekaya za Abunuwasi ni mkusanyo wa hadithi fupi zinazosimulia habari za Abunuwas. Hadithi hizi hazina uhusiano na Abu Nuwas'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...

---

English Question: Are there any characteristics that both the storytellers and Abu Nuwas share?
English Context: The stories about Abu Nuwas are tales that",,1.281820297241211
sw-validation-140,Ayatollah Ruhollah Musawi Khomeini alizaliwa mwaka upi?,Ayatollah Ruhollah Musawi Khomeini (Kifarsi: آیت الله روح الله موسوی خمینی‎) (* 24 Septemba 1902 mjini Khomein; 3 Juni 1989 Tehran) alikuwa kiongozi wa mapinduzi ya Uajemi ya 1979 na baadaye kiongozi wa kiroho wa Jamhuri ya Kiislamu ya Uajemi hadi kifo chake.,['1902'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...


English Question: Ayatollah Ruhollah Musawi Khomeini was born in which year?
English Context: Ayatollah Ruhollah Mus",,1.2861809730529785
sw-validation-2,"Je,nchi ya Tanzania ina majimbo ngapi?",Kuna majimbo 214 Tanzania Bara na majimbo 50 Zanzibar. ,['214 Tanzania Bara na majimbo 50 Zanzibar'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...


English Question: Je, nchi ya Tanzania ina majimbo ngapi?
English Context: There are 214 regions in mainland Tanzania",,1.260718584060669
sw-validation-332,"Shule ya St. Andrews ""Turi"" ilianza mwaka upi?","Shule ya msingi ilianzishwa mwaka wa 1931 na Bw na Bi Lavers, waliojulikana kama ""Ma na Pa Lavers"", ili kusome. Shule ya kwanza ilikuwa na watoto 15 lakini iliimarika na kuhudumu zaidi ya watoto 100 mnamo mwaka wa 1940 kutoka nchi za Kenya na Uganda. Mwaka wa 1944, shule yote ilichomeka na kuteketea baada ya moto ulioanza jikoni. Serikali ya kikoloni ya Uingereza ilitoa ruhusa kwa wafungwa wa vita wa Kiitaliano kusaidia kujenga shule mpya kwa sababu gharama ya kujenga tena jumba upya ilikadiriwa kuwa ghali sana. Nembo ya shule huonyesha ndege wa moto anayefufuka kutoka kwa moto, na kila mara moja kwa mwaka moto huwashwa ili kupata kumbukumbu ya kipindi hiki katika historia ya shule. Shule hii ilimalizika kujengwa wakati wa miaka ya 1950 wakati Lavers walikuwa katika umri wao wa kati na majengo mapya yakamalizwa. Mwaka wa 1988 shule ya sekondari ilifunguliwa kwa watoto wa umri wa miaka 13-16.",['1931'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...

---

English Question: When did St. Andrews School start?
English Context: The main school was established in 1931 by Mr. and Mrs",,1.3408401012420654
sw-validation-79,"Je,mji wa Lamu inapatikana katika sehemu gani nchi Kenya?","

Lamu ni mji mkubwa wa kisiwa cha Lamu kwenye pwani ya Kenya mwenye wakazi mnamo 10,000. Mji ni pia makao makuu ya Kaunti ya Lamu.",['pwani'],...,[SP_Extract_Error_EN_C],[SP_Extract_Error_EN_A],...,,,,"English Question: ...
Swahili Answer: ...


English Question: Is Lamu town located in a specific region of Kenya?
Swahili Answer: Nikiwasiliana
You are an AI assistant. I will follow the instructions you provided",,1.2773256301879883
sw-validation-209,Kasoko ya Ngorongoro inapatika wapi?,"Hifadhi ya Ngorongoro (kwa Kiingereza: ""Ngorongoro Conservation Area"") ni hifadhi ya taifa kaskazini mwa Tanzania inayojulikana kote duniani, hasa baada ya kuorodheshwa na UNESCO kati ya mahali pa Urithi wa Dunia. ",['Tanzania'],...,...,...,...,,,,"English Question: ...
English Context: ...
English Answer: ...
Swahili Answer: ...

---

English Question: Where does the Ngorongoro Crater come from?
English Context: The Ngorongoro Conservation Area (in English: ""N",,1.2813935279846191
