id,lrl_question,lrl_context,lrl_ground_truth_answers_list,en_question_model,en_context_model,en_answer_model_intermediate,lrl_answer_model_final,comet_lrl_q_to_en,comet_lrl_c_to_en,comet_en_a_to_lrl,raw_q_translation_output,raw_c_translation_output,raw_en_qa_output,raw_a_backtranslation_output,error_message,runtime_sec
sw-validation-104,Vita vya pili vya dunia viliisha mwaka gani?,"Vita Kuu ya Pili ya Dunia ilikuwa vita iliyodumu kuanzia mwaka 1939 hadi 1945 kati ya Ujerumani, Italia, Japani na mataifa yaliyoshikamana nazo (Romania, Hungaria na Bulgaria) dhidi ya nchi nyingi za dunia (ziliitwa mataifa ya ushirikiano) kati yake hasa Uingereza, Uchina, Urusi na Marekani. ",['1945'],What year is it?,"The Second World War, which lasted from 1939 to 1945, involved the major powers of Europe, Japan and the United States and their allies against Germany, Italy and Japan.",No,Kukuza,,,,What year is it?,"The Second World War, which lasted from 1939 to 1945, involved the major powers of Europe, Japan and the United States and their allies against Germany, Italy and Japan.",No,Kukuza,,1.6094188690185547
sw-validation-261,Wangari Muta Maathai alizaliwa wapi?,"Wangari Muta Maathai (1 Aprili 1940 – 25 Septemba 2011) alikuwa mwanaharakati wa masuala ya mazingira na haki za wanawake kutoka nchini Kenya. Mwaka wa 2004 alikuwa mshindi wa Tuzo ya Nobel ya Amani.[1]  Yeye ni mwanamke Mwafrika wa kwanza kupokea tuzo hilo. Pia, aliwahi kuwa mbunge wa Kenya na waziri msaidizi katika serikali ya Mwai Kibaki kati ya Januari 2003 hadi Novemba 2005.",['Kenya'],Where was Wangari Maathai born?,"Wangari Muta Maathai (April 1, 1940 – September 25, 2011) was a Kenyan environmental activist and the first female African Nobel laureate. In 2004 she was awarded the Nobel Peace Prize.[1] She is the first African woman to receive the prize. She also served as the minister for the environment and natural resources in the government of Mwai Kibaki from January 2003 to November 2005.",Yes,Ndiyo,,,,Where was Wangari Maathai born?,"Wangari Muta Maathai (April 1, 1940 – September 25, 2011) was a Kenyan environmental activist and the first female African Nobel laureate. In 2004 she was awarded the Nobel Peace Prize.[1] She is the first African woman to receive the prize. She also served as the minister for the environment and natural resources in the government of Mwai Kibaki from January 2003 to November 2005.",Yes,Ndiyo,,3.4871842861175537
sw-validation-352,"Je,popo ni ndege ama mnyama?",Popo ni mamalia kama panya mwenye mabawa. ,['mamalia kama panya mwenye mabawa'],Are you a bird or a beast?,A dog is a mammal like a panther.,Yes,Ndiyo,,,,"""Are you a bird or a beast?""",A dog is a mammal like a panther.,Yes,Ndiyo,,0.7638413906097412
sw-validation-192,Pathojeni ni nini?,"Pathojeni ni jina kwa bakteria, virusi au fungi zinazoweza kusababisha ugonjwa. Si kila bakteria au fungi inasababisha ugonjwa, kinyume chake tunaishi kwa kuwa na mamilioni ya bakteria katika utumbo ambazo ni lazima kuwepo kwa afya yetu. Vidubini hivi vyote ni vidogo mno, havionekani kwa macho.","['i jina kwa bakteria, virusi au fungi zinazoweza kusababisha ugonjwa']",What is your problem?,"Pathogens are bacteria, viruses or fungi that can cause disease. If any of these pathogens are present, they can cause an infection, which can have millions of bacteria or fungi. This is why we need to protect our health by washing our hands often and thoroughly.",I don't know,Sijui.,,,,What is your problem?,"Pathogens are bacteria, viruses or fungi that can cause disease. If any of these pathogens are present, they can cause an infection, which can have millions of bacteria or fungi. This is why we need to protect our health by washing our hands often and thoroughly.",I don't know,"""Sijui.""",,2.0620710849761963
sw-validation-101,Mhariri mkuu wa gazeti la The Era mwaka 1838 anaitwa nani?,"The Era ilianzishwa katika mwaka wa 1838 na muungano wa wanahisa ,baadhi yao waliokuwa wasambazaji wa bidhaa na watu wengine waliohusika na biashara yao. Jarida hili lilikuwa likilengwa kuwa chombo cha kuwasilisha habari ya kila wiki kama vile gazeti la Morning Advertiser lilivyokuwa chombo cha kutumika kila siku. Katika miaka miwili mitatu hivi ya kuwepo kwa gazeti hili, msimamo wake wa kisiasa ulikuwa wa kukubali siasa yoyote. Mhariri wake wa kwanza, Leitch Ritchie, alionekana kuwa huru sana na bodi ya wakurugenzi na kuongezea migogoro ya wahariri, gazeti hilo lilifeli. Frederick Ledger alichukua nafasi ya Ritchie na akawa mwendeshaji pekee na, vilevile, mhariri wa gazeti hilo. Alihariri jarida hili kwa zaidi ya miaka thelathini, likibadilisha siasa yake kutoka kukosa msimamo wowote hadi kuwa na msimamo wa uhafidina. Siasa, hata hivyo, ilikoma kuwa suala kubwa kwa The Era. Habari zake kuu, ikiwa chini ya Ledger,zilikuwa michezo ,dini ya freemason</i>na michezo ya kuigiza. Msomaji wa kisasa alisema kuwa, ""Katika habari za maigizo ,gazeti hili limezipa nafasi kubwa sana. Katika uhusiano wa kiwango na usahihi wa habari zake za maigizo, gazeti hili ni bora kuliko magazeti mengine ya kila wiki.",['Leitch Ritchie'],Who was the editor of The Era newspaper in 1838?,"The Era was established in 1838 and was owned by a gentleman, its business being the sale of groceries and other articles, and its circulation confined to the white inhabitants of the town. Its paper, then called the Morning Advertiser, was published every morning, and was in the hands of every one. In the following year, the paper was changed into a weekly, and was called the Era. The first editor, Mr. Leitch Ritchie, was a man of great ability, and his paper was soon in a thriving condition. Mr. Frederick Ledger succeeded him, and continued as editor until the paper was sold to Mr. J. W. Smith, who was also the proprietor of the Western Times, and the two papers were combined under the name of the Western Times and Era. The latter paper was published on Saturdays, and was a weekly newspaper, but contained much of the same character as the daily papers of the present day. Politics, however, was the chief subject of discussion, and the Era was the organ of the Liberal party. The editor of the Era at that time",Mr. Leitch Ritchie,Mr. Leitch Ritchie,,,,"""Who was the editor of The Era newspaper in 1838?""","The Era was established in 1838 and was owned by a gentleman, its business being the sale of groceries and other articles, and its circulation confined to the white inhabitants of the town. Its paper, then called the Morning Advertiser, was published every morning, and was in the hands of every one. In the following year, the paper was changed into a weekly, and was called the Era. The first editor, Mr. Leitch Ritchie, was a man of great ability, and his paper was soon in a thriving condition. Mr. Frederick Ledger succeeded him, and continued as editor until the paper was sold to Mr. J. W. Smith, who was also the proprietor of the Western Times, and the two papers were combined under the name of the Western Times and Era. The latter paper was published on Saturdays, and was a weekly newspaper, but contained much of the same character as the daily papers of the present day. Politics, however, was the chief subject of discussion, and the Era was the organ of the Liberal party. The editor of the Era at that time",Mr. Leitch Ritchie,Mr. Leitch Ritchie,,7.362823247909546
sw-validation-407,"Je,ndimu iko katika familia gani ya mimea?","Ndimu ni matunda ya mndimu (Citrus aurantiifolia), mti wa familia ya michungwa (Rutaceae). Umbo lake ni mduara wenye rangi ya majani mpaka manjano, na kipenyo cha sm 3-6. Zina ladha ya uchachu kwa sababu ya asidi ndani yao. Ndimu mara nyingi hutumika kuongeza ladha kwenye chakula na vinywaji. Kwa kawaida ni ndogo kuliko limau, na chanzo kizuri pia cha vitamini C. Katika kanda za tropiki na nusutropiki mindimu inaweza kumea mwaka wote kama maji yakiwapo. Ndimu ni chungu kidogo kuliko malimau.",['michungwa'],Which family do you belong to?,"Citrus aurantiifolia (Lime) is a plant in the family Rutaceae. The fruit is a small, round or oval, yellow or green berry containing many seeds. The leaves are evergreen, glossy, dark green, leathery, and slightly glossy. The flowers are white, fragrant, and borne in clusters. The fruit is eaten raw, or used to make juice, wine, and preserves. It is also used to make marmalade. Lime is an acid, and is therefore used to add sourness to dishes. It is a good source of vitamin C. In the tropics, it can be grown all year round, and is often used to add flavor to dishes.",Rutaceae,Rutaceae,,,,Which family do you belong to?,"'Citrus aurantiifolia (Lime) is a plant in the family Rutaceae. The fruit is a small, round or oval, yellow or green berry containing many seeds. The leaves are evergreen, glossy, dark green, leathery, and slightly glossy. The flowers are white, fragrant, and borne in clusters. The fruit is eaten raw, or used to make juice, wine, and preserves. It is also used to make marmalade. Lime is an acid, and is therefore used to add sourness to dishes. It is a good source of vitamin C. In the tropics, it can be grown all year round, and is often used to add flavor to dishes.'",Rutaceae,Rutaceae,,4.5232834815979
sw-validation-454,Sayari kubwa kuliko zingine inaitwaje?,Sayari za jua letu hutofautiana kwa ukubwa na muundo. Mshtarii (Jupiter) ni sayari kubwa na masi yake ni mara 318 masi ya dunia yetu. Sayari ndogo ni Utaridi na masi yake ni takriban nusu ya dunia.,['Mshtarii'],Are you looking for a big car like this one?,The year is 2024. The planet Jupiter is 318 times the size of our Earth and its distance from the Sun is approximately 93 million miles.,No,Kukuza,,,,Are you looking for a big car like this one?,The year is 2024. The planet Jupiter is 318 times the size of our Earth and its distance from the Sun is approximately 93 million miles.,No,Kukuza,,1.632725477218628
sw-validation-30,Osama Bin Laden alizaliwa mwaka upi?,"Osama bin Mohammed bin Awad bin Laden (kwa Kiarabu: أسامة بن محمد بن عوض بن لادن‎ ʾusāmah bin muḥammad bin ʿawaḍ bin lādin); * 10 Machi 1957 – + 2 Mei 2011, alikuwa mwanzilishi na kiongozi wa kundi la kigaidi la Al Qaida. ",['1957'],Have you ever been arrested?,"Osama bin Mohammed bin Awad bin Laden (; 10 March 1957 – 2 May 2011), also known as Osama bin Laden, was a Saudi Arabian-born Islamic militant who founded and headed the terrorist group al-Qaeda.",No,Kukuza,,,,Have you ever been arrested?,"Osama bin Mohammed bin Awad bin Laden (; 10 March 1957 – 2 May 2011), also known as Osama bin Laden, was a Saudi Arabian-born Islamic militant who founded and headed the terrorist group al-Qaeda.",No,Kukuza,,1.9733960628509521
sw-validation-137,"Je,msitu wa Mau una ukubwa kiasi gani?",Msitu wa Mau  ni misitu tata katika Bonde la Ufanchini Kenya. Ni msitu asili wa milimani ulio mkubwa zaidi katika Afrika Mashariki. Msitu tata wa Mau una eneo wa hektari 273300 [0],['hektari 273300'],How many children do you have?,"Mau is a town in the Central Province of Kenya. It is the largest town in the region, with a population of over 273,300 people. The town covers an area of 273300 hectares.",I don't know,Sijui.,,,,How many children do you have?,"Mau is a town in the Central Province of Kenya. It is the largest town in the region, with a population of over 273,300 people. The town covers an area of 273300 hectares.",I don't know,"""Sijui.""",,2.056058645248413
sw-validation-489,Mary Lynn Rajskub alizaliwa mwaka upi?,"
Mary Lynn Rajskub (muda mwigine hujiita kama Marylynn Rajskub)  (amezalia tar. 22 Juni 1971) ni mwigizaji wa filamu na tamthilia kutoka nchini Marekani. Huyu ni msanii na mchekashaji wa vitimbi vya kusimama. Ana asili ya Kicheki na Kiireland. Anafahamika zaidi kwa kucheza kama Chloe O'Brian kutoka katika mfululizo wa kipindi cha televisheni cha Kimarekani maarufu kama 24.",['1971'],When was Mary Lynn Rajskub born?,"Mary Lynn Rajskub (born Marylynn Rajskub; June 22, 1971) is an American actress and comedian. She is best known for her role as Chloe O'Brian on the television series 24.","June 22, 1971","Junu 22, 1971",,,,When was Mary Lynn Rajskub born?,"Mary Lynn Rajskub (born Marylynn Rajskub; June 22, 1971) is an American actress and comedian. She is best known for her role as Chloe O'Brian on the television series 24.","June 22, 1971","'Junu 22, 1971'",,2.522084951400757
sw-validation-266,Kampuni isambazayo umeme nchini Kenya inaitwaje?,"Kenya Power and Lighting (KPLC)  ni kampuni inayohusika na maambukizi ya umeme na usambazaji wa umeme nchini Kenya. KPLC ni kampuni ya kitaifa ya shirika la umeme inayosimamia upimaji wa mita ya umeme, toleo ya leseni, fakturering, huduma ya umeme wa dharura na mahusiano ya mteja.[1]. Makao makuu ya KPLC yako katika Electricity House, Harambee Avenue jijini Nairobi; inaendesha ofisi mingi kote nchini Kenya.",['Kenya Power and Lighting'],What is the name of the company that supplies electricity in Kenya?,"Kenya Power and Lighting (KPLC) is a company that provides electricity and lighting services in Kenya. KPLC is a subsidiary of the Power and Lighting Company that supplies electricity to residential areas, industrial sites, commercial centers, and rural areas. It also provides electricity distribution, metering, billing, and power supply services. The company has its headquarters in the Electricity House on Harambee Avenue in Nairobi, and it operates across Kenya.",Kenya Power and Lighting (KPLC),Mtaa na Mtaa,,,,What is the name of the company that supplies electricity in Kenya?,"Kenya Power and Lighting (KPLC) is a company that provides electricity and lighting services in Kenya. KPLC is a subsidiary of the Power and Lighting Company that supplies electricity to residential areas, industrial sites, commercial centers, and rural areas. It also provides electricity distribution, metering, billing, and power supply services. The company has its headquarters in the Electricity House on Harambee Avenue in Nairobi, and it operates across Kenya.",Kenya Power and Lighting (KPLC),'Mtaa na Mtaa',,3.469280481338501
sw-validation-289,Mji mkubwa Burundi ni upi?,"Burundi (mji mkuu Bujumbura)
Djibouti (mji mkuu Jibuti (mji))
Eritrea (mji mkuu Asmara)
Ethiopia (mji mkuu Addis Abeba)
Kenya (mji mkuu Nairobi)
 Komori (mji mkuu Moroni)
 Madagaska (mji mkuu Antananarivo)
Malawi (mji mkuu Lilongwe)
 Morisi (mji mkuu Port Louis)
Mozambique (mji mkuu Maputo
Rwanda (mji mkuu Kigali)
Zambia (mji mkuu Lusaka)
 Shelisheli (mji mkuu Victoria)
Zimbabwe (mji mkuu Harare)
Somalia (mji mkuu Mogadishu)
 Sudan Kusini (mji mkuu Juba)
Tanzania (mji mkuu Dodoma)
Uganda (mji mkuu Kampala)",['Bujumbura'],What is the capital of Burundi?,"Burundi (city of Bujumbura)
Djibouti (city of Jibuti)
Eritrea (city of Asmara)
Ethiopia (city of Addis Abeba)
Kenya (city of Nairobi)
Comoros (city of Moroni)
Madagascar (city of Antananarivo)
Malawi (city of Lilongwe)
Mauritius (city of Port Louis)
Mozambique (city of Maputo)
Rwanda (city of Kigali)
Zambia (city of Lusaka)
Zimbabwe (city of Harare)
Somalia (city of Mogadishu)
South Sudan (city of Juba)
Tanzania (city of Dodoma)
Uganda (city of Kampala)",Bujumbura,Bujumbura,,,,What is the capital of Burundi?,"Burundi (city of Bujumbura)
Djibouti (city of Jibuti)
Eritrea (city of Asmara)
Ethiopia (city of Addis Abeba)
Kenya (city of Nairobi)
Comoros (city of Moroni)
Madagascar (city of Antananarivo)
Malawi (city of Lilongwe)
Mauritius (city of Port Louis)
Mozambique (city of Maputo)
Rwanda (city of Kigali)
Zambia (city of Lusaka)
Zimbabwe (city of Harare)
Somalia (city of Mogadishu)
South Sudan (city of Juba)
Tanzania (city of Dodoma)
Uganda (city of Kampala)",Bujumbura,"""Bujumbura""",,4.918546915054321
