id,lrl_question,lrl_context,lrl_ground_truth_answers_list,en_question_model,en_context_model,en_answer_model_intermediate,lrl_answer_model_final,comet_lrl_q_to_en,comet_lrl_c_to_en,comet_en_a_to_lrl,raw_model_response_single_prompt,error_message,runtime_sec
en-validation-227,What is the most popular sport in Mexico?,"The most popular sport in Mexico is association football followed by boxing.[1][2] However, there are regional variations: for example, baseball is the most popular sport in the northwest and the southeast of the country. Basketball, American football and bull riding (called ""Jaripeo"") are also popular.",['association football'],"... English Context: ... English Answer: ... English Answer: ...
English Question: What is the most popular sport in Mexico?","... English Answer: ... English Answer: ...
English Question: What is the most popular sport in Mexico?
English Context: The most popular sport in Mexico is association football followed by boxing.[1][2] However,","... English Answer: ...
English Question: What is the most popular sport in Mexico?
English Context: The most popular sport in Mexico is association football followed by boxing.[1][2] However,","... English Answer: ...
English Question: What is the most popular sport in Mexico?
English Context: The most popular sport in Mexico is association football followed by boxing.[1][2] However,",,,,"English Question: ... English Context: ... English Answer: ... English Answer: ...
English Question: What is the most popular sport in Mexico?
English Context: The most popular sport in Mexico is association football followed by boxing.[1][2] However,",,1.3311336040496826
en-validation-75,Where is Adelaide located?,"Adelaide (/ˈædəleɪd/(listen) AD-ə-layd)[8] is the capital city of the state of South Australia, and the fifth-most populous city of Australia. In June 2017, Adelaide had an estimated resident population of 1,333,927.[1] Adelaide is home to more than 75 percent of the South Australian population, making it the most centralised population of any state in Australia.",['South Australia'],[Your English Translation of the Question] English Context: [Your English Translation of the Context] English Answer: [Your English Answer based on the English Context and Question] English Answer: [English translation of your answer] English Question:,[Your English Translation of the Context] English Answer: [Your English Answer based on the English Context and Question] English Answer: [English translation of your answer] English Question:,[Your English Answer based on the English Context and Question] English Answer: [English translation of your answer] English Question:,[Your English Answer based on the English Context and Question] English Answer: [English translation of your answer] English Question:,,,,English Question: [Your English Translation of the Question] English Context: [Your English Translation of the Context] English Answer: [Your English Answer based on the English Context and Question] English Answer: [English translation of your answer] English Question:,,1.3369543552398682
en-validation-218,How many provinces are there in the Lazio region?,Lazio is divided into four provinces and one metropolitan (province-level) city:,['four'],"... English Context: ... English Answer: ... English Answer: ...
English Question: How many provinces are there in the Lazio region?","... English Answer: ... English Answer: ...
English Question: How many provinces are there in the Lazio region?
English Context: Lazio is divided into four provinces and one metropolitan (province-level) city:
English","... English Answer: ...
English Question: How many provinces are there in the Lazio region?
English Context: Lazio is divided into four provinces and one metropolitan (province-level) city:
English","... English Answer: ...
English Question: How many provinces are there in the Lazio region?
English Context: Lazio is divided into four provinces and one metropolitan (province-level) city:
English",,,,"English Question: ... English Context: ... English Answer: ... English Answer: ...
English Question: How many provinces are there in the Lazio region?
English Context: Lazio is divided into four provinces and one metropolitan (province-level) city:
English",,1.3236968517303467
en-validation-397,How long did David Sharp live for?,"David Sharp (15 February 1972 – 15 May 2006) was an English mountaineer who died near the summit of Mount Everest.[3] His death caused controversy and debate, because he was passed by a number of other climbers heading to and returning from the summit as he was dying,[2][4] although a number of others did try to help him.[2]",['15 February 1972 – 15 May 2006'],"... English Context: ... English Answer: ... English Answer: ...
English Question: How long did David Sharp live for?","... English Answer: ... English Answer: ...
English Question: How long did David Sharp live for?
English Context: David Sharp (15 February 1972 – 15 May 200","... English Answer: ...
English Question: How long did David Sharp live for?
English Context: David Sharp (15 February 1972 – 15 May 200","... English Answer: ...
English Question: How long did David Sharp live for?
English Context: David Sharp (15 February 1972 – 15 May 200",,,,"English Question: ... English Context: ... English Answer: ... English Answer: ...
English Question: How long did David Sharp live for?
English Context: David Sharp (15 February 1972 – 15 May 200",,1.3341405391693115
en-validation-342,What is the origin of the word technology?,"Technology (""science of craft"", from Greek τέχνη, techne, ""art, skill, cunning of hand""; and -λογία, -logia[2]) is the collection of techniques, skills, methods, and processes used in the production of goods or services or in the accomplishment of objectives, such as scientific investigation. Technology can be the knowledge of techniques, processes, and the like, or it can be embedded in machines to allow for operation without detailed knowledge of their workings. Systems (e. g. machines) applying technology by taking an input, changing it according to the system's use, and then producing an outcome are referred to as technology systems or technological systems.",['Greek'],[Your English Translation of the Question],[Your English Translation of the Context],"[Your English Answer based on the English Context and Question]
English Answer: [English translation of your answer] English Question","[Your English Answer based on the English Context and Question]
English Answer: [English translation of your answer] English Question",,,,"English Question: [Your English Translation of the Question]
English Context: [Your English Translation of the Context]
English Answer: [Your English Answer based on the English Context and Question]
English Answer: [English translation of your answer] English Question",,1.343111515045166
en-validation-76,How many people became infected with the Spanish Flu?,"The 1918 influenza pandemic (January 1918– December 1920; colloquially known as Spanish flu) was an unusually deadly influenza pandemic, the first of the two pandemics involving H1N1 influenza virus.[1] It infected 500million people around the world,[2] including people on remote Pacific islands and in the Arctic, and resulted in the deaths of 50 to 100million (three to five percent of the world's population),[3] making it one of the deadliest natural disasters in human history.[4][5][6]",['500million'],"... English Context: ... English Answer: ... English Answer: ...
English Question: How many people became infected with the Spanish Flu?","... English Answer: ... English Answer: ...
English Question: How many people became infected with the Spanish Flu?
English Context: The 1918 influenza pandemic (January 1918– December","... English Answer: ...
English Question: How many people became infected with the Spanish Flu?
English Context: The 1918 influenza pandemic (January 1918– December","... English Answer: ...
English Question: How many people became infected with the Spanish Flu?
English Context: The 1918 influenza pandemic (January 1918– December",,,,"English Question: ... English Context: ... English Answer: ... English Answer: ...
English Question: How many people became infected with the Spanish Flu?
English Context: The 1918 influenza pandemic (January 1918– December",,1.3355941772460938
en-validation-434,What is the current population of Shanghai?,"Shanghai (Chinese:上海, Mandarin pronunciation: [ʂâŋ.xài](listen), Wu pronunciation:[zɑ̃.hɛ](listen)) is one of the four municipalities under the direct administration of the central government of the People's Republic of China, the largest city in China by population, and the second most populous city proper in the world, with a population of 24.18 million as of 2017.[13][14] It is a global financial centre[15] and transport hub, with the world's busiest container port.[16] Located in the Yangtze River Delta, it sits on the south edge of the estuary of the Yangtze in the middle portion of the East China coast. The municipality borders the provinces of Jiangsu and Zhejiang to the north, south and west, and is bounded to the east by the East China Sea.[17]",['24.18 million'],"[Your English Translation of the Question] English Context: [Your English Translation of the Context] English Answer: [Your English Answer based on the English Context and Question] English Answer: [English translation of your answer]
English Question:","[Your English Translation of the Context] English Answer: [Your English Answer based on the English Context and Question] English Answer: [English translation of your answer]
English Question:","[Your English Answer based on the English Context and Question] English Answer: [English translation of your answer]
English Question:","[Your English Answer based on the English Context and Question] English Answer: [English translation of your answer]
English Question:",,,,"English Question: [Your English Translation of the Question] English Context: [Your English Translation of the Context] English Answer: [Your English Answer based on the English Context and Question] English Answer: [English translation of your answer]
English Question:",,1.3479328155517578
en-validation-193,When did Frank Russell Dancevic turn pro?,"The right-handed Dancevic turned pro in 2003 and reached his career high singles ranking in September 2007 at world No. 65. A native of Niagara Falls, Ontario, he was at that time the highest ranked men's Canadian singles player since Daniel Nestor, who was ranked world No. 61 in September 1999. It was Fred Niemeyer whom Dancevic overtook to become, in early 2006, Canada's top-ranked singles player.",['2003'],"... English Context: ... English Answer: ... English Answer: ...
English Question: When did Frank Russell Dancevic turn pro?","... English Answer: ... English Answer: ...
English Question: When did Frank Russell Dancevic turn pro?
English Context: The right-handed Dancevic turned pro in 2003 and reached his career high singles","... English Answer: ...
English Question: When did Frank Russell Dancevic turn pro?
English Context: The right-handed Dancevic turned pro in 2003 and reached his career high singles","... English Answer: ...
English Question: When did Frank Russell Dancevic turn pro?
English Context: The right-handed Dancevic turned pro in 2003 and reached his career high singles",,,,"English Question: ... English Context: ... English Answer: ... English Answer: ...
English Question: When did Frank Russell Dancevic turn pro?
English Context: The right-handed Dancevic turned pro in 2003 and reached his career high singles",,1.3446905612945557
en-validation-73,When did the New Black Panther Party voter intimidation case take place?,"
The New Black Panther Party voter intimidation case is a political controversy in the United States concerning an incident that occurred during the 2008 election. The New Black Panther Party and two of its members, Minister King Samir Shabazz and Jerry Jackson, were charged with voter intimidation for their conduct outside a polling station in Philadelphia, Pennsylvania.",['during the 2008 election'],"... English Context: ... English Answer: ... English Answer: ...
English Question: When did the New Black Panther Party voter intimidation case take place?","... English Answer: ... English Answer: ...
English Question: When did the New Black Panther Party voter intimidation case take place?
English Context: The New Black Panther Party voter intimidation case is a political controversy in the United","... English Answer: ...
English Question: When did the New Black Panther Party voter intimidation case take place?
English Context: The New Black Panther Party voter intimidation case is a political controversy in the United","... English Answer: ...
English Question: When did the New Black Panther Party voter intimidation case take place?
English Context: The New Black Panther Party voter intimidation case is a political controversy in the United",,,,"English Question: ... English Context: ... English Answer: ... English Answer: ...
English Question: When did the New Black Panther Party voter intimidation case take place?
English Context: The New Black Panther Party voter intimidation case is a political controversy in the United",,1.3329269886016846
en-validation-154,Why do they call them soap opera?,"A soap opera is an ongoing drama serial on television or radio, featuring the lives of many characters and their emotional relationships.[1] The term soap opera originated from radio dramas being sponsored by soap manufacturers.[2]",['The term soap opera originated from radio dramas being sponsored by soap manufacturers'],"... English Context: ... English Answer: ... English Answer: ...
English Question: Why do they call them soap opera?","... English Answer: ... English Answer: ...
English Question: Why do they call them soap opera?
English Context: A soap opera is an ongoing drama serial on television or radio, featuring the lives of many characters and","... English Answer: ...
English Question: Why do they call them soap opera?
English Context: A soap opera is an ongoing drama serial on television or radio, featuring the lives of many characters and","... English Answer: ...
English Question: Why do they call them soap opera?
English Context: A soap opera is an ongoing drama serial on television or radio, featuring the lives of many characters and",,,,"English Question: ... English Context: ... English Answer: ... English Answer: ...
English Question: Why do they call them soap opera?
English Context: A soap opera is an ongoing drama serial on television or radio, featuring the lives of many characters and",,1.3293633460998535
en-validation-9,Who was Queen Elizabeth II's father?,"Elizabeth was born in London as the first child of the Duke and Duchess of York, later King George VI and Queen Elizabeth, and she was educated privately at home. Her father acceded to the throne on the abdication of his brother King Edward VIII in 1936, from which time she was the heir presumptive. She began to undertake public duties during the Second World War, serving in the Auxiliary Territorial Service. In 1947, she married Prince Philip, Duke of Edinburgh, a former prince of Greece and Denmark, with whom she has four children: Charles, Prince of Wales; Anne, Princess Royal; Prince Andrew, Duke of York; and Prince Edward, Earl of Wessex.",['King George VI'],[Your English Translation of the Question],[Your English Translation of the Context],"[Your English Answer based on the English Context and Question]
English Answer: [English translation of your final answer] English","[Your English Answer based on the English Context and Question]
English Answer: [English translation of your final answer] English",,,,"English Question: [Your English Translation of the Question]
English Context: [Your English Translation of the Context]
English Answer: [Your English Answer based on the English Context and Question]
English Answer: [English translation of your final answer] English",,1.3427507877349854
en-validation-176,How many children did Richard Oastler have?,"After four years his failing sight forced him to give this up; in 1810 he became a commission agent, dealing in oils and dry-saltery: he also acted as a steward for the Dixons of Gledhow Hall near Leeds,[8]:173 and was used by his father from time to time to carry out work for the Fixby estate (as when in 1812 he organised precautions against the Luddites).[9]:38[lower-alpha 3] He became involved in charity work in Leeds; sick visiting with Michael Thomas Sadler and organising charitable relief of the destitute.[11] In 1816, he married Mary Tatham, daughter of Mary (née Strickland, from Leeds) and Thomas Tatham, a Nottingham grocer. Richard and Mary had two children, both of whom had died by 1819.[lower-alpha 4] Early in 1820 he went bankrupt; later that year on the death of his father, he was invited to succeed him as steward of the Fixby estate, looking after a rent roll of £18,000 per year, on an annual salary of £300. He accepted, moving to Fixby Hall in 1821.[2] When in 1827 the vicar of Halifax (in which parish Fixby lay) attempted to increase his income by 'resuming' collection of various tithes which he claimed to be 'customary', Oastler was prominent in opposition.[12] He later claimed that it was this struggle that had broken his health, leaving him liable to periodic breakdowns in health.[13]",['two'],[Your English Translation of the Question] English Context: [Your English Translation of the Context] English Answer: [Your English Answer based on the English Context and Question] English Answer: [English translation of your answer] English Question:,[Your English Translation of the Context] English Answer: [Your English Answer based on the English Context and Question] English Answer: [English translation of your answer] English Question:,[Your English Answer based on the English Context and Question] English Answer: [English translation of your answer] English Question:,[Your English Answer based on the English Context and Question] English Answer: [English translation of your answer] English Question:,,,,English Question: [Your English Translation of the Question] English Context: [Your English Translation of the Context] English Answer: [Your English Answer based on the English Context and Question] English Answer: [English translation of your answer] English Question:,,1.3964533805847168
en-validation-30,Where is Belize?,"Belize (/bəˈliːz/(listen)) (Spanish: Belice), is a country located on the eastern coast of Central America. Belize is bordered on the northwest by Mexico, on the east by the Caribbean Sea, and on the south and west by Guatemala. It has an area of 8,800 square miles (22,800km2) and a population of 387,879 (2017).[5] Its mainland is about 180mi (290km) long and 68mi (110km) wide. It has the lowest population and population density in Central America.[9] The country's population growth rate of 1.87% per year (2015) is the second highest in the region and one of the highest in the Western Hemisphere.[3]",['on the eastern coast of Central America'],[Your English Translation of the Question],[Your English Translation of the Context],"[Your English Answer based on the English Context and Question]
English Answer: [English translation of your English Answer]
English","[Your English Answer based on the English Context and Question]
English Answer: [English translation of your English Answer]
English",,,,"English Question: [Your English Translation of the Question]
English Context: [Your English Translation of the Context]
English Answer: [Your English Answer based on the English Context and Question]
English Answer: [English translation of your English Answer]
English",,1.3463449478149414
en-validation-192,How many ships are currently in Britain's Naval forces?,"

The Royal Navy is the principal naval warfare service branch of the British Armed Forces. As of November 2018, there are 75 commissioned ships in the Royal Navy. 20 of the commissioned vessels are major surface combatants (six guided missile destroyers, 13 frigates and one aircraft carrier), and 10 are nuclear-powered submarines (four ballistic missile submarines and six fleet submarines). In addition the Navy possesses two amphibious transport docks, 13 mine countermeasures vessels, 23 patrol vessels, four survey vessels, one icebreaker and two historic warships (Victory and Bristol). ",['75'],"... English Context: ... English Answer: ... English Answer: ...
English Question: How many ships are currently in Britain's Naval forces?","... English Answer: ... English Answer: ...
English Question: How many ships are currently in Britain's Naval forces?
English Context: The Royal Navy is the principal naval warfare service branch of the British Armed Forces. As","... English Answer: ...
English Question: How many ships are currently in Britain's Naval forces?
English Context: The Royal Navy is the principal naval warfare service branch of the British Armed Forces. As","... English Answer: ...
English Question: How many ships are currently in Britain's Naval forces?
English Context: The Royal Navy is the principal naval warfare service branch of the British Armed Forces. As",,,,"English Question: ... English Context: ... English Answer: ... English Answer: ...
English Question: How many ships are currently in Britain's Naval forces?
English Context: The Royal Navy is the principal naval warfare service branch of the British Armed Forces. As",,1.3410212993621826
en-validation-104,When did the yen become the official currency of Japan?,"The concept of the yen was a component of the Meiji government's modernization program of Japan's economy; which postulated the pursuit of a uniform currency throughout the country modeled after the European decimal currency system.
Before the Meiji Restoration, Japan's feudal fiefs all issued their own money, hansatsu, in an array of incompatible denominations. The New Currency Act of 1871 did away with these and established the yen, which was defined as 1.5g (0.048 troy ounces) of gold, or 24.26g (0.780 troy ounces) of silver, as the new decimal currency. The former han (fiefs) became prefectures and their mints private chartered banks, which initially retained the right to print money. To bring an end to this situation the Bank of Japan was founded in 1882 and given a monopoly on controlling the money supply.[3]",['1871'],[Your English Translation of the Question],[Your English Translation of the Context],"[Your English Answer based on the English Context and Question]
English Answer: [English translation of your answer]
English Question","[Your English Answer based on the English Context and Question]
English Answer: [English translation of your answer]
English Question",,,,"English Question: [Your English Translation of the Question]
English Context: [Your English Translation of the Context]
English Answer: [Your English Answer based on the English Context and Question]
English Answer: [English translation of your answer]
English Question",,1.3490347862243652
en-validation-132,When do children start to retain memories?,"Some research has demonstrated that children can remember events from the age of one, but that these memories may decline as children get older.[3][4][5] 
Most psychologists differ in defining the offset of childhood amnesia. Some define it as the age from which a first memory can be retrieved. This is usually at the age of three or four, but it can range from two to eight years.[6][7][8]","['at the age of three or four, but it can range from two to eight years']","... English Context: ... English Answer: ... English Answer: ...
English Question: When do children start to retain memories?","... English Answer: ... English Answer: ...
English Question: When do children start to retain memories?
English Context: Some research has demonstrated that children can remember events from the age of one, but that these memories may","... English Answer: ...
English Question: When do children start to retain memories?
English Context: Some research has demonstrated that children can remember events from the age of one, but that these memories may","... English Answer: ...
English Question: When do children start to retain memories?
English Context: Some research has demonstrated that children can remember events from the age of one, but that these memories may",,,,"English Question: ... English Context: ... English Answer: ... English Answer: ...
English Question: When do children start to retain memories?
English Context: Some research has demonstrated that children can remember events from the age of one, but that these memories may",,1.3340880870819092
