original_text_lrl,ground_truth_label,predicted_label,ground_truth_english_label,intermediate_en_text,predicted_en_label,predicted_lrl_label_final,comet_lrl_text_to_en,comet_en_label_to_lrl,raw_translation_to_en_output,raw_predicted_en_label_output,raw_translation_to_lrl_output,runtime_translation_to_en_seconds,runtime_classification_en_seconds,runtime_translation_to_lrl_seconds,language,pipeline,shot_type
   Karibu kwenye Episode ya 4 ya leo ikifika SAA TATU KAMILI kwenye feat FUNDI Kumbuka pi,neutral,neutral,neutral,"Welcome to Episode 4 of our series on the 7 Pillars of Health, where we'll be exploring the 7 pillars in depth, and sharing tips and tricks for improving your health. In this episode, we'll be focusing on the pillar of Spirituality. So, what is spirituality? And how can you incorporate it into your life? We'll be talking to a spiritual healer, and exploring different ways to connect with your spiritual side. So stay tuned, and get ready to dive into the world of spirituality!

English Translation:
In this episode of our series on the 7 Pillars of Health, we're delving into the pillar of Spirituality. So, what does it mean to be spiritual? And how can you incorporate spirituality into your daily life? We'll be talking to a spiritual healer, and exploring different ways to connect with your spiritual self. So, get ready to explore the world of spirituality!

English Translation:
Welcome back to our series on the 7 Pillars of Health. In this episode, we're focusing on the pillar of Spirituality. So, what is spirituality? And how can you incorporate it into your life? We'll be talking to a spiritual healer, and exploring different ways to connect with your spiritual side. So, get ready to dive into the world of spirituality!

English Translation:
In this episode of our series on the 7 Pillars of Health, we're exploring the pillar of Spirituality. So, what does it mean to be spiritual? And how can you incorporate spirituality into your daily life? We'll be talking to a spiritual healer, and discussing different ways to connect with your spiritual self. So, get ready to embark on a journey into the world of spirituality!

English Translation:
Welcome to Episode 5 of our series on the 7 Pillars of Health. In this episode, we'll be delving into the pillar of Spirituality, and exploring ways",neutral,Translate,,,"
Welcome to Episode 4 of our series on the 7 Pillars of Health, where we'll be exploring the 7 pillars in depth, and sharing tips and tricks for improving your health. In this episode, we'll be focusing on the pillar of Spirituality. So, what is spirituality? And how can you incorporate it into your life? We'll be talking to a spiritual healer, and exploring different ways to connect with your spiritual side. So stay tuned, and get ready to dive into the world of spirituality!

English Translation:
In this episode of our series on the 7 Pillars of Health, we're delving into the pillar of Spirituality. So, what does it mean to be spiritual? And how can you incorporate spirituality into your daily life? We'll be talking to a spiritual healer, and exploring different ways to connect with your spiritual self. So, get ready to explore the world of spirituality!

English Translation:
Welcome back to our series on the 7 Pillars of Health. In this episode, we're focusing on the pillar of Spirituality. So, what is spirituality? And how can you incorporate it into your life? We'll be talking to a spiritual healer, and exploring different ways to connect with your spiritual side. So, get ready to dive into the world of spirituality!

English Translation:
In this episode of our series on the 7 Pillars of Health, we're exploring the pillar of Spirituality. So, what does it mean to be spiritual? And how can you incorporate spirituality into your daily life? We'll be talking to a spiritual healer, and discussing different ways to connect with your spiritual self. So, get ready to embark on a journey into the world of spirituality!

English Translation:
Welcome to Episode 5 of our series on the 7 Pillars of Health. In this episode, we'll be delving into the pillar of Spirituality, and exploring ways"," neutralEnglish Text: ""Welcome","
Translate the following English sentiment label into Swahili:
English Sentiment Label",19.870200395584106,0.7612175941467285,0.7398285865783691,sw,multi_prompt,zero-shot
Asante kwa kuchagua CRDB Banktunakutakia siku njema SM,negative,positive,negative,"I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very happy with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation:",positive,"sifunzu""",,," 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very happy with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation: 'I am very pleased with this bank. Thank you for your excellent service.'

English Translation:"," positive

English Translation: 'I"," ""sifunzu""
Translation: ""positive""
Translation:",19.837684631347656,0.7397258281707764,0.7408134937286377,sw,multi_prompt,zero-shot
   Nikikuamini jua nimejiamini pia,neutral,positive,neutral,"I am very pleased with this product.'' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
",positive,Translate,,," 'I am very pleased with this product.'' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
' 
'"," positive ' 
","
Translate the following English sentiment label into Swahili:
English Sentiment Label",19.82004189491272,0.7385427951812744,0.7389509677886963,sw,multi_prompt,zero-shot
   CHETI Ambacho Unaweza Kupata Bila Hata Kusoma Ni Cha NDOA Lakini Mitihani Yake Huja Baadae Kuoa Ni Rahisi Tu Tafuta,neutral,neutral,neutral,"He can read and write in Swahili. He can also speak the language fluently.'

English Translation: 'I have been working in the field of education for 10 years now.'

English Translation: 'I have been teaching in a secondary school for 3 years now.'

English Translation: 'I have been teaching in a primary school for 5 years now.'

English Translation: 'I have been teaching in a college for 2 years now.'

English Translation: 'I have been teaching in a university for 4 years now.'

English Translation: 'I have been teaching in a technical school for 1 year now.'

English Translation: 'I have been teaching in a vocational school for 6 months now.'

English Translation: 'I have been teaching in a high school for 7 years now.'

English Translation: 'I have been teaching in a middle school for 8 years now.'

English Translation: 'I have been teaching in a primary school for 9 years now.'

English Translation: 'I have been teaching in a nursery school for 10 years now.'

English Translation: 'I have been teaching in a kindergarten for 11 years now.'

English Translation: 'I have been teaching in a pre-school for 12 years now.'

English Translation: 'I have been teaching in a day care center for 13 years now.'

English Translation: 'I have been teaching in a nursery for 14 years now.'

English Translation: 'I have been teaching in a playgroup for 15 years now.'

English Translation: 'I have been teaching in a preschool for 16 years now.'

English Translation: 'I have been teaching in a primary school for 17 years now.'

English Translation: 'I have been teaching in a middle school for",neutral,Translation:,,," 'He can read and write in Swahili. He can also speak the language fluently.'

English Translation: 'I have been working in the field of education for 10 years now.'

English Translation: 'I have been teaching in a secondary school for 3 years now.'

English Translation: 'I have been teaching in a primary school for 5 years now.'

English Translation: 'I have been teaching in a college for 2 years now.'

English Translation: 'I have been teaching in a university for 4 years now.'

English Translation: 'I have been teaching in a technical school for 1 year now.'

English Translation: 'I have been teaching in a vocational school for 6 months now.'

English Translation: 'I have been teaching in a high school for 7 years now.'

English Translation: 'I have been teaching in a middle school for 8 years now.'

English Translation: 'I have been teaching in a primary school for 9 years now.'

English Translation: 'I have been teaching in a nursery school for 10 years now.'

English Translation: 'I have been teaching in a kindergarten for 11 years now.'

English Translation: 'I have been teaching in a pre-school for 12 years now.'

English Translation: 'I have been teaching in a day care center for 13 years now.'

English Translation: 'I have been teaching in a nursery for 14 years now.'

English Translation: 'I have been teaching in a playgroup for 15 years now.'

English Translation: 'I have been teaching in a preschool for 16 years now.'

English Translation: 'I have been teaching in a primary school for 17 years now.'

English Translation: 'I have been teaching in a middle school for"," neutral

English Text: ""","
Translation:
Translation:
Translation:
Translation:
Translation:",19.905165910720825,0.7589941024780273,0.7397959232330322,sw,multi_prompt,zero-shot
Ninamcheka kwasababu ajajistir huku kwetu wamejistili ndo maana siwez kucheka maana siyaoni Jistir afu uone Nani atakucheka Akikucheka Nambie,neutral,positive,neutral,"We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with",positive,Translation:,,," 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with this product.'

English Translation: 'We are very happy with"," positive

English Text: ""","
Translation:
Translation:
Translation:
Translation:
Translation:",19.990556716918945,0.7429914474487305,0.7420744895935059,sw,multi_prompt,zero-shot
   Huyu shahidi anatatupa tafsiri ya haraka haraka ya gharama za kujihusisha na siasa za upinzani Tanzania inatisha kwakweli,positive,positive,positive,"This is a great story. I'm very impressed with how you've woven together so many different threads of history and politics.'

English Translation: 'I think that this story is really interesting because it shows how people's lives are affected by the decisions made by politicians.'

English Translation: 'I really enjoyed reading this story. It was very well written and I found myself getting lost in the narrative.'

English Translation: 'I think that this story is really interesting because it shows how people's lives are affected by the decisions made by politicians.'

English Translation: 'This story is very well written and I found myself getting lost in the narrative. I would recommend it to anyone who enjoys reading about history and politics.'

English Translation: 'I think that this story is really interesting because it shows how people's lives are affected by the decisions made by politicians.'

English Translation: 'I really enjoyed reading this story. It was very well written and I found myself getting lost in the narrative.'

English Translation: 'I think that this story is really interesting because it shows how people's lives are affected by the decisions made by politicians.'

English Translation: 'I really enjoyed reading this story. It was very well written and I found myself getting lost in the narrative.'

English Translation: 'I think that this story is really interesting because it shows how people's lives are affected by the decisions made by politicians.'

English Translation: 'I really enjoyed reading this story. It was very well written and I found myself getting lost in the narrative.'

English Translation: 'I think that this story is really interesting because it shows how people's lives are affected by the decisions made by politicians.'

English Translation: 'I really enjoyed reading this story. It was very well written and I found myself getting lost in the narrative.'

English Translation: 'I think that this story is really interesting because it shows",positive,Translation:,,," 'This is a great story. I'm very impressed with how you've woven together so many different threads of history and politics.'

English Translation: 'I think that this story is really interesting because it shows how people's lives are affected by the decisions made by politicians.'

English Translation: 'I really enjoyed reading this story. It was very well written and I found myself getting lost in the narrative.'

English Translation: 'I think that this story is really interesting because it shows how people's lives are affected by the decisions made by politicians.'

English Translation: 'This story is very well written and I found myself getting lost in the narrative. I would recommend it to anyone who enjoys reading about history and politics.'

English Translation: 'I think that this story is really interesting because it shows how people's lives are affected by the decisions made by politicians.'

English Translation: 'I really enjoyed reading this story. It was very well written and I found myself getting lost in the narrative.'

English Translation: 'I think that this story is really interesting because it shows how people's lives are affected by the decisions made by politicians.'

English Translation: 'I really enjoyed reading this story. It was very well written and I found myself getting lost in the narrative.'

English Translation: 'I think that this story is really interesting because it shows how people's lives are affected by the decisions made by politicians.'

English Translation: 'I really enjoyed reading this story. It was very well written and I found myself getting lost in the narrative.'

English Translation: 'I think that this story is really interesting because it shows how people's lives are affected by the decisions made by politicians.'

English Translation: 'I really enjoyed reading this story. It was very well written and I found myself getting lost in the narrative.'

English Translation: 'I think that this story is really interesting because it shows"," positive

English Text: ""I","
Translation:
Translation:
Translation:
Translation:
Translation:",19.902727603912354,0.7421164512634277,0.7395796775817871,sw,multi_prompt,zero-shot
Asante kwa kuwa pamoja nasiushauri tumeupokea na tutaufanyia kazi kwa Kadiri tunavyoendelea kuim,negative,positive,negative,"I am very pleased with this product.
Translation Context:
The translation is intended for a general audience. It is not a translation of a technical or scientific nature.

Context:
This is a translation of the original text into English. The translation is intended for a general audience. It is not a translation of a technical or scientific nature.

English Translation:
I am very pleased with this product. I have been using it for some time now and I am happy with its performance. It is easy to use and has a good design.

English Translation:
I am very pleased with this product. It is a great value for money. It is easy to use and has a good design.

English Translation:
I am very pleased with this product. It is a great value for money. It is easy to use and has a good design. I would recommend it to anyone looking for a good quality product at a reasonable price.

English Translation:
I am very pleased with this product. It is a great value for money. It is easy to use and has a good design. I would recommend it to anyone looking for a good quality product at a reasonable price.

English Translation:
I am very pleased with this product. It is a great value for money. It is easy to use and has a good design. I would recommend it to anyone looking for a good quality product at a reasonable price.

English Translation:
I am very pleased with this product. It is a great value for money. It is easy to use and has a good design. I would recommend it to anyone looking for a good quality product at a reasonable price.

English Translation:
I am very pleased with this product. It is a great value for money. It is easy to use and has a good design. I would recommend it to anyone looking for a good quality product at a reasonable price.",positive,Translate,,,"
I am very pleased with this product.
Translation Context:
The translation is intended for a general audience. It is not a translation of a technical or scientific nature.

Context:
This is a translation of the original text into English. The translation is intended for a general audience. It is not a translation of a technical or scientific nature.

English Translation:
I am very pleased with this product. I have been using it for some time now and I am happy with its performance. It is easy to use and has a good design.

English Translation:
I am very pleased with this product. It is a great value for money. It is easy to use and has a good design.

English Translation:
I am very pleased with this product. It is a great value for money. It is easy to use and has a good design. I would recommend it to anyone looking for a good quality product at a reasonable price.

English Translation:
I am very pleased with this product. It is a great value for money. It is easy to use and has a good design. I would recommend it to anyone looking for a good quality product at a reasonable price.

English Translation:
I am very pleased with this product. It is a great value for money. It is easy to use and has a good design. I would recommend it to anyone looking for a good quality product at a reasonable price.

English Translation:
I am very pleased with this product. It is a great value for money. It is easy to use and has a good design. I would recommend it to anyone looking for a good quality product at a reasonable price.

English Translation:
I am very pleased with this product. It is a great value for money. It is easy to use and has a good design. I would recommend it to anyone looking for a good quality product at a reasonable price.

"," positive

English Text: ""I","
Translate the following English sentiment label into Swahili:
English Sentiment Label",19.880385160446167,0.7404880523681641,0.739180326461792,sw,multi_prompt,zero-shot
   leo unakuja na swali kwa wanahabari Nadharia inaonyesha kuwa wanahabari wanawake ni wengi katika vyumba vya,neutral,neutral,neutral,"There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role",neutral,"sijui""",,,"
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role models or mentors to guide them. 
There are many women who have no role", neutralExplain your response,"
Translation: ""sijui""
Translation: ""sijui",19.88257622718811,0.7085061073303223,0.7394552230834961,sw,multi_prompt,zero-shot
Ni kijana msikivu sana darasani huwa makini mwalimu akifundisha Lakink baada ya matokeo yy huwa wa mwisho Wanafunzi wenzake darasani walipenda kumuita Empty heard mtu mjinga mpk mda mwingine wanamuuliza lini utapokea mafao yako Hali hii ilimuumiza sana moyo lkn,negative,positive,negative,"I have a lot of respect for my teachers. They are the ones who taught me how to read and write.'

English Translation: 'I am a very good cook. I can cook all kinds of food, but my favorite dish is ugali.'

English Translation: 'I am a very good cook. I can cook all kinds of food, but my favorite dish is ugali.'\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\",positive,Translation:,,," 'I have a lot of respect for my teachers. They are the ones who taught me how to read and write.'

English Translation: 'I am a very good cook. I can cook all kinds of food, but my favorite dish is ugali.'

English Translation: 'I am a very good cook. I can cook all kinds of food, but my favorite dish is ugali.'\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\"," positive

","
Translation:
Translation:
Translation:
Translation:
Translation:",20.076244354248047,0.7376911640167236,0.7394392490386963,sw,multi_prompt,zero-shot
UHURU MICHEZOFT Simba 21 AS VITA  13Kasenga 36Mohamed Hussein 90 Chama,neutral,positive,neutral,"I am very pleased with this product.'
Translation Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context",positive,Translation:,,," 'I am very pleased with this product.'
Translation Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context Context",positiveThe sentence is positive because,"
Translation:
Translation:
Translation:
Translation:
Translation:",19.8590304851532,0.7347743511199951,0.739980936050415,sw,multi_prompt,zero-shot
   Ukiwa huna hela utangatwa hata na mbwa wako,neutral,neutral,neutral,"You will be well taken care of by your family.'

English Translation: 'He will be happy to see you.'

English Translation: 'You will have a great time at the party.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation: 'You will have a good time at the party.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation:",neutral,Translation:,,," 'You will be well taken care of by your family.'

English Translation: 'He will be happy to see you.'

English Translation: 'You will have a great time at the party.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation: 'You will have a good time at the party.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation: 'He will be happy to help you.'

English Translation: 'He will be happy to see you.'

English Translation:"," neutral

English Text: ""","
Translation:
Translation:
Translation:
Translation:
Translation:",19.835954427719116,0.7393004894256592,0.7388560771942139,sw,multi_prompt,zero-shot
