id,text,ground_truth_label,predicted_label,language,runtime_seconds,prompt_language,shot_type,raw_model_output
hau_test_8,gaskiya duk wanda ya kalli hotunan da labarun su yakamata yace alhamdullilah saboda duniya yanz ba a fada a kwance take,negative,positive,ha,0.4889,LRL-instruct,few-shot,"positive

Rubutu da turanci:
'gaskiya du"
hau_test_84,ameen babban mutum,negative,positive,ha,0.4739,LRL-instruct,few-shot,"positive

Rubutu hausa:
'na wata'"
hau_test_4434,hmmmm washa kenan idam allah yakawo masu sonku don allah kuna basu fuska balle har kugane,positive,positive,ha,0.4773,LRL-instruct,few-shot,"positive

Rubutu hausa:
""wata wata w"
hau_test_4065,na bi cilla wa da gudu ba wando,positive,positive,ha,0.4855,LRL-instruct,few-shot,"positive

'na bi cilla wa da gudu ba wando"
hau_test_4547,kutumar uwarsu shegu kawaii time in da ake ta kashe mutane a arewachin nigeria wani banza ne yayi uppan ‍️ harda kaima ahmad musa,positive,positive,ha,0.1171,LRL-instruct,few-shot,positive
hau_test_3044,ta baya ta rago ‍️,neutral,positive,ha,0.4755,LRL-instruct,few-shot,"positive

Kana hausa wata baa:
kiing"
hau_test_794,ya allah muna neman tsarin ka daga sharrin mutum da na aljan ya allah kada ka bari mu cutar da kowa ya allah kada ka bari a cutar da mu muna yiwa kowa fatan alkhairan duniya da lahira ️,negative,positive,ha,0.4930,LRL-instruct,few-shot,"positive

Kana hausa rarruba:
'na w"
hau_test_3064,kashhh baku bane yan jarida kuje ku tambayesu mana,neutral,negative,ha,0.4781,LRL-instruct,few-shot,"negative

'Bana bane hausawa yahaya b"
hau_test_1129,allah ya kyauta allah ubangiji ya karemu,negative,positive,ha,0.4742,LRL-instruct,few-shot,"positive

Rubutu hausa:
'Allah ya kyauta"
hau_test_373,allah ya karbi ibadar mu,negative,positive,ha,0.4721,LRL-instruct,few-shot,"positive

Kana hausawa kuma yahay ina"
hau_test_996,mashaallah allah yasa mai amfani nine,negative,positive,ha,0.4729,LRL-instruct,few-shot,"positive

'Allah yahay kan waa nii kuma"
hau_test_3323,idan ka tsaya kayi zooming sosai ka kalli hoton zaka ga kamar riga ta saka mai kalar fatarta ba wai gadon bayanta bane a waje yakamata ayi mata kyakykyawar fahimta domin gaskiya a yadda nasan bayan rahma sadau ba haka yake ba saboda tayi qiba sosai a hoton nan,neutral,positive,ha,0.4916,LRL-instruct,few-shot,"positive

Rubutu hausa:
'Nana kan sayo"
hau_test_2342,aunty rahama antashi lfy yunwa nakeji ataimaka abani abunda zankarya kumallo,neutral,positive,ha,0.4746,LRL-instruct,few-shot,"positive

Rubutu hausa:
""My auntie Rahama"
hau_test_1538,yayi kyau good night sweet dream,negative,positive,ha,0.4730,LRL-instruct,few-shot,"positive

Kana hausawa yahay kan baa n"
hau_test_5011,wollah n daura kana ruwa,positive,positive,ha,0.4738,LRL-instruct,few-shot,"positive

'Kana wolo kan ruwaxan'"
hau_test_1101,to allah yakawo mana daukinsa amin,negative,positive,ha,0.4745,LRL-instruct,few-shot,"positive

Kana hausa ninkin da yawa:"
hau_test_2882,ki zo min da nawa dadin,neutral,positive,ha,0.4724,LRL-instruct,few-shot,"positive

'ki soo baad da nawa dadin'"
hau_test_15,wahya fa sai heqi kike qarawa yasin,negative,positive,ha,0.4733,LRL-instruct,few-shot,"positive

'Bannin ha ba sauri wata'"
hau_test_439,dan adam kenan kome kaimai balallaine ka burgeshi b allah yakara basira director muna jindadin wannan shiri sosai wlh muna kuma kara godiya ️,negative,positive,ha,0.4875,LRL-instruct,few-shot,"positive

Rubutu hausa:
""dan adama kanan"
hau_test_4054,cab muna ruwa,positive,positive,ha,0.4728,LRL-instruct,few-shot,"positive

'caba ruwana'
Alamar Ra'"
hau_test_3065,na duƙe tsohon ciniki kowa ya taso kai ya tarar,neutral,positive,ha,0.4737,LRL-instruct,few-shot,"positive

'na duƙe tsohon ciniki k"
hau_test_2377,yo mukuma ya zaayi damu,neutral,positive,ha,0.4728,LRL-instruct,few-shot,"positive

'yau yau kama baa'
Al"
hau_test_1210,muma haka nan xamu ki jin dadi inshaallah in allah ya tashy saka mana abun da kae mana,negative,positive,ha,0.4757,LRL-instruct,few-shot,"positive

Kana hausawa yahay baa samasa"
hau_test_1934,adam kannywood or am sorry kace kafita,neutral,positive,ha,0.4734,LRL-instruct,few-shot,"positive

Kanoo, hausa ninkin waa kan"
hau_test_3824,bari inyi adawa bakiyi kyauba,positive,positive,ha,0.4700,LRL-instruct,few-shot,"positive

'baka inyina guddi ba nadi"
hau_test_4255,ina kyau anan,positive,positive,ha,0.4729,LRL-instruct,few-shot,"positive

'ina kuma ba'
Alamar Ra'ayi"
hau_test_4005,allah ya tsine mai karya,positive,positive,ha,0.4728,LRL-instruct,few-shot,"positive

'Allah ya tsine mai karya'
Alamar Ra"
hau_test_2603,zanyi biyayya amma yazanyi nasamu rabona nima,neutral,positive,ha,0.4732,LRL-instruct,few-shot,"positive

'Nimi zanya kuma yanzanina b"
hau_test_4017,idan bakasan gariba sai ka saurari daka maana shine idan bakasan shugaba buhari ba toh yasin kashigo nigeria gaskiya mun daku a turmi lugub a barmu haka,positive,positive,ha,0.4885,LRL-instruct,few-shot,"positive

Rubutu hausa:
'Bannu sano"
hau_test_2921,bari na tuna,neutral,positive,ha,0.4721,LRL-instruct,few-shot,"positive

'bari na tunna'
Alamar Ra'"
hau_test_3964,thank god numfashinmu ba a hannunsu yake ba dan shima nasan da yanzu an bambamta yawan wanda talaka zai shaka da na mai kudi,positive,positive,ha,0.4876,LRL-instruct,few-shot,"positive

Kana hausawa baya naseya:"
hau_test_2402,dan hk mazajebase mai kyau bakoh me tallan awara kasamu kayi editing dinta zatayi nrml ai,neutral,positive,ha,0.4750,LRL-instruct,few-shot,"positive

'nare kuma nadiya gudubba"
hau_test_957,barka da sallah sir,negative,positive,ha,0.4720,LRL-instruct,few-shot,"positive

Rubutu hausa:
'Barka da sallah"
hau_test_2103,bbc hausa a ina kuka samo wadannan bayanai,neutral,positive,ha,0.4738,LRL-instruct,few-shot,"positive

'BBC hausa kan ku ba ko saman gaba"
hau_test_23,allah y vashii saa sbd wnn duk sharrin maqiiyanshii neh da kuma tugguhuvangijii allah yah qetarar dashii daga kukan yan hassada da makirceh nah maqiiyah arewacin nigeria,negative,positive,ha,0.4890,LRL-instruct,few-shot,"positive

Turancin Rubutu:
'Allah y vash"
hau_test_2707,inkun kamu karku sha,neutral,positive,ha,0.4730,LRL-instruct,few-shot,"positive

'kama kamu karku sha'
Al"
hau_test_5213,allah raka taki gona idanma dahali yatsaya cen munafe,positive,positive,ha,0.4739,LRL-instruct,few-shot,"positive

'Allah raka tako gaba idanma dah"
hau_test_3967,saura bangaren tsaro nan yafi yi mana ciwo baba,positive,positive,ha,0.4735,LRL-instruct,few-shot,"positive

'Sura bangaren tsaro nan yafi yi man"
hau_test_2380,shin wai da gaske hakan ne,neutral,positive,ha,0.4706,LRL-instruct,few-shot,"positive

'wata hausawa saka kuma baura"
hau_test_4373,waike haryanxu baki sayarba idan yayi kwantai pls go market,positive,positive,ha,0.4741,LRL-instruct,few-shot,"positive

'waike haryanxu baki sayarba id"
