premise_lrl,hypothesis_lrl,original_gt_label_int,ground_truth_eng_label_str,premise_en,hypothesis_en,predicted_english_label_model_intermediate,predicted_lrl_label_model_raw,predicted_label_for_accuracy,raw_premise_translation_response,raw_hypothesis_translation_response,raw_nli_response,runtime_seconds,error_message
یہ سوچ کے چیک بک صرف ایک خالی چک ہے، آپ سمجھ سکتے ہیں، اور اس میں لامحدود رقم ہے، یہ نہیں کہ وہ جاتی ہے اور لامحدود طریقے سے خرچ کرتی ہے لیکن لگ بگھ ایسا رویہ ہے,وہ محسوس کرتے ہیں کہ وہ ایک رات سے زیادہ سے زیادہ 1000 ڈالر خرچ کر سکتے ہیں.,1,neutral,"This is a thought experiment that merely consists of an empty check, you can understand it and there are infinite numbers in it, it's not that they come and go through infinite ways but it's just like this.","They can spend more than $1,000 per night.",contradiction,متضاد,contradiction,"This is a thought experiment that merely consists of an empty check, you can understand it and there are infinite numbers in it, it's not that they come and go through infinite ways but it's just like this.","They can spend more than $1,000 per night.",contradiction,3.767573356628418,
میرا ہیرو اگرچہ اورسیز انویسٹمنٹ ٹرسٹ کا چیئرمین رچرڈ ہیسلٹین ہے جس نے حالیہ ماہ میں اپنے اعلی افسران کی طرف سے زبردستی لاگو کیے جانے والے کاروباری منصوبے کے خلاف احتجاجن استیفا دیا تھا۔,ہیسیلتاہں نے اپنی نوکری چھوڑدی,0,entailment,"Myra was appointed as the chief of staff in spite of the fact that she had been a member of the Navy's board of directors, and had protested against the appointment of her superior officers.",The employees have quit their jobs.,contradiction,متضاد,contradiction,"Myra was appointed as the chief of staff in spite of the fact that she had been a member of the Navy's board of directors, and had protested against the appointment of her superior officers.",The employees have quit their jobs.,contradiction,3.4828696250915527,
ذرائع نے دعوی کیا کہ بن لادن نے پوچھا اور بم سازی کے ماہر سے مدد حاصل کی، جو وہاں وہاں ستمبر 1996 تک تربیت دے رہا تھا، جب یہ معلومات ریاستہائے متحدہ تک پہنچ گئی تھی.,ذریعہ اسامہ بن لادن کے بارے میں کچھ نہیں جانتا تھا۔,2,contradiction,"The reasons given for this were that bin Laden had asked for and received help from a bomb-making expert who was training him until September 1996, when the information reached the United States.",He did not know anything about Osama bin Laden.,contradiction,ضِدّی,contradiction,"The reasons given for this were that bin Laden had asked for and received help from a bomb-making expert who was training him until September 1996, when the information reached the United States.",He did not know anything about Osama bin Laden.,contradiction,3.4878089427948,
نیوی سکوسکیا سے تنگ تنگ Chignecto قونس، سے منسلک نیو برونزک 14،000 وفادار پناہ گزینوں کی درخواست پر 1784 میں ایک علیحدہ صوبہ بن گیا,نیو برنسوک 1784 میں ایک صوبہ نہیں تھا۔,2,contradiction,"From New Scotland to Chignecto County, from the Acadian settlement of New Brunswick to 14,000 loyalists in 1784, it was a single province.",New Brunswick was not a province in 1784.,contradiction,متضاد,contradiction,"From New Scotland to Chignecto County, from the Acadian settlement of New Brunswick to 14,000 loyalists in 1784, it was a single province.",New Brunswick was not a province in 1784.,contradiction,3.9035682678222656,
انہوں نے زور دیا کہ مسلسل اہداف کو یقینی بنانے کے لئے ضروری تھا کہ کنٹرول موجودہ خطرات سے نمٹنے کے لئے اور غیر ضروری طور پر معاوضے کی کارروائیوں سے نمٹنے کے لئے ہر وقت تیار رہیں. اور وہ افراد جنہوں نے معلومات کے نظام کا استعمال کیا اور برقرار رکھنے کے تنظیمی پالیسیوں کے ساتھ عمل کیا۔,دوی وویل چې مهمه وه چي محتاط وو کله چي دا  د خبرونو   کنترولولو فا  .بریکي ته راغلو,1,neutral,They insisted that it was imperative for the series to be made concrete by ensuring that the existing controls did not prevent and that unnecessary compensation was avoided at all times. And they were individuals who had used the information system and developed organizational policies to do so.,"Two will come and what is important is that they are careful. The news of control, break it.",contradiction,ضِدّت,contradiction,They insisted that it was imperative for the series to be made concrete by ensuring that the existing controls did not prevent and that unnecessary compensation was avoided at all times. And they were individuals who had used the information system and developed organizational policies to do so.,"Two will come and what is important is that they are careful. The news of control, break it.",contradiction,4.935359477996826,
اگر میں کچھ کر سکتی تھی۔,میں جانتا تھا کہ میرے کرنے کیلۓ کچھ نہیں تھا۔,2,contradiction,If I could do something.,I was aware that I had nothing to do.,contradiction,ضِدّت,contradiction,If I could do something.,I was aware that I had nothing to do.,contradiction,1.6664562225341797,
بہت سے انسانی رابطے کو سیریز میں لے جانے کے لئے مائیکل آڈٹ کو ملازمت سے زیادہ بنا دیا گیا ہے.,مائیکل ایڈ نے سیریز میں ذاتی معیار کو شامل کرنے کے لئے ملازمت کی تھی.,0,entailment,Michael Adte has been made more than a necessary link in the series of many human relations.,Michael Ayde was responsible for including the standard in the series.,contradiction,متضاد,contradiction,Michael Adte has been made more than a necessary link in the series of many human relations.,Michael Ayde was responsible for including the standard in the series.,contradiction,2.9144163131713867,
یہ ہسپانوی چھاپے کے رات پر برجٹاؤن میں تھا .آپ مہم کے لئے $ 100 یا اس سے زیادہ آپ کے شراکت کے لئے تعریف کرتے ہیں، آپ اور مہمان کو جمعرات کو 23.2 مارچ کو 5: 30- 8:00 بجے سے جمعرات کو خصوصی استقبال میں شرکت کے لئے مدعو کیا جاتا ہے. ہیروئن ہال,آپ اور ایک مہمان کو ایک خصوصی استقبالیہ میں شرکت کے لیے مدعو کیا جائے گا اگر آپ 100 ڈالر یا زیادہ مہم کے لیے عطیہ دیتے ہیں۔,0,entailment,This is a private reception for you and your guests on March 23rd from 5:30 - 8:00 pm instead of the group tour. Please RSVP by March 19th.,You and a guest will be invited to an exclusive reception if you give $100 or more for the event.,contradiction,ضِدّت,contradiction,This is a private reception for you and your guests on March 23rd from 5:30 - 8:00 pm instead of the group tour. Please RSVP by March 19th.,You and a guest will be invited to an exclusive reception if you give $100 or more for the event.,contradiction,4.6398093700408936,
آپ ان کی کہانیاں اور ایمسٹرڈیم کے حرفوں کے ساتھ ساتھ تصاویر اور فنکاروں کے ساتھ ساتھ ویڈیوز دیکھیں گے.,تم فوٹو گراف نہیں دیکھو گے,2,contradiction,You will see pictures of your friends and family members as well as videos with their voices in this app.,You won't see a video,contradiction,ضِدّی,contradiction,You will see pictures of your friends and family members as well as videos with their voices in this app.,You won't see a video,contradiction,2.060298442840576,
اس کے علاوہ، انڈیانا کے رہائشیوں کو انڈیانا ٹیکس کریڈٹ کے ذریعہ ٹیکس فوائد مل سکتی ہے جو براہ راست ریاست ٹیکس کی واپسی کی نچلے لائن کے خلاف لاگو کیا جاتا ہے.,انڈیانا کے باشندے 50٪ ٹیکس کریڈٹ حاصل کرتے ہیں تو وہ تھیٹر کو عطیہ دیتے ہیں.,1,neutral,"In addition, the residents of India can benefit from the Indian Tax Credit through the Indian Tax Credit mechanism which is used for the purpose of offsetting the tax liability arising under the Indian Income Tax Act.","If you have 50% of the land in India, then you give it to the tenant.",contradiction,ضد,contradiction,"In addition, the residents of India can benefit from the Indian Tax Credit through the Indian Tax Credit mechanism which is used for the purpose of offsetting the tax liability arising under the Indian Income Tax Act.","If you have 50% of the land in India, then you give it to the tenant.",contradiction,3.7195751667022705,
لیونہاد کے میئر، جس شہر جوزف کوربل بڑھ گیا، کہتے ہیں کہ انہوں نے حالیہ برسوں میں البرائٹ کو تین خطوط بھیجا.,Korbel led Letohrad.,0,entailment,"In his letter, Joseph Corbell writes that he found a number of the same symbols in the city of Boursa.",Korbel led Letohrad.,contradiction,ضِدّ,contradiction,"In his letter, Joseph Corbell writes that he found a number of the same symbols in the city of Boursa.",Korbel led Letohrad.,contradiction,2.585770845413208,
بحالی کے ساتھ ایک معیشت میں، کیا ہوتا ہے، اگر ہم تجارت کے اپنے فوائد لے سکتے ہیں اور کسی حد تک سرمایہ کاری کر سکتے ہیں تو ہم اس سے زیادہ راستے پیدا کرسکتے ہیں,ہم ہمارے ارد گرد کسی کے ساتھ تجارت نہیں کر سکتے ہیں.,2,contradiction,"In a life where we can benefit from trade and save money, we will find more than enough ways to live.",We cannot trade with anyone outside our group.,contradiction,تضاد,contradiction,"In a life where we can benefit from trade and save money, we will find more than enough ways to live.",We cannot trade with anyone outside our group.,contradiction,2.4618449211120605,
ہم اچھے وکلاء کی تعلیم کو مضبوط بنانے کے لئے جاری رہ سکتے ہیں,ہم وکلاء کو تعلیم دے سکتے ہیں، مجھے یقین ہے کہ!,0,entailment,We can continue to improve our education system.,"We can teach them, I am sure of that.",neutral,"Urdu translation of the English text ""neutral"" is ""نہیں"".",neutral,We can continue to improve our education system.,"We can teach them, I am sure of that.",neutral,2.8857905864715576,
پاکستان میں حتمی وصول کنندہ پھر پاکستان کے حلفارڈر جائیں گے اور اس کے پیسہ وصول کریں گے، جو کچھ بھی رقم سے پاکستان کے حلفارڈر کے پاس ہے,حتمی وصول کنندہ کو رقم کی وصلولی کے لیے ترکی جانا ہو گا۔,2,contradiction,"They will definitely come to Pakistan and they will get paid in Pakistan, which is a certain amount of money that is with them.",It will be necessary to wait until the arrival of the train from Karachi.,contradiction,ضِدّت,contradiction,"They will definitely come to Pakistan and they will get paid in Pakistan, which is a certain amount of money that is with them.",It will be necessary to wait until the arrival of the train from Karachi.,contradiction,3.5951175689697266,
تشویش کا اصل سبب یہ ہے کہ ایچ ایم او طویل عرصے میں اخراجات کو کنٹرول کرنے میں ناکام ہوسکتا ہے.,ہرشخص اس بات کی قدر کرتاہے کہ کچھ عرصہ میں ایچ ایم اوز اخراجات پر کنٹرول کرسکیں گے۔,2,contradiction,The root cause of this anxiety is that it is difficult to control the release in a single or long width.,"Everyone is aware that in some places, the control of the use of the earth will be on the basis of the principle of one person, one vote.",contradiction,ضد,contradiction,The root cause of this anxiety is that it is difficult to control the release in a single or long width.,"Everyone is aware that in some places, the control of the use of the earth will be on the basis of the principle of one person, one vote.",contradiction,3.3898017406463623,
اور یہ ابھی بھی مجھے ڈرا رہا تھا۔,میں تھوڑا سا ڈر رہا تھا.,1,neutral,And he was still with me.,I was in a daze.,neutral,"Urdu translation of the given English text is ""نہیں""",neutral,And he was still with me.,I was in a daze.,neutral,2.057997465133667,
اوہ اوہ زبردست میں کہتا ہوں یہ تومہم جو معلوم ہورہا ہے,یہ تو بہت بھیانک تجربہ لگ رہاہے۔,2,contradiction,He says that he is a genius.,This is a very exciting experience.,neutral,"Urdu translation of the English text ""neutral"" is ""نہیں"".",neutral,He says that he is a genius.,This is a very exciting experience.,neutral,2.080282688140869,
اس خطرے کی تشخیص کے مطابق، سنٹرلنک نے مخصوص روک تھام کی حکمت عملی کی ایک حد تیار کی ہے جس کا مقصد جانشینوں اور آجروں کو آمدنی کی رپورٹنگ کی ضروریات پر تعلیم دینا ہے.,Centralink k pass buht si hikmat e amalian han k kaisay logon ko apni amadni report krney k barey mein sikhaya jae kiun k hakomat uski wajah se buht sa paisa kho rahi thy.,1,neutral,"According to the risk assessment, Centrelink has developed a specific stop-the-clock measure aimed at educating the next generation and the elderly on the need for reporting incidents in order to prevent them from happening again.","Centralink has taught many people how to make their own income reports, because it is a waste of money for them to hire an accountant.",contradiction,تضاد,contradiction,"According to the risk assessment, Centrelink has developed a specific stop-the-clock measure aimed at educating the next generation and the elderly on the need for reporting incidents in order to prevent them from happening again.","Centralink has taught many people how to make their own income reports, because it is a waste of money for them to hire an accountant.",contradiction,4.950210332870483,
انسانی دیکھ بھال کے ساتھ ساتھ جنگل میں بھی ہاتھیوں کی طویل بقا کے لیے یہ انتہائی اہم ہے۔,یہان ایسا کچھ بھی نہیں جسن سے ہاتھیوں کی مدد کی  جا سکتی ہو,2,contradiction,We are also humans who live in forests with their hands and feet.,There is nothing here that can help you with your hands.,contradiction,ضِدّ,contradiction,We are also humans who live in forests with their hands and feet.,There is nothing here that can help you with your hands.,contradiction,2.0246200561523438,
ہم سیکی فی فیتا اور ہر ممکنہ ٹکڑے ٹکڑے کے درمیان براہ راست لکیری تعلقات کا فرض کرتے ہیں,ہم جانتے ہیں کہ حجم فی کلٹی اور ممنوع ٹکڑے  کے درمیان کوئی تعلق نہیں ہے.,2,contradiction,"We are committed to providing a safe and secure environment for all our employees, contractors and visitors.",We understand that there is no relationship between the size of a clit and banned toys.,contradiction,ضِدّت,contradiction,"We are committed to providing a safe and secure environment for all our employees, contractors and visitors.",We understand that there is no relationship between the size of a clit and banned toys.,contradiction,2.8022685050964355,
اس وقت، یہ سوچ یہ ہے کہ ان چھوٹے، کم ترقی یافتہ جزائر کو  پرامن چھوڑ دینا ہی بہتر ہے ۔,لوگوں کا خیال ہے کہ جزیروں کو اکیلا چھوڑ دینا چاہئے.,0,entailment,"At that time, it is better to leave behind those islands which have little progress.",People have a notion that they want to leave their children in care.,contradiction,تضاد,contradiction,"At that time, it is better to leave behind those islands which have little progress.",People have a notion that they want to leave their children in care.,contradiction,2.23382568359375,
"Aik cheez jo M. Tesnaires nai khaya nahi kya, woh, Anglo-Saxon ka input hah.",کارکردگی کا مظاہرہ کرتا ہے Anglo saxon Tanisery,2,contradiction,"A thing that is not eaten by M. Tesraires, it is an input of Anglo-Saxon.",It is a manifestation of Anglo Saxon Tannisery.,contradiction,متضاد,contradiction,"A thing that is not eaten by M. Tesraires, it is an input of Anglo-Saxon.",It is a manifestation of Anglo Saxon Tannisery.,contradiction,2.3871850967407227,
میرا نام وڈ - رب جولین وڈ ہے.,اس کا نام ویڈ نہیں بلکہ اس کے برعکس سمتھ تھا,2,contradiction,My name is Varda Juliean Ward.,"Her name was not white but her opposite, black.",contradiction,ضِدّت,contradiction,My name is Varda Juliean Ward.,"Her name was not white but her opposite, black.",contradiction,1.681532621383667,
کیلیفورنیا میں ایک قانونی خدمات اٹارنی کے لئے یہ بہت مشکل ہو گا کہ یہ معلوم ہوجائے کہ آیا ایک کلائنٹ،جو اریزونا میں تارکین وطن ندی میں کام کر رہی ہے،عارضی طور پر میکسیکو میں سرحد پار کردی ہے.,اٹارنی معلومات تارکین وطن کے ورکر نیٹ ورک سے حاصل کرسکتے ہیں۔,1,neutral,"In California, it will be very difficult for a legal immigration attorney to explain that if a client is working in Arizona and has been living there illegally, he or she should cross the border into Mexico.",You can get more information from the National Workforce Network.,neutral,"Urdu translation of the English text ""neutral"" is ""نہیں"".",neutral,"In California, it will be very difficult for a legal immigration attorney to explain that if a client is working in Arizona and has been living there illegally, he or she should cross the border into Mexico.",You can get more information from the National Workforce Network.,neutral,4.111095905303955,
اسی طرح، ٹیبل اے 2 اور اے 3 میں موجود اعداد وشمار دکھاتے ہیں کہ وہ راستے جن پر زیادہ گاڑیاں چلتی ہیں وہ ان علاقوں میں واقع ہیں جہاں گھروں کی آمدنی اور تعلیم زیادہ ہے۔,zyaad bandon k illaqon mein zyada amadni bhi hoti hai.,0,entailment,"As such, Table A2 and A3 show that those who are more likely to be in a relationship with someone from a different ethnic group than their own are also more likely to have higher levels of education.","the more you give, the more you get in return.",neutral,"Urdu translation of the English text ""neutral"" is:",neutral,"As such, Table A2 and A3 show that those who are more likely to be in a relationship with someone from a different ethnic group than their own are also more likely to have higher levels of education.","the more you give, the more you get in return.",neutral,4.317939758300781,
اور وہ ہمیشہ ہمارے لئے تھا,اس نے وہ سب رقم ہمیں دے دی جس کی ہمیں ضرورت تھی,1,neutral,And he was always for us.,He gave us all the numbers we needed.,neutral,"Urdu translation of the English text ""neutral"" is ""نہیں"".",neutral,And he was always for us.,He gave us all the numbers we needed.,neutral,2.5175259113311768,
ام، اور اس نے کہا، اس نے کہا، اس نے کہا، بچہ، اس نے کہا،آپ زندگی کے بارے میں سمجھتے ہیں جس طرح زندگی کے بارے میں نہیں سمجھتے.,اس نے مجھے بتایا کہ اسے کچھ اندازہ نہیں کہ اصلی دنیا کس طرح  کام کرتی ہے اور مجھے اس کے پیچھے چلنا چاہیے۔,1,neutral,"Mom, and she said, Mom, and she said, Son, you understand life as much as you don't understand it.",He told me that he did not know how the world really worked and wanted to find out.,contradiction,تضاد,contradiction,"Mom, and she said, Mom, and she said, Son, you understand life as much as you don't understand it.",He told me that he did not know how the world really worked and wanted to find out.,contradiction,2.9735069274902344,
ملکیت بلبلے کی جگہ، یا سائبر اسپیس کی ایک لامتناہی کامیابی ہے، مختلف لوگوں کے ساتھ ان میں دلچسپی کا باعث بنتا ہے.,ملکیت د خلکو ویل په څبردي خو دوي یو  .څه لري,0,entailment,"It is a cyber space, where people of different tastes and interests can come together and enjoy themselves.",The king of the sea is a lion.,contradiction,تضاد,contradiction,"It is a cyber space, where people of different tastes and interests can come together and enjoy themselves.",The king of the sea is a lion.,contradiction,2.097717523574829,
ان مزدوروں کو پھنسے نہیں کیا گیا تھا، اس کے باوجود اوپر کے فرش پر زیادہ تر قبضے کے برعکس، انہوں نے اثرات کے فورا بعد فورا نہیں منتخب کیا.,کچھ ورکرز کے خیال میں صورت حال اور آگے نہیں جائے گی۔,1,neutral,"These mzdrs were not selected, in spite of their high scores on the test, but rather because they had a low score on the interview.",Some workers' dreams will not come true.,contradiction,ضِدّت,contradiction,"These mzdrs were not selected, in spite of their high scores on the test, but rather because they had a low score on the interview.",Some workers' dreams will not come true.,contradiction,3.159979820251465,
کچھ بھی نہیں سمجھتا ہے کہ زبان کی معمولی پیچیدگیوں کو پائلٹوں کے درمیان واقع ہونے والے مواصلات کے مقابلے میں زیادہ دلچسپی سے،عملے کے ارکان، اور ہوائی ٹریفک کنٹرولرز.,پائلٹ ہمیشہ زبردست رابطہ کار ہوتے ہیں,2,contradiction,"There is nothing wrong with the fact that the typical complexities of language are more enjoyable than the communication between people, the functions of the organs and the air-based control devices.",We are always a quick response.,contradiction,ضِدّت,contradiction,"There is nothing wrong with the fact that the typical complexities of language are more enjoyable than the communication between people, the functions of the organs and the air-based control devices.",We are always a quick response.,contradiction,2.9067697525024414,
یوسف  پاکستان سے فرار ہونے میں کامیاب ہوگیا، لیکن ان کے ساتھی، مراد - جن کے ایس ایم نے آپریشن کو فنڈ میں مدد کے لئے $ 3،000 کے ساتھ یوسف کو بھیجا ہے، ان کو تحقیقات کے تحت پکڑ لیا اور انکشاف کیا گیا تھا.,مراد نے تفتیشی اہلکاروں کو بتایا کہ یوسف کو پاکستان میں کہاں ڈھونڈھا جا سکتا ہے,1,neutral,"Yusuf was successful in escaping Pakistan, but along with him, Murad – who had given Yusuf $3,000 to help his application – was also arrested and discovered to be under investigation.",Moorad told the people that Yusuf could be found in Pakistan.,contradiction,ضِدّت,contradiction,"Yusuf was successful in escaping Pakistan, but along with him, Murad – who had given Yusuf $3,000 to help his application – was also arrested and discovered to be under investigation.",Moorad told the people that Yusuf could be found in Pakistan.,contradiction,3.939605236053467,
