premise_lrl,hypothesis_lrl,original_gt_label_int,ground_truth_eng_label_str,premise_en,hypothesis_en,predicted_english_label_model_intermediate,predicted_lrl_label_model_raw,predicted_label_for_accuracy,raw_premise_translation_response,raw_hypothesis_translation_response,raw_nli_response,runtime_seconds,error_message
11 ستمبر کو نکالنے کے لئے امداد کے لئے، ملاحظہ کریں، مثال کے طور پر، شہری انٹرویو 14 (اپریل,11 ستمبر کو نکالنے کے حوالے سے کوئی امداد دستیاب نہیں ہیں.,2,contradiction,"For example, for assistance with 9/11, see, City of Ann Arbor 14 (April",There is no help available in case of an emergency on September 11th.,contradiction,ضِدّی,contradiction,"For example, for assistance with 9/11, see, City of Ann Arbor 14 (April",There is no help available in case of an emergency on September 11th.,contradiction,3.535900592803955,
ٹینیسی کی خبر رساں نے گرم، خشک موسم کے لئے کتا موسم کے الفاظ استعمال کئے جو اگست کے خشک موسم کی طرف اشارہ کرنے والی اصطلاح کتے دن سے اخذ کئے جا سکتے ہیں۔,تینعسی مین بہی جون اور جولاءی مین شدید گرمی ہوتی ہے,1,neutral,"The weather news of the US has used terms like ""hot, dry season"" which refer to the summer season, a term that is taken from August's dry season.",The temperature rises sharply in May and July.,contradiction,متضاد,contradiction,"The weather news of the US has used terms like ""hot, dry season"" which refer to the summer season, a term that is taken from August's dry season.",The temperature rises sharply in May and July.,contradiction,3.26352596282959,
میں نے اسے مار ڈالا، یہ سچ ہے.,آدمی کی زندگی بچ گئی تھی,2,contradiction,"I killed him, it's true.",The man's life was saved.,contradiction,تضاد,contradiction,"I killed him, it's true.",The man's life was saved.,contradiction,1.593297004699707,
لیکن میں آپ کو زمین کی جلدی میں جلدی میں تھا.,فرد ایک محبت کرنے والا چاہتا تھا,1,neutral,"But I was on the ground, in the middle of the field.",He wanted to be loved.,contradiction,متناقض,contradiction,"But I was on the ground, in the middle of the field.",He wanted to be loved.,contradiction,1.900507926940918,
اگر آپ اس پر محسوس کر رہے ہیں تو، مٹی ٹریل کے ساتھ دھکا،نیدرا گر کے پاس، ایمیلڈ پول کے ماضی میں، اور آپ بھیڑوں کو کھونے کے لئے شروع کر دیں گے.,نوادا کی آبشار کا پیدل راستہ تھوڑے لوگوں کی موجودگی کے باعث زبردست جگہ ہے۔,1,neutral,"If you are feeling hungry, then go to the canteen, eat a sandwich or a burger from the vending machine and then start eating the snacks that you bought earlier.",The Falls of Nevada is a great place because of the presence of many people.,contradiction,ضد,contradiction,"If you are feeling hungry, then go to the canteen, eat a sandwich or a burger from the vending machine and then start eating the snacks that you bought earlier.",The Falls of Nevada is a great place because of the presence of many people.,contradiction,3.7567148208618164,
میں نے اس کو اس خط میں ایک خط لکھا تھا کہ اسے اس کا سامنا کرنا پڑا،اور انہوں نے مجھے ایک چھوٹے سے پھل کیک بھیج دیا جو کرسمس.,ډاکتر ماته په هغه کریسمس کي شراب  .واستول,2,contradiction,"I had written in that line that I had forgotten him, and they gave me a Christmas cake from which he had eaten.",Doctor Mattie drank wine on Christmas.,contradiction,ضِدّت,contradiction,"I had written in that line that I had forgotten him, and they gave me a Christmas cake from which he had eaten.",Doctor Mattie drank wine on Christmas.,contradiction,2.86209774017334,
یہ سوچ کے چیک بک صرف ایک خالی چک ہے، آپ سمجھ سکتے ہیں، اور اس میں لامحدود رقم ہے، یہ نہیں کہ وہ جاتی ہے اور لامحدود طریقے سے خرچ کرتی ہے لیکن لگ بگھ ایسا رویہ ہے,وہ محسوس کرتے ہیں کہ وہ ایک رات سے زیادہ سے زیادہ 1000 ڈالر خرچ کر سکتے ہیں.,1,neutral,"This is just a thought experiment, but it's an empty check. You can understand that and there are infinite numbers in it, it doesn't come from anywhere and doesn't go anywhere, but it does exist.","He can spend more than $1,000 a night.",contradiction,تضاد,contradiction,"This is just a thought experiment, but it's an empty check. You can understand that and there are infinite numbers in it, it doesn't come from anywhere and doesn't go anywhere, but it does exist.","He can spend more than $1,000 a night.",contradiction,4.332476854324341,
میرا ہیرو اگرچہ اورسیز انویسٹمنٹ ٹرسٹ کا چیئرمین رچرڈ ہیسلٹین ہے جس نے حالیہ ماہ میں اپنے اعلی افسران کی طرف سے زبردستی لاگو کیے جانے والے کاروباری منصوبے کے خلاف احتجاجن استیفا دیا تھا۔,ہیسیلتاہں نے اپنی نوکری چھوڑدی,0,entailment,"Mirra Hiero, though a member of the U.S. Navy's top-secret Task Force, was arrested for allegedly leaking classified information to a journalist in May, according to court documents unsealed Tuesday.",He left his job.,contradiction,ضِدّی,contradiction,"Mirra Hiero, though a member of the U.S. Navy's top-secret Task Force, was arrested for allegedly leaking classified information to a journalist in May, according to court documents unsealed Tuesday.",He left his job.,contradiction,4.058655023574829,
ذرائع نے دعوی کیا کہ بن لادن نے پوچھا اور بم سازی کے ماہر سے مدد حاصل کی، جو وہاں وہاں ستمبر 1996 تک تربیت دے رہا تھا، جب یہ معلومات ریاستہائے متحدہ تک پہنچ گئی تھی.,ذریعہ اسامہ بن لادن کے بارے میں کچھ نہیں جانتا تھا۔,2,contradiction,"The reasons given for this action were that bin Laden had been trained in bomb-making by a master of explosives from 1996 until his capture, and that information about him had reached the United States.",He did not know anything about Osama bin Laden.,contradiction,متضاد,contradiction,"The reasons given for this action were that bin Laden had been trained in bomb-making by a master of explosives from 1996 until his capture, and that information about him had reached the United States.",He did not know anything about Osama bin Laden.,contradiction,3.9980661869049072,
نیوی سکوسکیا سے تنگ تنگ Chignecto قونس، سے منسلک نیو برونزک 14،000 وفادار پناہ گزینوں کی درخواست پر 1784 میں ایک علیحدہ صوبہ بن گیا,نیو برنسوک 1784 میں ایک صوبہ نہیں تھا۔,2,contradiction,"From New Scotland to Chignecto County, from the Acadian settlement of New Brunswick to the loyalists of 14,000, in 1784 a single province was created.",New Brunswick was not a province in 1784.,contradiction,ضِدّت,contradiction,"From New Scotland to Chignecto County, from the Acadian settlement of New Brunswick to the loyalists of 14,000, in 1784 a single province was created.",New Brunswick was not a province in 1784.,contradiction,4.309316396713257,
انہوں نے زور دیا کہ مسلسل اہداف کو یقینی بنانے کے لئے ضروری تھا کہ کنٹرول موجودہ خطرات سے نمٹنے کے لئے اور غیر ضروری طور پر معاوضے کی کارروائیوں سے نمٹنے کے لئے ہر وقت تیار رہیں. اور وہ افراد جنہوں نے معلومات کے نظام کا استعمال کیا اور برقرار رکھنے کے تنظیمی پالیسیوں کے ساتھ عمل کیا۔,دوی وویل چې مهمه وه چي محتاط وو کله چي دا  د خبرونو   کنترولولو فا  .بریکي ته راغلو,1,neutral,"They had to make sure that the series was realistic in terms of the dangers inherent in the job and unnecessary risks taken by the characters, and they were always prepared for this. They also used a system of information and established policies to maintain order.",Doi wuill chay mumeh wa chee mahatad oo kula chee daa khaberuno kontrolulu fa.bricy tah raghulo,contradiction,ضِدّت,contradiction,"They had to make sure that the series was realistic in terms of the dangers inherent in the job and unnecessary risks taken by the characters, and they were always prepared for this. They also used a system of information and established policies to maintain order.",Doi wuill chay mumeh wa chee mahatad oo kula chee daa khaberuno kontrolulu fa.bricy tah raghulo,contradiction,6.171404600143433,
اگر میں کچھ کر سکتی تھی۔,میں جانتا تھا کہ میرے کرنے کیلۓ کچھ نہیں تھا۔,2,contradiction,If I could do something.,I was unaware that I had done anything wrong.,contradiction,ضِدّت,contradiction,If I could do something.,I was unaware that I had done anything wrong.,contradiction,1.86653733253479,
بہت سے انسانی رابطے کو سیریز میں لے جانے کے لئے مائیکل آڈٹ کو ملازمت سے زیادہ بنا دیا گیا ہے.,مائیکل ایڈ نے سیریز میں ذاتی معیار کو شامل کرنے کے لئے ملازمت کی تھی.,0,entailment,Michael Adte has been made more important than necessary in order to bring together many human relations into a series.,Michael Ayde was responsible for including the standard in the series.,contradiction,متضاد,contradiction,Michael Adte has been made more important than necessary in order to bring together many human relations into a series.,Michael Ayde was responsible for including the standard in the series.,contradiction,2.9422972202301025,
یہ ہسپانوی چھاپے کے رات پر برجٹاؤن میں تھا .آپ مہم کے لئے $ 100 یا اس سے زیادہ آپ کے شراکت کے لئے تعریف کرتے ہیں، آپ اور مہمان کو جمعرات کو 23.2 مارچ کو 5: 30- 8:00 بجے سے جمعرات کو خصوصی استقبال میں شرکت کے لئے مدعو کیا جاتا ہے. ہیروئن ہال,آپ اور ایک مہمان کو ایک خصوصی استقبالیہ میں شرکت کے لیے مدعو کیا جائے گا اگر آپ 100 ڈالر یا زیادہ مہم کے لیے عطیہ دیتے ہیں۔,0,entailment,This is a private reception for you and your guest on March 23rd from 5:30 - 8:00 am. Please RSVP by March 20th.,You and a guest will be invited to a private reception if you give $100 or more for the benefit.,contradiction,ضد,contradiction,This is a private reception for you and your guest on March 23rd from 5:30 - 8:00 am. Please RSVP by March 20th.,You and a guest will be invited to a private reception if you give $100 or more for the benefit.,contradiction,4.870681285858154,
آپ ان کی کہانیاں اور ایمسٹرڈیم کے حرفوں کے ساتھ ساتھ تصاویر اور فنکاروں کے ساتھ ساتھ ویڈیوز دیکھیں گے.,تم فوٹو گراف نہیں دیکھو گے,2,contradiction,You will see pictures and videos with your friends and family members using this app.,You will not see a video,contradiction,متضاد,contradiction,You will see pictures and videos with your friends and family members using this app.,You will not see a video,contradiction,2.06182861328125,
اس کے علاوہ، انڈیانا کے رہائشیوں کو انڈیانا ٹیکس کریڈٹ کے ذریعہ ٹیکس فوائد مل سکتی ہے جو براہ راست ریاست ٹیکس کی واپسی کی نچلے لائن کے خلاف لاگو کیا جاتا ہے.,انڈیانا کے باشندے 50٪ ٹیکس کریڈٹ حاصل کرتے ہیں تو وہ تھیٹر کو عطیہ دیتے ہیں.,1,neutral,"In addition, Indian residents can benefit from the Indian Tax Credit through the TIC (Tax Incentive for Capital) scheme, which is a tax credit that goes against the capital gains of the TIC scheme.","If you are a resident of India, you get 50% tax credit on your taxes paid in India.",neutral,"Urdu translation of the English text ""neutral"" is ""نہیں"".",neutral,"In addition, Indian residents can benefit from the Indian Tax Credit through the TIC (Tax Incentive for Capital) scheme, which is a tax credit that goes against the capital gains of the TIC scheme.","If you are a resident of India, you get 50% tax credit on your taxes paid in India.",neutral,5.611195802688599,
لیونہاد کے میئر، جس شہر جوزف کوربل بڑھ گیا، کہتے ہیں کہ انہوں نے حالیہ برسوں میں البرائٹ کو تین خطوط بھیجا.,Korbel led Letohrad.,0,entailment,"Joseph Corbell, who lives in the city of Leonia, says that he has seen the same light on several occasions.",Korbel led Letohrad.,contradiction,ضِدّت,contradiction,"Joseph Corbell, who lives in the city of Leonia, says that he has seen the same light on several occasions.",Korbel led Letohrad.,contradiction,2.8805296421051025,
بحالی کے ساتھ ایک معیشت میں، کیا ہوتا ہے، اگر ہم تجارت کے اپنے فوائد لے سکتے ہیں اور کسی حد تک سرمایہ کاری کر سکتے ہیں تو ہم اس سے زیادہ راستے پیدا کرسکتے ہیں,ہم ہمارے ارد گرد کسی کے ساتھ تجارت نہیں کر سکتے ہیں.,2,contradiction,"In a life where we can benefit from trade and save money, we will find more ways than one.",We cannot trade with anyone outside our group.,contradiction,متضاد,contradiction,"In a life where we can benefit from trade and save money, we will find more ways than one.",We cannot trade with anyone outside our group.,contradiction,2.595197916030884,
ہم اچھے وکلاء کی تعلیم کو مضبوط بنانے کے لئے جاری رہ سکتے ہیں,ہم وکلاء کو تعلیم دے سکتے ہیں، مجھے یقین ہے کہ!,0,entailment,We can continue to refine our teaching of law.,"We can teach them, I am sure of that.",neutral,"Urdu translation of the English text ""neutral"" is:",neutral,We can continue to refine our teaching of law.,"We can teach them, I am sure of that.",neutral,2.4685981273651123,
پاکستان میں حتمی وصول کنندہ پھر پاکستان کے حلفارڈر جائیں گے اور اس کے پیسہ وصول کریں گے، جو کچھ بھی رقم سے پاکستان کے حلفارڈر کے پاس ہے,حتمی وصول کنندہ کو رقم کی وصلولی کے لیے ترکی جانا ہو گا۔,2,contradiction,"You will have to go to Pakistan and get your money from there, which is a certain amount of money in Pakistan's currency.",The arrival of the train will be announced by the station master.,contradiction,ضِدّت,contradiction,"You will have to go to Pakistan and get your money from there, which is a certain amount of money in Pakistan's currency.",The arrival of the train will be announced by the station master.,contradiction,3.090298652648926,
تشویش کا اصل سبب یہ ہے کہ ایچ ایم او طویل عرصے میں اخراجات کو کنٹرول کرنے میں ناکام ہوسکتا ہے.,ہرشخص اس بات کی قدر کرتاہے کہ کچھ عرصہ میں ایچ ایم اوز اخراجات پر کنٹرول کرسکیں گے۔,2,contradiction,"The cause of this anxiety is that in a narrow and long field, control of output can be difficult.",Everyone knows that some places will be controlled by one person and others will be controlled by another.,contradiction,ضِدّت,contradiction,"The cause of this anxiety is that in a narrow and long field, control of output can be difficult.",Everyone knows that some places will be controlled by one person and others will be controlled by another.,contradiction,3.3931055068969727,
اور یہ ابھی بھی مجھے ڈرا رہا تھا۔,میں تھوڑا سا ڈر رہا تھا.,1,neutral,And he was still with me.,I was left alone.,contradiction,ضِدّت,contradiction,And he was still with me.,I was left alone.,contradiction,1.647761344909668,
اوہ اوہ زبردست میں کہتا ہوں یہ تومہم جو معلوم ہورہا ہے,یہ تو بہت بھیانک تجربہ لگ رہاہے۔,2,contradiction,He says that he is the one who knows you best.,This is a very beautiful experience.,neutral,"Urdu translation of the English text ""neutral"" is:",neutral,He says that he is the one who knows you best.,This is a very beautiful experience.,neutral,2.569230794906616,
اس خطرے کی تشخیص کے مطابق، سنٹرلنک نے مخصوص روک تھام کی حکمت عملی کی ایک حد تیار کی ہے جس کا مقصد جانشینوں اور آجروں کو آمدنی کی رپورٹنگ کی ضروریات پر تعلیم دینا ہے.,Centralink k pass buht si hikmat e amalian han k kaisay logon ko apni amadni report krney k barey mein sikhaya jae kiun k hakomat uski wajah se buht sa paisa kho rahi thy.,1,neutral,"According to the risk assessment, Centrelink has developed a specific stop-the-clock procedure that educates the substitute and the referee on the need for reporting injuries in order to prevent them from happening.","Centralink has taught people how to make their own financial reports, but they have lost a lot of money because of this.",contradiction,ضِدّت,contradiction,"According to the risk assessment, Centrelink has developed a specific stop-the-clock procedure that educates the substitute and the referee on the need for reporting injuries in order to prevent them from happening.","Centralink has taught people how to make their own financial reports, but they have lost a lot of money because of this.",contradiction,5.3036980628967285,
انسانی دیکھ بھال کے ساتھ ساتھ جنگل میں بھی ہاتھیوں کی طویل بقا کے لیے یہ انتہائی اہم ہے۔,یہان ایسا کچھ بھی نہیں جسن سے ہاتھیوں کی مدد کی  جا سکتی ہو,2,contradiction,"We are also the ultimate survivors of the forest, with our long arms and legs.",There is nothing here that can help you with your hands.,contradiction,ضِدّی,contradiction,"We are also the ultimate survivors of the forest, with our long arms and legs.",There is nothing here that can help you with your hands.,contradiction,2.908735752105713,
ہم سیکی فی فیتا اور ہر ممکنہ ٹکڑے ٹکڑے کے درمیان براہ راست لکیری تعلقات کا فرض کرتے ہیں,ہم جانتے ہیں کہ حجم فی کلٹی اور ممنوع ٹکڑے  کے درمیان کوئی تعلق نہیں ہے.,2,contradiction,We are committed to a policy of zero tolerance between our employees and any form of harassment.,We understand that there is no relationship between the size of the cloth and the ban on the use of T-shirts.,contradiction,ضِدّت,contradiction,We are committed to a policy of zero tolerance between our employees and any form of harassment.,We understand that there is no relationship between the size of the cloth and the ban on the use of T-shirts.,contradiction,3.5209600925445557,
اس وقت، یہ سوچ یہ ہے کہ ان چھوٹے، کم ترقی یافتہ جزائر کو  پرامن چھوڑ دینا ہی بہتر ہے ۔,لوگوں کا خیال ہے کہ جزیروں کو اکیلا چھوڑ دینا چاہئے.,0,entailment,"At that time, it is better to leave behind those islands which have little progress.",People have a fantasy that they want to leave their children alone.,contradiction,ضِدّت,contradiction,"At that time, it is better to leave behind those islands which have little progress.",People have a fantasy that they want to leave their children alone.,contradiction,2.938145160675049,
"Aik cheez jo M. Tesnaires nai khaya nahi kya, woh, Anglo-Saxon ka input hah.",کارکردگی کا مظاہرہ کرتا ہے Anglo saxon Tanisery,2,contradiction,"A thing that is not in M. Tesnaires, it is an input of Anglo-Saxon.",Anglo Saxon Tanners is a manufacturer of leather products.,contradiction,ضِدّ,contradiction,"A thing that is not in M. Tesnaires, it is an input of Anglo-Saxon.",Anglo Saxon Tanners is a manufacturer of leather products.,contradiction,2.9430038928985596,
میرا نام وڈ - رب جولین وڈ ہے.,اس کا نام ویڈ نہیں بلکہ اس کے برعکس سمتھ تھا,2,contradiction,My name is Varda Juliean Varda.,His name was not black but his opposite side.,contradiction,ضد,contradiction,My name is Varda Juliean Varda.,His name was not black but his opposite side.,contradiction,1.8892431259155273,
کیلیفورنیا میں ایک قانونی خدمات اٹارنی کے لئے یہ بہت مشکل ہو گا کہ یہ معلوم ہوجائے کہ آیا ایک کلائنٹ،جو اریزونا میں تارکین وطن ندی میں کام کر رہی ہے،عارضی طور پر میکسیکو میں سرحد پار کردی ہے.,اٹارنی معلومات تارکین وطن کے ورکر نیٹ ورک سے حاصل کرسکتے ہیں۔,1,neutral,"It will be a big problem in California that if a client, who is working in Arizona's border leaving country, comes to Mexico on an accidental basis.",The information provided by the worker of the network is from the country.,contradiction,ضِدّت,contradiction,"It will be a big problem in California that if a client, who is working in Arizona's border leaving country, comes to Mexico on an accidental basis.",The information provided by the worker of the network is from the country.,contradiction,3.204317808151245,
اسی طرح، ٹیبل اے 2 اور اے 3 میں موجود اعداد وشمار دکھاتے ہیں کہ وہ راستے جن پر زیادہ گاڑیاں چلتی ہیں وہ ان علاقوں میں واقع ہیں جہاں گھروں کی آمدنی اور تعلیم زیادہ ہے۔,zyaad bandon k illaqon mein zyada amadni bhi hoti hai.,0,entailment,"As such, Table A2 and A3 show that those who are more likely to have a higher level of education and live in areas with more homes are also more likely to be married.",more amadni is also found in the vicinity of these bands.,contradiction,ضِدّت,contradiction,"As such, Table A2 and A3 show that those who are more likely to have a higher level of education and live in areas with more homes are also more likely to be married.",more amadni is also found in the vicinity of these bands.,contradiction,3.8406341075897217,
اور وہ ہمیشہ ہمارے لئے تھا,اس نے وہ سب رقم ہمیں دے دی جس کی ہمیں ضرورت تھی,1,neutral,And he was always for us.,He gave us all the numbers we needed.,contradiction,متضاد,contradiction,And he was always for us.,He gave us all the numbers we needed.,contradiction,1.6500134468078613,
ام، اور اس نے کہا، اس نے کہا، اس نے کہا، بچہ، اس نے کہا،آپ زندگی کے بارے میں سمجھتے ہیں جس طرح زندگی کے بارے میں نہیں سمجھتے.,اس نے مجھے بتایا کہ اسے کچھ اندازہ نہیں کہ اصلی دنیا کس طرح  کام کرتی ہے اور مجھے اس کے پیچھے چلنا چاہیے۔,1,neutral,"Mom, and she said, Mom, and she said, Mom, you understand life as much as you don't understand life.",He told me that he didn't know how the real world worked and that he wanted to find out.,contradiction,ضِدّ,contradiction,"Mom, and she said, Mom, and she said, Mom, you understand life as much as you don't understand life.",He told me that he didn't know how the real world worked and that he wanted to find out.,contradiction,3.5939254760742188,
ملکیت بلبلے کی جگہ، یا سائبر اسپیس کی ایک لامتناہی کامیابی ہے، مختلف لوگوں کے ساتھ ان میں دلچسپی کا باعث بنتا ہے.,ملکیت د خلکو ویل په څبردي خو دوي یو  .څه لري,0,entailment,"It is a cyber space success story, which makes people happy with different tastes.","The king of the world is in the heart, and he who knows this is a wise man.",contradiction,ضِدّت,contradiction,"It is a cyber space success story, which makes people happy with different tastes.","The king of the world is in the heart, and he who knows this is a wise man.",contradiction,3.114619731903076,
ان مزدوروں کو پھنسے نہیں کیا گیا تھا، اس کے باوجود اوپر کے فرش پر زیادہ تر قبضے کے برعکس، انہوں نے اثرات کے فورا بعد فورا نہیں منتخب کیا.,کچھ ورکرز کے خیال میں صورت حال اور آگے نہیں جائے گی۔,1,neutral,"The men were not selected, in spite of their being more than fit for the job, and they did not get a chance to prove themselves on the field.",Some workers' dreams will not come true.,contradiction,ضِدّت,contradiction,"The men were not selected, in spite of their being more than fit for the job, and they did not get a chance to prove themselves on the field.",Some workers' dreams will not come true.,contradiction,3.4190642833709717,
کچھ بھی نہیں سمجھتا ہے کہ زبان کی معمولی پیچیدگیوں کو پائلٹوں کے درمیان واقع ہونے والے مواصلات کے مقابلے میں زیادہ دلچسپی سے،عملے کے ارکان، اور ہوائی ٹریفک کنٹرولرز.,پائلٹ ہمیشہ زبردست رابطہ کار ہوتے ہیں,2,contradiction,"Nothing is understood that language's usual complexities are more enjoyable than, communication against, the actions of the organs and air controlers.",We are always a quick response.,contradiction,ضِدّت,contradiction,"Nothing is understood that language's usual complexities are more enjoyable than, communication against, the actions of the organs and air controlers.",We are always a quick response.,contradiction,2.864506483078003,
یوسف  پاکستان سے فرار ہونے میں کامیاب ہوگیا، لیکن ان کے ساتھی، مراد - جن کے ایس ایم نے آپریشن کو فنڈ میں مدد کے لئے $ 3،000 کے ساتھ یوسف کو بھیجا ہے، ان کو تحقیقات کے تحت پکڑ لیا اور انکشاف کیا گیا تھا.,مراد نے تفتیشی اہلکاروں کو بتایا کہ یوسف کو پاکستان میں کہاں ڈھونڈھا جا سکتا ہے,1,neutral,"Yusuf succeeded in escaping from Pakistan, but at the same time, Murad - who had given Yusuf $3,000 to help him with his application - was arrested and found out to be a spy.",Moorad told the local people that Yusuf could be found in Pakistan.,contradiction,ضِدّ,contradiction,"Yusuf succeeded in escaping from Pakistan, but at the same time, Murad - who had given Yusuf $3,000 to help him with his application - was arrested and found out to be a spy.",Moorad told the local people that Yusuf could be found in Pakistan.,contradiction,4.408371925354004,
