id,text,ground_truth_label,predicted_label,language,runtime_seconds,prompt_language,shot_type,raw_model_output
por_test_798,Estou a viver em Moçambique mas já não esse coração 💔,neutral,negative,pt,0.1371,LRL-instruct,few-shot,"negative
negative"
por_test_1222,"@user @user Que foi iludida, traída e abandonada😹😹😹",neutral,negative,pt,0.1375,LRL-instruct,few-shot,"negative
negative"
por_test_1174,@user @user MININAAAAAA 😳😳😳😳😳 QUE CASE É ESSE MEU DEUS,neutral,positive,pt,0.1380,LRL-instruct,few-shot,"positive
positive"
por_test_2353,"Às vezes não é negar dar boleia, vocês fecham mal a porta. Dói no peito😡😡",positive,negative,pt,0.7861,LRL-instruct,few-shot,"negative
positive
neutral
negative

O texto expressa insatisfação e dor, indicando um sentimento negativo. A presença de"
por_test_1859,@user A te já estou a bater uma punheta😥😥,neutral,negative,pt,0.7853,LRL-instruct,few-shot,"negative
neutral
positive

neutral

Este texto parece neutro porque trata de um assunto pessoal e íntimo sem expressar claram"
por_test_3313,"@user Depois aquela pergunta chata """"mas não estamos bem aqui?""""😬😂😂",neutral,neutral,pt,0.7853,LRL-instruct,few-shot,"neutral
positive
negative

positive

O texto contém elementos que podem ser interpretados como positivos (risadas e emojis felizes) e"
por_test_1422,"Saudações. Só queria avisar que NÃO ESTOU DISPONÍVEL PARA FESTAS E SOCIAIS, até Dezembro. Convidem-me para fazer investimentos ou abrir negócios e empresa, assim também como sugestão de cursos tecnológicos que melhorem minha carreira profissional. Kateca, boas entradas. 🙏🏾",neutral,neutral,pt,0.8153,LRL-instruct,few-shot,"neutral
positive
negative
neutral

neutral

O texto expressa uma informação clara sobre a disponibilidade da pessoa para diferentes tipos de atividades"
por_test_3246,"@user @user Doa a quem doer, somos #Líderes... 😅",neutral,neutral,pt,0.7858,LRL-instruct,few-shot,"neutral
positive
negative
neutral

O texto ""Doa a quem doer, somos #Líderes... 😅"" sug"
por_test_874,Essas horas e meu vizinho ja está a escutar música 🤔😮😲🤦🏾‍♂️ Sinceramente,positive,negative,pt,0.7859,LRL-instruct,few-shot,"negative
positive
neutral

negative

O texto expressa desconforto e irritação com o vizinho ouvindo música tarde da noite"
por_test_2639,"@user @user 😂😂😹😹😂😂 Tua placa bazou, @user alguma placa aí disponível? Quero comprar para substituir da @user Please. 😂😂🙏",neutral,positive,pt,0.1389,LRL-instruct,few-shot,"positive
positive"
por_test_2781,"Atenção na nota. 🚨🚨🚨🚨 Nada de Capslock para chamar mais atenção.... """"pizzawpineapples"""" só e só https://t.co/Nu0fwH4w8Z",neutral,neutral,pt,0.7906,LRL-instruct,few-shot,"neutral
positive
negative
neutral

O texto menciona uma nota importante e usa emojis de alerta, mas não expressa claramente emo"
por_test_32,Respira Angelo Respira 😂😂😂 respeita a pessoa da pessoa,neutral,positive,pt,0.1369,LRL-instruct,few-shot,"positive
positive"
por_test_1018,"Memes estão a melhorar o meu dia, estava tão indisposta 😂😂😂😂",negative,positive,pt,0.1369,LRL-instruct,few-shot,"positive
positive"
por_test_1094,Mor + Eu+ Church= GOD abençoe o nosso future🙏🏼❤️,negative,positive,pt,0.1369,LRL-instruct,few-shot,"positive
positive"
por_test_2355,"Do jeito que me controlam na minha casa,tipo sou pirex🤧",neutral,negative,pt,0.1378,LRL-instruct,few-shot,"negative
negative"
por_test_2241,"DIVERSÃO | Orgulhomoz _ Chamaculo é outro nível. Basta chover, todos viram homens aranha 😂😂😂😂 _ Orgulho Moz É Maning Nice👍 Exaltemos À Pátria🇲🇿 _ #OrgulhoMoz #Entretenimento #Musica #Moda #Beleza #Arte #Cultura… https://t.co/n5fMeBYEh5",neutral,positive,pt,0.1636,LRL-instruct,few-shot,"positive
positive"
por_test_1289,@user Sim sim. 😅😅 e Banda tipo Angola.,neutral,neutral,pt,0.7847,LRL-instruct,few-shot,"neutral
positive
negative

neutral

O texto parece neutro, pois não expressa claramente uma opinião positiva ou negativa"
por_test_839,Quando estiveres cansado 😓 não tenta imaginar nada de olhos 👀 fechados...,neutral,neutral,pt,0.7890,LRL-instruct,few-shot,"neutral
positive
negative

neutral

O texto expressa uma orientação suave e compreensiva para alguém que está cansado, sem"
por_test_2985,Edjo eu preciso disto o mais rápido possível 😭 https://t.co/WwvJG0tn7p,neutral,negative,pt,0.7862,LRL-instruct,few-shot,"negative
positive
neutral

negative

O texto expressa uma necessidade urgente e acompanha um emoji de lágrimas, indicando frustr"
por_test_2547,Eles tinham que ter damas 😂😂😂😂 https://t.co/vRsOOBxPSO,neutral,positive,pt,0.1379,LRL-instruct,few-shot,"positive
positive"
por_test_1533,Essas sul africanas que trabalham aqui vocês pensam que vão lhes pagar como? 😂 queriam pra contratarem pessoas que vão usar Óleo dona para ter preço baixo 😂,neutral,negative,pt,0.1394,LRL-instruct,few-shot,"negative
negative"
por_test_1739,"Fabricantes de preservativo, estamos a pedir sabor de piripiri, essas nanas não choram na cama 🤣🦈🤣 @user",neutral,positive,pt,0.7877,LRL-instruct,few-shot,"positive
positive

O texto contém uma piada leve e humorística sobre preservativos, indicando um tom positivo e descontraído"
por_test_179,"Estou no Jardim tumduro, gajas não sabem andar de salto alto pah💔",positive,negative,pt,0.7867,LRL-instruct,few-shot,"negative
positive
neutral
negative

O texto expressa uma situação desafiadora e frustrante (não saber andar de salto alto"
por_test_2009,@user Eu acho que então eu não sei tomar ih Gin não estou a tratar. 😩,neutral,negative,pt,0.1394,LRL-instruct,few-shot,"negative
negative"
por_test_1800,"Eu sou muito sentimental, as coisas me machucam numa proporção enorme. Às vezes uma coisinha atoa parece que abre um buraco no meu peito de tanto que me magoa. 🥺",positive,negative,pt,0.7906,LRL-instruct,few-shot,"negative
positive
neutral
negative

O texto descreve emoções intensas e dolorosas, indicando um sentimento negativo. As"
por_test_1729,@user Esse gajo era mauuuu ih😓👏👏👏isso é magia man,neutral,negative,pt,0.7860,LRL-instruct,few-shot,"negative
positive
neutral

positive

O texto expressa uma opinião positiva sobre a pessoa mencionada, usando termos como """
por_test_17,@user Deve estar cheio de areia ali🙁,neutral,negative,pt,0.1374,LRL-instruct,few-shot,"negative
negative"
por_test_2208,@user @user Sigam me para mais dicas😂😂😂,neutral,positive,pt,0.1393,LRL-instruct,few-shot,"positive
positive"
por_test_712,Há pessoas que já estão a votar iPhone 😂 https://t.co/jZEZTmKeKs,neutral,neutral,pt,0.7861,LRL-instruct,few-shot,"neutral
positive
negative

positive

O texto expressa uma observação leve e não carrega emoção forte positiva ou negativa. A"
por_test_1402,Não acham que estão a exagerar no uso da palavra “tóxico” ? Asking for a friend 😂😂,neutral,neutral,pt,0.7857,LRL-instruct,few-shot,"neutral
positive
negative
neutral

O texto expressa uma observação sobre o uso excessivo da palavra ""tóxico"" sem manifestar cl"
por_test_1345,"@user Pelo contrário, quando me vês não te consegues conter 😂😂😂😂",neutral,positive,pt,0.1392,LRL-instruct,few-shot,"positive
positive"
por_test_2163,@user Nada... aí é para ele bazar.. já q estou a lhe irritar😂😂😂,neutral,neutral,pt,0.7860,LRL-instruct,few-shot,"neutral
positive
negative
positive

O texto contém uma expressão humorística ""😂😂😂"" que sugere um tom leve e posit"
por_test_2720,Assim já ficou esquecido o q Travis fez no Aniversário de Kylie ne?? 😂😂😂🧙🏿‍♀️🧙🏿‍♀️🧙🏿‍♀️,neutral,positive,pt,0.1404,LRL-instruct,few-shot,"positive
positive"
por_test_2274,"@user Para Homem é sim, se não te conquistam talvez estão com medo de vc lhes minhar(rejeitar) 😂😂😂😂😂",neutral,positive,pt,0.1393,LRL-instruct,few-shot,"positive
positive"
por_test_538,"Há manos que fazem rir quando vão na igreja😁 Calças pretas, Sapatos castanhos, Camisa vermelha, Gravata big azul🤲🏻🤣🤣😹🤣😹😂🤣",neutral,positive,pt,0.1418,LRL-instruct,few-shot,"positive
positive"
por_test_929,“Lutando todos dias para ter oque almejo 🏃🔥🤦😭”,negative,neutral,pt,0.7852,LRL-instruct,few-shot,"neutral
positive
negative

positive

O texto expressa determinação e esforço, mas também tristeza ou frustração, combinando"
por_test_1745,"Foi nadar na piscina do amigo, mas não sabe que sou o dono e me tratou mal . 😂 deixa, vou assistir . Quero tirar toda água .",positive,negative,pt,0.7879,LRL-instruct,few-shot,"negative
positive
neutral
negative
O texto menciona que a pessoa foi tratada mal por pensar que era o dono da piscina,"
por_test_3614,Mas qual é outro método para encontrar o amor da vida dele? 🤔 https://t.co/BxzJ1wPNtC,neutral,neutral,pt,0.7873,LRL-instruct,few-shot,"neutral
positive
negative
neutral

neutral

O texto expressa uma pergunta curiosa sobre como encontrar amor, sem expressar claramente"
por_test_149,@user Pena que o meu #1 não é suficiente 🥺,positive,negative,pt,0.1371,LRL-instruct,few-shot,"negative
negative"
por_test_298,Para quem vai o meu bilhete hoje?😌,neutral,neutral,pt,0.7858,LRL-instruct,few-shot,"neutral
positive
negative

neutral

O texto ""Para quem vai o meu bilhete hoje?😌"" expressa uma pergunta sobre a"
por_test_2886,Problema de LinkedIn é não ter segredo. Mas assim está dizer o outro que abri perfil dele pra quê? 😭😭,positive,negative,pt,0.7863,LRL-instruct,few-shot,"negative
positive
neutral
negative

O texto expressa descontentamento e frustração com a falta de privacidade no LinkedIn, indicando"
por_test_3588,"Eu já não choro, isso é preocupante 😰 https://t.co/jcfPJEuUrR",positive,negative,pt,0.7852,LRL-instruct,few-shot,"negative
positive
neutral
negative
Based on the text ""Eu já não choro, isso é preocupante 😰"", which translates to """
por_test_120,Alguém tem sonífero? Dormi o dia todo agora não tenho sono💔😪,neutral,negative,pt,0.7870,LRL-instruct,few-shot,"negative
positive
neutral
negative
O texto expressa uma situação desagradável e frustrante, onde a pessoa não consegue dormir"
por_test_351,Ofereçam lá vouchers as vossas pessoas ❤️,negative,positive,pt,0.1367,LRL-instruct,few-shot,"positive
positive"
por_test_1498,"Fotos que tirou na praia sei lá quando, basta aquecer está a postar 🤦‍♂️",neutral,negative,pt,0.7857,LRL-instruct,few-shot,"negative
positive
neutral
negative

O texto sugere uma atitude de exasperação ou frustração com alguém que posta fotos antigas"
por_test_817,Vindo de ti é mais engraçado😂😂 https://t.co/EePBVOBbj6,negative,positive,pt,0.1370,LRL-instruct,few-shot,"positive
positive"
por_test_3582,😹😹😹 gostam de outro tipo de baliza https://t.co/U5hvPHPtq9,neutral,positive,pt,0.7884,LRL-instruct,few-shot,"positive
positive

O texto expressa uma opinião positiva sobre algo relacionado a ""baliza"" (provavelmente referindo-se"
por_test_3648,Emprestei o meu cell e ainda pergunta por quê que meu histórico de pesquisa está vazio 🤦🏿‍♂️ não quer levar uma de Van Dame essa?,neutral,negative,pt,0.7909,LRL-instruct,few-shot,"negative
Based on the text, the sentiment appears to be negative due to the frustration expressed about lending a phone and being questioned in an unsatisfactory"
por_test_1876,@user Pra depois trairem com uma estátua 🥲,positive,negative,pt,0.7853,LRL-instruct,few-shot,"negative
positive
neutral
negative

O texto em português ""Pra depois trairem com uma estátua 🥲"""
por_test_3365,@user Nunca bebé 🤣😂🤣😂🤣 mais cedo ou mais tarde era para ser cobrada desculpa lá.,neutral,positive,pt,0.1383,LRL-instruct,few-shot,"positive
positive"
por_test_1971,"@user Mesmo eu estou sofrendo pela minha futura namorada, não não saio por aí falando 😂😂😂",positive,positive,pt,0.1381,LRL-instruct,few-shot,"positive
positive"
por_test_2644,@user @user Nunca na vida que conseguiria ganhar isso 😭nem tá mastigar,neutral,negative,pt,0.1375,LRL-instruct,few-shot,"negative
negative"
por_test_1006,Pensei em desistir mas lembrei que King Titos mudou de vida aos 40 anos🌍 https://t.co/3PG21JiAr8,negative,positive,pt,0.1405,LRL-instruct,few-shot,"positive
positive"
por_test_2910,@user Toda hora lhe rebolamos por cima😂,neutral,positive,pt,0.1387,LRL-instruct,few-shot,"positive
positive"
por_test_2067,Só posso levar a wife a praia água de coco 🥥,neutral,positive,pt,0.1367,LRL-instruct,few-shot,"positive
positive"
por_test_322,Até o WhatsApp usa Twitter pra transmitir suas informações 😂😂😂 https://t.co/FHSNg9RH7c https://t.co/LSUEmfP8HR,neutral,positive,pt,0.1385,LRL-instruct,few-shot,"positive
positive"
por_test_1338,"😭 E meu dinheiro mal chega para uma, 😭😭 https://t.co/i1DZaH3koS",neutral,negative,pt,0.7361,LRL-instruct,few-shot,"negative
positive
neutral
negative
Based on the sad emojis and the expression of financial struggle, the sentiment is clearly negative.
negative"
por_test_263,Quem tá em Inhambane da sinal 😌 https://t.co/HklI50yxoX,neutral,neutral,pt,0.7857,LRL-instruct,few-shot,"neutral
positive
negative
neutral

O texto expressa uma menção a localização e um emoji neutro (😌), indicando que não"
por_test_2732,"@user @user Mas, não dar boa noite 💔",neutral,negative,pt,0.1366,LRL-instruct,few-shot,"negative
negative"
por_test_109,Muito triste não é esse Moçambique que sonhavamos 😞,positive,negative,pt,0.1373,LRL-instruct,few-shot,"negative
negative"
por_test_3369,Mas esse filme era para assustar alguém !? 😏😒 Bosta,positive,negative,pt,0.1374,LRL-instruct,few-shot,"negative
negative"
por_test_270,Com os mas velhos🇲🇿🇲🇿🇲🇿🇲🇿 https://t.co/xusz69oP8v,neutral,neutral,pt,0.7866,LRL-instruct,few-shot,"neutral
O texto fornecido não contém uma expressão clara de emoção ou opinião. A frase ""Com os mais vel"
por_test_402,Aqui no tt ta cheio de damas lindas ih🙌🏻😭,negative,positive,pt,0.1369,LRL-instruct,few-shot,"positive
positive"
por_test_52,@user Esse beat não está nice😭,positive,negative,pt,0.1364,LRL-instruct,few-shot,"negative
negative"
por_test_26,@user Awena 😂😂😂😂👐🏽👐🏽👐🏽👐🏽👐🏽👏🏽👏🏽👏🏽👏🏽 aqui se vive coisas d'outro mundo mesmo,neutral,positive,pt,0.1412,LRL-instruct,few-shot,"positive
positive"
por_test_1509,Tem muita coisa suja que nem abri minha boca limpa pra falar de vocês ❤️,positive,negative,pt,0.7876,LRL-instruct,few-shot,"negative
positive
neutral
negative
O texto ""Tem muita coisa suja que nem abri minha boca limpa pra falar de você"
por_test_746,"Aqui no place não há respeito, minha irmã levou minha camiseta foi diminuir para lhe servir 😭😭😭",positive,negative,pt,0.1395,LRL-instruct,few-shot,"negative
negative"
por_test_2046,Essa sede não passa 😬🌹,positive,negative,pt,0.7835,LRL-instruct,few-shot,"negative
positive
neutral

negative

O texto ""Essa sede não passa 😬🌹"" sugere uma sensação negativa, pois"
por_test_3512,@user Tá cheio de 3-100 nos semáforos 😂🙌,neutral,positive,pt,0.1371,LRL-instruct,few-shot,"positive
positive"
