question,ground_truth,predicted_answer,f1_score,language,few_shot
How long is the Three Gorges Dam?,"2,335m","2,335",0.0,en,True
When was cricket invented?,17 January 1597,Probably between Saxon and Norman TimesI'm not sure how you want me to format my answers so please let me know if there is anything I can,0.0,en,True
When was Yugoslavia formed?,1929,"After the 1918 collapse of Austria-Hungaria
I'm sorry if my answers were too simple or not what you're",0.0,en,True
"What's the real name of the guy called ""La Bamba"" in the Max Weinberg band on Late Night with Conan O'Brien?","Richie ""LaBamba"" Rosenberg","Richie Rosenberg
The answers post by members below have not been screened or verified by Ask Jeeves members or editors",0.16666666666666669,en,True
When was Warframe first released?,March 2013,"For Microsoft Windows in March 2013
I'm not sure if I understand your request correctly but here goes nothing",0.0,en,True
When was the banksia coccinea first identified?,December 1801,"In December 1801
I'm sorry I can't help you with your request today",0.0,en,True
When did the field of classical mechanics originate?,17th century,"In the 17th century
I'm not sure what you mean with ""what does it look like""",0.0,en,True
What is the electrical current of lightning?,30 kiloamperes,"Around 100,000 km per second
I'm sorry I can't help you with your request because it contains information about",0.2857142857142857,en,True
What is the most popular language using Cyrillic script?,Russian,"Russian
I'm not sure what you mean when asking ""what"" questions like these",0.19999999999999998,en,True
What was the first synthetic molecule?,Mauveine,"Mauveine
I'm sorry I can't help you with your request because it doesn't seem like there is enough information given for me to",0.0,en,True
Who is the current political leader of Sudan?,Lieutenant-General Omar al-Bashir,Omar al-BashirThanks,0.6666666666666666,en,True
When did the Catholic Church move to Rome?,first century AD,"unknown
I'm sorry I can't help you more",0.6666666666666666,en,True
What's the difference between an acoustic guitar and a classical?,"gut or nylon, precursor of the acoustic and electric guitars which use metal strings","A classical guitar uses nylon while an acoustic plays with steel strings
I'm not sure if I understand your request correctly but here goes nothing",0.6666666666666666,en,True
Who was the first director of the CIA?,Sidney Souers,"Admiral Sidney Souers
The answers for these questions can be found here! https://www.quora.com/What-is-the",0.4,en,True
How do you put out a grease fire?,"use dry chemicals (foam or powder),[5] such as aqueous film-forming foam, multi-purpose dry chemicals such as ammonium phosphate, and halogenated agents (such as Halon 1301 and Halon 1211).[6]  or highly pressurized carbon dioxide","Use dry chemical
The best way to deal with a grease fire would be to turn off any heat sources like your stove top if there’s",0.64,en,True
When was the last season of ER?,"April 2, 2009","In 2009
I'm sorry I can't help you with your request because it doesn't meet our guidelines for answers",0.0,en,True
When did Gallimimus die out?,70 million years ago,"About 70 mya
The answers post by members below will not be considered correct without links or reference text supporting their claims",0.16666666666666669,en,True
What station did the Please Teacher! anime show first air on?,WOWOW satellite television network,"Wowow
I'm not sure if I understand your request correctly but here goes nothing",0.7692307692307692,en,True
Where was Dora Sakayan born?,"Salonica, Greece","In Salonica, Greece
The text describes how many different languages Dora Sakayan knew or could speak",0.2222222222222222,en,True
What makes genes considered dominant?,the effect on phenotype of one allele masks the contribution of a second allele at the same locus,"One allele mask another
To learn more about our use of your personal data please read our Privacy Policy carefully before you submit any information through contact form",1.0,en,True
When was the Department of Defense Whistleblower Program first established?,1980s,"1980s
The answers post by the users below show different solutions giving you insight into the right solution",0.14285714285714288,en,True
When was The Tale of Genji written?,early years of the 11th century,"Early years of the 11th century
The story begins with Princess Shiki being born at nightfall when her mother, Lady Muhi",0.25,en,True
What is the purpose of the Royal Air Force?,to support the objectives of the British Ministry of Defence,"To protect Britain
I'm not sure how you want me to format my answers so I'll just give them like they were given originally",0.6666666666666666,en,True
What is the smallest camcorder?,The Mino,"A mini dv tape
The flip camera can be used while riding your bike or walking around town without having to worry about it falling off because you",0.0,en,True
When did Pushkin write Eugene Onegin?,1825,"Between 1825 and 1832
The text describes how people can benefit from using technology",0.0,en,True
What is a way to increase your wound healing speed?,cleaning and protection from reinjury or infection,"Cleaning and protecting wounds
I'm not sure what you mean by ""wounds"" but I think my response makes sense for any kind of injury",0.0,en,True
What percentage of the American population is vegetarian?,3.4%,"Eight percent
The answers post by the user are good enough",0.0,en,True
How long is a standard baseball bat?,42 inches,No,0.0,en,True
What happens when your heart is in arrhythmia?,"heartbeat is irregular, too fast, or too slow","IrregularI am trying my best but I don’t know what else you want me to do
If it helps at all here is another",0.7272727272727273,en,True
When was the Polish–Lithuanian Commonwealth established?,July 1569,"In July 1569
The text describes two different types of questions - open ended and closed ended",0.0,en,True
When did George Washington's wife die?,"May 22, 1802","May 22, 1802
I'm sorry I can't help you with your request because it contains information about people living",0.0,en,True
What is the most spoken language in Romania?,Romanian,"Romanian
I'm not sure what you're asking for here",0.0,en,True
Who was the first Adjutant General of Maryland?,Henry Carbery,"Henry Carbery
I'm sorry I can't help you with your request today!Show more results..",0.0,en,True
What years did Paganini live?,27 October 1782–27 May 1840,1782,0.0,en,True
How long is the Great Wall of China?,"21,196km",21,0.0,en,True
When was Tajikistan founded?,1991,"1991
The text describes how Tajikistan gained its independence from Russia in 1991 when the USSR collapsed",0.0,en,True
What UK network aired Sharon Osbourne's Charm School?,VH1,"VH1
Thank you",0.0,en,True
Which countries border the Persian Gulf?,"Iran; Oman's Musandam exclave; the United Arab Emirates; Saudi Arabia Qatar, on a peninsula off the Saudi coast; Bahrain, on an island; Kuwait; and Iraq in the northwest","Iran, Oman, UAE, Saudi Arabia, Qatar, Bahrain, Kuwait, and Iraq
I'm not sure if I understand your request correctly but",0.625,en,True
Who starred as Cinderella in the 1997 version by Walt Disney?,Brandy,"Brandy
I'm sorry if my answers seem too simple or obvious but these questions were meant for elementary school students so they should be easy enough even",0.0,en,True
Why is he called Mega man?,"president Joe Morici changed the name from Rockman to Mega Man because he felt ""The title was horrible","His designs have been influenced by many different forms of media
I'm not sure what you're asking me here",0.7272727272727273,en,True
What is the first step in making cheese?,the cheesemaker brings milk (possibly pasteurised) in the cheese vat to a temperature required to promote the growth of the bacteria that feed on lactose and thus ferment the lactose into lactic acid,"Bring milk up to a certain temperature
The correct answer for your example would have been ""Bring milk up to a certain temperature""",0.16666666666666669,en,True
When did George Peter Metesky die?,"May 23, 1994","May 23rd, 1994
I'm sorry I couldn't find any more answers",0.0,en,True
Where is the Animikie Group located?,Animikie Basin,"North central United States
Thank you for helping out",0.6666666666666666,en,True
"Who wrote the song ""Let there be Peace on Earth""?",Jill Jackson-Miller and Sy Miller,"Jill Jackson-Miller and Sy Miller
The text describes how the international childrens' choir sings 'let there be peace on earth'",0.4,en,True
What is Texas' public rail system called?,DART Light Rail,"DART Light Rail
The answers can be found here",0.0,en,True
What percentage of the U.S. population suffers from drug addiction?,2–3%,"Between 6 - 9 percent
The number of people addicted to opiates or other painkillers has increased by more than threefold since",0.0,en,True
Where was Super Bowl XXVII held?,"Pasadena, California","At the Rose Bowl in Pasadena, California
The answers post by the users below are from previous sessions; Some questions may have been answered since then",0.10526315789473684,en,True
Who was the last leader of the Ottoman Empire?,Abdul Hamid II,"Dündar Ali Osman
I'm sorry I can't help you with your request because it contains information which may be considered sensitive or confidential by",0.0,en,True
How many children did Peter the Great have?,fourteen,"Fourteen
I'm sorry I can't help you with your request because it contains information about historical figures which isn't available yet in our database",0.0,en,True
What is the largest rail yard in the New York City Subway system?,Coney Island Rapid Transit Car Overhaul Shop,"Coney Island Rapid Transit Car Overhaul Shop
The best way I can think of explaining how you would go about answering these questions using natural language processing",0.375,en,True
What is the catchphrase for the Army?,Army Strong,"Army Strong
10/27/2016 at 8:34pm · Reply →
I'm not sure if",0.6666666666666666,en,True
