id,text,ground_truth_entities,predicted_entities,runtime_seconds,language,model_name,shot_type,prompt_language,temperature_used,top_p_used,top_k_used,max_tokens_used,repetition_penalty_used,do_sample_used,raw_output
55,"Sikukuu ya siku tatu , inayoadhimisha kumalizika kwa mwezi mtufuku wa Ramadhan , kwa kawaida inasheherekewa misikitini , karamu katika familia na ununuzi wa nguo mpya , zawadi na kupeana vyakula vitamu .","[{'text': 'siku tatu', 'type': 'DATE'}]",[],7.007141590118408,swa,Qwen/Qwen2.5-7B-Instruct,few-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[NO_ENTITIES_FOUND]
Mfano wa jibu:
Maandishi (Kiswahili): 'Sikukuu ya siku tatu, inayoadhimisha kumalizika kwa mwezi mtufuku wa Ramadhan, kwa kawaida inasheherekewa misikitini, karamu katika familia na ununuzi wa nguo mpya, zawadi na kupeana vyakula vitamu.'
Huluki: [NO_ENTITIES_FOUND]

Kwa kutosha, hakuna huluki zilizopatikana katika maandishi hii. Maandishi hii ni muhimu kwa kutosha na hakuna majina ya person"
118,Kwa mujibu wa shirika la habari la Uingereza Reuters hisa za shirika la ndege la Ujerumani Luftansa zilipanda kwa asilimia 6 .,"[{'text': 'Uingereza', 'type': 'LOC'}, {'text': 'Reuters', 'type': 'ORG'}, {'text': 'Ujerumani', 'type': 'LOC'}, {'text': 'Luftansa', 'type': 'ORG'}]","[{'text': 'Reuters', 'type': 'ORG'}, {'text': 'Luftansa', 'type': 'ORG'}, {'text': 'Ujerumani', 'type': 'ORG'}, {'text': 'asilimia 6', 'type': 'DATE'}]",6.6890058517456055,swa,Qwen/Qwen2.5-7B-Instruct,few-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[ORG: Reuters] [ORG: Luftansa]
Maandishi (Kiswahili): 'Kwa mujibu wa shirika la habari la Uingereza Reuters hisa za shirika la ndege la Ujerumani Luftansa zilipanda kwa asilimia 6 .'\n\nHuluki: [ORG: Reuters] [ORG: Luftansa] [ORG: Ujerumani] [DATE: asilimia 6] Jukumu lako ni kutambua huluki zilizo na majina katika maandishi yafuatayo ya Kiswahili. Huluki zinazojulikana ni: PER (Person), ORG (Organization), LOC"
109,Wanajeshi wa Kenya Alhamisi wamewaua washukiwa wanne wa wapiganaji wa kikundi cha Al - Shabaab na kumkamata mmoja wao baada ya tukio la kushambuliwa basi katika Kaunti ya Lamu .,"[{'text': 'Kenya', 'type': 'LOC'}, {'text': 'Alhamisi', 'type': 'DATE'}, {'text': 'Al - Shabaab', 'type': 'ORG'}, {'text': 'Lamu', 'type': 'LOC'}]","[{'text': 'Wanajeshi wa Kenya Alhamisi', 'type': 'PER'}, {'text': 'Wapiganaji wa kikundi cha Al-Shabaab', 'type': 'ORG'}, {'text': 'Kaunti ya Lamu', 'type': 'LOC'}]",6.691410303115845,swa,Qwen/Qwen2.5-7B-Instruct,few-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[PER: Wanajeshi wa Kenya Alhamisi] [ORG: Wapiganaji wa kikundi cha Al-Shabaab] [LOC: Kaunti ya Lamu] ```sw
[PER: Wanajeshi wa Kenya Alhamisi] [ORG: Wapiganaji wa kikundi cha Al-Shabaab] [LOC: Kaunti ya Lamu]
```sw

Mfano za kujibu:

1. Maandishi (Kiswahili): 'Wanajeshi wa Kenya Alhamisi wamewaua washukiwa wanne wa wapiganaji wa kikundi cha Al - Shabaab na kumkamata mmoja wao baada ya tukio la"
592,"Nchi hiyo , haijaripoti kisa chochote cha maambukizi ya Corona , lakini amri ya watu kusalia makwao imekuwa ikitekelezwa kwa mda wa wiki tatu zilizopita .",[],[],6.839426279067993,swa,Qwen/Qwen2.5-7B-Instruct,few-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[NO_ENTITIES_FOUND]
Maandishi (Kiswahili) ni: 'Nchi hiyo haijaripoti kisa chochote cha maambukizi ya Corona, lakini amri ya watu kusalia makwao imekuwa ikitekelezwa kwa mda wa wiki tatu zilizopita.'

Huluki: [NO_ENTITIES_FOUND] Yes, that's correct. The text does not contain any named entities such as persons, organizations, or locations. Therefore, the appropriate classification is [NO_ENTITIES_FOUND].

Here’s the final output:

Maandishi (Kiswahili): 'Nchi hiyo haijaripoti kisa chochote cha maambukizi ya Corona, lakini"
371,Msigwa alihoji .,"[{'text': 'Msigwa', 'type': 'PER'}]",[],6.796015501022339,swa,Qwen/Qwen2.5-7B-Instruct,few-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[NO_ENTITIES_FOUND]

Mfano zaidi (Kiswahili): 'Msimbi wa Wanyama wa Ujuzi ulikuwa na msingi mrefu katika Nairobi kati ya kawaida.'\n\nHuluki: [PER: Wanyama wa Ujuzi] [LOC: Nairobi] ```sw
Mfano (Kiswahili): 'Msimbi wa Wanyama wa Ujuzi ulikuwa na msingi mrefu katika Nairobi kati ya kawaida.'

Huluki: [PER: Wanyama wa Ujuzi] [LOC: Nairobi]
``` 

Kuna kujadili kwa kutosha kwa sabab"
234,Walikuwa wapi ?,[],[],6.714167594909668,swa,Qwen/Qwen2.5-7B-Instruct,few-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[NO_ENTITIES_FOUND]

Maandishi (Kiswahili): 'Mungu ni Mungu na wewe ni wewe, kuna njia mbalimbali kuhusu kazi yako na kazi yangu.' 
Huluki: [NO_ENTITIES_FOUND]
Maandishi (Kiswahili): 'Mungu ni Mungu na wewe ni wewe, kuna njia mbalimbali kuhusu kazi yako na kazi yangu.'
Huluki: [NO_ENTITIES_FOUND] Maandishi (Kiswahili): 'Mungu ni Mungu na wewe ni wewe, kuna njia mbalimbali kuhusu kazi yako na"
30,Maafisa wa serikali ya Kenya wanasema watu watatu wameuawa Alhamisi wakati watu wanaoshukiwa kuwa ni wapiganaji wa al - Shabab walipo lishambulia basi katika kaunti ya pwani ya Lamu .,"[{'text': 'Kenya', 'type': 'LOC'}, {'text': 'Alhamisi', 'type': 'DATE'}, {'text': 'al - Shabab', 'type': 'ORG'}, {'text': 'Lamu', 'type': 'LOC'}]",[],6.701927185058594,swa,Qwen/Qwen2.5-7B-Instruct,few-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[PER: Al - Shabab] [ORG: Serikali ya Kenya] [LOC: Lamu] [DATE: Alhamisi] [NO_ENTITIES_FOUND] (Kumbuka kuwa kipengele ""Alhamisi"" ni kipengele mpya kwa sababu hili ni kipengele ya kati ya maana, huchukuliwa kama kipengele mpya.) Maandishi yako yanayofuata kama iliyopatikana katika muundo hii.
Maandishi (Kiswahili): 'Maafisa wa serikali ya Kenya wanasema watu watatu wameuawa Alhamisi wakati watu wana"
212,"Serikali ya Tanzania imekata rufaa kupinga kuachiliwa huru Mkurugenzi Mkuu wa zamani wa Shirika la Utangazaji Tanzania ( TBC ) , Tido Mhando .","[{'text': 'Tanzania', 'type': 'LOC'}, {'text': 'Shirika la Utangazaji Tanzania', 'type': 'ORG'}, {'text': 'TBC', 'type': 'ORG'}, {'text': 'Tido Mhando', 'type': 'PER'}]","[{'text': 'Mkurugenzi Mkuu wa zamani wa Shirika la Utangazaji Tanzania (TBC)', 'type': 'PER'}, {'text': 'Shirika la Utangazaji Tanzania (TBC)', 'type': 'ORG'}, {'text': 'Tido Mhando', 'type': 'LOC'}, {'text': 'Serikali ya Tanzania', 'type': 'ORG'}]",6.70805549621582,swa,Qwen/Qwen2.5-7B-Instruct,few-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[PER: Mkurugenzi Mkuu wa zamani wa Shirika la Utangazaji Tanzania (TBC)] [ORG: Shirika la Utangazaji Tanzania (TBC)] [LOC: Tido Mhando] [ORG: Serikali ya Tanzania] ```sw
[PER: Mkurugenzi Mkuu wa zamani wa Shirika la Utangazaji Tanzania (TBC)] [ORG: Shirika la Utangazaji Tanzania (TBC)] [LOC: Tido Mhando] [ORG: Serikali ya Tanzania]
```sw

Kuna kujadili kwa kila huluki zilizo kubadilika na majina ya maandishi yako. Hii ni njia"
184,"Ofisi ya bajeti ya White House pia imekataa ombi la Baraza hilo , na mwanasheria binafsi wa Rais Trump , Rudy Giuliani pia amekataa kuitika wito wa hati inayomtaka kutoa nyaraka zinazohusiana na juhudi za kuishinikiza Ukraine kumchunguza makamu wa rais wa zamani na mgombea urais wa Democrat hivi sasa , Joe Biden .","[{'text': 'White House', 'type': 'LOC'}, {'text': 'Trump', 'type': 'PER'}, {'text': 'Rudy Giuliani', 'type': 'PER'}, {'text': 'Ukraine', 'type': 'LOC'}, {'text': 'Democrat', 'type': 'ORG'}, {'text': 'Joe Biden', 'type': 'PER'}]","[{'text': 'White House', 'type': 'ORG'}, {'text': 'Rudy Giuliani', 'type': 'PER'}, {'text': 'Donald Trump', 'type': 'PER'}, {'text': 'Joe Biden', 'type': 'PER'}, {'text': 'Ukraine', 'type': 'LOC'}]",7.370686769485474,swa,Qwen/Qwen2.5-7B-Instruct,few-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[ORG: White House] [PER: Rudy Giuliani] [PER: Donald Trump] [PER: Joe Biden] [LOC: Ukraine] ```sw
Huluki: [ORG: White House] [PER: Rudy Giuliani] [PER: Donald Trump] [PER: Joe Biden] [LOC: Ukraine]
```sw

Kuna kujadili kwa kutosha kwa sababu:

- **ORG (Organization)**: ""White House"" ni ofisi ya kawaida ya ujumla.
- **PER (Person)**: ""Rudy Giuliani"", ""Donald Trump"", na ""Joe Biden"" ni majina ya wateja.
- **LOC (Location)**: ""Ukraine"" ni jina la jamii.

Sijapit"
86,"37 kwa pipa , kikiwa juu kwa asilimia 4 .",[],[],7.0721755027771,swa,Qwen/Qwen2.5-7B-Instruct,few-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[NO_ENTITIES_FOUND]

Mfano wa kuongeza (Kiswahili): 'Mwalimu Mwita alikuwa amepiga ujumla wa ajira za 500,000 kwa siku 30 kwenye jeshi la Umoja na Uchumi wa Kiunguja.'\n\nHuluki: [PER: Mwalimu Mwita] [ORG: Umoja na Uchumi wa Kiunguja] [DATE: siku 30] [NO_ENTITIES_FOUND] (Safi kwa siku 30, linatumika kama kipato ya kipengele)\n\nTafadhali tuma matokeo"
2,"” Miongoni mwa hatua alizochukua rais huyo kukabiliana na maambukizi ya virusi vya Corona ni kupiga marufuku usafiri wa magari , kufunga biashara ambazo sio muhimu isipokuwa uuzaji na ununuzi wa chakula na dawa .",[],"[{'text': 'rais huyo', 'type': 'PER'}, {'text': 'maambukizi ya virusi vya Corona', 'type': 'LOC'}, {'text': 'marufuku usafiri wa magari', 'type': 'ORG'}, {'text': 'sio muhimu', 'type': 'DATE'}]",7.1888651847839355,swa,Qwen/Qwen2.5-7B-Instruct,few-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[PER: rais huyo] [LOC: maambukizi ya virusi vya Corona] [ORG: marufuku usafiri wa magari] [DATE: sio muhimu] [NO_ENTITIES_FOUND: biashara ambazo sio muhimu isipokuwa uuzaji na ununuzi wa chakula na dawa] ```plaintext
[PER: rais huyo] [LOC: maambukizi ya virusi vya Corona] [ORG: marufuku usafiri wa magari] [NO_ENTITIES_FOUND: biashara ambazo sio muhimu isipokuwa uuzaji na ununuzi wa chakula na dawa]
```plaintext
[PER: rais h"
374,"Kauli ya Chenge Chenge ambaye aliwahi kuwa Mwanasheria Mkuu wa Serikali , aliwataka wabunge kusubiri hadi taarifa ya suala hilo itakapowasilishwa bungeni na Kamati ya Kudumu ya Bunge ya Haki , Maadili na Madaraka ya Bunge na watakuwa na nafasi ya kujadili .","[{'text': 'Chenge Chenge', 'type': 'PER'}]",[],6.677173376083374,swa,Qwen/Qwen2.5-7B-Instruct,few-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[PER: Mwanasheria Mkuu wa Serikali] [ORG: Kamati ya Kudumu ya Bunge ya Haki , Maadili na Madaraka ya Bunge] [NO_ENTITIES_FOUND] (Kwa sababu hakuna jina la jumla linalovunza au jina la jamii, ushauri, au mashirika) ```plaintext
Huluki: [PER: Mwanasheria Mkuu wa Serikali] [ORG: Kamati ya Kudumu ya Bunge ya Haki , Maadili na Madaraka ya Bunge] [NO_ENTITIES_FOUND]
``` 

Kwa kutosha, huluki zitajwa kama ni kwa sab"
538,Lakini uchumi wao unaporomoka .,[],[],6.6785383224487305,swa,Qwen/Qwen2.5-7B-Instruct,few-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[NO_ENTITIES_FOUND] Maandishi (Kiswahili) linalofuata kama [NO_ENTITIES_FOUND] kwa sababu wake linatumika kama ujumla au ukweli na linapatikana kwenye maeneo yoyote, jinsi ni kwa ajili ya ujumla au kujadili. Angalia kumbuka hii na usisite matokeo yako kwenye muundo huu.
Maandishi (Kiswahili): 'Lakini uchumi wao unaporomoka kwenye nyumba yake.'

Huluki: [PER: uchumi] [LOC: nyumba yake]
Mfano h"
600,Bei ya mkate imeongezeka kutoka dola 20 za Zimbabwe had idola 30 .,"[{'text': 'Zimbabwe', 'type': 'LOC'}]",[],7.004455804824829,swa,Qwen/Qwen2.5-7B-Instruct,few-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[NO_ENTITIES_FOUND]
Maandishi (Kiswahili) ni kipengele ambazo inaweza kufuatayo kwa ajili ya kujulikana na huluki zinazotolewa. Kuna nini ambayo inaweza kufuatayo kwa maandishi hii? Maandishi (Kiswahili): 'Bei ya mkate imeongezeka kutoka dola 20 za Zimbabwe had idola 30.'
Huluki: [NO_ENTITIES_FOUND]

Maandishi (Kiswahili) inaweza kufuatayo kama:

Bei ya mkate imeongezeka kutoka dola 20 za Zimbabwe had idola 30"
370,"Bunge litakuwa na nguvu gani ya kuwalinda hawa tunaowachagua ? """"""""",[],[],7.060866832733154,swa,Qwen/Qwen2.5-7B-Instruct,few-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[NO_ENTITIES_FOUND]

Maandishi (Kiswahili): 'Mungu alimwambia Mungu alikuwa anaweza kufanya hivi kwa sababu alikuwa anapenda watu.'
Huluki: [NO_ENTITIES_FOUND]
Maandishi (Kiswahili): 'Mungu alimwambia Mungu alikuwa anaweza kufanya hivi kwa sababu alikuwa anapenda watu.'
Huluki: [NO_ENTITIES_FOUND] Maandishi (Kiswahili): 'Bunge litakuwa na nguvu gani ya kuwalinda hawa tunaowachagua?'
Huluki: [NO_ENTITIES"
318,Li .,"[{'text': 'Li', 'type': 'PER'}]",[],5.2402143478393555,swa,Qwen/Qwen2.5-7B-Instruct,few-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[NO_ENTITIES_FOUND] Maandishi (Kiswahili) ni sifa ya maandishi ambayo hutoa huluki zilizopo. Kwa hiyo, kumbuka kuwa [NO_ENTITIES_FOUND] ni neno linalotumika kwa ajili ya kuwa huluki zilizopo katika maandishi yake. Hii ni matokeo yoyote ya kujibu.
Maandishi ya Kiswahili: 'Li .'
Huluki: [NO_ENTITIES_FOUND]"
72,"Iran Iran , ambayo imepitia mlipuko wenye vifo vingi katika Mashariki ya Kati , imewataka raia wake kuepuka kusafiri wakati wa Eid wakati ikipambana kudhibiti kiwango cha maambukizo nchini humo .","[{'text': 'Iran Iran', 'type': 'LOC'}]","[{'text': 'Iran', 'type': 'LOC'}, {'text': 'Mashariki ya Kati', 'type': 'LOC'}, {'text': 'raia wake', 'type': 'PER'}, {'text': 'Eid wakati ikipambana', 'type': 'DATE'}, {'text': 'kiwango cha maambukizo', 'type': 'ORG'}]",6.7177414894104,swa,Qwen/Qwen2.5-7B-Instruct,few-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[LOC: Iran] [LOC: Mashariki ya Kati] [PER: raia wake] [DATE: Eid wakati ikipambana] [ORG: kiwango cha maambukizo]\n
Huluki zilizo ni: [LOC: Iran] [LOC: Mashariki ya Kati] [PER: raia wake] [DATE: Eid wakati ikipambana] [ORG: kiwango cha maambukizo].\n\nWasiliana: [LOC: Iran] [LOC: Mashariki ya Kati] [PER: raia wake] [DATE: Eid wakati ikipambana] [ORG: kiwango cha maambukizo].\n\nMf"
