id,text,ground_truth_entities,predicted_entities,runtime_seconds,language,model_name,shot_type,prompt_language,temperature_used,top_p_used,top_k_used,max_tokens_used,repetition_penalty_used,do_sample_used,raw_output
84,Jami’an tsaron Lebanon sun yi amfani da ruwan zafi da barkonon tsohuwa a wajen ofishin Jakadancin Amurka da ke birnin Beirut .,"[{'text': 'Lebanon', 'type': 'LOC'}, {'text': 'Amurka', 'type': 'LOC'}, {'text': 'Beirut', 'type': 'LOC'}]","[{'text': 'Lebanon', 'type': 'LOC'}, {'text': 'Jakadancin Amurka', 'type': 'LOC'}, {'text': 'Beirut', 'type': 'LOC'}]",2.0427944660186768,hau,Qwen/Qwen2.5-7B-Instruct,zero-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[LOC: Lebanon] [LOC: Jakadancin Amurka] [LOC: Beirut]
```markdown
[LOC: Lebanon] [LOC: Jakadancin Amurka] [LOC: Beirut]
```"
523,A karshen watan Nuwamba Hukumar Lafiya Ta Duniya ta ce kasar Guinea kawai ce ke kan turbar dakile saurin yaduwar cutar kamar yadda aka sa a gaba .,"[{'text': 'karshen watan Nuwamba', 'type': 'DATE'}, {'text': 'Hukumar Lafiya Ta Duniya', 'type': 'ORG'}, {'text': 'Guinea', 'type': 'LOC'}]","[{'text': 'Lafiya Ta Duniya', 'type': 'ORG'}, {'text': 'Guinea', 'type': 'LOC'}]",1.3916425704956055,hau,Qwen/Qwen2.5-7B-Instruct,zero-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[ORG: Lafiya Ta Duniya] [LOC: Guinea]
[ORG: Lafiya Ta Duniya] [LOC: Guinea]"
6,"Amurka da China sun sha yin tattaunawa tun farkon shekarar nan domin sasantawa kan rikicin cinikayya da ya fara tun shekarar da ta gabata , lokacin da shugaban kasa Donald Trump ya saka harajin Dala biliyan 250 akan wasu kaya da China ke shigarwa Amurka .","[{'text': 'Amurka', 'type': 'LOC'}, {'text': 'China', 'type': 'LOC'}, {'text': 'farkon shekarar nan', 'type': 'DATE'}, {'text': 'shekarar da ta gabata', 'type': 'DATE'}, {'text': 'Donald Trump', 'type': 'PER'}, {'text': 'China', 'type': 'LOC'}, {'text': 'Amurka', 'type': 'LOC'}]",[],0.8218710422515869,hau,Qwen/Qwen2.5-7B-Instruct,zero-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[NO_ENTITIES_FOUND]
```plaintext
[NO_ENTITIES_FOUND]
```"
346,"Ga al'ummar dake zaune a kasashen bakar fata na Afirka , kwanciya ko yin barci a kusa da ibnda kaji suke ba wani bakon abu ba ne , musamman a yankunan karkara .","[{'text': 'Afirka', 'type': 'LOC'}]",[],2.2834463119506836,hau,Qwen/Qwen2.5-7B-Instruct,zero-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[NO_ENTITIES_FOUND]
The text provided does not contain any explicit names of persons, organizations, or specific locations that would qualify as named entities according to the specified types (PER, ORG, LOC). Therefore, the correct output is:

[NO_ENTITIES_FOUND]"
257,Yace sau tari muna tuntubar majalisun kasar domin mu fahimci damuwarsu kuma mu yi iya kokarinmu mu yi musu bayani a kan manufofin mu .,[],[],1.6299798488616943,hau,Qwen/Qwen2.5-7B-Instruct,zero-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[NO_ENTITIES_FOUND]
The provided text does not contain any clear references to persons, organizations, locations, or dates. Therefore, the correct output is:

[NO_ENTITIES_FOUND]"
261,Matakai biyu da majalisar ta dauka duk sun sabawa matsayar gwamnatin Trump wacce ta sha bayyana musunta a kan wannan batu da ka iya kawowa huldan Washington da Riyadh tsaiko .,"[{'text': 'Trump', 'type': 'PER'}, {'text': 'Washington', 'type': 'LOC'}, {'text': 'Riyadh', 'type': 'LOC'}]","[{'text': 'Trump', 'type': 'PER'}, {'text': 'Washington', 'type': 'LOC'}, {'text': 'Riyadh', 'type': 'LOC'}]",1.4584925174713135,hau,Qwen/Qwen2.5-7B-Instruct,zero-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[PER: Trump] [LOC: Washington] [LOC: Riyadh]
```markdown
[PER: Trump] [LOC: Washington] [LOC: Riyadh]
```"
155,"Wasu kotunan tarayya da kuma jihohi da suke kalubalantar matakin da gwamnatin Trump ta dauka na ta saka tambayar ko mutum dan kasa ne ko ba dan kasa ba , a kidayar jama’a suna neman kotu ta fayyace musu matakin .","[{'text': 'Trump', 'type': 'PER'}]",[],2.036071300506592,hau,Qwen/Qwen2.5-7B-Instruct,zero-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[NO_ENTITIES_FOUND]
The text provided does not contain any clear named entities that can be categorized as PER (Person), ORG (Organization), or LOC (Location). Therefore, the output is:

[NO_ENTITIES_FOUND]"
131,Shugaban Amurka Donald Trump ya zake kan bukatarsa ta gina katanga a kan iyakar Amurka da Mexico .,"[{'text': 'Amurka', 'type': 'LOC'}, {'text': 'Donald Trump', 'type': 'PER'}, {'text': 'Amurka', 'type': 'LOC'}, {'text': 'Mexico', 'type': 'LOC'}]","[{'text': 'Donald Trump', 'type': 'PER'}, {'text': 'Amurka', 'type': 'LOC'}, {'text': 'Mexico', 'type': 'LOC'}]",1.7807488441467285,hau,Qwen/Qwen2.5-7B-Instruct,zero-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[PER: Donald Trump] [LOC: Amurka] [LOC: Mexico]
```markdown
[PER: Donald Trump] [LOC: Amurka] [LOC: Mexico]
```"
109,"New Zealand , Australia da sauran kewayen yankin tsibiran Pacific dai na daya daga cikin wuraren da su ka fara shiga shera ta 2018 .","[{'text': 'New Zealand', 'type': 'LOC'}, {'text': 'Australia', 'type': 'LOC'}, {'text': 'Pacific', 'type': 'LOC'}, {'text': '2018', 'type': 'DATE'}]",[],6.330496549606323,hau,Qwen/Qwen2.5-7B-Instruct,zero-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[ORG: New Zealand] [ORG: Australia] [LOC: Pacific] [DATE: 2018] [NO_ENTITIES_FOUND] [DATE: 2018] To ensure clarity and accuracy, I will extract the entities from the provided text:

1. ""New Zealand"" - This is an organization name.
2. ""Australia"" - This is also an organization name.
3. ""Pacific"" - This is a location.
4. ""2018"" - This is a date.

Here is the formatted output:

[ORG: New Zealand] [ORG: Australia] [LOC: Pacific] [DATE: 2018] 

Note that the second occurrence of ""2018"" is not repeated as it is considered a duplicate"
73,""""""""" Firai Ministan na Canada ya rufe taron ne a jiya Asabar , inda ya ki amincewa ya sauya matsayar da ya dauka ta nuna adawa da harajin da Amurka ta sakawa kayayyakin karafa da dalma na kasarsa ta Canada da na kasashen da ke nahiyar turai .","[{'text': 'Canada', 'type': 'LOC'}, {'text': 'jiya Asabar', 'type': 'DATE'}, {'text': 'Amurka', 'type': 'LOC'}, {'text': 'Canada', 'type': 'LOC'}, {'text': 'turai', 'type': 'LOC'}]","[{'text': 'Ministan na Canada', 'type': 'ORG'}, {'text': 'Canada', 'type': 'LOC'}, {'text': 'Asabar', 'type': 'LOC'}, {'text': 'Amurka', 'type': 'LOC'}]",2.594817876815796,hau,Qwen/Qwen2.5-7B-Instruct,zero-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[ORG: Ministan na Canada] [LOC: Canada] [LOC: Asabar] [LOC: Amurka] [LOC: Canada]
```plaintext
[ORG: Ministan na Canada] [LOC: Canada] [LOC: Asabar] [LOC: Amurka] [LOC: Canada]
```"
70,"Shugaban Amurka Donald Trump , ya ce ya bai wa wakilansa umurnin cewa kada su rattaba hannu a wata takardar matsaya da aka cimma , a tsakanin kasashe bakwai masu karfin tattalin arziki na G - 7 wanda aka yi a Canada .","[{'text': 'Amurka', 'type': 'LOC'}, {'text': 'Donald Trump', 'type': 'PER'}, {'text': 'G - 7', 'type': 'ORG'}, {'text': 'Canada', 'type': 'LOC'}]","[{'text': 'Donald Trump', 'type': 'PER'}, {'text': 'Amurka', 'type': 'LOC'}, {'text': 'G-7', 'type': 'ORG'}, {'text': 'Canada', 'type': 'LOC'}]",2.114213466644287,hau,Qwen/Qwen2.5-7B-Instruct,zero-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[PER: Donald Trump] [LOC: Amurka] [ORG: G-7] [LOC: Canada]
```markdown
[PER: Donald Trump] [LOC: Amurka] [ORG: G-7] [LOC: Canada]
```"
386,"Binciken ya kuma ce , matan da suka daina al’ada dake shakar hayakin taba na lokaci mai tsawo su ma su na iya fuskantar karin kasadar kamuwa da cutar sankarar nono .",[],[],1.9582865238189697,hau,Qwen/Qwen2.5-7B-Instruct,zero-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[NO_ENTITIES_FOUND]
The provided text does not contain any explicit named entities such as persons, organizations, or locations that can be directly identified based on common knowledge or context. Therefore, the correct output is:

[NO_ENTITIES_FOUND]"
86,"Yayin zanga zangar , masu boren kona wani mutum - mutumin Trump , da tutocin kasashen Amurka da Isra’ila .","[{'text': 'Trump', 'type': 'PER'}, {'text': 'Amurka', 'type': 'LOC'}, {'text': 'Isra’ila', 'type': 'LOC'}]","[{'text': 'mutumin Trump', 'type': 'ORG'}, {'text': 'Amurka', 'type': 'LOC'}, {'text': 'Isra’ila', 'type': 'LOC'}]",1.949357271194458,hau,Qwen/Qwen2.5-7B-Instruct,zero-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[ORG: mutumin Trump] [LOC: Amurka] [LOC: Isra’ila]
```markdown
[ORG: mutumin Trump] [LOC: Amurka] [LOC: Isra’ila]
```"
528,Jikinta ya yi tsanani ainun yadda ba a iya daukarta zuwa kasar Jamus domin yi mata jinya ba .,"[{'text': 'Jamus', 'type': 'LOC'}]",[],2.2300024032592773,hau,Qwen/Qwen2.5-7B-Instruct,zero-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[NO_ENTITIES_FOUND]
The provided text does not contain any clear named entities that can be categorized as PER (Person), ORG (Organization), or LOC (Location). Therefore, the correct output is:

[NO_ENTITIES_FOUND]"
145,Zuwa yanzu an samu mace - mace masu nasaba da wannan matsala har 14 .,[],[],2.0921714305877686,hau,Qwen/Qwen2.5-7B-Instruct,zero-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[NO_ENTITIES_FOUND]
The text provided does not contain any named entities that match the categories of PER (Person), ORG (Organization), or LOC (Location). Therefore, the correct output is:

[NO_ENTITIES_FOUND]"
509,"Kasancewa , mata sune suka fi kusa da kananan yara , banda haka kuma , sun iya tada tsimin al’umma .",[],[],1.960315227508545,hau,Qwen/Qwen2.5-7B-Instruct,zero-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[NO_ENTITIES_FOUND]
The provided text does not contain any clear references to persons, organizations, locations, or dates that would fit the specified entity types. Therefore, the correct output is:

[NO_ENTITIES_FOUND]"
30,"Ita kuwa jaridar The Miami Herald ta ambato wasu birane da za a gudanar da kamen da suka hada da Atlanta , Baltimore , Denver , New Orleans , New York da kuma San Francisco .","[{'text': 'The Miami Herald', 'type': 'ORG'}, {'text': 'Atlanta', 'type': 'LOC'}, {'text': 'Baltimore', 'type': 'LOC'}, {'text': 'Denver', 'type': 'LOC'}, {'text': 'New Orleans', 'type': 'LOC'}, {'text': 'New York', 'type': 'LOC'}, {'text': 'San Francisco', 'type': 'LOC'}]","[{'text': 'The Miami Herald', 'type': 'ORG'}, {'text': 'Atlanta', 'type': 'LOC'}, {'text': 'Baltimore', 'type': 'LOC'}, {'text': 'Denver', 'type': 'LOC'}, {'text': 'New Orleans', 'type': 'LOC'}, {'text': 'New York', 'type': 'LOC'}, {'text': 'San Francisco', 'type': 'LOC'}]",3.4798996448516846,hau,Qwen/Qwen2.5-7B-Instruct,zero-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[ORG: The Miami Herald] [LOC: Atlanta] [LOC: Baltimore] [LOC: Denver] [LOC: New Orleans] [LOC: New York] [LOC: San Francisco]
```markdown
[ORG: The Miami Herald] [LOC: Atlanta] [LOC: Baltimore] [LOC: Denver] [LOC: New Orleans] [LOC: New York] [LOC: San Francisco]
```"
204,"Sission ya ce , muddin shi ne babban lauyan gwamnati zai ci gaba da gudanar da aikisa da mutumci , kuma ma'aikatar zata ci gaba da gudanar da ayyukanta ba sani ba sabo bisa ga kundin tsarin mulkin kasa .","[{'text': 'Sission', 'type': 'PER'}]",[],1.8711023330688477,hau,Qwen/Qwen2.5-7B-Instruct,zero-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[NO_ENTITIES_FOUND]
The provided text does not contain any clear references to persons, organizations, locations, or dates that would fit the specified entity types. Therefore, the correct output is:

[NO_ENTITIES_FOUND]"
396,"YADDA MALERIYA KE YADUWA : Ana iya kamuwa da cutar Maleriya ce kawai ta hanyar cizon macen sauro da ake kira """""""" Anopheles .",[],[],2.0238051414489746,hau,Qwen/Qwen2.5-7B-Instruct,zero-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[NO_ENTITIES_FOUND]
The text provided does not contain any named entities that match the categories of PER (Person), ORG (Organization), or LOC (Location). Therefore, the correct output is:

[NO_ENTITIES_FOUND]"
77,"Wannan harajin motoci zai addabi masana’anatar kera motoci ta kasar Jamus da take samun habbaka , sai kuma batun harajin nan da Trump ya riga ya doawa dalama da karafe .","[{'text': 'Jamus', 'type': 'LOC'}, {'text': 'Trump', 'type': 'PER'}]",[],2.23831844329834,hau,Qwen/Qwen2.5-7B-Instruct,zero-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[NO_ENTITIES_FOUND]
The provided text does not contain any clear named entities that can be confidently categorized as PER (Person), ORG (Organization), or LOC (Location). Therefore, the output is:

[NO_ENTITIES_FOUND]"
153,"Yanzu haka lauyoyin gwamnatin Amurka sun himmatu sosai a kokarin da suke yi , na cika wa’adin umarnin kotu da ta bayar na zuwa yau juma’a da yamma , da su bada hujjojunsu na saka tambayar ko mutum dan kasa ne ko ba dan kasa ba , a cikin tambayoyin kidayar ‘yan - kasa da za’a yi a shekarar 2020 , ko ta yanke cewar bata bukatar a saka tambayar da ka iya kawo rudani a cikin jerin tambayoyin da suke kunshe a takardar","[{'text': 'Amurka', 'type': 'LOC'}, {'text': 'yau juma’a da yamma', 'type': 'DATE'}, {'text': 'shekarar 2020', 'type': 'DATE'}]",[],6.915645360946655,hau,Qwen/Qwen2.5-7B-Instruct,zero-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,[ORG: Amurka] [DATE: 2020] [NO_ENTITIES_FOUND] [DATE: 2020] [PER: 'yan-kasa'] [PER: za'a] [ORG: 'yan-kasa'] [ORG: jerin tambayoyin] [ORG: takardar] [NO_ENTITIES_FOUND] [NO_ENTITIES_FOUND] [NO_ENTITIES_FOUND] [NO_ENTITIES_FOUND] [NO_ENTITIES_FOUND] [NO_ENTITIES_FOUND] [NO_ENTITIES_FOUND] [NO_ENTITIES_FOUND] [NO_ENTITIES_FOUND] [NO_ENTITIES_FOUND] [NO_ENTITIES_FOUND] [NO_ENTITIES_FOUND] [NO_ENTITIES_FOUND] [NO_ENTITIES_FOUND] [NO_ENTITIES_FOUND]
398,"Shi kansa sauro jinsin """""""" Anopheles """""""" ya karkasu zuwa wasu kananan jinsunan .",[],[],2.017256736755371,hau,Qwen/Qwen2.5-7B-Instruct,zero-shot,LRL-instruct,0.1,0.85,35,160,1.05,True,"[NO_ENTITIES_FOUND]
The text provided does not contain any named entities that match the categories of PER (Person), ORG (Organization), or LOC (Location). Therefore, the correct output is:

[NO_ENTITIES_FOUND]"
