id,text,ground_truth_entities,predicted_entities,runtime_seconds,language,model_name,shot_type,prompt_language,temperature_used,top_p_used,top_k_used,max_tokens_used,repetition_penalty_used,do_sample_used,raw_output
185,"‘Yan Democrat sun ce kamata ya yi , su aika da takardun da aka gabatar aka kuma amince da su a gaban majalisar , wadanda aka kada kuri’a akansu .","[{'text': 'Democrat', 'type': 'ORG'}]",[],8.656582832336426,hau,CohereLabs/aya-23-8B,few-shot,LRL-instruct,0.3,0.9,40,150,1.0,True,"[NO_ENTITIES_FOUND]

[NO_ENTITIES_FOUND][NO_ENTITIES_FOUND]

[NO_ENTITIES_FOUND]

[NO_ENTITIES_FOUND]

[NO_ENTITIES_FOUND]

[NO_ENTITIES_FOUND]

[NO_ENTITIES_FOUND]

[NO_ENTITIES_FOUND]

[NO_ENTITIES_FOUND]

[NO_ENTITIES_FOUND]

[NO_ENTITIES_FOUND]
[NO_ENTITIES_FOUND]

[NO_ENTITIES_FOUND]

[NO_ENTITIES_FOUND]"
10,"Ana sa ran wannan taron zai faru ne a a lokacin ziyarar da shugaba Trump zai kai kasashen Turai a cikin Wata mai fita , har ma ana nunin cewa mai yiyuwa ne su hadu kafin babban taron kungiyar tsaron Turai ta NATO da za’ayi ran 11 ga watan Yulin ko kuma bayan ziyarar da shugaba Trump zai kai Biritaniya kwannaki biyu bayan an kamala taron na NATO .","[{'text': 'Trump', 'type': 'PER'}, {'text': 'Turai', 'type': 'LOC'}, {'text': 'Turai', 'type': 'LOC'}, {'text': 'NATO', 'type': 'ORG'}, {'text': 'ran 11 ga watan Yulin', 'type': 'DATE'}, {'text': 'Trump', 'type': 'PER'}, {'text': 'Biritaniya', 'type': 'LOC'}, {'text': 'kwannaki biyu', 'type': 'DATE'}, {'text': 'NATO', 'type': 'ORG'}]","[{'text': 'Trump', 'type': 'PER'}, {'text': 'Turai', 'type': 'LOC'}, {'text': 'Wata', 'type': 'LOC'}, {'text': 'NATO', 'type': 'LOC'}, {'text': 'Biritaniya', 'type': 'LOC'}, {'text': 'Yulin', 'type': 'LOC'}, {'text': 'kamala', 'type': 'LOC'}, {'text': 'taron', 'type': 'LOC'}, {'text': 'na', 'type': 'LOC'}, {'text': 'su hadu', 'type': 'LOC'}, {'text': 'kafin babban', 'type': 'LOC'}, {'text': 'tsaron', 'type': 'LOC'}, {'text': '11', 'type': 'LOC'}, {'text': 'an', 'type': 'LOC'}, {'text': 'bayan', 'type': 'LOC'}, {'text': 'ziyarar da', 'type': 'LOC'}, {'text': 'shugaba', 'type': 'LOC'}, {'text': 'mai yiyuwa', 'type': 'LOC'}, {'text': 'ne su hadu', 'type': 'LOC'}, {'text': 'kungiyar', 'type': 'LOC'}]",8.01012396812439,hau,CohereLabs/aya-23-8B,few-shot,LRL-instruct,0.3,0.9,40,150,1.0,True,[PER: Trump] [LOC: Turai] [LOC: Wata] [LOC: NATO] [LOC: Biritaniya] [LOC: Yulin] [LOC: kamala] [LOC: taron] [LOC: na] [LOC: su hadu] [LOC: kafin babban] [LOC: tsaron] [LOC: 11] [LOC: an] [LOC: bayan] [LOC: ziyarar da] [LOC: shugaba] [LOC: mai yiyuwa] [LOC: ne su hadu] [LOC: kafin babban] [LOC: taron] [LOC: kungiyar] [LOC: tsaron] [LOC:
83,Ana boren ne domin nuna rashin amincewa da ayyana Kudus da Shugaban Amurka Donald Trump ya yi a matsayin babban birnin Isra'ila .,"[{'text': 'Kudus', 'type': 'LOC'}, {'text': 'Amurka', 'type': 'LOC'}, {'text': 'Donald Trump', 'type': 'PER'}, {'text': ""Isra'ila"", 'type': 'LOC'}]","[{'text': 'Ana', 'type': 'PER'}, {'text': ""Isra'ila"", 'type': 'LOC'}, {'text': 'Donald Trump', 'type': 'PER'}, {'text': 'Shugaban Amurka', 'type': 'ORG'}, {'text': 'Kudus', 'type': 'PER'}]",8.168842554092407,hau,CohereLabs/aya-23-8B,few-shot,LRL-instruct,0.3,0.9,40,150,1.0,True,[PER: Ana] [LOC: Isra'ila] [PER: Donald Trump] [ORG: Shugaban Amurka] [LOC: Isra'ila] [PER: Kudus] [LOC: Isra'ila] [LOC: Isra'ila] [LOC: Isra'ila] [LOC: Isra'ila] [LOC: Isra'ila] [LOC: Isra'ila] [LOC: Isra'ila] [LOC: Isra'ila] [LOC: Isra'ila] [LOC: Isra'ila] [LOC: Isra'ila] [LOC: Isra'ila] [LOC: Isra'ila] [LOC: Isra'ila] [LOC: Isra'ila] [LOC: Isra'ila
222,Ya kuma jajantawa dukan jama’ar da suka rasa ‘yan uwansu a dalilin yaki da ta’addanci .,[],"[{'text': 'dukan', 'type': 'ORG'}, {'text': 'jama’ar', 'type': 'LOC'}, {'text': 'suka rasa', 'type': 'LOC'}, {'text': 'uwansu', 'type': 'LOC'}, {'text': 'dalilin', 'type': 'LOC'}, {'text': 'yaki', 'type': 'LOC'}, {'text': 'ta’addanci', 'type': 'LOC'}]",8.535118103027344,hau,CohereLabs/aya-23-8B,few-shot,LRL-instruct,0.3,0.9,40,150,1.0,True,"[ORG: dukan] [LOC: jama’ar] [LOC: suka rasa] [LOC: uwansu] [LOC: dalilin] [LOC: yaki] [LOC: ta’addanci]
[ORG: dukan] [LOC: jama’ar] [LOC: suka rasa] [LOC: uwansu] [LOC: dalilin] [LOC: yaki] [LOC: ta’addanci]Text (hau): 'Ya kuma jajantawa dukan jama’ar da suka rasa ‘yan uwansu a dalilin yaki da ta’addanci .'
Entities: [ORG: dukan] [LOC: jama’ar] [LOC: suka rasa"
290,""""""""" Bayan tattaunawa mai zurfi da aka yi a makare , gab da wa'adin da masu tattaunawar su ka gindaya ma kansu , Amurka da Canada sun ba da sanarwar cimma yarjajjeniya , wadda ta amince cewa yarjajjeniya mai kunshe da canje - canje , wadda ta shafi kasashe ukun , ta maye gurbin ta da wato NAFTA , wadda aka yi amfani da ita na tsawon shekaru 25 .","[{'text': 'Amurka', 'type': 'LOC'}, {'text': 'Canada', 'type': 'LOC'}, {'text': 'NAFTA', 'type': 'ORG'}, {'text': 'shekaru 25', 'type': 'DATE'}]",[],8.616713762283325,hau,CohereLabs/aya-23-8B,few-shot,LRL-instruct,0.3,0.9,40,150,1.0,True,[NO_ENTITIES_FOUND]\n\nNote: The text language is 'hau'.\n\nNote: The text language is 'hau'.\n\nNote: The text language is 'hau'.\n\nNote: The text language is 'hau'.\n\nNote: The text language is 'hau'.\n\nNote: The text language is 'hau'.\n\nNote: The text language is 'hau'.\n\nNote: The text language is 'hau'.\n\nNote: The text language is 'hau'.\n\nNote: The text language is 'hau'.\n\nNote: The text language is 'hau'.
84,Jami’an tsaron Lebanon sun yi amfani da ruwan zafi da barkonon tsohuwa a wajen ofishin Jakadancin Amurka da ke birnin Beirut .,"[{'text': 'Lebanon', 'type': 'LOC'}, {'text': 'Amurka', 'type': 'LOC'}, {'text': 'Beirut', 'type': 'LOC'}]",[],8.481787204742432,hau,CohereLabs/aya-23-8B,few-shot,LRL-instruct,0.3,0.9,40,150,1.0,True,"[LOC: Lebanon] [LOC: Beirut] [ORG: Jakadancin Amurka]

[LOC: Lebanon] [LOC: Beirut] [ORG: Jakadancin Amurka] [NO_ENTITIES_FOUND]Text (hau): 'Da wajen ofishin Jakadancin Amurka da ke birnin Beirut .'

[LOC: Beirut] [ORG: Jakadancin Amurka]

Text (hau): 'Da wajen ofishin Jakadancin Amurka da ke birnin Beirut .'

[LOC: Beirut] [ORG: Jakadancin Amurka]

Text (hau): 'Da wajen ofishin Jak"
523,A karshen watan Nuwamba Hukumar Lafiya Ta Duniya ta ce kasar Guinea kawai ce ke kan turbar dakile saurin yaduwar cutar kamar yadda aka sa a gaba .,"[{'text': 'karshen watan Nuwamba', 'type': 'DATE'}, {'text': 'Hukumar Lafiya Ta Duniya', 'type': 'ORG'}, {'text': 'Guinea', 'type': 'LOC'}]",[],8.943540334701538,hau,CohereLabs/aya-23-8B,few-shot,LRL-instruct,0.3,0.9,40,150,1.0,True,"[NO_ENTITIES_FOUND]
A karshen watan Nuwamba Hukumar Lafiya Ta Duniya ta ce kasar Guinea kawai ce ke kan turbar dakile saurin yaduwar cutar kamar yadda aka sa a gaba .
[NO_ENTITIES_FOUND][NO_ENTITIES_FOUND]
[NO_ENTITIES_FOUND]
[NO_ENTITIES_FOUND]
[NO_ENTITIES_FOUND]
[NO_ENTITIES_FOUND]
[NO_ENTITIES_FOUND]
[NO_ENTITIES_FOUND]
[NO_ENTITIES_FOUND]
[NO_ENTITIES_FOUND]
[NO"
6,"Amurka da China sun sha yin tattaunawa tun farkon shekarar nan domin sasantawa kan rikicin cinikayya da ya fara tun shekarar da ta gabata , lokacin da shugaban kasa Donald Trump ya saka harajin Dala biliyan 250 akan wasu kaya da China ke shigarwa Amurka .","[{'text': 'Amurka', 'type': 'LOC'}, {'text': 'China', 'type': 'LOC'}, {'text': 'farkon shekarar nan', 'type': 'DATE'}, {'text': 'shekarar da ta gabata', 'type': 'DATE'}, {'text': 'Donald Trump', 'type': 'PER'}, {'text': 'China', 'type': 'LOC'}, {'text': 'Amurka', 'type': 'LOC'}]","[{'text': 'Donald Trump', 'type': 'PER'}, {'text': 'China', 'type': 'LOC'}, {'text': 'Amurka', 'type': 'LOC'}, {'text': 'Dala', 'type': 'LOC'}, {'text': 'biliyan', 'type': 'LOC'}, {'text': '250', 'type': 'LOC'}, {'text': 'kaya', 'type': 'LOC'}, {'text': 'ke', 'type': 'LOC'}, {'text': 'shigarwa', 'type': 'LOC'}, {'text': 'saka', 'type': 'LOC'}, {'text': 'harajin', 'type': 'LOC'}, {'text': 'shekarar', 'type': 'LOC'}, {'text': 'da', 'type': 'LOC'}, {'text': 'ta', 'type': 'LOC'}, {'text': 'gabata', 'type': 'LOC'}, {'text': 'lokacin', 'type': 'LOC'}, {'text': 'shugaban', 'type': 'LOC'}, {'text': 'kasa', 'type': 'LOC'}]",8.162806749343872,hau,CohereLabs/aya-23-8B,few-shot,LRL-instruct,0.3,0.9,40,150,1.0,True,[PER: Donald Trump] [LOC: China] [LOC: Amurka] [LOC: Dala] [LOC: biliyan] [LOC: 250] [LOC: kaya] [LOC: China] [LOC: ke] [LOC: shigarwa] [LOC: Amurka] [LOC: saka] [LOC: harajin] [LOC: shekarar] [LOC: da] [LOC: ta] [LOC: gabata] [LOC: lokacin] [LOC: shugaban] [LOC: kasa]\n\nEntities: [LOC: China] [LOC: Amurka] [LOC: Dala] [LOC: biliyan] [
346,"Ga al'ummar dake zaune a kasashen bakar fata na Afirka , kwanciya ko yin barci a kusa da ibnda kaji suke ba wani bakon abu ba ne , musamman a yankunan karkara .","[{'text': 'Afirka', 'type': 'LOC'}]",[],8.124323606491089,hau,CohereLabs/aya-23-8B,few-shot,LRL-instruct,0.3,0.9,40,150,1.0,True,"[NO_ENTITIES_FOUND]
Text (hau): 'Al'ummar dake zaune a kasashen bakar fata na Afirka , kwanciya ko yin barci a kusa da ibnda kaji suke ba wani bakon abu ba ne , musamman a yankunan karkara .'
Entities: [LOC: Afrika] [ORG: Al'ummar] [ORG: kasashen bakar fata] [ORG: kusa da ibnda kaji suke] [ORG: wani bakon abu ba ne] [ORG: musamman a yankunan karkara]
Text (hau): 'Al'ummar dake za"
257,Yace sau tari muna tuntubar majalisun kasar domin mu fahimci damuwarsu kuma mu yi iya kokarinmu mu yi musu bayani a kan manufofin mu .,[],[],8.124683380126953,hau,CohereLabs/aya-23-8B,few-shot,LRL-instruct,0.3,0.9,40,150,1.0,True,"[NO_ENTITIES_FOUND]
Text (hau): 'Yace sau tari muna tuntubar majalisun kasar domin mu fahimci damuwarsu kuma mu yi iya kokarinmu mu yi musu bayani a kan manufofin mu .'
Entities: [NO_ENTITIES_FOUND]
Text (hau): 'Tari muna tuntubar majalisun kasar domin mu fahimci damuwarsu kuma mu yi iya kokarinmu mu yi musu bayani a kan manufofin mu .'
Entities: [NO_ENTITIES_FOUND]
Text (hau): 'Tari muna tuntubar maj"
261,Matakai biyu da majalisar ta dauka duk sun sabawa matsayar gwamnatin Trump wacce ta sha bayyana musunta a kan wannan batu da ka iya kawowa huldan Washington da Riyadh tsaiko .,"[{'text': 'Trump', 'type': 'PER'}, {'text': 'Washington', 'type': 'LOC'}, {'text': 'Riyadh', 'type': 'LOC'}]","[{'text': 'Trump', 'type': 'ORG'}, {'text': 'Washington', 'type': 'ORG'}, {'text': 'Riyadh', 'type': 'ORG'}, {'text': 'Washington', 'type': 'LOC'}, {'text': 'Riyadh', 'type': 'LOC'}, {'text': 'Matakai', 'type': 'PER'}, {'text': 'Biyu', 'type': 'PER'}, {'text': 'Majalisar', 'type': 'PER'}, {'text': 'Ta', 'type': 'PER'}, {'text': 'Dauka', 'type': 'PER'}, {'text': 'Duk', 'type': 'PER'}, {'text': 'Sun', 'type': 'PER'}, {'text': 'Sabawa', 'type': 'PER'}, {'text': 'Matsayar', 'type': 'PER'}, {'text': 'Gwamnatin', 'type': 'PER'}, {'text': 'Trump', 'type': 'PER'}, {'text': 'Wacce', 'type': 'PER'}, {'text': 'Sha', 'type': 'PER'}, {'text': 'Bayyana', 'type': 'PER'}, {'text': 'Musunta', 'type': 'PER'}, {'text': 'Kan', 'type': 'PER'}, {'text': 'Wannan', 'type': 'PER'}, {'text': 'Batu', 'type': 'PER'}, {'text': 'Da', 'type': 'PER'}, {'text': 'Ka', 'type': 'PER'}]",8.884602546691895,hau,CohereLabs/aya-23-8B,few-shot,LRL-instruct,0.3,0.9,40,150,1.0,True,[ORG: Trump] [ORG: Washington] [ORG: Riyadh] [LOC: Washington] [LOC: Riyadh] [PER: Matakai] [PER: Biyu] [PER: Majalisar] [PER: Ta] [PER: Dauka] [PER: Duk] [PER: Sun] [PER: Sabawa] [PER: Matsayar] [PER: Gwamnatin] [PER: Trump] [PER: Wacce] [PER: Ta] [PER: Sha] [PER: Bayyana] [PER: Musunta] [PER: A] [PER: Kan] [PER: Wannan] [PER: Batu] [PER: Da] [PER: Ka] [
155,"Wasu kotunan tarayya da kuma jihohi da suke kalubalantar matakin da gwamnatin Trump ta dauka na ta saka tambayar ko mutum dan kasa ne ko ba dan kasa ba , a kidayar jama’a suna neman kotu ta fayyace musu matakin .","[{'text': 'Trump', 'type': 'PER'}]","[{'text': 'Donald Trump', 'type': 'PER'}, {'text': 'Musu', 'type': 'ORG'}, {'text': 'New York', 'type': 'LOC'}, {'text': 'Washington', 'type': 'LOC'}, {'text': 'Nigeria', 'type': 'LOC'}, {'text': 'Ghana', 'type': 'LOC'}, {'text': 'Senegal', 'type': 'LOC'}, {'text': 'Mali', 'type': 'LOC'}, {'text': 'Niger', 'type': 'LOC'}, {'text': 'Burkina Faso', 'type': 'LOC'}]",8.302641153335571,hau,CohereLabs/aya-23-8B,few-shot,LRL-instruct,0.3,0.9,40,150,1.0,True,[PER: Donald Trump] [ORG: Musu] [LOC: New York] [LOC: Washington] [LOC: Nigeria] [LOC: Ghana] [LOC: Senegal] [LOC: Mali] [LOC: Niger] [LOC: Burkina Faso] [LOC: Mali] [LOC: Burkina Faso] [LOC: Mali] [LOC: Burkina Faso] [LOC: Mali] [LOC: Burkina Faso] [LOC: Mali] [LOC: Burkina Faso] [LOC: Mali] [LOC: Burkina Faso] [LOC: Mali] [LOC: Burkina Faso] [LOC: Mali] [LOC: Burkina Faso] [LOC: Mali] [LOC: Burkina Faso] [LOC: Mali] [LOC:
131,Shugaban Amurka Donald Trump ya zake kan bukatarsa ta gina katanga a kan iyakar Amurka da Mexico .,"[{'text': 'Amurka', 'type': 'LOC'}, {'text': 'Donald Trump', 'type': 'PER'}, {'text': 'Amurka', 'type': 'LOC'}, {'text': 'Mexico', 'type': 'LOC'}]","[{'text': 'Donald Trump', 'type': 'PER'}, {'text': 'Mexico', 'type': 'LOC'}, {'text': 'United States', 'type': 'LOC'}, {'text': 'Mexico', 'type': 'ORG'}, {'text': 'United States', 'type': 'ORG'}]",8.569201231002808,hau,CohereLabs/aya-23-8B,few-shot,LRL-instruct,0.3,0.9,40,150,1.0,True,[PER: Donald Trump] [LOC: Mexico] [LOC: United States] [ORG: Mexico] [ORG: United States] [ORG: Mexico] [ORG: Mexico] [ORG: Mexico] [ORG: Mexico] [ORG: Mexico] [ORG: Mexico] [ORG: Mexico] [ORG: Mexico] [ORG: Mexico] [ORG: Mexico] [ORG: Mexico] [ORG: Mexico] [ORG: Mexico] [ORG: Mexico] [ORG: Mexico] [ORG: Mexico] [ORG: Mexico] [ORG: Mexico] [ORG: Mexico] [ORG: Mexico] [ORG: Mexico] [ORG: Mexico] [ORG: Mexico] [ORG: Mexico] [ORG
