premise,hypothesis,ground_truth,predicted_label,correct,language,runtime_seconds,samples_processed,runtime_per_sample,temperature,max_new_tokens,do_sample
"The source claimed that Bin Ladin asked for and received assistance from the bomb-making expert, who remained there giving training until September 1996, which is when the information was passed to the United States.",The source knew nothing about Bin Laden.,contradiction,contradiction,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"Linked to Nova Scotia by the narrow Chignecto Isthmus, New Brunswick became a separate province in 1784 at the demand of 14,000 Loyalist refugees.",New Brunswick was not a province in 1784.,contradiction,contradiction,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
They stressed that constant vigilance was needed to ensure that controls remained appropriate--addressing current risks and not unnecessarily hindering operations--and that individuals who used and maintained information systems complied with organizational policies.,They said it was important to be vigilent when it came to the news factory controls.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
If there was anything I could do.,I knew there was nothing i could do.,contradiction,neutral,False,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
Much has been made of hiring Michael Apted to bring a more human touch to the series.,Michael Apted was hired to add a personal quality to the series.,entailment,entailment,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"In appreciation for your contribution $100 or more to the campaign, you and a guest are invited to attend a special reception on Thursday, March 23,2000 from 5:30- 8:00 PM in Herron Hall.",You and a guest will be invited to attend a special reception if you donate $100 or more to the campaign.,entailment,entailment,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
You'll see videos of Anne's story and of Amsterdam under occupation along with photographs and artifacts of the time.,You will not see photographs.,contradiction,contradiction,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"In addition, Indiana residents may receive tax benefits through the Indiana tax credit which is applied directly against the bottom line of the state tax return.",Indiana residents get a 50% tax credit if they donate to the theater.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"The mayor of Letohrad, the town where Josef Korbel grew up, says he sent Albright three letters in recent years.",Korbel led Letohrad.,entailment,neutral,False,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"In an economy with reinvestment, what happens if we can take our advantages of trade and reinvest any excess so that we can create more apples and pears than we had to start with?",We can't trade with anyone around us.,contradiction,contradiction,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
We can continue to strengthen the education of good lawyers.,"We can educate lawyers, I'm sure of it!",entailment,neutral,False,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"The ultimate recipient in Pakistan would then go to the Pakistani hawaladar and receive his money, in rupees, from whatever money the Pakistani hawaladar has on hand.",The ultimate recipient would need to travel to Turkey to get his money.,contradiction,contradiction,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
The real cause for concern is that HMOs may fail to control costs in the long term.,Everyone appreciates that HMOs will be able to control costs in the long term.,contradiction,contradiction,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
and it still scared me,I was just a little bit scared.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
oh oh my word well that sounds adventuresome,That sounds like an awful experience.,contradiction,neutral,False,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"Based on this risk assessment, Centrelink developed a range of specific prevention strategies aimed at educating beneficiaries and employers on income reporting requirements.",Centrelink had a lot of strategies to teach people how to report income because the government was losing a lot of money in mistakes.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"This is extremely important to the long-term survival of elephants in human care, as well as the wild.",There is nothing that can be done to help elephants.,contradiction,contradiction,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
We assume a direct linear relationship between volume per capita and pieces per possible,We know there's no connection between volume per capita and pieces per possible.,contradiction,contradiction,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"At the moment, the thinking is that it's perhaps best to leave these smaller, less developed islands in peace.",People think the islands should be left alone.,entailment,entailment,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"One thing M. Tesniares hasn't reckoned with, though, is the Anglo-Saxon input.",M. Tesniares performs Anglo-Saxon input.,contradiction,contradiction,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
My name is Wade--Lord Julian Wade.,"His name was not Wade but instead, Smith.",contradiction,contradiction,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"It would be extremely difficult for a legal services attorney in California to know whether a client, who has been working in the migrant stream in Arizona, has temporarily crossed the border into Mexico.",The attorney can get the information through the migrant worker network.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"Likewise, the statistics in Tables A2 and A3 show that routes with high carrier route volume reside in ZIP Codes with higher levels of household income and education attainment.",High volume areas also have high incomes.,entailment,entailment,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
And she was always there for us,She gave us all the money we needed.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"Um, and she said, she said, she said, Baby, she said, You don't understand about life the way I understand about life.",She told me I didn't have a clue how the real world worked and I should follow her.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"Property is an endless succession of bubbles in space, or cyberspace, with different people claiming an endless variety of interests in them.",Property is just people saying they own something.,entailment,neutral,False,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"These workers were not trapped, yet unlike most occupants on the upper floors, they had chosen not to descend immediately after impact.",Some workers thought that the situation wouldn't escalate.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"Nothing underscores the subtle complexities of language more strikingly than the miscommunications that occur among pilots, crew members, and air traffic controllers.",Pilots are always perfect communicators.,contradiction,contradiction,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"Yousef managed to escape to Pakistan, but his accomplice, Murad-whom KSM claims to have sent to Yousef with $3,000 to help fund the operation-was arrested and disclosed details of the plot while under interrogation.",Murad told investigators where to locate Yousef in Pakistan.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"One can imagine a bulldozer operator as he blades out a road for a new development being hailed by the developer   Hey, Loyd ...",You can imagine a bulldozer operator starting a bulldozer.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"So anyway, Dad goes and makes this nice big glass of chocolate milk for me.",Dad got me some chocolate milk from the fridge.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
well supposedly in seven days they're going they're going to look through y our background and make sure you are not an ex-con or don't have,They will supposedly do a background check over the next seven days.,entailment,entailment,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"I'm uh, Chief Master Sergeant, retired, as Rick said.",Rick told you I was retired.,entailment,entailment,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
Anyhow the man comes in.,The man entered the room.,entailment,entailment,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"Of course, not every typographical error should be ascribed to a hidden unconscious motive on the part of the typesetter (or typist).",Typesetters and typists never make typographical errors.,contradiction,contradiction,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"If you would like additional information about the IU School of Medicine campaign or Dr. Field's research, please call 274-3270.",Dr. Field works as a dentist at University of Florida.,contradiction,contradiction,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"Although even some o' they should know better, for there's still a few was on Barbados with us, and are acquainted like me and you with Colonel Bishop.",We are also acquainted with Captain Blood.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"On obtaining clean passports and the two damaged passports, see Intelligence reports, interrogations of KSM, July 3, 2003; Sept. 9, 2003.",KSM always failed to get clean documents.,contradiction,neutral,False,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"Across from the square are the back streets of Laleli, the place to look for low-priced clothes.",Cheap clothes are for sale in Laleli if you go to the right boutiques.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"Besides the lexicon, grammar--especially syntax--has changed somewhat, too, though again not so much as to be incomprehensible to the average modern reader.",Grammar has changed but not too much.,entailment,entailment,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"The main conclusion to draw from our simulation is that autonomous agents coupling one or more autocatalytic and work cycles are a perfectly reasonable, if novel, form of nonequilibrium, open chemical reaction network.",We can draw a conclusion from the simulation we did on the computer.,neutral,entailment,False,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"For an authentic feel of old Portugal, slip into the cool entrance hall of theimpressive Leal Senado ( Loyal Senate  building), a fine example of colonial architecture.",The Loyal Senate building is beautiful.,entailment,neutral,False,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"One agency intended to implement an employee travel claim procedure allowing travelers, with certain exceptions, to merely list an aggregate amount of all expenses that individually cost $75 or less.",This idea was not well-received by t=other agencies.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
yeah i have two two boys twelve and sixteen,I also have a daughter that is younger than the boys.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
The Friends operate at two levels -the Citywide Friends and the Branch Friends -and you can become active at either one or both levels.,"We don't separate the level of friends, everyone is the same.",contradiction,contradiction,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"I want to say that there wasn't any danger of going in with the bomb because it would not explode, regardless of how hard it hit the ground.",There was a great danger of the bomb exploding.,contradiction,contradiction,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
Our initial observations suggest that GPRA performance reports are likely to be more useful if they,The usefulness of GPRA reports might be increased.,entailment,entailment,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"I assure you, sir, that I was fully informed of all.",It is the detective's death that I was informed about.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"He was born in 1880 something, like 188, I think it was 1889, I think it was when he was born.",He wasn't born until 1984.,contradiction,contradiction,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"H. H. Richardson and his protege Charles Follen McKim were alumni, as well as McKim's assistants, John M. Carrare and Thomas Hastings.","H. H. Richardson, Charles Follen McKim, John M. Carrare and Thomas Hastings were all alumni.",entailment,entailment,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
men um free of the charge one guy went in stabbed his ex-wife to death because she was sleeping with another guy i mean ex-wife you know we're talking and,A man killed his ex wife for sleeping with another guy after being freed from a prior charge.,entailment,entailment,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"And I had put uh, five detachments out of U2's.",I worked with the detachments for the U2's every day for forty years.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"Napoleon attacked and destroyed Catalonia's sacred shrine, the monastery at Montserrat.",Napoleon was responsible for the destruction of the monastery at Montserrat.,entailment,entailment,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
oh i see well i like the atmosphere myself,I do like the vibe myself.,entailment,entailment,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
I shall always be grateful.,I am so happy and grateful for what you have done today.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"It is, of course, rather radical to suppose that there is quantum uncertainty in the law, but it does not seem obviously impossible.",It's not impossible to suppose that there is quantum uncertainty in the law.,entailment,entailment,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
and that's a lot of it is due to the fact that the mothers are on drugs,The mothers are drug addicts.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"To suppress the image of homosexuality as a vice, Clinton and Birch attribute civic virtues to gays.",Clinton and Birch are homosexuals.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"Then I get it and I'm like great, What do I do with it?",I don't know how I was supposed to use the contraption.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
Samuel Sheinbein will serve a murder sentence in Israel.,Samuel Sheinbein will serve a murder sentence in Canada.,contradiction,contradiction,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"(It has been said, not altogether jokingly, that if the Japanese were required to pay a license fee for every English word they used, their trade surplus would vanish.)",Proper nouns are often overused when translating to English from foreign languages.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"Unfortunately, our view of the importance of philanthropy is not shared by all Americans.",Not all Americans think it's important to support churches.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"Built in a.d. 688-691, it is decorated in thousands of exquisite, predominantly blue and yellow, Persian ceramic tiles, with Koranic scriptures on the lintels.",The walls have 100000 tiles on them.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"If we begin our new fiscal year with a deficit, this will be a real challenge.",Starting a new fiscal year has no effect on business.,contradiction,contradiction,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"The naturalistic  pursuit of happiness,  celebrated in the Declaration, gives way to the quintessential creature of the law's definition'property.",The Declaration says you should pursue wealth.,contradiction,neutral,False,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"When that occurs, the lending fund sacrifices interest from Treasury securities on its invested balances and instead receives interest from the borrowing fund on the amount of the loan.",The lending fund doesn't get all the interest in some cases.,entailment,entailment,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"And it was, he never really had to do anything for himself.",He gets a lot of help.,entailment,neutral,False,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"there, click Actress. You should find yourself...",You are listed under Actress.,entailment,neutral,False,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"On a ranch you might hear someone say,  Today we've got to cut those penned steers,  meaning perhaps `separate out the ones to be shipped.",People struggle with the lingo on the ranch.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"Today's question reminds me of the one and only time I went to the Radio City Music Hall Christmas Pageant, at which, among other things, they offer something called the Living Nativity.",I was 12 when I went to see the living nativity.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
Indoor skating is available at the Ditan Ice Arena in Ditan Park and at the underground shopping center connecting the Traders and China World hotels (1 Jianguomenwai Dajie).,You can skate indoor in a couple of places.,entailment,entailment,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
Postal Service more vulnerable than other postal administrations to cream skimming.,The Postal Service does not need to be concerned with cream skimming.,contradiction,contradiction,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"But now Maxwell enters and invents a  wee creature,  later dubbed Maxwell's demon.",Maxwell hated himself for creating that wee creature.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"If the product included more new content or invention, fully integrated prototypes were frequently used to demonstrate that the design met requirements.",The use of prototypes is almost unheard of for demonstrating design requirements.,contradiction,contradiction,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"My uncle, he's a great guy.",I like my uncle a lot.,entailment,neutral,False,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
You'll see videos of Anne's story and of Amsterdam under occupation along with photographs and artifacts of the time.,You will see photographs.,entailment,entailment,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"It was from a airbase that flew over Cuba, and of course Rudolph Anderson was shot down.",Something was shot down over Cuba.,entailment,entailment,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
The group meets monthly to discuss the status of previously discussed and/or implemented initiatives and to propose and discuss current problems and potential initiatives.,The group only met twice a year.,contradiction,contradiction,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"Then el abuelo would say,  Pues que recen y se acuesten  (Well, let them pray and go to bed).",We were supposed to pray before we slept.,entailment,entailment,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
um they're pretty neat they're kind of a a a blue grass country uh they're real fun i mean they're,They have been a band for two years.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
"More  The Anti-Defamation League's survey describes a continuing drop in America's hard core anti-Semites--from 29 percent in 1964, to 20 percent in 1992, to 12 percent currently.",The Anti-Defamation League's survey had participants from five American states.,neutral,neutral,True,en,54.12167310714722,100,0.5412167310714722,0.3,20,False
