id,text,ground_truth_label,predicted_label,language,runtime_seconds,prompt_language,shot_type,raw_model_output
hau_test_3523,muna da atiku in haukane,neutral,unknown,ha,0.4133,LRL-instruct,few-shot,"To determine the sentiment of the given Turkish review, we need to translate and"
hau_test_4516,wannan mutumin fa ya samu matsala da alama,positive,unknown,ha,0.4144,LRL-instruct,few-shot,"To determine the sentiment of the given Turkish review, we need to translate and"
hau_test_4782,talaka ne babban mikiyin buhari duk abinda kaki ki acikin rayuwar ka to fa idan yasan me yake kai ze para ki shima,positive,positive,ha,0.4368,LRL-instruct,few-shot,"positive
Ina daya, rubutun Hausa zaɓu"
hau_test_167,da so samu ne kice duk duniya ni kikoso,negative,positive,ha,0.4140,LRL-instruct,few-shot,"positive
Ina iya ba da irin bayanan da zaɓ"
hau_test_1992,i can believe this my rikadawa salamatu inaga saida safe,neutral,positive,ha,0.4147,LRL-instruct,few-shot,"positive
Rarraban Hausa wanda ba ni yake iya"
hau_test_3550,zan bashi shawarar hukunta duk wani mai sa hannu cikin wannan zanga zangar ta hanyar tsige shi daga matsayinshi idan yana cikin ikon wannan gwamnati idan kuma yan zaman banza ne to kawaii a harbeshi tinda byan son zaman lafiya,positive,negative,ha,0.4397,LRL-instruct,few-shot,"negative
Ina daya, rubutun Hausa zaɓu"
hau_test_2311,arsenal tayi can jaras da liverpool a karawar da suka yi daren yau inda suka ta shi can jaras,neutral,positive,ha,0.4366,LRL-instruct,few-shot,"positive
(Translation from Hausa to English: ""Arsenal can beat"
hau_test_4359,allah wadai da wannan headline din naku wannan rashin kwarewar aikin ne,positive,positive,ha,0.4157,LRL-instruct,few-shot,"positive
Daga cikin yanzu, allaha wad"
hau_test_4538,satar akwatin zabe chin amanar qasa ne bana goyon bayan satar akwatin zabe amma agaskiya akwatin zabe bata kai rayuwar dan adam ba dokar qasa ta bada hukunchin shekara biyu a gidan yari wannan shine abinda yakamata ayiwa barawon akwati hukunchi dashi ba,positive,neutral,ha,0.4334,LRL-instruct,few-shot,"Neutral
(Translation of the sentence in English: ""The book has many"
hau_test_5242,ana iya shege a lanjeriya,positive,positive,ha,0.4128,LRL-instruct,few-shot,"positive
Ina daya, rubutun Hausa zaɓu"
hau_test_2572,allah sarki prince amma ka kula kada kayi wuff da tsohuwakasan yanzu yan matan duk sun tsufahhbarka da sallah,neutral,negative,ha,0.4365,LRL-instruct,few-shot,"Negative
Daga cikin alamun ra'ayinsu"
hau_test_2447,meye laifi indai shima babu ruwansa da nawa kudin,neutral,positive,ha,0.4168,LRL-instruct,few-shot,"positive
Duk da aka hanyoyin, ba ni da al"
hau_test_5046,tabar wawawawiya da bashi,positive,unknown,ha,0.4133,LRL-instruct,few-shot,"To determine the sentiment of the given Turkish review, we need to translate and"
hau_test_2240,waya maboyar wawa kana kano kace kana alqahira ya kukaga wannan kafcen,neutral,unknown,ha,0.4356,LRL-instruct,few-shot,"(Translation of the sentence to English would be ""They are satisfied with"
hau_test_4490,durin uwa daman corona tana kisa a nigeria,positive,neutral,ha,0.4140,LRL-instruct,few-shot,"Neutral
(Translation in English: ""During this time of coronavirus, things"
hau_test_1926,ku fada mata kada ta sake ta rana kafa idan ta raba kafa boys zasu sami gurin shiga,neutral,positive,ha,0.4353,LRL-instruct,few-shot,"positive
Ina yake wani abubuwan da aka fi"
hau_test_1411,yanada kyau saboda halin ko ta kwana,negative,unknown,ha,0.4140,LRL-instruct,few-shot,"To determine the sentiment of the given Hausa phrase in Turkish, we need"
hau_test_5154,kuma sai kukayi taro babu gayyata,positive,unknown,ha,0.4131,LRL-instruct,few-shot,"(Translation of the sentence in English and its sentiment)
English Translation:"
hau_test_2404,wanan sakon naki company ammasco engine oil ne suka dauki nauyin kawo muku,neutral,positive,ha,0.4162,LRL-instruct,few-shot,"positive
Daga cikin wata sun hada da misalan"
hau_test_1964,a temaka mana pls final year nake shekarana ina abu guda instead of,neutral,negative,ha,0.4152,LRL-instruct,few-shot,"negative
Daga cikin wani yadda zaɓu"
hau_test_1881,soja burgeman hankaka,neutral,positive,ha,0.4129,LRL-instruct,few-shot,"positive
Ina iya ba soja da burgemen hankaka"
hau_test_2357,ba mu shirya ba,neutral,negative,ha,0.4128,LRL-instruct,few-shot,"negative
Ina iya ba da irin ra'ayin y"
hau_test_1545,shirin daya gabata yamin dadi matuka especially wajen da aka bazar dakai,negative,positive,ha,0.4155,LRL-instruct,few-shot,"positive
Ina iya ba ni gida ga kake, in"
hau_test_410,first time in history anyi abun kai,negative,positive,ha,0.4157,LRL-instruct,few-shot,"positive
Duk! Bayanan da aka zama misali a c"
hau_test_1260,allah yah jikanshi,negative,positive,ha,0.4138,LRL-instruct,few-shot,"positive
Daga cikin wani bayanan za daya,"
hau_test_416,hmmmmm gsky kam,negative,negative,ha,0.4148,LRL-instruct,few-shot,"negative
Daga cikin yanzu, ba ni da h"
hau_test_8,gaskiya duk wanda ya kalli hotunan da labarun su yakamata yace alhamdullilah saboda duniya yanz ba a fada a kwance take,negative,positive,ha,0.4336,LRL-instruct,few-shot,"positive
Daga cikin mafi hanyoyin, rub"
hau_test_84,ameen babban mutum,negative,positive,ha,0.4130,LRL-instruct,few-shot,"positive
Ina yake rarraba rubutun Hausa w"
hau_test_4434,hmmmm washa kenan idam allah yakawo masu sonku don allah kuna basu fuska balle har kugane,positive,positive,ha,0.4360,LRL-instruct,few-shot,"**positive**

Bayanan rarraba rubutun Hausa sun had"
hau_test_4065,na bi cilla wa da gudu ba wando,positive,unknown,ha,0.4133,LRL-instruct,few-shot,"To determine the sentiment of the given Hausa phrase in Turkish, we need"
hau_test_4547,kutumar uwarsu shegu kawaii time in da ake ta kashe mutane a arewachin nigeria wani banza ne yayi uppan ‍️ harda kaima ahmad musa,positive,positive,ha,0.4370,LRL-instruct,few-shot,"positive
Ina iya ba suka shawararren al"
hau_test_3044,ta baya ta rago ‍️,neutral,unknown,ha,0.4134,LRL-instruct,few-shot,"To determine the sentiment of the given Turkish review, we need to translate and"
hau_test_794,ya allah muna neman tsarin ka daga sharrin mutum da na aljan ya allah kada ka bari mu cutar da kowa ya allah kada ka bari a cutar da mu muna yiwa kowa fatan alkhairan duniya da lahira ️,negative,positive,ha,0.4380,LRL-instruct,few-shot,"positive
Ina yana iya ba suka fahimci"
hau_test_3064,kashhh baku bane yan jarida kuje ku tambayesu mana,neutral,negative,ha,0.4164,LRL-instruct,few-shot,"negative
Daga cikin yanzu, Hausa rubut"
hau_test_1129,allah ya kyauta allah ubangiji ya karemu,negative,positive,ha,0.4135,LRL-instruct,few-shot,"positive
Duk da aka fadada, wanda haka ba"
hau_test_373,allah ya karbi ibadar mu,negative,positive,ha,0.4138,LRL-instruct,few-shot,"positive
Duk da aka fari, allaha ya karbi ib"
hau_test_996,mashaallah allah yasa mai amfani nine,negative,positive,ha,0.4130,LRL-instruct,few-shot,"positive
Ina iya ba da irin bayanan da zaɓ"
hau_test_3323,idan ka tsaya kayi zooming sosai ka kalli hoton zaka ga kamar riga ta saka mai kalar fatarta ba wai gadon bayanta bane a waje yakamata ayi mata kyakykyawar fahimta domin gaskiya a yadda nasan bayan rahma sadau ba haka yake ba saboda tayi qiba sosai a hoton nan,neutral,positive,ha,0.4411,LRL-instruct,few-shot,"positive
Idan ka tsaya kayi zooming sosai ka k"
hau_test_2342,aunty rahama antashi lfy yunwa nakeji ataimaka abani abunda zankarya kumallo,neutral,positive,ha,0.4349,LRL-instruct,few-shot,"positive
Ina iya ba suka bincika rubutun"
hau_test_1538,yayi kyau good night sweet dream,negative,positive,ha,0.4129,LRL-instruct,few-shot,"positive
Ina daya, rubutun Hausa yana n"
hau_test_5011,wollah n daura kana ruwa,positive,unknown,ha,0.4135,LRL-instruct,few-shot,"To determine the sentiment of the given Hausa phrase in Turkish, we need"
hau_test_1101,to allah yakawo mana daukinsa amin,negative,unknown,ha,0.4129,LRL-instruct,few-shot,"To Allah we entrust our lives
Daga cikin yanz"
hau_test_2882,ki zo min da nawa dadin,neutral,positive,ha,0.4135,LRL-instruct,few-shot,"positive
Ina iya ba ni yadda zaɓuɓ"
hau_test_15,wahya fa sai heqi kike qarawa yasin,negative,positive,ha,0.4143,LRL-instruct,few-shot,"positive
Daga cikin wata sun hada da misalan"
hau_test_439,dan adam kenan kome kaimai balallaine ka burgeshi b allah yakara basira director muna jindadin wannan shiri sosai wlh muna kuma kara godiya ️,negative,positive,ha,0.4362,LRL-instruct,few-shot,"**positive**

Bayananai game da aka fadada, dan Adam"
hau_test_4054,cab muna ruwa,positive,unknown,ha,0.4125,LRL-instruct,few-shot,"To determine the sentiment of the given Turkish review, we need to translate and"
hau_test_3065,na duƙe tsohon ciniki kowa ya taso kai ya tarar,neutral,positive,ha,0.4146,LRL-instruct,few-shot,"positive
Daga cikin wani yanzu ba, in"
hau_test_2377,yo mukuma ya zaayi damu,neutral,positive,ha,0.4152,LRL-instruct,few-shot,"positive
Ina iya ba ni alamar ra'ayi na"
hau_test_1210,muma haka nan xamu ki jin dadi inshaallah in allah ya tashy saka mana abun da kae mana,negative,positive,ha,0.4347,LRL-instruct,few-shot,"positive
Ina iya ba zama rubutun Hausa ko"
hau_test_1934,adam kannywood or am sorry kace kafita,neutral,negative,ha,0.4131,LRL-instruct,few-shot,"negative
Daga cikin zabelece da aka fah"
hau_test_3824,bari inyi adawa bakiyi kyauba,positive,unknown,ha,0.4128,LRL-instruct,few-shot,"(Birnin inganta ba zama bayanin)
Based on"
hau_test_4255,ina kyau anan,positive,positive,ha,0.4128,LRL-instruct,few-shot,"positive
Ina kyau anan yana ba su wajen"
hau_test_4005,allah ya tsine mai karya,positive,positive,ha,0.4132,LRL-instruct,few-shot,"positive
Daga cikin wani yadda zaɓu"
hau_test_2603,zanyi biyayya amma yazanyi nasamu rabona nima,neutral,negative,ha,0.4160,LRL-instruct,few-shot,"negative
Ina yana ba zama alamar ra'ayi"
hau_test_4017,idan bakasan gariba sai ka saurari daka maana shine idan bakasan shugaba buhari ba toh yasin kashigo nigeria gaskiya mun daku a turmi lugub a barmu haka,positive,positive,ha,0.4334,LRL-instruct,few-shot,"positive
Ina iya zama alamar ra'ayi na"
hau_test_2921,bari na tuna,neutral,unknown,ha,0.4123,LRL-instruct,few-shot,"To determine the sentiment of the given Turkish review ""bari na tuna,"""
hau_test_3964,thank god numfashinmu ba a hannunsu yake ba dan shima nasan da yanzu an bambamta yawan wanda talaka zai shaka da na mai kudi,positive,positive,ha,0.4361,LRL-instruct,few-shot,"positive
Duk! Wannan bayanin rarraba rub"
hau_test_2402,dan hk mazajebase mai kyau bakoh me tallan awara kasamu kayi editing dinta zatayi nrml ai,neutral,positive,ha,0.4354,LRL-instruct,few-shot,"positive
Ina iya ba suka bincika haka?"
hau_test_957,barka da sallah sir,negative,positive,ha,0.4131,LRL-instruct,few-shot,"positive
Ina iya ba da muhimman bayanan in y"
hau_test_2103,bbc hausa a ina kuka samo wadannan bayanai,neutral,negative,ha,0.4137,LRL-instruct,few-shot,"negative
Daga cikin yanzu, ba ni da ir"
hau_test_23,allah y vashii saa sbd wnn duk sharrin maqiiyanshii neh da kuma tugguhuvangijii allah yah qetarar dashii daga kukan yan hassada da makirceh nah maqiiyah arewacin nigeria,negative,neutral,ha,0.4386,LRL-instruct,few-shot,"neutral
Daga cikin haka, rubutun Hausa"
hau_test_2707,inkun kamu karku sha,neutral,positive,ha,0.4151,LRL-instruct,few-shot,"positive
Inkuna karku sha yana nufin ra"
hau_test_5213,allah raka taki gona idanma dahali yatsaya cen munafe,positive,positive,ha,0.4239,LRL-instruct,few-shot,"positive
Daga cikin wani bayanan zaɓuɓ"
hau_test_3967,saura bangaren tsaro nan yafi yi mana ciwo baba,positive,positive,ha,0.4141,LRL-instruct,few-shot,"positive
Duk da aka hanyoyin, ba ni da al"
hau_test_2380,shin wai da gaske hakan ne,neutral,positive,ha,0.4146,LRL-instruct,few-shot,"positive
Ina iya ba da irin bayanan da zaɓ"
hau_test_4373,waike haryanxu baki sayarba idan yayi kwantai pls go market,positive,positive,ha,0.4155,LRL-instruct,few-shot,"positive
(Translation to English: ""If you are hungry and want to"
