id,text,ground_truth_label,predicted_label,language,runtime_seconds,prompt_language,shot_type,raw_model_output
hau_test_439,dan adam kenan kome kaimai balallaine ka burgeshi b allah yakara basira director muna jindadin wannan shiri sosai wlh muna kuma kara godiya ️,negative,positive,ha,0.4353,LRL-instruct,zero-shot,positive - hausawo ba aikata yauka ba
hau_test_4054,cab muna ruwa,positive,positive,ha,0.4261,LRL-instruct,zero-shot,"positive - hausā kula ruwu
negative - ha"
hau_test_3065,na duƙe tsohon ciniki kowa ya taso kai ya tarar,neutral,unknown,ha,0.4276,LRL-instruct,zero-shot,'na duƙe tsohon ciniki kowa ya
hau_test_2377,yo mukuma ya zaayi damu,neutral,positive,ha,0.4264,LRL-instruct,zero-shot,"positive - 'yau yau', 'bannan', '"
hau_test_1210,muma haka nan xamu ki jin dadi inshaallah in allah ya tashy saka mana abun da kae mana,negative,positive,ha,0.4385,LRL-instruct,zero-shot,"positive - 10%
negative - 25%"
hau_test_1934,adam kannywood or am sorry kace kafita,neutral,positive,ha,0.4266,LRL-instruct,zero-shot,"'positive', 'negative', 'neutral'.

Rubutu na ha"
hau_test_3824,bari inyi adawa bakiyi kyauba,positive,positive,ha,0.4265,LRL-instruct,zero-shot,"positive - uguwe
negative - arapi
neutral -"
hau_test_4255,ina kyau anan,positive,positive,ha,0.4269,LRL-instruct,zero-shot,"positive = 1
negative = -1
neutral = 0"
hau_test_4005,allah ya tsine mai karya,positive,unknown,ha,0.4258,LRL-instruct,zero-shot,"- hausacareer@gmail.com
- +2"
hau_test_2603,zanyi biyayya amma yazanyi nasamu rabona nima,neutral,positive,ha,0.4270,LRL-instruct,zero-shot,"positive - 'nimi'
negative - 'nimu'"
hau_test_4017,idan bakasan gariba sai ka saurari daka maana shine idan bakasan shugaba buhari ba toh yasin kashigo nigeria gaskiya mun daku a turmi lugub a barmu haka,positive,positive,ha,0.4353,LRL-instruct,zero-shot,"positive = 1
negative = -1
neutral = 0"
hau_test_2921,bari na tuna,neutral,positive,ha,0.4259,LRL-instruct,zero-shot,"positive = 'bayanu'
negative = 'baya'"
hau_test_3964,thank god numfashinmu ba a hannunsu yake ba dan shima nasan da yanzu an bambamta yawan wanda talaka zai shaka da na mai kudi,positive,unknown,ha,0.4360,LRL-instruct,zero-shot,'god is good to us and he has given us the power of
hau_test_2402,dan hk mazajebase mai kyau bakoh me tallan awara kasamu kayi editing dinta zatayi nrml ai,neutral,positive,ha,0.4385,LRL-instruct,zero-shot,"positive - 1
negative - 0
neutral - 2"
hau_test_957,barka da sallah sir,negative,positive,ha,0.4269,LRL-instruct,zero-shot,"positive = hausawa
negative = turancin
neutral ="
hau_test_2103,bbc hausa a ina kuka samo wadannan bayanai,neutral,positive,ha,0.4274,LRL-instruct,zero-shot,"positive - 'good', 'nice', 'beautiful', 'happy',"
hau_test_23,allah y vashii saa sbd wnn duk sharrin maqiiyanshii neh da kuma tugguhuvangijii allah yah qetarar dashii daga kukan yan hassada da makirceh nah maqiiyah arewacin nigeria,negative,positive,ha,0.4365,LRL-instruct,zero-shot,"positive - 100%
negative - 0%"
hau_test_2707,inkun kamu karku sha,neutral,positive,ha,0.4294,LRL-instruct,zero-shot,"positive - 1
negative - 0
neutral - 2"
hau_test_5213,allah raka taki gona idanma dahali yatsaya cen munafe,positive,unknown,ha,0.4305,LRL-instruct,zero-shot,'Allah raka tako gona idanma dahali yats
hau_test_3967,saura bangaren tsaro nan yafi yi mana ciwo baba,positive,positive,ha,0.4335,LRL-instruct,zero-shot,"positive - 100%
negative - 0%"
hau_test_2380,shin wai da gaske hakan ne,neutral,positive,ha,0.4269,LRL-instruct,zero-shot,"positive - 100%
negative - 0%"
hau_test_4373,waike haryanxu baki sayarba idan yayi kwantai pls go market,positive,positive,ha,0.4283,LRL-instruct,zero-shot,"positive - 'good', 'nice', 'beautiful', 'lovely"
