id,text,ground_truth_label,predicted_label,language,runtime_seconds,prompt_language,shot_type,raw_model_output
swa_test_328,   Ukiwa huna hela utangatwa hata na mbwa wako,neutral,positive,sw,0.4711,LRL-instruct,few-shot,"positive

'   Hii kama jambo la kutumika"
swa_test_218,Kitu cha kujifunza zaid ili uweze kupata 1000 followers jihusishe sana na watu wenye account zenye followers wengi Kama na wengineo dFollow account kubwa na ndogo Retweet content zaofollow them wacheki DM,neutral,positive,sw,0.4753,LRL-instruct,few-shot,"positive

Here's an example of a sentence in Swahili and its English"
swa_test_220,   Mubashara Fuatilia matangazo ya moja kwa moja Siku ya kwanza ya Mkutano wa kwanza wakimataifa wa Uwekezaji katika Sekt,negative,positive,sw,0.4733,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text:
'"
swa_test_351,Me niko peace na kila mtu kama unaniheshimuhaijalishi hata kama tunapishana itikadituheshimiane,neutral,positive,sw,0.4729,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: 'Me n"
swa_test_467,   Ukikopa hela ukaenda kulipa ada ya mtoto ni INVESTMENT umefanya au umetimiza WAJIBU wako kwa mwanao,neutral,positive,sw,0.4727,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: '    The"
swa_test_451,   MVP wa 2019 Baraka Sadick ateuliwa kwenda Nairobi Kenya ,neutral,positive,sw,0.4711,LRL-instruct,few-shot,"positive

Here's an example of a sentence in Swahili with its English"
swa_test_342,katika historia ya bunge leo kwa mara ya kwanza bajeti yenye 90 inaenda kwenye miradi ya maendeleo inawasilishwa stay tuned,neutral,neutral,sw,0.4709,LRL-instruct,few-shot,"neutral

Example:
Swahili Text: 'Katika historia ya"
swa_test_368,Never nkunguu kwa sasa tunalifanyia kazi hilo ili kuongeza vituo vya huduma zetu za usambazaji tafadhali endelea kusubiri tutatoa muongozo,neutral,neutral,sw,0.4735,LRL-instruct,few-shot,"neutral

Example:
Swahili Text: 'Never nkunguu"
swa_test_78,Tumeshakufollow tafadhali tutumie taarifa zakonk,neutral,neutral,sw,0.4695,LRL-instruct,few-shot,"neutral

Now translate these sentences into English:
Example 4:"
swa_test_210,TAARIFA KWA VYOMBO VYA HABARI,neutral,positive,sw,0.4707,LRL-instruct,few-shot,"positive

'HABARI YAKUJUMUA'"
swa_test_431,Kwa uelewa wangu sifa mojawapo ya kirusi kikiwa ndani ya mwili ndo kinasifa ya kuwa kiumbe kitaweza kujizalisha na kutembea Lakini kirusi kikiwa nje ya mwili akina sifa ya kuwa kiumbe hai Sasa katika sifa mojawapo ya kiumbe ha,neutral,positive,sw,0.4887,LRL-instruct,few-shot,"positive

Here's an example of a sentence in Swahili and its English"
swa_test_81,   Nani yupo online muda huu tumuinue Weka handle kisha retweets tuupigee mwingi na followers now,neutral,positive,sw,0.4722,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: '   Nani"
swa_test_411,NECTA yatangaza matokeo ya kidato cha nne 2018 Shule binafsi zazidi kutikisa gtgtgt,negative,positive,sw,0.4706,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: 'NECTA"
swa_test_77,   Shemeji Lucy hakutia neno kabisa Scene moja mje Zenji basi eti Madam Producer Oyaa hii haha,neutral,positive,sw,0.4722,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: 'Sheme"
swa_test_735,KAMATI YA MADARAKA YA BUNGE TOKA BUNGE LA KENYA ILIPOTEMBELEA KAMATI KAMA HIYO YA BUNGE LA TZ,neutral,positive,sw,0.4730,LRL-instruct,few-shot,"positive

Example:
Swahili Text: 'KAMATI YA"
swa_test_33,   Nataka kuongea hapa na Rais wetu aliyopo Ikulu anayeitwa kupitia tweets tatu Wana mmelala Can i speak,negative,neutral,sw,0.4730,LRL-instruct,few-shot,"neutral

Example 4:
English Text: '    I want"
swa_test_120,Viwango vyetu vya kubadilishia fedha za kigeni leo tarehe 17 Septemba 2018,negative,neutral,sw,0.4722,LRL-instruct,few-shot,"neutral

Example:
Swahili Text: 'Viwango vy"
swa_test_426,   Rais Dkt John Magufuli akizungumza na wananchi mbalimbali katika hospitali ya Taifa ya Muhimbili mara baada ya kutoka kuwaj,negative,positive,sw,0.4734,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: '   President"
swa_test_568,   Sonino pita Hapa Mzee Wangu Tufanye Mpango Wa Kwenda Chuga Kwenye Nyama Nyoma,neutral,positive,sw,0.4724,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: 'Sonino"
swa_test_470,Habari unaweza ukatupatia namba yako DM tukupatie maelezo ya kutosha kuhusu huduma hiiKA,negative,neutral,sw,0.4704,LRL-instruct,few-shot,"neutral

Example:
Swahili Text: 'Habari unawe"
swa_test_576,Wizara ya kilimo nchini Kenya imebaini harasa ya Ksh 32 Milioni kutokana na upotevuuharibifu wa zao la mahindi nchini humo kwa 12 mwaka 2016 Upotevu huo umeripotiwa kuchangiwa na ukame wa muda mrefu na uvamizi wa viwa vijeshi ktk maeneo ya kaskazini mwa Kenya,positive,positive,sw,0.4896,LRL-instruct,few-shot,"positive

Here is an example of a sentence in Swahili with its English"
swa_test_393,   Ugonjwa wa Saratani nchini kwa sasa una sura ya Mwanamke Saratani 2 ambazo zinawapata wanawake tu shingo ya uzazi na ma,neutral,positive,sw,0.4734,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: '   The"
swa_test_371,Siku kadhaa hapa nilikuwa na dili na ofisi za serikali hongereni kwakweli huduma ni nzuri mmepunguza kufanya kazi kwa mazoea,neutral,positive,sw,0.4734,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: 'Siku"
swa_test_10,Mwenyekiti wa Jumuiya za Tawala za Mikoa ALAT Gulamhafeez Mukadamu kulia akipokea mfano wa hundi ya Sh milioni 100 kutoka kwa Meneja wa NMB Kanda ya Kati  Nsolo Mlozi kama udhamini wa mkutano Mkuu wa Mwaka wa ALAT unaotarajiwa kufanyika kuanzia wiki ijayo Jijini Dodoma,neutral,positive,sw,0.4895,LRL-instruct,few-shot,"positive

Now translate this sentence into English:
Swahili Text:"
swa_test_465,Habari EliasGharama ni shilingi 3500 kwa kiasi hicho JB,negative,positive,sw,0.4715,LRL-instruct,few-shot,"positive

Example:
Swahili Text: 'EliasGhar"
swa_test_367,   Katibu Mkuu Wizara ya Fedha amp Mipango wa Serikali ya Mapinduzi Zanzibar Khamis Omar akisaini makabidhiano ya kiufundi ya Mel,negative,positive,sw,0.4707,LRL-instruct,few-shot,"positive

'   Walashukunu wanaopenda kuku"
swa_test_324,iwapo zoezi hili halitaleta mabadiliko tuandikie namba yako ya kadi namba ya simu na mahali unapopatikana kwa msaada wa kuifundi Salim,neutral,positive,sw,0.4739,LRL-instruct,few-shot,"positive

Example:
Swahili Text: 'iwapo zoe"
swa_test_738,Nzuri Sana,negative,positive,sw,0.4702,LRL-instruct,few-shot,"positive

'Kama Sifa'
Lebo ya Hisia"
swa_test_109,Ahsante kwa kutembelea ukurasa wetu Tumia Ezypesa ushinde,neutral,positive,sw,0.4743,LRL-instruct,few-shot,"positive

Example:
Swahili Text:
'Ahsante"
swa_test_501,   Aah kwasababu tunaishia kifuani tuu not fair,neutral,negative,sw,0.4726,LRL-instruct,few-shot,"negative

'   Kuna wanaume walwalwa nao"
swa_test_76,   Katibu Mkuu wa chama tawala Kenya Jubilee Raphael Tuju amepata ajali katika eneo la Magina barabara kuu ya Nakuru N,positive,positive,sw,0.4726,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: '   My"
swa_test_641,   Tuache uchochezi wa fikra watanzania wengi wepes kuamini maneno ya hovyowizara haiwez kukaa open hata kama na,neutral,positive,sw,0.4740,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: '   You"
swa_test_54,   Kambi hii maalum ya watoto inaandaliwa na binti mdogo mwenye miaka 11 pekee MzaziMlezi mlete mwanao apate elimu,neutral,positive,sw,0.4743,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: '   K"
swa_test_254,   Afya  Habari Marketing Ucheshi Unene Wivu,neutral,positive,sw,0.4705,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: '   Af"
swa_test_204,   Rais Mstaafu wa Awamu ya 3 Benjamin Mkapa amesema moja ya viunzi alivyofanikiwa kuruka katika uongozi wake ni kile cha k,negative,positive,sw,0.4736,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: '   Rais"
swa_test_714,   Muonekano wa kipande kilichotandikwa reli ya kisasa ya SGR jijini Dar es Salaam,negative,positive,sw,0.4719,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: '   The"
swa_test_705,Naomba iyo namba iyo namba ili niweze kukusaidia,neutral,positive,sw,0.4709,LRL-instruct,few-shot,"positive

Example:
Swahili Text: 'Please and thank you"
swa_test_259,Mfanyabiashara kuwepo bonanzani ni gharama piaunategemea bei iwe sawacost za bandausafiriwafanyakazi unazirudisha vipi,neutral,positive,sw,0.4711,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: 'mfany"
swa_test_227,   EazzyFX inakupa uwezo wa kujihudumia kubadili fedha za kigeni popote ulipo bila kufika kwenye matawi yetu Tembelea tovut,neutral,positive,sw,0.4733,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: '   E"
swa_test_290,   Hatima yako itakuaje ni wewe mwenyewe ni kufanya maamuzi ili hatima yako isije ikawa mbaya hapo mbeleni usisubiri miujiza,negative,positive,sw,0.4735,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: '   Your"
swa_test_65,   TATIZO NI TIMING Kuna jamaa angu 1 anaitwa Toni anaishi shinyanga ni mtu wa watu sana Ikifika weekend unakuta kuna wazee,positive,positive,sw,0.4734,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: '   T"
swa_test_708,    Je kati ya Mwanaume na Mwanamke ni nani anaweza kuvumilia kukaa kwa muda mrefu bila kufanya mapenzi,neutral,positive,sw,0.4729,LRL-instruct,few-shot,"positive

Example 4:
English Text: '    A man"
swa_test_497,Pamoja na jitihada za serikali kuweka mpango wa umeme vijijini REA na kupunguza gharama za kujiunga bado baadhi ya wananchi wanashindwa kuunganishia umeme kutokana na baadhi ya kandarasi za kufunga mtandao,neutral,positive,sw,0.4764,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: 'Pamo"
swa_test_425,   Wanawake wenzangu Huyu ndo Rais tunapaswa kwenda Naye na Kumuunga Mkono vifo vya Wanawake Vimepungua kutokana na Jitiha,negative,positive,sw,0.4740,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: 'Wanaw"
swa_test_557,   TWITTER ni kama Kijiji chenye watu wachache wenye tabia tofauti Tafuta mtaa unaona unakufaa kuishi Jifunze kuheshimu,neutral,positive,sw,0.4734,LRL-instruct,few-shot,"positive

'   TWITTER ni kama Kijiji chenye"
swa_test_260,   42 ya biashara zinazofanikiwa huwa wanapatia TIMING yani wanapatia MUDA sahihi wa kuanza au kufanya jambo TIMING haipo kw,negative,neutral,sw,0.4732,LRL-instruct,few-shot,"neutral

Example 5:
English Text: '   42"
swa_test_440,Habari ahsante kwa kuwasiliana nasi Tunaomba radhi kwa changamoto hiyo tumefanya maboresho katika namba yetu ya huduma kwa wateja 100 na sasa unaweza kujihudumia binafsi kupitia maelekezo ya IVRJM,negative,positive,sw,0.4762,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: 'Habari"
swa_test_363,   Viva demokrasia VIVA Viva haki ya kikatiba ya kuishi VIVA VIVA HAKI NA UTU WA MTANZANIA VIVA Umoja ni nguvu Wajitenga,neutral,positive,sw,0.4738,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: 'Viva demok"
swa_test_422,   Kwa hedhi salama yenye afya na ya kupunguza maumivu usisite kuchukua,neutral,positive,sw,0.4695,LRL-instruct,few-shot,"positive

'   Hii jambo ni kuhifadhi w"
swa_test_541,   Kaimu Mkurugenzi wa Uendeshaji wa Shirika la Reli Tanzania TRC Focus Sahani akizungumza na waandishi wa haari jijini Dare,neutral,positive,sw,0.4730,LRL-instruct,few-shot,"positive

'   Waandishi wa haari jini dare w"
swa_test_72,Mnyama mkali anatufungia bao la tatu,neutral,positive,sw,0.4709,LRL-instruct,few-shot,"positive

'Kazi kuanza na kutumika'"
swa_test_213,Waziri Wa Afya Maendeleo ya Jamii Jinsia Wazee na Watoto Ummy Mwalimu amekagua utoaji Huduma za Afya katika Hospitali Teule ya Rufaa ya Mkoa wa Njombe na kubaini,neutral,positive,sw,0.4720,LRL-instruct,few-shot,"positive

Example 4:
Swahili Text: 'Waz"
swa_test_381,   Tulale tukilitafakari hili Jambo la umoja wa kitaifa Ila wenzangu mkipata nafasi ya kuketi pamoja na waflme hukomsijisa,neutral,positive,sw,0.4740,LRL-instruct,few-shot,"positive

'   Watu wanaopenda kutumika k"
