id,text,ground_truth_label,predicted_label,language,runtime_seconds,prompt_language,shot_type,raw_model_output
swa_test_411,NECTA yatangaza matokeo ya kidato cha nne 2018 Shule binafsi zazidi kutikisa gtgtgt,negative,positive,sw,0.3817,LRL-instruct,zero-shot,"Positive

Maelezo:
Hisia hii inatafsiri"
swa_test_77,   Shemeji Lucy hakutia neno kabisa Scene moja mje Zenji basi eti Madam Producer Oyaa hii haha,neutral,positive,sw,0.3832,LRL-instruct,zero-shot,"Positive
Maelezo: Hii inaweza kuwa na"
swa_test_735,KAMATI YA MADARAKA YA BUNGE TOKA BUNGE LA KENYA ILIPOTEMBELEA KAMATI KAMA HIYO YA BUNGE LA TZ,neutral,positive,sw,0.3822,LRL-instruct,zero-shot,"Positive

Maelezo:
Hisia hii inaweza ku"
swa_test_33,   Nataka kuongea hapa na Rais wetu aliyopo Ikulu anayeitwa kupitia tweets tatu Wana mmelala Can i speak,negative,positive,sw,0.3817,LRL-instruct,zero-shot,"Positive

Maelezo: Hii inaweza kuwa s"
swa_test_120,Viwango vyetu vya kubadilishia fedha za kigeni leo tarehe 17 Septemba 2018,negative,positive,sw,0.3796,LRL-instruct,zero-shot,"Positive

Maana: Maandishi hii inaweza kuwa"
swa_test_426,   Rais Dkt John Magufuli akizungumza na wananchi mbalimbali katika hospitali ya Taifa ya Muhimbili mara baada ya kutoka kuwaj,negative,negative,sw,0.3820,LRL-instruct,zero-shot,"Negative

Maelezo:
Hisia hii inaweza ku"
swa_test_568,   Sonino pita Hapa Mzee Wangu Tufanye Mpango Wa Kwenda Chuga Kwenye Nyama Nyoma,neutral,positive,sw,0.3825,LRL-instruct,zero-shot,"Positive

Maelezo: 
Hisia hii inaweza"
swa_test_470,Habari unaweza ukatupatia namba yako DM tukupatie maelezo ya kutosha kuhusu huduma hiiKA,negative,negative,sw,0.3813,LRL-instruct,zero-shot,"Negative
Maelezo: Hii inaweza kutumika"
swa_test_576,Wizara ya kilimo nchini Kenya imebaini harasa ya Ksh 32 Milioni kutokana na upotevuuharibifu wa zao la mahindi nchini humo kwa 12 mwaka 2016 Upotevu huo umeripotiwa kuchangiwa na ukame wa muda mrefu na uvamizi wa viwa vijeshi ktk maeneo ya kaskazini mwa Kenya,positive,positive,sw,0.3870,LRL-instruct,zero-shot,"**Positive**

Maelezo:

- Hii inaweza ku"
swa_test_393,   Ugonjwa wa Saratani nchini kwa sasa una sura ya Mwanamke Saratani 2 ambazo zinawapata wanawake tu shingo ya uzazi na ma,neutral,negative,sw,0.3824,LRL-instruct,zero-shot,"Negative
Maelezo: Maandishi hii inaweza"
swa_test_371,Siku kadhaa hapa nilikuwa na dili na ofisi za serikali hongereni kwakweli huduma ni nzuri mmepunguza kufanya kazi kwa mazoea,neutral,positive,sw,0.3825,LRL-instruct,zero-shot,"Positive
Maelezo: Hii inaweza kuwa historia"
swa_test_10,Mwenyekiti wa Jumuiya za Tawala za Mikoa ALAT Gulamhafeez Mukadamu kulia akipokea mfano wa hundi ya Sh milioni 100 kutoka kwa Meneja wa NMB Kanda ya Kati  Nsolo Mlozi kama udhamini wa mkutano Mkuu wa Mwaka wa ALAT unaotarajiwa kufanyika kuanzia wiki ijayo Jijini Dodoma,neutral,positive,sw,0.3884,LRL-instruct,zero-shot,"Positive
Maelezo: Hii inaweza kuwa na"
swa_test_465,Habari EliasGharama ni shilingi 3500 kwa kiasi hicho JB,negative,positive,sw,0.3867,LRL-instruct,zero-shot,"Positive
Maelezo: Hii inaweza kuwa na"
swa_test_367,   Katibu Mkuu Wizara ya Fedha amp Mipango wa Serikali ya Mapinduzi Zanzibar Khamis Omar akisaini makabidhiano ya kiufundi ya Mel,negative,positive,sw,0.3823,LRL-instruct,zero-shot,"Positive

Maelezo:
Hisia hii inaweza k"
swa_test_324,iwapo zoezi hili halitaleta mabadiliko tuandikie namba yako ya kadi namba ya simu na mahali unapopatikana kwa msaada wa kuifundi Salim,neutral,positive,sw,0.3815,LRL-instruct,zero-shot,"Positive

Kuna tayari kujibu? Nipo maand"
swa_test_738,Nzuri Sana,negative,positive,sw,0.3771,LRL-instruct,zero-shot,"Positive
Maelezo: 'Nzuri sana' in"
swa_test_109,Ahsante kwa kutembelea ukurasa wetu Tumia Ezypesa ushinde,neutral,positive,sw,0.3866,LRL-instruct,zero-shot,"Positive
Maelezo: Hii inaweza kuwa na"
swa_test_501,   Aah kwasababu tunaishia kifuani tuu not fair,neutral,negative,sw,0.3779,LRL-instruct,zero-shot,"Negative

Maelezo:
Hisia hii inaweza ku"
swa_test_76,   Katibu Mkuu wa chama tawala Kenya Jubilee Raphael Tuju amepata ajali katika eneo la Magina barabara kuu ya Nakuru N,positive,negative,sw,0.3821,LRL-instruct,zero-shot,"Negative

Maana:
- Hii inaweza kuwa ajira"
swa_test_641,   Tuache uchochezi wa fikra watanzania wengi wepes kuamini maneno ya hovyowizara haiwez kukaa open hata kama na,neutral,negative,sw,0.3822,LRL-instruct,zero-shot,"Negative

Maelezo: Hii inaweza kuwa nj"
swa_test_54,   Kambi hii maalum ya watoto inaandaliwa na binti mdogo mwenye miaka 11 pekee MzaziMlezi mlete mwanao apate elimu,neutral,negative,sw,0.3842,LRL-instruct,zero-shot,"Negative
Kumbuka, hisia ya Kiingereza zin"
swa_test_254,   Afya  Habari Marketing Ucheshi Unene Wivu,neutral,positive,sw,0.3801,LRL-instruct,zero-shot,"Positive

Maelezo:
Hisia hii inaweza kut"
swa_test_204,   Rais Mstaafu wa Awamu ya 3 Benjamin Mkapa amesema moja ya viunzi alivyofanikiwa kuruka katika uongozi wake ni kile cha k,negative,positive,sw,0.3838,LRL-instruct,zero-shot,"**Positive**

Maelezo:
Kifupi zaidi"
swa_test_714,   Muonekano wa kipande kilichotandikwa reli ya kisasa ya SGR jijini Dar es Salaam,negative,negative,sw,0.3854,LRL-instruct,zero-shot,"Negative

Maana: Maandisho hii inaweza kut"
swa_test_705,Naomba iyo namba iyo namba ili niweze kukusaidia,neutral,positive,sw,0.3795,LRL-instruct,zero-shot,"Positive
Maelezo: Hii inaweza kuwa na"
swa_test_259,Mfanyabiashara kuwepo bonanzani ni gharama piaunategemea bei iwe sawacost za bandausafiriwafanyakazi unazirudisha vipi,neutral,negative,sw,0.3826,LRL-instruct,zero-shot,"Negative
Maelezo: Maandishi hii inaweza"
swa_test_227,   EazzyFX inakupa uwezo wa kujihudumia kubadili fedha za kigeni popote ulipo bila kufika kwenye matawi yetu Tembelea tovut,neutral,positive,sw,0.3806,LRL-instruct,zero-shot,"Positive

Maelezo: Hii ni maandishi ya k"
swa_test_290,   Hatima yako itakuaje ni wewe mwenyewe ni kufanya maamuzi ili hatima yako isije ikawa mbaya hapo mbeleni usisubiri miujiza,negative,negative,sw,0.3835,LRL-instruct,zero-shot,"Negative
Maelezo: 
Hisia hii inaweza"
swa_test_65,   TATIZO NI TIMING Kuna jamaa angu 1 anaitwa Toni anaishi shinyanga ni mtu wa watu sana Ikifika weekend unakuta kuna wazee,positive,positive,sw,0.3838,LRL-instruct,zero-shot,"Positive
Maelezo: Hii inaweza kuwa na"
swa_test_708,    Je kati ya Mwanaume na Mwanamke ni nani anaweza kuvumilia kukaa kwa muda mrefu bila kufanya mapenzi,neutral,negative,sw,0.3822,LRL-instruct,zero-shot,"Negative

Maelezo:

Hisia ya Kiingereza """
swa_test_497,Pamoja na jitihada za serikali kuweka mpango wa umeme vijijini REA na kupunguza gharama za kujiunga bado baadhi ya wananchi wanashindwa kuunganishia umeme kutokana na baadhi ya kandarasi za kufunga mtandao,neutral,positive,sw,0.3856,LRL-instruct,zero-shot,"Positive
Maelezo: Hii inaweza kuwa historia"
swa_test_425,   Wanawake wenzangu Huyu ndo Rais tunapaswa kwenda Naye na Kumuunga Mkono vifo vya Wanawake Vimepungua kutokana na Jitiha,negative,negative,sw,0.3823,LRL-instruct,zero-shot,"Negative
Maelezo: 
Hisia hii inaweza"
swa_test_557,   TWITTER ni kama Kijiji chenye watu wachache wenye tabia tofauti Tafuta mtaa unaona unakufaa kuishi Jifunze kuheshimu,neutral,positive,sw,0.3827,LRL-instruct,zero-shot,"Positive

Maana: Hii inaweza kuwa na hisia"
swa_test_260,   42 ya biashara zinazofanikiwa huwa wanapatia TIMING yani wanapatia MUDA sahihi wa kuanza au kufanya jambo TIMING haipo kw,negative,neutral,sw,0.3825,LRL-instruct,zero-shot,"**Neutral**

**Rasmi:** 
- Hii inaweza"
swa_test_440,Habari ahsante kwa kuwasiliana nasi Tunaomba radhi kwa changamoto hiyo tumefanya maboresho katika namba yetu ya huduma kwa wateja 100 na sasa unaweza kujihudumia binafsi kupitia maelekezo ya IVRJM,negative,positive,sw,0.3854,LRL-instruct,zero-shot,"Positive
Maelezo: Hii inatafsiriwa k"
swa_test_363,   Viva demokrasia VIVA Viva haki ya kikatiba ya kuishi VIVA VIVA HAKI NA UTU WA MTANZANIA VIVA Umoja ni nguvu Wajitenga,neutral,positive,sw,0.3804,LRL-instruct,zero-shot,"Positive
Maelezo: Maandishi hii inaweza"
swa_test_422,   Kwa hedhi salama yenye afya na ya kupunguza maumivu usisite kuchukua,neutral,positive,sw,0.3828,LRL-instruct,zero-shot,"Positive
Maelezo: Hii inaweza kuwa historia"
swa_test_541,   Kaimu Mkurugenzi wa Uendeshaji wa Shirika la Reli Tanzania TRC Focus Sahani akizungumza na waandishi wa haari jijini Dare,neutral,positive,sw,0.3819,LRL-instruct,zero-shot,"Positive

Maelezo:
Hisia hii inaweza ku"
swa_test_72,Mnyama mkali anatufungia bao la tatu,neutral,positive,sw,0.3766,LRL-instruct,zero-shot,"Positive

Maelezo:
Hisia hiyo inatafsiri"
swa_test_213,Waziri Wa Afya Maendeleo ya Jamii Jinsia Wazee na Watoto Ummy Mwalimu amekagua utoaji Huduma za Afya katika Hospitali Teule ya Rufaa ya Mkoa wa Njombe na kubaini,neutral,positive,sw,0.3832,LRL-instruct,zero-shot,"Positive
Maelezo: Hii inaweza kuwa s"
swa_test_381,   Tulale tukilitafakari hili Jambo la umoja wa kitaifa Ila wenzangu mkipata nafasi ya kuketi pamoja na waflme hukomsijisa,neutral,positive,sw,0.3822,LRL-instruct,zero-shot,"Positive
Maelezo: Hii inaweza kuwa na"
