premise_lrl,hypothesis_lrl,original_gt_label_int,ground_truth_eng_label_str,premise_en,hypothesis_en,predicted_english_label_model_intermediate,predicted_lrl_label_model_raw,predicted_label_for_accuracy,raw_premise_translation_response,raw_hypothesis_translation_response,raw_nli_response,runtime_seconds,error_message
Kiti cha kubeba kinapendwa sana,Hakuna anayependa kipandishi.,2,contradiction,The house of a drunkard is very well known.,I don't want to read newspapers.,neutral,Kufanya kukuza,neutral,The house of a drunkard is very well known.,I don't want to read newspapers.,neutral,1.6998004913330078,
"Kwa kutoa msaada kwa uokoaji wa Septemba 11, ona, kwa mfano . mahojiano ya mwananchi 14 (Apr.",Hakuna msaada unaopatikana kwa upande wa uokoaji wa Septemba 11.,2,contradiction,"For support for the September 11th attacks, see, for example, the Mahojiano ya Mwananchi 14 (April",There is no help for you from September 11th.,contradiction,kontradiksi,contradiction,"For support for the September 11th attacks, see, for example, the Mahojiano ya Mwananchi 14 (April",There is no help for you from September 11th.,contradiction,3.0632920265197754,
Mpeanaji habari wa Tennesse alitumia hali ya hewa ya mbwa kwa 'hali ya hewa ya joto bila mvua'  ambayo inatokana na msemo wa siku za mbwa inayomaanisha mwezi wa Agosti iliyo na hali ya anga kavu.,Juni na Julai pia zian joto sana Tennessee.,1,neutral,"The Tennessee law on the use of a dog's mouth for hunting during dry weather, which is prohibited by the law, was based on the statement that dogs are used for hunting during the month of August, when it is raining.",June and July are also very hot in Tennessee.,neutral,Kufanya msingi,neutral,"The Tennessee law on the use of a dog's mouth for hunting during dry weather, which is prohibited by the law, was based on the statement that dogs are used for hunting during the month of August, when it is raining.",June and July are also very hot in Tennessee.,neutral,3.90405011177063,
"Nilimuua, ni kweli.",Maisha ya mwanaume huyo yaliokolewa.,2,contradiction,"I'm fine, thank you.",The life of that boy was a struggle.,contradiction,kontradiksi,contradiction,"I'm fine, thank you.",The life of that boy was a struggle.,contradiction,1.5832452774047852,
Lakini nilikuwa haraka kukupa.,Mtu ule alitaka mpenzi.,1,neutral,But I was in a hurry to drink it.,The man is looking for his wife.,contradiction,kontradiksi,contradiction,But I was in a hurry to drink it.,The man is looking for his wife.,contradiction,1.7864372730255127,
"Kama unasikia una uwezo wa kuifanya, sukuma kandokando ya ukungu wa njia, nyuma ya bwawa la Emerald, hadi kwenye vuli la Nevada, ndipo utaanza kupoteza makundi ya watu.","Nevada Falls ni eneo nzuri ambalo halina watu wengi, na ni pahala pazuri pa kutembea.",1,neutral,"If you can afford it, go for a vacation in the desert of Nevada, or in the mountains of Colorado, and then come back home and tell us about your experiences.",Nevada Falls is a beautiful waterfall that you can walk up to and enjoy.,contradiction,kontradiksi,contradiction,"If you can afford it, go for a vacation in the desert of Nevada, or in the mountains of Colorado, and then come back home and tell us about your experiences.",Nevada Falls is a beautiful waterfall that you can walk up to and enjoy.,contradiction,3.3420608043670654,
"Niliripoti hili kwa barua kwa Daktari, ilionekana kumchekesha, na alinitumia keki ndogo ya matunda Krismasi hio.",Daktari alinitumia chupa la pombe krismasi hio.,2,contradiction,The doctor told her that she was pregnant and that it was a Christmas baby.,The doctor doesn't like to drink Christmas punch.,contradiction,kontradiksi,contradiction,The doctor told her that she was pregnant and that it was a Christmas baby.,The doctor doesn't like to drink Christmas punch.,contradiction,2.3308558464050293,
Maana kwamba daftari ni hundi tupu tu unayojua na ni fedha zisizo na ukomo si kwamba yeye huenda na hutumia bila ukomo lakini ni karibu na mtazamo huo,Anahisi kuwa anaweza kutumia zaidi ya dola za Marekani 1000 kila usiku.,1,neutral,The reason why this letter is not understood and not read is because it is written in a language that is not known.,"He is able to use more than $1,000 a month in the US.",contradiction,kontradikasheni,contradiction,The reason why this letter is not understood and not read is because it is written in a language that is not known.,"He is able to use more than $1,000 a month in the US.",contradiction,2.9368650913238525,
"Hata hivyo, shujaa wangu ni Richard Heseltine, mwenyekiti wa Overseas Investment Trust, ambaye alijiuzulu mapema mwezi huu kwa upinzani na mpango wa biashara ambao alilazimishwa na wakuu wake.",Heseltine aliacha kazi yake.,0,entailment,"Thus, my hero is Richard Heseltine, chairman of the Overseas Investment Trust, who has been a great help to me in this month's work and business deals with my people.",Heseltine is lazy.,contradiction,kontradiksi,contradiction,"Thus, my hero is Richard Heseltine, chairman of the Overseas Investment Trust, who has been a great help to me in this month's work and business deals with my people.",Heseltine is lazy.,contradiction,3.021197557449341,
"Chanzo hicho kilidai kuwa Bin Ladin aliomba na kupokea msaada kutoka kwa mtaalam wa bomu, ambaye alibaki huko kutoa mafunzo hadi Septemba 1996, wakati ambapo habari zilipelekwa Marekani.",Aliyetoa ujumbe hakujua kitu kuhusu Bin Laden.,2,contradiction,"The information on bin Laden was passed to the CIA by a source in September 1996, when it was first reported that he had been in the United States.",You will not hear anything about bin Laden.,contradiction,kontradiksi,contradiction,"The information on bin Laden was passed to the CIA by a source in September 1996, when it was first reported that he had been in the United States.",You will not hear anything about bin Laden.,contradiction,3.400881290435791,
"Kuunganishwa kwa Nova Scotia na Narrow Chignecto Isthmus, New Brunswick ikawa mkoa uliotengwa mwaka wa 1784 katika madai ya wakimbizi 14000.",New Brunswick haikuwa jimbo katika mwaka wa 1784.,2,contradiction,"The island is located in Nova Scotia and the narrow Chignecto Isthmus, New Brunswick was named after a Mi'kmaq chief in 1784 by the governor of Nova Scotia.",New Brunswick was founded in 1784.,contradiction,kontradikasheni,contradiction,"The island is located in Nova Scotia and the narrow Chignecto Isthmus, New Brunswick was named after a Mi'kmaq chief in 1784 by the governor of Nova Scotia.",New Brunswick was founded in 1784.,contradiction,4.026011228561401,
Walisisitiza kuwa uangalifu wa mara kwa mara unahitajika kuhakikisha kuwa uthabiti mwafaka unafuatiliwa. Kushughulikia athari za sasa na pia kuzuia kusimamishwa kwa operesheni na kuwa wenye kutumia na jukumu la kudumisha mifumo ya habari inafuatilia sera za shirika.,walisema ni muhimu kuwa macho ikija maneno ya habari ya uongozi kiwandani,1,neutral,"We have a culture of not questioning authority and instead, we just accept things as they are. This is why we see so many problems today with corruption and bad governance. We need to start asking questions about what's happening around us and hold those responsible accountable for their actions.",The importance of speaking with men lies in the fact that they are the ones who communicate information about the president to the public.,contradiction,kontradikasheni,contradiction,"We have a culture of not questioning authority and instead, we just accept things as they are. This is why we see so many problems today with corruption and bad governance. We need to start asking questions about what's happening around us and hold those responsible accountable for their actions.",The importance of speaking with men lies in the fact that they are the ones who communicate information about the president to the public.,contradiction,5.265993118286133,
Kama kuna jambo lolote ambalo naweza kufanya.,Nilijua hakuna kitu ambacho ningeweza kufanya.,2,contradiction,What are some things you can do?,I don't have anything to do.,contradiction,kontradikasheni,contradiction,What are some things you can do?,I don't have anything to do.,contradiction,1.6550981998443604,
Mengi yamefanyika kwa kumuandika kazi Michael Apted kuleta ubinadamu kwenye kipindi.,Michael Apted aliajiriwa kuongeza ubora wa kibinafsi kwenye mfululizo.,0,entailment,Many people are surprised when they find out that director Michael Apted was born in Kenya.,Michael Apted was born in 1941 and died in 2013.,contradiction,kontradikasheni,contradiction,Many people are surprised when they find out that director Michael Apted was born in Kenya.,Michael Apted was born in 1941 and died in 2013.,contradiction,2.7495646476745605,
"Kwa shukrani ya kutoa $100 ama mingi kwa kampeni, wewe na wageni mmekaribishwa kushuhudia mapokezi maalumu ,Alhamisi ,Machi 23,2000 kutoka saa 5:30 -8:00 jioni jukwaa la Herron.",Wewe na mgeni mtaalikwa kuhudhuria mapokezi maalum ikiwa utachangia $100 au zaidi kwenye kampeni.,0,entailment,"Thanks for donating $100 or more to our campaign! You and your guests will be recognized at the event on March 23, 2017 from 5:30-8:00pm at the Herron Event Center.",You and I are eligible for a free car if we buy more than $100 worth of products at the fair.,contradiction,kontradikasheni,contradiction,"Thanks for donating $100 or more to our campaign! You and your guests will be recognized at the event on March 23, 2017 from 5:30-8:00pm at the Herron Event Center.",You and I are eligible for a free car if we buy more than $100 worth of products at the fair.,contradiction,4.630112409591675,
Utaona video ya stori ya Anna na Amsterdam chini ya makazi pamoja na picha na shaba za wakati huo.,Hutaona picha.,2,contradiction,Watch Anna's story and Amsterdam in a photo essay from her time there.,See picture.,neutral,Kufanya kukuza,neutral,Watch Anna's story and Amsterdam in a photo essay from her time there.,See picture.,neutral,1.7841801643371582,
"Kwa kuongezea, wakazi wa Indiana wanaweza kuendelea kupokea mkopo wa ushuru wa Indiana ambayo inaelekezwa moja kwa moja dhidi ya mwisho wa fomu ya ushuru ya eneo hilo.",Wakazi wa Indiana wanapata mkopo wa ushuru wa asilimia 50 ikiwa wanachangia thieta.,1,neutral,"In addition, citizens of Indiana can continue to use their Indiana driver's license as a form of identification until the expiration date on the license.","People in Indiana have an average life expectancy of 78 years, which is 12 years higher than the national average.",contradiction,kontradikasheni,contradiction,"In addition, citizens of Indiana can continue to use their Indiana driver's license as a form of identification until the expiration date on the license.","People in Indiana have an average life expectancy of 78 years, which is 12 years higher than the national average.",contradiction,3.6898980140686035,
"Meya wa Letohrad, mji ambao Josef Korbel alikua, anasema alimtumia Albright barua tatu miaka ya karibuni.",Korbell alimwongoza Lotohrad.,0,entailment,"The city of Letohrad, where Josef Korbel lived, is located in the Czech Republic and was named after him. It's about 100 kilometers from Prague.",Korbell is a lot of fun.,contradiction,kontradikasheni,contradiction,"The city of Letohrad, where Josef Korbel lived, is located in the Czech Republic and was named after him. It's about 100 kilometers from Prague.",Korbell is a lot of fun.,contradiction,2.703439474105835,
"Katika uchumi wenye uwekezaji, nini kitafanyika kama tunaweza kuchukua faida zetu za biashara na kuimarisha ziada yoyote ili tuweze kuunda tufaha zaidi na mapea kuliko tulivyoanza na?",Tunaweza fanya biashara na mtu yeyote aliyetuzunguka.,2,contradiction,"In a competitive business environment, what are some of the ways we can use our strengths to gain an advantage over our competitors and achieve greater success than they do?",You can do business with someone else.,neutral,Kufanya kwa mwisho,neutral,"In a competitive business environment, what are some of the ways we can use our strengths to gain an advantage over our competitors and achieve greater success than they do?",You can do business with someone else.,neutral,3.004983425140381,
Tunaweza endelea kuipa nguvu masomo ya mawakili wazuri.,"Tunaweza kuwaelimisha mawakili, ninauhakika!",0,entailment,You can easily use your right hand to write with a blackboard marker.,Can you please pass me the salt?,contradiction,kontradiksi,contradiction,You can easily use your right hand to write with a blackboard marker.,Can you please pass me the salt?,contradiction,1.8886330127716064,
"Mpokeaji wa mwisho wa Pakistan angeenda kwa hawaladar ya Pakistani na kupolea pesa zake, katika rupees, kutoka kwa pesa yoyote ambayo hawaladar ya Pakistani ilikuwa nayo mkononi.",Mwenye kuipata wa mwisho atahitajika kusafiri hadi Turkey ili kupata pesa zake.,2,contradiction,The exchange rate for Pakistani Rupees at the time was 1 rupee = $0.05. So he paid $1 for a $20 bill.,The person who has got a visa from Turkey will be able to visit there and get his money.,contradiction,kontradikasheni,contradiction,The exchange rate for Pakistani Rupees at the time was 1 rupee = $0.05. So he paid $1 for a $20 bill.,The person who has got a visa from Turkey will be able to visit there and get his money.,contradiction,3.487920045852661,
Kinacholeta wasiwasi kwa kweli ni ya kuwa HMOs zinawezakosa kupunguza gharama mbeleni.,Kila mtu anaaminia HMO kuweza  kudhibiti  gharama baada ya muda mrefu.,2,contradiction,The HMO's failure to provide adequate care is a violation of their contract with the government.,Everyone is entitled to a reasonable standard of health care.,contradiction,kontradikasheni,contradiction,The HMO's failure to provide adequate care is a violation of their contract with the government.,Everyone is entitled to a reasonable standard of health care.,contradiction,2.634141445159912,
Na bado iliniogopesha.,Nilikuwa na hofu kidogo.,1,neutral,I am not interested in it.,I was a little bit drunk.,contradiction,kontradiksi,contradiction,I am not interested in it.,I was a little bit drunk.,contradiction,1.292513370513916,
oh oh bila shaka inaonekana ni kama tukuo bora,Hiyo inaonekana kama uzoefu mmbaya.,2,contradiction,oh oh if you are not careful you will be lost,That's what you get for being a jerk.,contradiction,kontradikasheni,contradiction,oh oh if you are not careful you will be lost,That's what you get for being a jerk.,contradiction,1.7215993404388428,
"Kulingana na tathmini hii ya hatari, Centrelink ilianzisha mikakati maalum ya kuzuia lengo la kuelimisha walengwa na waajiri juu ya mahitaji ya kuripoti mapato.",Centrelink ilikuwa na mikakati mingi ya kuwafundisha watu jinsi ya kuripoti mapato kwa sababu serikali ilipoteza pesa nyingi kwa makosa,1,neutral,This is a summary of the risks involved and Centrelink will provide you with information about how to use this service.,Centrelink was using a lot of money to fund people in a way that would make them dependent on the government.,contradiction,kontradikasheni,contradiction,This is a summary of the risks involved and Centrelink will provide you with information about how to use this service.,Centrelink was using a lot of money to fund people in a way that would make them dependent on the government.,contradiction,3.125351667404175,
"Hii ni muhimu sana kwa maisha ya muda mrefu ya tembo katika huduma za kibinadamu, kama vile pori.",Hakuna kitakachofanywa kuwaokoa ndovu.,2,contradiction,"This is very important for the life of young trees in the service of the forest, as well as for the soil.",There is no one who can stop us from doing what we want.,contradiction,kontradikasheni,contradiction,"This is very important for the life of young trees in the service of the forest, as well as for the soil.",There is no one who can stop us from doing what we want.,contradiction,2.703947067260742,
Tunanuia uwiano wa moja kwa moja kati ya kiasi kwa kila mtu na vipande kwa kila iwezekanavyo.,Tunajua hakuna uhusiano kati ya kiasi kwa kila mtu na vipande kwa kila iwezekanavyo.,2,contradiction,We will take one day at a time and plan for each person according to his or her needs.,I don't have a relationship with anyone and I don't have any friends.,contradiction,kontradiksi,contradiction,We will take one day at a time and plan for each person according to his or her needs.,I don't have a relationship with anyone and I don't have any friends.,contradiction,2.8919146060943604,
Wakati huu nafikiria ni vema kuondoka katika kisiwa ambacho hakina maelenddeleo kwa amani.,Watu wanafikiria ya kwamba visiwa vinafaa kuchwa.,0,entailment,"At this time, we are not able to go out and do things because of our security concerns.","People think that if you don't have a car, you are poor.",neutral,Kufanya kukuza,neutral,"At this time, we are not able to go out and do things because of our security concerns.","People think that if you don't have a car, you are poor.",neutral,2.9283623695373535,
Kitu moja ambacho M. Tesniares hajaafikiana nacho ni mchango wa Uingereza.,M. Tesniares hufanya pembejeo ya Anglo-Saxon.,2,contradiction,One of the things that M. Tesniares has in common with the English is that he is a British citizen.,M. Tesniares teaches Anglo-Saxon.,neutral,Kufanya kukuza,neutral,One of the things that M. Tesniares has in common with the English is that he is a British citizen.,M. Tesniares teaches Anglo-Saxon.,neutral,2.533618688583374,
Jina langu ni Wade--Lord Julian Wade.,"Jina lake halikuwa Wade, lakini badala yake, Smith.",2,contradiction,My name is Wade - Lord Julian Wade.,"His name was Wade, but instead it was Smith.",contradiction,kontradiksi,contradiction,My name is Wade - Lord Julian Wade.,"His name was Wade, but instead it was Smith.",contradiction,2.043247699737549,
"Ingekuwa vigumu zaidi kwa mwanasheria wa huduma za kisheria California kujua iwapo mteja, ambaye amekuwa akifanya kazi katika mkondo wa uhamiaji Arizona, amevuka mpaka kwa muda mfupi kuingia Mexico.","Wakili anaweza kupata habari kutoka kwa uhusiano wa wafanyakazi wageni,",1,neutral,The two brothers worked in California as farmhands and then moved on to Arizona where they worked in a mine until they were able to afford to move to Mexico.,The representative can get news from the relationship between the workers and management.,contradiction,kontradiksi,contradiction,The two brothers worked in California as farmhands and then moved on to Arizona where they worked in a mine until they were able to afford to move to Mexico.,The representative can get news from the relationship between the workers and management.,contradiction,3.603294610977173,
"Vilevile, takrimu katika meza ya A2 na A3 inaonyesha kuwa njia zenye idadi kuu za abiria zinakaa katika maeneo yenye hali nzuri zaidi za mapato ya nyumbani na masomo.",Maeneo yenye kiasi kikubwa pia yana mapato ya juu.,0,entailment,I am a student at A2 and A3 levels who has been learning how to cook at home with my mother and sister.,The story has a very big impact as well.,neutral,Kufanya kukuza,neutral,I am a student at A2 and A3 levels who has been learning how to cook at home with my mother and sister.,The story has a very big impact as well.,neutral,2.67345929145813,
Na alikuwa pale daima kwa ajili yetu.,Alitupatia pesa zote tulizohitaji.,1,neutral,He was always on our side.,We need all of your support.,neutral,Kufanya kwa msingi,neutral,He was always on our side.,We need all of your support.,neutral,1.4473118782043457,
"Alisema, Mpenzi, huyaelewi maisha jinsi ninavyoyaelewa.",Aliniambia sikuwa na kidokezo jinsi ulimwengu halisi ulivyofanya kazi na nipaswa kumfuata.,1,neutral,"I say, my dear, life is not what people think it is.",The man was not happy with how his wife was treating him and he decided to leave her.,contradiction,kontradiksi,contradiction,"I say, my dear, life is not what people think it is.",The man was not happy with how his wife was treating him and he decided to leave her.,contradiction,2.471500873565674,
"Mali ni mfululizo usio na mwisho wa michemko katika anga, au kwenye mtandao, na watu tofauti wanaodai kuwa na maslahi mbalimbali ndani yake.",Mali ni watu tu kusema wanamiliki kitu.,0,entailment,"In Mali, there are many different ethnic groups and religions, but they all live together in peace.",The people of Mali are speaking about their possessions.,contradiction,kontradiksi,contradiction,"In Mali, there are many different ethnic groups and religions, but they all live together in peace.",The people of Mali are speaking about their possessions.,contradiction,2.2599449157714844,
"Wafanyakazi hawa hawakuwa wamefungiwa, lakini tofauti na wakazi wengi kwenye sakafu ya juu, walichagua kuteremka mara baada ya athari.",Wafanyikazi wengine walidhani kwamba hali haiwezi kuenea.,1,neutral,"The workers were not paid, but the rest of the people in the field were paid after a few days.",The people of this country are not ready for change.,contradiction,kontradikasheni,contradiction,"The workers were not paid, but the rest of the people in the field were paid after a few days.",The people of this country are not ready for change.,contradiction,2.5022332668304443,
"Hakuna jambo ambalo linasisitiza matatizo magumu ya lugha zaidi kuliko mawasiliano ambayo hutokea kati ya rubani, abiria wa ndege, na watawala wa trafiki ya hewa.",Rubani huwa kamili kwa mawasiliano.,2,contradiction,There is nothing that we can do about it; it's a matter of language and culture.,He is a complete fool.,contradiction,kontradikasheni,contradiction,There is nothing that we can do about it; it's a matter of language and culture.,He is a complete fool.,contradiction,2.0976216793060303,
"Yousf aliweza kutorokea Pakistan,bali mwenzake Murad, ambaye KSM inadai alimtuma Yousef na $3,000 ili kugharamia operesheni -alishikwa na kufufunuamaelezo  kuhusu njama hiyo akihojiwa.",Murad aliwajulisha wapelelezi mahali pa kumpata Yousef kule Pakistani.,1,neutral,"Yousf was released from prison in Pakistan, but his brother Murad, who is accused of being a member of KSM and helping Yousef with $3,000 for the operation - he was sentenced to life imprisonment - remains behind bars.",Murad was killed in a car accident on his way to meet Yusuf from Pakistan.,contradiction,kontradikasheni,contradiction,"Yousf was released from prison in Pakistan, but his brother Murad, who is accused of being a member of KSM and helping Yousef with $3,000 for the operation - he was sentenced to life imprisonment - remains behind bars.",Murad was killed in a car accident on his way to meet Yusuf from Pakistan.,contradiction,4.485204458236694,
"Mtu anaweza kufikiria mwendeshaji wa buldoza kama vile anapokuwa katika barabara ya maendeleo mapya yanayoonyeshwa na msanidi  Vipi, Loyd ...",Unaweza kufikiria opereta wa buldoza akianzisha buldoza.,1,neutral,"A person can think about bulldozers as if they were in a field of development where they are being used and supported by resources. Why, Lloyd...",You can think of a bulldozer as an engine with tracks.,neutral,Kufanya kukuza,neutral,"A person can think about bulldozers as if they were in a field of development where they are being used and supported by resources. Why, Lloyd...",You can think of a bulldozer as an engine with tracks.,neutral,3.005462169647217,
"Kwa hiyo, Baba huenda na kuniandalia glasi nzuri sana ya maziwa ya chokoleti .",Baba alipata maziwa ya chokoleti kutoka kwa jokofu.,1,neutral,"So, Dad went and bought a really nice glass of chocolate milk.",He ate chocolate from the fridge.,contradiction,kontradikasheni,contradiction,"So, Dad went and bought a really nice glass of chocolate milk.",He ate chocolate from the fridge.,contradiction,1.835329532623291,
Katika siku saba wataweza kupitia historia yetu na kuhakikisha kuwa sisi hatujawahi kuwa walaghai ama hamna,Wao watastahili kufuatilia mandharinyuma katika siku saba zifuatazo.,0,entailment,In this week we can tell our story and confirm that we are not like those who live in sin or are not faithful.,"Wow, I can't wait to see you in person tomorrow!",neutral,Kufanya kukuza,neutral,In this week we can tell our story and confirm that we are not like those who live in sin or are not faithful.,"Wow, I can't wait to see you in person tomorrow!",neutral,2.5202109813690186,
"Mstaafu sergenti mkuu, kama alivyosma Rick.",Rick alikuambia kuwa nilikuwa nimestaafu.,0,entailment,"I'm sorry, officer, if I could just speak with Rick.",Rick was ashamed of what he had done.,neutral,Kufanya msingi,neutral,"I'm sorry, officer, if I could just speak with Rick.",Rick was ashamed of what he had done.,neutral,2.0702812671661377,
Mwanaume huingia kwa vyovyote vile.,Mwanaume aliingia chumbani.,0,entailment,The boy was born with a deformity of his legs.,The boy came into my house.,contradiction,kontradikasheni,contradiction,The boy was born with a deformity of his legs.,The boy came into my house.,contradiction,1.8829548358917236,
"Kwa kweli, sio kila makosa ya uandishi ambao unaweza shirikishwa na azimio za kuficha zisizo za fahamu kwa mwandishi.",karani wote hawafanyi makosa ya uchapishaji,2,contradiction,"In truth, not all of the arguments that can be made by a writer are in agreement with his aims and objectives.",I want all of you to write a report on the project.,contradiction,kontradikasheni,contradiction,"In truth, not all of the arguments that can be made by a writer are in agreement with his aims and objectives.",I want all of you to write a report on the project.,contradiction,2.8665952682495117,
"Ikiwa ungependa habari za ziada kuhusu kampeni ya IU Shule ya Madawa au utafiti wa Dk Field, tafadhali piga wito 274-3270.",Dr Field anafanya kazi kama daktari wa meno katika Chuo Kikuu cha Florida.,2,contradiction,"If you have any questions about the IU School of Medicine or the Dk Field Clinic, please call 274-3270.",Dr. Field is a doctor in the central Florida area.,neutral,Kufanya kwa mwisho,neutral,"If you have any questions about the IU School of Medicine or the Dk Field Clinic, please call 274-3270.",Dr. Field is a doctor in the central Florida area.,neutral,3.050428867340088,
"Ingawa hata baadhi yao wanapaswa kujua vizuri zaidi, kulikuwa bado na wachache Barbados pamoja nasi, na wanajua kama mimi na wewe na kanali Askofu.",Pia sisi tunajuana na Kapteni Blood.,1,neutral,"The two of us had a great time, and we were just like those people from Barbados together with us, and we knew that you and I are on the same page as far as Askofu is concerned.",I am a member of Captain Blood's crew.,contradiction,kontradiksi,contradiction,"The two of us had a great time, and we were just like those people from Barbados together with us, and we knew that you and I are on the same page as far as Askofu is concerned.",I am a member of Captain Blood's crew.,contradiction,3.4193506240844727,
"Ili kupata pasipoti safi na pasipoti mbili zilizoharibiwa, angalia Ripoti za Upelelezi, uhoji wa KSM, Julai 3, 2003; Septemba 9, 2003.",KSM daima walikosa kupata hati safi.,2,contradiction,"I received a clean pass and a double pass from the court of appeal, Court of Appeal for the East African Community, July 3, 2003; September 9, 2003.",KSM always has a clean hat.,contradiction,kontradiksi,contradiction,"I received a clean pass and a double pass from the court of appeal, Court of Appeal for the East African Community, July 3, 2003; September 9, 2003.",KSM always has a clean hat.,contradiction,3.490008592605591,
