original_text_lrl,ground_truth_label,predicted_label,ground_truth_english_label,intermediate_en_text,intermediate_en_label,predicted_lrl_label_final_raw,comet_lrl_text_to_en,comet_en_label_to_lrl,raw_model_response,runtime_seconds_sample,language,pipeline,shot_type
"Saudações. Só queria avisar que NÃO ESTOU DISPONÍVEL PARA FESTAS E SOCIAIS, até Dezembro. Convidem-me para fazer investimentos ou abrir negócios e empresa, assim também como sugestão de cursos tecnológicos que melhorem minha carreira profissional. Kateca, boas entradas. 🙏🏾",neutral,neutral,neutral,"Hello. I just wanted to let you know that I am NOT AVAILABLE FOR PARTIES AND SOCIAL EVENTS until December. Invite me to make investments or open businesses and companies, as well as suggestions for technological courses that improve my professional career. Good entries. 🙏🏾",neutral,[Extraction Error LRL Label],,,"
---
English Translation:
Hello. I just wanted to let you know that I am NOT AVAILABLE FOR PARTIES AND SOCIAL EVENTS until December. Invite me to make investments or open businesses and companies, as well as suggestions for technological courses that improve my professional career. Good entries. 🙏🏾

English Sentiment Label: neutral

Portuguese Sentiment Label: boa entrada
---",4.394036769866943,pt,single_prompt,zero-shot
"@user @user Doa a quem doer, somos #Líderes... 😅",neutral,neutral,neutral,"
To whoever it may concern, we are #Leaders... 😅
",neutral,[Extraction Error LRL Label],,,"English Translation:
```
To whoever it may concern, we are #Leaders... 😅
```
English Sentiment Label: neutral
Portuguese Sentiment Label: a quem doer",2.1576426029205322,pt,single_prompt,zero-shot
Essas horas e meu vizinho ja está a escutar música 🤔😮😲🤦🏾‍♂️ Sinceramente,positive,neutral,positive,"
These hours and my neighbor has already been listening to music 🤔😮😲🤦🏾‍♂️ Honestly
",neutral,[Extraction Error LRL Label],,,"
English Translation:
```
These hours and my neighbor has already been listening to music 🤔😮😲🤦🏾‍♂️ Honestly
```

English Sentiment Label: neutral

Portuguese Sentiment Label: sinceramente",2.903932809829712,pt,single_prompt,zero-shot
"@user @user 😂😂😹😹😂😂 Tua placa bazou, @user alguma placa aí disponível? Quero comprar para substituir da @user Please. 😂😂🙏",neutral,neutral,neutral,"Hello! 😂😂😹😹😂😂 Your board broke, @user do you have any available boards? I want to buy it to replace from @user Please. 😂😂🙏",neutral,[Extraction Error LRL Label],,,"
---
English Translation:
Hello! 😂😂😹😹😂😂 Your board broke, @user do you have any available boards? I want to buy it to replace from @user Please. 😂😂🙏

English Sentiment Label: neutral

Portuguese Sentiment Label: neutro
---",3.805994987487793,pt,single_prompt,zero-shot
"Atenção na nota. 🚨🚨🚨🚨 Nada de Capslock para chamar mais atenção.... """"pizzawpineapples"""" só e só https://t.co/Nu0fwH4w8Z",neutral,neutral,neutral,"Attention in the note. 🚨🚨🚨🚨 No Capslock to call more attention... ""pizzawpineapples"" only and only https://t.co/Nu0fwH4w8Z",neutral,[Extraction Error LRL Label],,,"
---
English Translation: Attention in the note. 🚨🚨🚨🚨 No Capslock to call more attention... ""pizzawpineapples"" only and only https://t.co/Nu0fwH4w8Z

English Sentiment Label: neutral

Portuguese Sentiment Label: neutro",3.7574691772460938,pt,single_prompt,zero-shot
Respira Angelo Respira 😂😂😂 respeita a pessoa da pessoa,neutral,neutral,neutral,"
Breath Angelo Breath 😂😂😂 Respect the person of the person
",neutral,[Extraction Error LRL Label],,,"---
English Translation:
```
Breath Angelo Breath 😂😂😂 Respect the person of the person
```

English Sentiment Label: neutral

Portuguese Sentiment Label: respeito a pessoa",2.4542880058288574,pt,single_prompt,zero-shot
"Memes estão a melhorar o meu dia, estava tão indisposta 😂😂😂😂",negative,positive,negative,"Memes are improving my day, I was so sick 😂😂😂😂
---",positive,[Extraction Error LRL Label],,,"
---
English Translation: Memes are improving my day, I was so sick 😂😂😂😂
---
English Sentiment Label: positive
---
Portuguese Sentiment Label: positivo
---",2.5047948360443115,pt,single_prompt,zero-shot
Mor + Eu+ Church= GOD abençoe o nosso future🙏🏼❤️,negative,positive,negative,"Mor + Eu+ Church= GOD bless our future🙏🏼❤️
---",positive,[Extraction Error LRL Label],,,"---
English Translation: Mor + Eu+ Church= GOD bless our future🙏🏼❤️
---
English Sentiment Label: positive
---
Portuguese Sentiment Label: Deus abençoe o nosso futuro!
---",2.752228021621704,pt,single_prompt,zero-shot
"Do jeito que me controlam na minha casa,tipo sou pirex🤧",neutral,negative,neutral,"I'm being controlled at home like this, you know? I'm so tired 😭
---",negative,[Extraction Error LRL Label],,,"---
English Translation:
I'm being controlled at home like this, you know? I'm so tired 😭
---
English Sentiment Label: negative
---
Portuguese Sentiment Label: negativo
---",2.4644782543182373,pt,single_prompt,zero-shot
"DIVERSÃO | Orgulhomoz _ Chamaculo é outro nível. Basta chover, todos viram homens aranha 😂😂😂😂 _ Orgulho Moz É Maning Nice👍 Exaltemos À Pátria🇲🇿 _ #OrgulhoMoz #Entretenimento #Musica #Moda #Beleza #Arte #Cultura… https://t.co/n5fMeBYEh5",neutral,neutral,neutral,"DIVERSÃO | Orgulhomoz _ Chamaculo é outro nível. Basta chover, todos viram homens aranha 😂😂😂😂 _ Orgulho Moz É Maning Nice👍 Exaltemos À Pátria MzP_ #OrgulhoMoz #Entretenimento #Musica #Moda #Beleza #Arte #Cultura... https://t.co/n5fMeBYEh5",neutral,[Extraction Error LRL Label],,,"
---
English Translation: DIVERSÃO | Orgulhomoz _ Chamaculo é outro nível. Basta chover, todos viram homens aranha 😂😂😂😂 _ Orgulho Moz É Maning Nice👍 Exaltemos À Pátria MzP_ #OrgulhoMoz #Entretenimento #Musica #Moda #Beleza #Arte #Cultura... https://t.co/n5fMeBYEh5

English Sentiment Label: neutral

Portuguese Sentiment Label: neutro
---",5.978405952453613,pt,single_prompt,zero-shot
@user Sim sim. 😅😅 e Banda tipo Angola.,neutral,neutral,neutral,"
Yes yes. 😅😅 and Band type Angola.
",neutral,[Extraction Error LRL Label],,,"
---
English Translation:
```
Yes yes. 😅😅 and Band type Angola.
```

English Sentiment Label: neutral

Portuguese Sentiment Label: neutro

---",2.4031710624694824,pt,single_prompt,zero-shot
Quando estiveres cansado 😓 não tenta imaginar nada de olhos 👀 fechados...,neutral,neutral,neutral,When you're tired 😓 don't try to imagine anything with your eyes closed...,neutral,[Extraction Error LRL Label],,,"English Translation: When you're tired 😓 don't try to imagine anything with your eyes closed...
English Sentiment Label: neutral
Portuguese Sentiment Label: quando estiveres cansado não tenta imaginar nada de olhos fechados",2.60164737701416,pt,single_prompt,zero-shot
Edjo eu preciso disto o mais rápido possível 😭 https://t.co/WwvJG0tn7p,neutral,negative,neutral,I need this as soon as possible 😭 https://t.co/WwvJG0tn7p,negative,[Extraction Error LRL Label],,,"English Translation: I need this as soon as possible 😭 https://t.co/WwvJG0tn7p
English Sentiment Label: negative
Portuguese Sentiment Label: negativo",2.2070093154907227,pt,single_prompt,zero-shot
Eles tinham que ter damas 😂😂😂😂 https://t.co/vRsOOBxPSO,neutral,neutral,neutral,They had to have ladies 😂😂😂😂,neutral,[Extraction Error LRL Label],,,"
English Translation: They had to have ladies 😂😂😂😂

English Sentiment Label: neutral

Portuguese Sentiment Label: elas tiveram que ter damas",2.1103076934814453,pt,single_prompt,zero-shot
Essas sul africanas que trabalham aqui vocês pensam que vão lhes pagar como? 😂 queriam pra contratarem pessoas que vão usar Óleo dona para ter preço baixo 😂,neutral,neutral,neutral,"These African women who work here do you think they will pay you like? 😂 They wanted to hire people who will use oil lady to have low price 😂
---",neutral,[Extraction Error LRL Label],,,"
---
English Translation:
These African women who work here do you think they will pay you like? 😂 They wanted to hire people who will use oil lady to have low price 😂
---
English Sentiment Label: neutral
---
Portuguese Sentiment Label: neutro
---",3.3065059185028076,pt,single_prompt,zero-shot
"Fabricantes de preservativo, estamos a pedir sabor de piripiri, essas nanas não choram na cama 🤣🦈🤣 @user",neutral,neutral,neutral,"
Condom manufacturers, we're asking for pepper flavor, these nanas don't cry in bed 🤣🦈🤣 @user
",neutral,[Extraction Error LRL Label],,,"
---
English Translation:
```
Condom manufacturers, we're asking for pepper flavor, these nanas don't cry in bed 🤣🦈🤣 @user
```

English Sentiment Label: neutral

Portuguese Sentiment Label: neutro
---",3.2038986682891846,pt,single_prompt,zero-shot
"Estou no Jardim tumduro, gajas não sabem andar de salto alto pah💔",positive,negative,positive,"I am in the garden tumduro, girls don't know how to walk on high heels pah💔
---",negative,[Extraction Error LRL Label],,,"---
English Translation: I am in the garden tumduro, girls don't know how to walk on high heels pah💔
---
English Sentiment Label: negative
---
Portuguese Sentiment Label: negativo
---",2.653977155685425,pt,single_prompt,zero-shot
@user Eu acho que então eu não sei tomar ih Gin não estou a tratar. 😩,neutral,negative,neutral,"I think then I don't know how to take it gin I'm not treating. 😩
---",negative,[Extraction Error LRL Label],,,"---
English Translation: I think then I don't know how to take it gin I'm not treating. 😩
---
English Sentiment Label: negative
---
Portuguese Sentiment Label: não sei como fazer isso
---",2.70420503616333,pt,single_prompt,zero-shot
"Eu sou muito sentimental, as coisas me machucam numa proporção enorme. Às vezes uma coisinha atoa parece que abre um buraco no meu peito de tanto que me magoa. 🥺",positive,negative,positive,"I am very sentimental; things hurt me in immense proportions. Sometimes a little thing seems to open a hole in my chest that hurts so much.
---",negative,[Extraction Error LRL Label],,,"---
English Translation: I am very sentimental; things hurt me in immense proportions. Sometimes a little thing seems to open a hole in my chest that hurts so much.
---
English Sentiment Label: negative
---
Portuguese Sentiment Label: negativo
---",3.009059429168701,pt,single_prompt,zero-shot
@user Esse gajo era mauuuu ih😓👏👏👏isso é magia man,neutral,neutral,neutral,"
That guy was soooooo bad 😓👏👏👏this is magic man
",neutral,[Extraction Error LRL Label],,,"English Translation:
```
That guy was soooooo bad 😓👏👏👏this is magic man
```
English Sentiment Label: neutral
Portuguese Sentiment Label: magia man
--- End of Task ---",2.706216812133789,pt,single_prompt,zero-shot
@user Deve estar cheio de areia ali🙁,neutral,negative,neutral,"
It should be full of sand there 😞
",negative,[Extraction Error LRL Label],,,"English Translation:
```
It should be full of sand there 😞
```
English Sentiment Label: negative
Portuguese Sentiment Label: negativo",1.8080101013183594,pt,single_prompt,zero-shot
@user @user Sigam me para mais dicas😂😂😂,neutral,neutral,neutral,: Seguir para obter mais dicas 😂😂😂,neutral,[Extraction Error LRL Label],,,"English Translation:: Seguir para obter mais dicas 😂😂😂
English Sentiment Label: neutral
Portuguese Sentiment Label: seguir para obter mais dicas",2.008493423461914,pt,single_prompt,zero-shot
Há pessoas que já estão a votar iPhone 😂 https://t.co/jZEZTmKeKs,neutral,neutral,neutral,"There are people who have already voted iPhone 😂 https://t.co/jZEZTmKeKs
---",neutral,[Extraction Error LRL Label],,,"---
English Translation: There are people who have already voted iPhone 😂 https://t.co/jZEZTmKeKs
---
English Sentiment Label: neutral
---
Portuguese Sentiment Label: neutro
---",2.654595136642456,pt,single_prompt,zero-shot
Não acham que estão a exagerar no uso da palavra “tóxico” ? Asking for a friend 😂😂,neutral,neutral,neutral,"
Don't you think they're exaggerating in their use of the word ""toxic""? Asking for a friend 😂😂
",neutral,[Extraction Error LRL Label],,,"
---
English Translation:
```
Don't you think they're exaggerating in their use of the word ""toxic""? Asking for a friend 😂😂
```

English Sentiment Label: neutral

Portuguese Sentiment Label: neutro
---",3.0516295433044434,pt,single_prompt,zero-shot
"@user Pelo contrário, quando me vês não te consegues conter 😂😂😂😂",neutral,positive,neutral,"By contrast, when you see me, you can't contain yourself 😂😂😂😂
---",positive,[Extraction Error LRL Label],,,"
---
English Translation: By contrast, when you see me, you can't contain yourself 😂😂😂😂
---
English Sentiment Label: positive
---
Portuguese Sentiment Label: contente
---",2.701779842376709,pt,single_prompt,zero-shot
@user Nada... aí é para ele bazar.. já q estou a lhe irritar😂😂😂,neutral,negative,neutral,"
Nothing... so he's going to leave... since I'm annoying him 😂😂😂
",negative,[Extraction Error LRL Label],,,"English Translation:
```
Nothing... so he's going to leave... since I'm annoying him 😂😂😂
```
English Sentiment Label: negative
Portuguese Sentiment Label: negativo",2.357494592666626,pt,single_prompt,zero-shot
Assim já ficou esquecido o q Travis fez no Aniversário de Kylie ne?? 😂😂😂🧙🏿‍♀️🧙🏿‍♀️🧙🏿‍♀️,neutral,neutral,neutral,"
So already forgotten what Travis did at Kylie's birthday? 😂😂😂🧙🏿‍♀️🧙🏿‍♀️🧙🏿‍♀️
",neutral,[Extraction Error LRL Label],,,"
---
English Translation:
```
So already forgotten what Travis did at Kylie's birthday? 😂😂😂🧙🏿‍♀️🧙🏿‍♀️🧙🏿‍♀️
```

English Sentiment Label: neutral

Portuguese Sentiment Label: neutro
---",3.9068782329559326,pt,single_prompt,zero-shot
"@user Para Homem é sim, se não te conquistam talvez estão com medo de vc lhes minhar(rejeitar) 😂😂😂😂😂",neutral,neutral,neutral,"
For Man it is yes, if they do not conquer you perhaps they are afraid of you them to reject me 😂😂😂😂😂
",neutral,[Extraction Error LRL Label],,,"
---
English Translation:
```
For Man it is yes, if they do not conquer you perhaps they are afraid of you them to reject me 😂😂😂😂😂
```

English Sentiment Label: neutral

Portuguese Sentiment Label: neutro
---",3.354557514190674,pt,single_prompt,zero-shot
"Há manos que fazem rir quando vão na igreja😁 Calças pretas, Sapatos castanhos, Camisa vermelha, Gravata big azul🤲🏻🤣🤣😹🤣😹😂🤣",neutral,neutral,neutral,"Há mãos que fazem rir quando vão à igreja 😁 Calças pretas, sapatos castanhos, camisa vermelha, gravata grande azul 🤲🏻🤣🤣😹🤣😹😂🤣",neutral,[Extraction Error LRL Label],,,"
---
English Translation: Há mãos que fazem rir quando vão à igreja 😁 Calças pretas, sapatos castanhos, camisa vermelha, gravata grande azul 🤲🏻🤣🤣😹🤣😹😂🤣

English Sentiment Label: neutral

Portuguese Sentiment Label: neutro
---",4.010142803192139,pt,single_prompt,zero-shot
“Lutando todos dias para ter oque almejo 🏃🔥🤦😭”,negative,neutral,negative,"""Fighting every day to have what I desire 🏃🔥🤦😭""",neutral,[Extraction Error LRL Label],,,"
---
English Translation:
""Fighting every day to have what I desire 🏃🔥🤦😭""

English Sentiment Label: neutral

Portuguese Sentiment Label: desejar
---",2.5529568195343018,pt,single_prompt,zero-shot
"Foi nadar na piscina do amigo, mas não sabe que sou o dono e me tratou mal . 😂 deixa, vou assistir . Quero tirar toda água .",positive,neutral,positive,"It was to swim in the pool of the friend, but I don't know that I'm the owner and treated me badly. 😂 well, I'll watch. I want to take all the water out.
---",neutral,[Extraction Error LRL Label],,,"
---
English Translation:
It was to swim in the pool of the friend, but I don't know that I'm the owner and treated me badly. 😂 well, I'll watch. I want to take all the water out.
---
English Sentiment Label: neutral
---
Portuguese Sentiment Label: quero tirar toda água
---",4.0005621910095215,pt,single_prompt,zero-shot
Mas qual é outro método para encontrar o amor da vida dele? 🤔 https://t.co/BxzJ1wPNtC,neutral,neutral,neutral,What's another way to find his life love? 😔 https://t.co/BxzJ1wPNtC,neutral,[Extraction Error LRL Label],,,"English Translation: What's another way to find his life love? 😔 https://t.co/BxzJ1wPNtC
English Sentiment Label: neutral
Portuguese Sentiment Label: neutro",2.409128427505493,pt,single_prompt,zero-shot
@user Pena que o meu #1 não é suficiente 🥺,positive,negative,positive,"
I wish my #1 wasn't enough 😢
",negative,[Extraction Error LRL Label],,,"
---
English Translation:
```
I wish my #1 wasn't enough 😢
```

English Sentiment Label: negative

Portuguese Sentiment Label: negativo",2.1066744327545166,pt,single_prompt,zero-shot
Para quem vai o meu bilhete hoje?😌,neutral,neutral,neutral,"Para quem vai o meu bilhete hoje? 😌
---",neutral,[Extraction Error LRL Label],,,"
---
English Translation: Para quem vai o meu bilhete hoje? 😌
---
English Sentiment Label: neutral
---
Portuguese Sentiment Label: neutro
---",2.1552765369415283,pt,single_prompt,zero-shot
Problema de LinkedIn é não ter segredo. Mas assim está dizer o outro que abri perfil dele pra quê? 😭😭,positive,neutral,positive,"
LinkedIn's problem is that it doesn't have privacy. But so what if I open his profile? 😭😭
",neutral,[Extraction Error LRL Label],,,"
---
English Translation:
```
LinkedIn's problem is that it doesn't have privacy. But so what if I open his profile? 😭😭
```

English Sentiment Label: neutral

Portuguese Sentiment Label: neutro

---",3.000393867492676,pt,single_prompt,zero-shot
"Eu já não choro, isso é preocupante 😰 https://t.co/jcfPJEuUrR",positive,negative,positive,"I don't cry anymore, that's concerning 😰",negative,[Extraction Error LRL Label],,,"
English Translation: I don't cry anymore, that's concerning 😰

English Sentiment Label: negative

Portuguese Sentiment Label: não chorar",1.9109840393066406,pt,single_prompt,zero-shot
Alguém tem sonífero? Dormi o dia todo agora não tenho sono💔😪,neutral,negative,neutral,"
Do you have sleeping pills? I slept all day now I don't sleep 😪😭
",negative,[Extraction Error LRL Label],,,"
English Translation:
```
Do you have sleeping pills? I slept all day now I don't sleep 😪😭
```

English Sentiment Label: negative

Portuguese Sentiment Label: negativo",2.4564340114593506,pt,single_prompt,zero-shot
Ofereçam lá vouchers as vossas pessoas ❤️,negative,positive,negative,"Offer your people there vouchers ❤️
---",positive,[Extraction Error LRL Label],,,"---
English Translation: Offer your people there vouchers ❤️
---
English Sentiment Label: positive
---
Portuguese Sentiment Label: oferecerem-se vales às suas pessoas ❤️
---",2.301103115081787,pt,single_prompt,zero-shot
"Fotos que tirou na praia sei lá quando, basta aquecer está a postar 🤦‍♂️",neutral,neutral,neutral,"
Photos that you took at the beach I don't know when, just warm up and post it 🤦‍♂️
",neutral,[Extraction Error LRL Label],,,"---
English Translation:
```
Photos that you took at the beach I don't know when, just warm up and post it 🤦‍♂️
```

English Sentiment Label: neutral

Portuguese Sentiment Label: não posso traduzir o sentimento em português porque não há um sentimento claro no texto.
---",3.6949431896209717,pt,single_prompt,zero-shot
Vindo de ti é mais engraçado😂😂 https://t.co/EePBVOBbj6,negative,positive,negative,Coming from you it's funnier 😂😂 https://t.co/EePBVOBbj6,positive,[Extraction Error LRL Label],,,"English Translation: Coming from you it's funnier 😂😂 https://t.co/EePBVOBbj6
English Sentiment Label: positive
Portuguese Sentiment Label: divertido",2.256178379058838,pt,single_prompt,zero-shot
😹😹😹 gostam de outro tipo de baliza https://t.co/U5hvPHPtq9,neutral,neutral,neutral,"
😹😹😹 like another type of marker https://t.co/U5hvPHPtq9
",neutral,[Extraction Error LRL Label],,,"
---
English Translation:
```
😹😹😹 like another type of marker https://t.co/U5hvPHPtq9
```

English Sentiment Label: neutral

Portuguese Sentiment Label: neutro",2.8040413856506348,pt,single_prompt,zero-shot
Emprestei o meu cell e ainda pergunta por quê que meu histórico de pesquisa está vazio 🤦🏿‍♂️ não quer levar uma de Van Dame essa?,neutral,neutral,neutral,"I lent my cell and still asks why my search history is empty 🤦🏿‍♂️ doesn't want one of Van Dame's?
---",neutral,[Extraction Error LRL Label],,,"---
English Translation: I lent my cell and still asks why my search history is empty 🤦🏿‍♂️ doesn't want one of Van Dame's?
---
English Sentiment Label: neutral
---
Portuguese Sentiment Label: neutro
---",3.0093417167663574,pt,single_prompt,zero-shot
@user Pra depois trairem com uma estátua 🥲,positive,negative,positive,":
""@user Betray with a statue 😭""
---",negative,[Extraction Error LRL Label],,,"---
English Translation::
""@user Betray with a statue 😭""
---
English Sentiment Label:negative
---
Portuguese Sentiment Label:traição
---",2.2056422233581543,pt,single_prompt,zero-shot
@user Nunca bebé 🤣😂🤣😂🤣 mais cedo ou mais tarde era para ser cobrada desculpa lá.,neutral,neutral,neutral,Never baby 😆🤣🤣🤣 sooner or later it was supposed to be an apology there.,neutral,[Extraction Error LRL Label],,,"English Translation: Never baby 😆🤣🤣🤣 sooner or later it was supposed to be an apology there.
English Sentiment Label: neutral
Portuguese Sentiment Label: nunca bebê 🤣😂🤣😂🤣 mais cedo ou mais tarde era para ser cobrada desculpa lá.",3.6972029209136963,pt,single_prompt,zero-shot
"@user Mesmo eu estou sofrendo pela minha futura namorada, não não saio por aí falando 😂😂😂",positive,neutral,positive,"I am suffering for my future girlfriend too, I don't go around talking about it 😂😂😂",neutral,[Extraction Error LRL Label],,,"English Translation: I am suffering for my future girlfriend too, I don't go around talking about it 😂😂😂
English Sentiment Label: neutral
Portuguese Sentiment Label: mesmo eu estou sofrendo pela minha futura namorada, não não saio por aí falando 😂😂😂",3.2967591285705566,pt,single_prompt,zero-shot
