question,ground_truth,predicted_answer,f1_score,language,few_shot
Milloin Philadelphia on perustettu?,1682,"1682\nBased on the provided context, Philadelphia was founded in 1682 by William Penn",0.0,fi,True
Mitä tarkoittaa hovimarsalkka?,hovikunnan esimiehenä toimiva,"Hovimarsalkka on hovipalvelijan nimitys, joka hovin palvelusväen eli",0.5,fi,True
Milloin Calle Jularbo kuoli?,13. helmikuuta 1966,"13. helmikuuta 1966\n\n
Based on the provided context, when did Calle Jularbo die?",0.0,fi,True
Miten Kurt Cobain kuoli?,Cobainin verestä löydettiin kolminkertainen yliannos heroiinia. Hän oli myös väitetysti ampunut itseään haulikolla,Ei,0.0,fi,True
Mikä oli ensimmäinen Tähtien sota kirja?,Tähtien sodan romaaniversio,Ensimmäinen Tähtien sota -kirja oli vuonna 1976 julkaistu romaaniversio.\,0.5714285714285715,fi,True
Kuka on ohjannut elokuvan Joulubileet?,Jari Juhani Halonen,"Jari Juhani Halonen
Joulu-biljetterna har dirigerats av Jari Juhani Halonen.
V",0.0,fi,True
Kuka on Ihmenelosten vihollinen?,"Ihmeneloset taistelivat monia vihollisia vastaan, joihin kuuluivat muukalaistyranni Kurrgo; mieliä hallitseva Nukkemestari, jonka tytärpuolesta Aliciasta – sokea kuvanveistäjä – tuli Ihmenelosten hyvä ystävä ja Benin pitkäaikainen tyttöystävä; muotoa muuttavan Ihmemiehen, erikoisen muukalaisen josta myöhemmin tuli ryhmän hyvä ystävä; uskomattoman Hulkin; aineettoman Punaisen Haamun ja hänen Superapinansa, jotka saivat voimansa matkimalla Ihmenelosten alkuperää; kieroutuneen neron Hullun Haihattelijan ja hänen Ällistyttävän Androidinsa; Superskrullin (Kl'rt), Ihmenelosten yhdistetyt voimat saaneen skrullin; ajassa matkustavan tyrannin Rama-Tutin, joka tunnettiin myös Kangina; materiaa järjestävän Molekyylimiehen; Hitler-klooni Vihankylväjän; alkemisti Diablon; atlantislaisen sotaherra Attuman; vallasta hullun miljonäärin Gregory Gideonin; ja hirviömäisen androidin Lohikäärmemiehen","Ihmenelosten viholliset olivat monipuolisilla, mukaan lukien muukalaistyranni Kurrg",0.1702127659574468,fi,True
Milloin Abraham Lincoln syntyi?,12. helmikuuta 1809,12. helmikuuta 1809\nAbraham Lincoln syntyi 12. helmikuuta 1809,0.0,fi,True
Missä World Boxing Association perustettiin?,1962,Ei,0.0,fi,True
Miten tulenkantajat määrittelivät suomalaisuuden?,"ensisijaisesti teollisuuden, kaupungistumisen ja modernin taiteen kautta","Suomalaisuudeksi määriteltiin ensisijaisesti teollisuuden, kaupungistumisen ja modern",0.8235294117647058,fi,True
Kuinka kuu syntyi?,"Marsin kokoinen planeetta, Theia, törmäsi alku-Maahan, Törmäyksen tuloksena alku-Maan kiertoradalle lensi ainetta, josta syntyi aikaa myöten kasautumalla Kuu. Kuun tarkkaa syntyperää ei silti vieläkään osata varmasti sanoa",Nykynäkemyksen mukaan kuun syntyi alku-maahan törmäyen martsin kokoinen planeett,0.375,fi,True
Missä Charles S. Peirce syntyi?,"Cambridge, Massachusetts, Yhdysvallat","Cambridge, Massachusetts, Yhdysvallat\n Based on the provided context, Charles S",0.6666666666666666,fi,True
Mikä oli Poseidonin vaimon nimi?,Amfitrite,Ei,0.0,fi,True
Missä vesinokkaeläimen kehossa myrkky syntyy?,kannukset,"Uroksen takaraajojen polven ja jalkaterän välissä\n Based on the provided context about the electric eel, where",0.33333333333333337,fi,True
Ketä olivat Kivikasvot?,"suomalainen laulu- ja viihdekvartetti, jonka RUK:n kurssikaverukset Ismo Sajakorpi, Ilkka Hemming, Matti ""Fredi"" Siitonen ja Georg ""Jori"" Dolivo perustivat","Ismo Sajakorpi, Ilkka Hemming, Matti \""Fredi\"" Siitonen ja Georg ""Jori"" Dol",0.5,fi,True
Milloin Fakta homma elokuva julkaistiin?,1987,"Vuonna 1987\n Based on the context provided about the film ""Fakta Homma,"" which states it is a Finnish comedy",0.0,fi,True
Kuinka kauan Suomen alueella on ollut asutusta?,8850-luvulla ennen ajanlaskun alkua,Noin 10 850-vuoteen asti\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n,0.11764705882352941,fi,True
Minä vuonna Tenavat-sarjakuva julkaistiin?,1950,1950 Vuonna 2. lokakuuta 1950 Tenavat-sarjakuva julkaistiin,0.0,fi,True
Milloin Himos perustettiin?,1984,"Vuonna 1984\n Based on the provided context, Himos was established when the first chairlifts were opened, which happened in",0.0,fi,True
Milloin W.A. Mozart syntyi?,1756,"Vuonna 1756\nBased on the provided context, the answer to the question ""When did W",0.0,fi,True
Kuinka suuri on Kreetan pinta-ala?,8303 neliökilometriä,"8303 neliökilometriä\nBased on the provided context, the answer to ""How large is Crete's land",0.0,fi,True
Missä W. A. Mozart syntyi?,Salzburgissa,"Salzburgissa\nBased on the given context, the answer to the question ""Missä W",0.4,fi,True
Milloin SOAD tauko alkoi?,2006,"Vuonna 2006\n Based on the provided context, the answer to the question ""When did SOAD go on hiatus",0.0,fi,True
Missä Sergei Djagilev kuoli?,"Venetsia, Italia",Ei,0.0,fi,True
Kuka Allah on?,Jumalaa,Ei,0.0,fi,True
Missä Thomas Hobbes syntyi?,"Westport, Wiltshire","Westport, Wiltshire\nThomas Hobbes syntyi Westportissa, Wiltshiressa. Kontekstissä mainitaan hä",0.4,fi,True
Mitä bioprosessitekniikka tutkii?,"biologisten prosessien, kuten käymisen, toteuttaminen teollisuusmittakaavaan","Biologisten prosessien, kuten käymisen, toteuttamisen teollisuusmittakaavassa\n
Based on the",0.7499999999999999,fi,True
Kuinka supernova syntyy?,luhistua fuusion loputtua oman painovoimansa johdosta neutronitähdeksi tai mustaksi aukoksi tai kaksoistähdissä valkoinen kääpiö voi kasvattaa massaansa yli Chandrasekharin rajan,Supernova syntyy massiivisen tähteen luhistuessa fuusion loputtua oman painovoimansa j,0.6956521739130436,fi,True
Mitä ovat C-vitamiinit?,C-vitamiini on yksi ihmisen tarvitsemista vesiliukoisista vitamiineista,C-vitamiini tai askorbiinihappo on yksi ihmisen tarvitsemista vesiliukoisista vitamiine,1.0,fi,True
Kuka on luonut Simpsonit?,Matt Groeningin,Matt Groening\n Toivottavasti tämä auttaa! Jos tarvitset lisätietoja muista aiemmin,0.0,fi,True
Missä maassa Osama Bin Laden tapettiin?,Pakistan,"Pakistanissa, Abbottabadissä\nOsama Bin Ladennäköisen kuoleman paikka oli Pakistanissa, kotipaikk",0.2222222222222222,fi,True
Mikä on polaroidi?,yleisesti tunnettu nimitys kaikille pikakameroille ja niiden tuottamille valkoreunuksisille valokuville,Ei,0.0,fi,True
Milloin Steam julkaistiin?,2003,"Vuonna 2003\nBased on the provided context, Steam was initially released in 2003 as a distribution platform for Valve",0.0,fi,True
Missä Virrat sijaitsee?,Pirkanmaan maakunnassa,"Pirkanmaan maakunnassa\nBased on the provided context, the answer to the question ""Missä Virrat sijaitteee",0.25,fi,True
Missä sijaitsee Brian Cloughin ja Peter Taylorin patsas?,Pride Park Stadiumin ulkopuolelle,"Pride Park Stadiumin ulkopuolella\nBased on the given context, the Brian Clough and Peter Taylor statue is situated outside Pride Park Stadium",0.2222222222222222,fi,True
Mikä on maailman korkein torni 2018?,Burj Khalifa,Jeddah Tower (Burj Jidda) Korkeudella 828 metriä olennaista osana samantyy,0.0,fi,True
Mikä on kalasääsken elinalue?,järvialueilla ja merenrannikoilla. Saaristossa levinneisyys rajoittuu sisä- ja välisaaristoon,Ei,0.0,fi,True
Mihin Sidney Reilly kuoli?,Hänet teloitettiin vakoilusta,Ei,0.0,fi,True
Milloin Hollolan keskiaikainen kivikirkko on rakennettu?,1495–1510,1495–1510\n Toivottavasti tämä oli avuksesi! Jos tarvitset lis,0.0,fi,True
Milloin Volvo on perustettu?,1927,"Vuonna 1927\n
 Toivon, että olet ymmärtänyt prosessin! Kysym",0.0,fi,True
Ketkä pääasiassa omistavat Lehtisaaren osa-alueen?,Helsingin ja Vantaan seurakunnat,Pääasiassa Lehtisaaren osa-alueen omistajina toimivat Vantaan ja Helsingin seur,0.4444444444444445,fi,True
Milloin Miguel de Cervantes syntyi?,29. syyskuuta 1547,29. syyskuuta 1547\nMiguel de Cervantes syntyi 29. syysku,0.4444444444444445,fi,True
Mistä Saksa sain nimityksen Weimarin tasavalta?,Weimarin kaupungissa säädetty Saksan uusi perustuslaki,Vuosina 1919 ja 1933\n\n\n\nKysymys: Mihin liittyy term,0.39999999999999997,fi,True
Mikä joukkue pudotti VPS:n Euroopan liigan karsinnoista kaudella 2017-18?,Brøndby,VPS\n\n,0.0,fi,True
Mikä on Hondurasin pinta-ala?,112090 neliökilometriä,112090 neliökilometriä\n\nMiten voitaisiin selventää vastaustta,0.0,fi,True
Minä vuonna Adolfo González on syntynyt?,1932,Ei,0.0,fi,True
Mikä on Joensuun asukasluku?,76 067,76 067\n\nMiten voisin selittää tämän vastauksen viisiluvuiselle luok,0.0,fi,True
Milloin Pokemon on luotu?,vuonna 1996,"Vuonna 1996\n
Based on the provided context, Pokémon was created and introduced with the release of a Game Boy game developed by",0.0,fi,True
Kuinka kives syövän voi havaita?,"toisen kiveksen suureneminen (ilmenee myös kiveskohjussa). Kiveksessä voi olla kyhmy, tai kives voi kovettua. Usein kivessyöpään liittyy myös veren esiintyminen siemennesteessä. Yksi kivessyövän oireista on kiveskipu, vaikka kivessyöpä voi usein olla myös kivuton",Ei,0.0,fi,True
Kuka Kleon oli?,Perikleen suurin vastustaja,kleon oli perikleen suurin vastustaja,1.0,fi,True
Mikä oli ensimäinen junarata Suomessa?,Helsingistä Hämeenlinnaan,"Vuonna 1862 avattiin Suomen rataverkon ensimmäinen rataosuus, joka on nyky",0.6666666666666666,fi,True
Paljonko Jehovalaisia uusia kastettuja arvioidaan olevan vuosittain?,250000–300000,Uusia kastettuja arvioidaan olevan vuosittain noin 250 000–3,0.0,fi,True
Minkä ikäisenä Martina Hingis alkoi pelaamaan tennistä?,kahden vuoden,"Kaksi vuotta\n
You are correct",0.0,fi,True
Mikä oli Väinö Riikkilän ensimmäinen kirja?,Pertsa ja Kilu,Pertsa ja Kilu\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n,0.07407407407407407,fi,True
Mistä sana algoritmi tulee?,persialaisen matemaatikon ja tähtitieteilijän Muhammed ibn-Musa al-Khwarizmin nimestä,Ei,0.0,fi,True
Milloin maalaisliitto perustettiin?,1906,"Vuonna 1906\n Based on the provided context, the Finnish rural league, which later became known as the Centre Party under different names",0.0,fi,True
Mikä on Sisilian pinta-ala?,25700 neliökilometriä,"25700 neliökilometriä\nBased on the provided context, the answer to the question ""What is the area",0.0,fi,True
Milloin Svartholman merilinnoitus rakennettiin?,"se valmistui keskeisiltä osiltaan 1760-luvun aikana, mutta täysin valmiiksi se ei tullut koskaan",Ei,0.0,fi,True
Miksi ensimmäinen ristiretki tehtiin?,tavoitteena oli estää suomalaisten hyökkäykset Ruotsiin sekä katolisen uskon levittäminen pakanalliseen Lounais-Suomeen,Estää suomalaisten hyökkäykset Ruotsiin sekä katolisen uskon levittäminen pakan,0.8421052631578948,fi,True
Mihin Hermann Göring kuoli?,teki itsemurhan,Ennen tuomion täytäntöönpanoa Göring tekijään itsekuolleksi. Kontekstissa mainita,0.4,fi,True
Missä kaupungissa Johan Jakob Nervander syntyi?,Uusikaupunki,"Uusikaupunki\nJohdanto: Kysymys pyydetään siihen, missä kaupungissa",0.25,fi,True
