premise_lrl,hypothesis_lrl,original_gt_label_int,ground_truth_eng_label_str,premise_en,hypothesis_en,predicted_english_label_model_intermediate,predicted_lrl_label_model_raw,predicted_label_for_accuracy,raw_premise_translation_response,raw_hypothesis_translation_response,raw_nli_response,runtime_seconds,error_message
S'il y avait quelque chose que je pouvais faire.,Je savais qu'il n'y avait rien que je puisse faire.,2,contradiction,If there was something I could do.,I knew there was nothing I could do.,contradiction,contradiction,contradiction,If there was something I could do.,I knew there was nothing I could do.,contradiction,1.4683737754821777,
Beaucoup a été fait pour engager Michael Apted pour amener plus d'humanité à la série.,Michael Apted a été embauché pour ajouter une qualité personnelle à la série.,0,entailment,A lot was done to get Michael Apted on board to bring more humanity into the series.,Michael Apted was hired to add a personal quality to the series.,entailment,implicativement,entailment,A lot was done to get Michael Apted on board to bring more humanity into the series.,Michael Apted was hired to add a personal quality to the series.,entailment,2.3665988445281982,
"En remerciement pour votre contribution de 100 $ ou plus pour la campagne, vous, ainsi qu'un(e) invité(e) de votre choix, êtes conviés au Herron Hall le jeudi 23 mars 2000 de 17:30 à 20:00 pour une réception exceptionnelle.",Vous et un invité serez conviés à assister à une réception spéciale si vous faites un don de 100$ ou plus à la campagne.,0,entailment,"As a thank-you for your contribution of $100 or more to the campaign, you and one guest of your choice are invited to an exceptional reception at Herron Hall on Thursday, March 23, 2000 from 5:30 to 8 p.m.",You and a guest will be invited to attend a special reception if you make a donation of $100 or more to the campaign.,entailment,implicativement,entailment,"As a thank-you for your contribution of $100 or more to the campaign, you and one guest of your choice are invited to an exceptional reception at Herron Hall on Thursday, March 23, 2000 from 5:30 to 8 p.m.",You and a guest will be invited to attend a special reception if you make a donation of $100 or more to the campaign.,entailment,5.156520128250122,
Vous verrez des vidéos de l'histoire d'Anne et d'Amsterdam sous l'occupation ainsi que des photographies et des objets de l'époque.,Vous ne verrez pas de photos.,2,contradiction,"You will see videos about Anne's story and Amsterdam under occupation, as well as photographs and objects from that time.",You won't see any pictures.,contradiction,contradiction,contradiction,"You will see videos about Anne's story and Amsterdam under occupation, as well as photographs and objects from that time.",You won't see any pictures.,contradiction,2.1557459831237793,
"De plus, les résidants de l’Indiana peuvent bénéficier de réductions fiscales grâce au crédit d’impôt de l’Indiana qui s’applique directement sur le revenu net de la déclaration fiscale.",Les résidents de l'Indiana obtiennent un crédit d'impôt de 50 % s'ils font un don au théâtre.,1,neutral,"In addition, Indiana residents can benefit from income tax savings through the Indiana Income Tax Credit that is applied directly against net income on their tax return.",Residents of Indiana get a 50% tax credit if they donate to the theater.,contradiction,contradiction,contradiction,"In addition, Indiana residents can benefit from income tax savings through the Indiana Income Tax Credit that is applied directly against net income on their tax return.",Residents of Indiana get a 50% tax credit if they donate to the theater.,contradiction,3.3469927310943604,
"Le maire de Letohrad, la ville où Josef Korbel a grandi, affirme avoir envoyé trois lettres à Albright ces dernières années.",Korbel a guidé Letohrad.,0,entailment,"The mayor of Letohrad, the town where Josef Korbel grew up, says he has sent three letters to Albright in recent years.",Korbel led Letohrad.,contradiction,contradiction,contradiction,"The mayor of Letohrad, the town where Josef Korbel grew up, says he has sent three letters to Albright in recent years.",Korbel led Letohrad.,contradiction,2.782357931137085,
"Dans une économie à fort réinvestissement, que se passera-t-il si nous pouvons tirer parti de nos avantages commerciaux et réinvestir tout excédent afin de pouvoir créer plus de pommes et de poires que ce avec quoi nous avons démarré?",Nous ne pouvons commercer avec nos personnes proches.,2,contradiction,In a high reinvestment economy what will happen if we can take advantage of our competitive advantages and reinvest any surplus so that we can grow more apples and pears than when we started out?,We can't trade with our close people.,contradiction,contradiction,contradiction,In a high reinvestment economy what will happen if we can take advantage of our competitive advantages and reinvest any surplus so that we can grow more apples and pears than when we started out?,We can't trade with our close people.,contradiction,3.0719993114471436,
Nous continuons à renforcer la formation de bons avocats.,"Nous pouvons éduquer les avocats, j'en suis sûr!",0,entailment,We continue to strengthen training for good lawyers.,"We can educate lawyers, I'm sure of it!",contradiction,contradiction,contradiction,We continue to strengthen training for good lawyers.,"We can educate lawyers, I'm sure of it!",contradiction,1.869175672531128,
"Le destinataire final au Pakistan irait alors à l'hawaladar pakistanais et recevrait son argent, en roupies, de tout argent que l'hawaladar pakistanais a à sa disposition.",Le bénéficiaire final devrait se déplacer en Turquie pour recevoir son argent.,2,contradiction,"The ultimate recipient in Pakistan would then go to the hawaldar and receive his money, in rupees, from all of the money that the hawaldar has on hand.",The ultimate beneficiary should travel to Turkey to receive his money.,contradiction,contradiction,contradiction,"The ultimate recipient in Pakistan would then go to the hawaldar and receive his money, in rupees, from all of the money that the hawaldar has on hand.",The ultimate beneficiary should travel to Turkey to receive his money.,contradiction,3.1210591793060303,
La véritable cause de préoccupation est que les HMO peuvent ne pas contrôler les coûts à long terme.,Tout le monde comprend que les organisations du maintien de santé seront en mesure de contrôler les coûts à long terme.,2,contradiction,The real concern is that HMOs may not control costs in the long run.,Everyone understands that health maintenance organizations will be able to control costs in the long run.,contradiction,contradiction,contradiction,The real concern is that HMOs may not control costs in the long run.,Everyone understands that health maintenance organizations will be able to control costs in the long run.,contradiction,2.299294948577881,
et ça m'a encore fait peur,J'avais juste un peu peur.,1,neutral,And that scared me again.,I was just a little bit scared.,entailment,implication,entailment,And that scared me again.,I was just a little bit scared.,entailment,1.5651659965515137,
Ma parole ! Ça me semble bien aventureux.,Cela ressemble à une expérience épouvantable.,2,contradiction,My word! It seems very adventurous to me.,It looks like a terrible experience.,contradiction,contradiction,contradiction,My word! It seems very adventurous to me.,It looks like a terrible experience.,contradiction,1.4980461597442627,
"Basé sur l'estimation des risques, Centerlink a développé tout un éventail de stratégies spécifiques de prévention destinées à apprendre aux bénéficiaires et aux employés des éléments au sujet de la déclaration de revenus.",Centrelink avait beaucoup de stratégies pour enseigner aux gens comment déclarer leurs revenus parce que les erreurs coûtaient beaucoup d'argent au gouvernement.,1,neutral,"Based on risk assessment, CenterLink has developed an entire array of specific prevention strategies designed to educate beneficiaries and employees about filing tax returns.",Centrelink had a lot of strategies for teaching people how to declare their income because mistakes cost the government a lot of money.,entailment,implicativement,entailment,"Based on risk assessment, CenterLink has developed an entire array of specific prevention strategies designed to educate beneficiaries and employees about filing tax returns.",Centrelink had a lot of strategies for teaching people how to declare their income because mistakes cost the government a lot of money.,entailment,3.5379116535186768,
"Ceci est extrêmement important pour la survie à long terme des éléphants grâce aux soins humains, ainsi que pour la nature.",Il n'y a rien qui puisse être fait pour aider les éléphants.,2,contradiction,This is extremely important for the long-term survival of elephants through human care as well as for nature.,There's nothing that can be done to help elephants.,contradiction,contradiction,contradiction,This is extremely important for the long-term survival of elephants through human care as well as for nature.,There's nothing that can be done to help elephants.,contradiction,2.4937102794647217,
Nous supposons une relation linéaire forte entre le volume par habitant et les pièces possibles par,Nous savons qu'il n'y a pas de lien entre le volume par habitant et les pièces par possible.,2,contradiction,We assume a strong linear relationship between per capita volume and possible rooms per person.,We know that there is no link between per capita volume and rooms per possible.,contradiction,contradiction,contradiction,We assume a strong linear relationship between per capita volume and possible rooms per person.,We know that there is no link between per capita volume and rooms per possible.,contradiction,2.6751418113708496,
"À l'heure actuelle, il est peut-être préférable de laisser ces petites îles moins développées tranquilles.",Les gens pensent que les îles devraient être laissées seules.,0,entailment,At this time it may be better to leave these less developed islands alone.,People think that the islands should be left alone.,neutral,neutre,neutral,At this time it may be better to leave these less developed islands alone.,People think that the islands should be left alone.,neutral,2.037259340286255,
"Cependant, une chose dont M. Tesniares n'a pas tenu compte est l'apport anglo-saxon.",M. Tesniares apporte une contribution anglo-saxonne.,2,contradiction,"However, one thing that Mr Tesniares has not taken into account is the Anglo-Saxon contribution.",Mr Tesnares brings an Anglo-Saxon contribution.,contradiction,contradiction,contradiction,"However, one thing that Mr Tesniares has not taken into account is the Anglo-Saxon contribution.",Mr Tesnares brings an Anglo-Saxon contribution.,contradiction,2.359347343444824,
Mon nom est Wade - Seigneur Julian Wade.,Son nom n'était pas Wade mais bien Smith.,2,contradiction,"My name is Wade, Lord Julian Wade.",His name wasn't Wade but rather Smith.,contradiction,contradiction,contradiction,"My name is Wade, Lord Julian Wade.",His name wasn't Wade but rather Smith.,contradiction,1.829505443572998,
"Il serait extrêmement difficile pour un avocat des services juridiques californiens de savoir si un client qui a travaillé au sein du flux de migration en Arizona, a franchi temporairement la frontière mexicaine.",L'avocat peut obtenir les informations à travers le réseau des travailleurs migrants.,1,neutral,It would be extremely difficult for an attorney in California's legal services to know if a client who worked within the flow of migration in Arizona crossed the Mexican border temporarily.,The lawyer can obtain information through the network of migrant workers.,contradiction,contradiction,contradiction,It would be extremely difficult for an attorney in California's legal services to know if a client who worked within the flow of migration in Arizona crossed the Mexican border temporarily.,The lawyer can obtain information through the network of migrant workers.,contradiction,3.102944850921631,
"De même, les statistiques des tableaux A2 et A3 montrent que les routes ayant un volume de routes de transport élevé se trouvent dans des codes postaux avec des niveaux plus élevés de revenus par ménage et de niveaux de scolarité.",Les régions à volume élevé ont également des revenus élevés.,0,entailment,"Similarly, the tables A2 and A3 show that roads with a high road traffic volume are located in postal codes with higher levels of household income and educational attainment.",High-volume regions also have high incomes.,entailment,implicativement,entailment,"Similarly, the tables A2 and A3 show that roads with a high road traffic volume are located in postal codes with higher levels of household income and educational attainment.",High-volume regions also have high incomes.,entailment,2.9963889122009277,
Et elle a toujours été là pour nous,Elle nous a donné tout l'argent dont nous avions besoin.,1,neutral,And she has always been there for us.,She gave us all the money we needed.,contradiction,contradiction,contradiction,And she has always been there for us.,She gave us all the money we needed.,contradiction,1.6006345748901367,
"Um, et elle a dit, elle a dit, elle a dit, bébé, elle a dit, Vous ne comprenez pas  la vie de la façon dont je la comprends.",Elle m'a dit que je n'avais aucune idée de comment le monde réel fonctionnait vraiment et que je devrais la suivre.,1,neutral,"Um, and she said, she said, she said, baby, she said, You don't understand life the way I do.",She told me I had no idea how the real world actually worked and that I should follow her.,contradiction,contradiction,contradiction,"Um, and she said, she said, she said, baby, she said, You don't understand life the way I do.",She told me I had no idea how the real world actually worked and that I should follow her.,contradiction,3.5785539150238037,
"La propriété est une succession interminable de bulles dans l'espace, ou le cyberespace, avec des personnes différentes revendiquant une variété infinie d'intérêts en eux.","La propriété, ce n'est que des personnes disant qu'elles possèdent quelque chose.",0,entailment,"Property is an endless succession of bubbles in space, or cyberspace, with different people claiming a variety of interests therein.",Property is nothing but people saying they own something.,contradiction,contradiction,contradiction,"Property is an endless succession of bubbles in space, or cyberspace, with different people claiming a variety of interests therein.",Property is nothing but people saying they own something.,contradiction,2.574347734451294,
"Ces travailleurs n'étaient pas bloqués, mais contrairement à la plupart des occupants des étages supérieurs, ils avaient choisi de ne pas descendre immédiatement après l'impact.",Certains travailleurs pensaient que la situation ne dégénérerait pas.,1,neutral,"These workers were not trapped, but unlike most of those in upper floors, they chose not to immediately descend after impact.",Some workers thought that the situation would not degenerate.,neutral,neutre,neutral,"These workers were not trapped, but unlike most of those in upper floors, they chose not to immediately descend after impact.",Some workers thought that the situation would not degenerate.,neutral,2.415306806564331,
"Rien ne souligne les complexités subtiles du langage de façon plus frappante que les problèmes de communication entre les pilotes, les membres d'équipage et les contrôleurs de la circulation aérienne.",Les pilotes sont toujours des communicateurs parfaits.,2,contradiction,"Nothing highlights the subtle complexities of language more than the problems of communication between pilots, crew members and air traffic controllers.",Pilots are always perfect communicators.,contradiction,contradiction,contradiction,"Nothing highlights the subtle complexities of language more than the problems of communication between pilots, crew members and air traffic controllers.",Pilots are always perfect communicators.,contradiction,2.5082552433013916,
"Yousef a pu s'enfuir au Pakistan, mais son complice Murad, dont KSM dit qu'il a envoyé $3 000 pour aider à financer l'opération, a été arrêté et a révélé des infirmations sur le complot lors de l'interrogatoire.",Murad a dit aux enquêteurs où localiser Yousef au Pakistan.,1,neutral,"Yousef was able to flee to Pakistan, but his accomplice Murad, whom KSM said he sent $3,000 to help finance the operation, was arrested and revealed incriminating information about the plot during questioning.",Murad told investigators where to find Yousef in Pakistan.,contradiction,contradiction,contradiction,"Yousef was able to flee to Pakistan, but his accomplice Murad, whom KSM said he sent $3,000 to help finance the operation, was arrested and revealed incriminating information about the plot during questioning.",Murad told investigators where to find Yousef in Pakistan.,contradiction,3.7185044288635254,
"On peut imaginer un conducteur de bulldozer en train de préparer une route pour un nouveau développement, salué par le développeur Hey, Loyd ...",Vous pouvez imaginer un conducteur de bulldozer démarrer un bulldozer.,1,neutral,"We can imagine a dozer operator preparing a road for a new development, greeted by developer Hey, Lloyd...",You can imagine a bulldozer driver starting a bulldozer.,neutral,neutre,neutral,"We can imagine a dozer operator preparing a road for a new development, greeted by developer Hey, Lloyd...",You can imagine a bulldozer driver starting a bulldozer.,neutral,1.9827563762664795,
"Bon, quoi qu'il en soit, Papa va me préparer un bon grand verre de lait chocolaté.",Papa m'a donné du lait au chocolat du frigo.,1,neutral,"Well, whatever, Dad will make me a nice big glass of chocolate milk.",Dad gave me chocolate milk from the fridge.,contradiction,contradiction,contradiction,"Well, whatever, Dad will make me a nice big glass of chocolate milk.",Dad gave me chocolate milk from the fridge.,contradiction,2.300140619277954,
"eh bien soi-disant dans sept jours, ils vont, ils vont éplucher votre parcours et s'assurez que vous n'êtes pas un ancien détenu ou n'avez",Ils vont soi-disant faire une vérification des antécédents au cours des sept prochains jours.,0,entailment,"Well, supposedly in seven days they're going to peel your background and make sure you're not a former prisoner or have",They are supposed to do a background check within the next seven days.,entailment,implicativement,entailment,"Well, supposedly in seven days they're going to peel your background and make sure you're not a former prisoner or have",They are supposed to do a background check within the next seven days.,entailment,2.2786436080932617,
"Je suis euh, grand sergent chef, à la retraite, comme Rick l'a dit.",Rick t'a dit que j'étais à la retraite.,0,entailment,"I'm uh, retired senior sergeant major, as Rick said.",Rick told you I was retired.,contradiction,contradiction,contradiction,"I'm uh, retired senior sergeant major, as Rick said.",Rick told you I was retired.,contradiction,1.9821560382843018,
Quoi qu'il en soit l'homme entre.,L'homme est entré dans la pièce.,0,entailment,"Whatever, let him enter.",The man entered the room.,neutral,neutral,neutral,"Whatever, let him enter.",The man entered the room.,neutral,1.2854828834533691,
"Bien sûr, toutes les erreurs typographiques ne doivent pas être attribuées à un motif inconscient caché de la part du typographe (ou dactylo).",Les typographes et les dactylographes ne font jamais d'erreurs typographiques.,2,contradiction,"Of course, not all typographical errors must be attributed to an unconscious hidden motive on the part of the typographer (or typist).",Typographers and typists never make typographical errors.,contradiction,contradiction,contradiction,"Of course, not all typographical errors must be attributed to an unconscious hidden motive on the part of the typographer (or typist).",Typographers and typists never make typographical errors.,contradiction,2.6598775386810303,
"Si vous souhaitez obtenir des informations supplémentaires sur la campagne de l'École de médecine IU ou sur la recherche du Dr Field, veuillez composer le 274-3270.",Le Dr. Field travaille comme dentiste à l'Université de Floride.,2,contradiction,"If you wish to obtain further information about the School of Medicine's campaign or about Dr. Field's research, please call 274-3270.",Dr. Field works as a dentist at the University of Florida.,contradiction,contradiction,contradiction,"If you wish to obtain further information about the School of Medicine's campaign or about Dr. Field's research, please call 274-3270.",Dr. Field works as a dentist at the University of Florida.,contradiction,3.310559034347534,
"ils devraient mieux connaître certains d'entre eux, car il y en a quand même quelques-uns qui étaient avec nous à la Barbade, et connaissent comme vous et moi le Colonel Bishop.",Nous connaissons aussi le Capitaine Blood.,1,neutral,"They should know some of them better, for there are some who were with us in Barbados and know Colonel Bishop as well as you or I do.",We also know Captain Blood.,neutral,neutral,neutral,"They should know some of them better, for there are some who were with us in Barbados and know Colonel Bishop as well as you or I do.",We also know Captain Blood.,neutral,2.177562952041626,
"dans l'obtention de nouveaux passports et les deux passports endommagés, voir le rapport des renseignements, interrogations du KSM, le 3 juillet 2003 et 9 septembre 2003.",KSM a toujours échoué à obtenir des documents propres.,2,contradiction,"In obtaining new passports and the two damaged passports, see the intelligence report, KSM interrogations of July 3, 2003 and September 9, 2003.",KSM has always failed to obtain clean documents.,contradiction,contradiction,contradiction,"In obtaining new passports and the two damaged passports, see the intelligence report, KSM interrogations of July 3, 2003 and September 9, 2003.",KSM has always failed to obtain clean documents.,contradiction,3.5736687183380127,
Les petites rues de Laleli se trouvent de l'autre côté de la place. C'est là qu'il faut aller pour dénicher des vêtements pas chers.,Les vêtements bon marché sont à vendre à Laleli si vous allez dans les bonnes boutiques.,1,neutral,The small streets of Laleli are on the other side of the square. That's where you have to go to find cheap clothes.,Cheap clothes are sold in Laleli if you go to the right shops.,contradiction,contradiction,contradiction,The small streets of Laleli are on the other side of the square. That's where you have to go to find cheap clothes.,Cheap clothes are sold in Laleli if you go to the right shops.,contradiction,2.9933626651763916,
"Outre le lexique, la grammaire - et particulièrement la syntaxe - a quelque peu évolué, mais encore une fois, pas au point qu'un lecteur moderne ne puisse pas la comprendre.","Les règles de grammaire ont changé, mais pas beaucoup.",0,entailment,"Besides vocabulary, grammar – and particularly syntax – has evolved somewhat, but again not so much that a modern reader cannot understand it.","Grammar rules have changed, but not much.",entailment,implicite,entailment,"Besides vocabulary, grammar – and particularly syntax – has evolved somewhat, but again not so much that a modern reader cannot understand it.","Grammar rules have changed, but not much.",entailment,2.144887924194336,
